Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to10,Feature log2 fold change topic 8to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000111786,SRSF9,62,-0.0241,53,-0.2583,53,-0.2852,64,0.03076,65,0.06485,57,-0.1602,83,0.42961,64,0.00670
ENSG00000088986,DYNLL1,891,0.65999,517,-0.3287,538,-0.2676,774,0.33258,440,-0.6672,331,-1.0036,830,0.41383,552,-0.2279
ENSG00000110871,COQ5,19,0.65206,17,0.35601,6,-1.2179,7,-0.9771,9,-0.7844,14,-0.0059,23,0.83616,20,0.56311
ENSG00000022840,RNF10,85,0.09259,85,0.06245,75,-0.1241,92,0.20615,89,0.16763,54,-0.6365,56,-0.5789,82,0.01010
ENSG00000167272,POP5,15,0.38933,14,0.21914,7,-0.7299,8,-0.6447,11,-0.0846,8,-0.6433,24,1.09036,9,-0.5013
ENSG00000256008,AC125616.1,16,0.85159,14,0.45814,3,-1.6129,7,-0.5107,11,0.12324,2,-1.9310,4,-1.2101,14,0.47702
ENSG00000157782,CABP1,450,0.91681,322,0.17776,172,-0.7862,214,-0.4849,175,-0.8752,177,-0.7443,377,0.43271,381,0.44915
ENSG00000110917,MLEC,88,0.11417,94,0.20086,99,0.28268,86,0.07625,89,0.14634,67,-0.3119,58,-0.5406,52,-0.7177
ENSG00000175970,UNC119B,18,0.09792,13,-0.4914,13,-0.3833,16,-0.1888,15,-0.2775,32,0.94102,22,0.32472,16,-0.0909
ENSG00000157837,SPPL3,79,0.23917,77,0.15058,56,-0.3335,85,0.33747,68,-0.0317,75,0.10690,37,-0.9379,49,-0.5441
ENSG00000157895,C12orf43,65,0.06333,59,-0.1028,69,0.15413,61,-0.0447,74,0.32651,36,-0.8380,55,-0.2016,56,-0.1656
ENSG00000089041,P2RX7,16,-0.9078,44,0.74051,107,2.33514,20,-0.4919,11,-1.5261,64,1.38747,6,-2.3032,14,-1.0191
ENSG00000110931,CAMKK2,246,0.48027,182,-0.0875,205,0.09616,134,-0.5935,167,-0.2564,88,-1.1976,349,0.95636,170,-0.1931
ENSG00000089053,ANAPC5,83,0.15102,127,0.80253,114,0.63049,64,-0.2983,71,-0.1425,75,-0.0425,48,-0.7148,43,-0.8813
ENSG00000170633,RNF34,47,0.10180,50,0.19681,62,0.52058,45,0.02443,54,0.37577,26,-0.7913,26,-0.8268,20,-1.1817
ENSG00000089094,KDM2B,20,0.03188,30,0.70697,31,0.75046,8,-1.3075,16,-0.2905,13,-0.5917,27,0.50534,25,0.39910
ENSG00000188735,TMEM120B,12,0.53418,19,1.07800,6,-0.7174,2,-2.1575,8,-0.3393,10,0.12322,13,0.55452,9,-0.0144
ENSG00000139725,RHOF,18,0.85867,10,-0.2483,5,-1.2531,10,-0.1855,10,-0.2317,3,-1.8617,8,-0.6149,20,0.88002
ENSG00000139718,SETD1B,15,0.44062,5,-1.2520,17,0.55980,12,0.10797,11,-0.1563,5,-1.2328,8,-0.4713,15,0.42402
ENSG00000110801,PSMD9,24,0.18670,23,0.09631,28,0.41594,13,-0.8079,20,-0.1847,31,0.56267,21,-0.0352,21,-0.0209
ENSG00000110987,BCL7A,49,-0.5975,69,0.02140,83,0.31497,86,0.41609,104,0.85591,28,-1.3427,34,-1.0369,39,-0.8340
ENSG00000175727,MLXIP,14,-0.4581,27,0.63879,25,0.49262,19,0.07577,8,-1.4049,43,1.40096,25,0.51806,12,-0.6205
ENSG00000176383,B3GNT4,12,0.60324,13,0.65854,2,-2.2753,16,1.02367,9,-0.0123,1,-2.3042,2,-1.8726,1,-2.3770
ENSG00000139719,VPS33A,33,0.48000,24,-0.1016,22,-0.2229,24,-0.0822,30,0.32622,17,-0.6038,15,-0.8051,16,-0.6967
ENSG00000130779,CLIP1,172,-0.6867,301,0.27442,352,0.52296,221,-0.2311,384,0.84202,232,-0.1331,153,-0.7741,143,-0.8743
ENSG00000111011,RSRC2,194,-0.5215,263,0.02017,371,0.57097,228,-0.2130,398,0.86939,184,-0.5307,158,-0.7572,161,-0.7274
ENSG00000139726,DENR,125,-0.2785,134,-0.1248,135,-0.1118,201,0.56925,183,0.44633,84,-0.8323,86,-0.7966,124,-0.2376
ENSG00000130787,HIP1R,21,-1.1818,33,-0.3577,66,0.75578,37,-0.1953,17,-1.4979,168,2.44368,40,-0.0400,42,0.03834
ENSG00000139722,VPS37B,10,-0.5583,17,0.31948,14,0.02728,23,0.86399,8,-1.0375,29,1.13953,14,-0.0195,9,-0.6313
ENSG00000150967,ABCB9,20,0.59147,34,1.35938,12,-0.2647,12,-0.3279,10,-0.5507,11,-0.4386,5,-1.3934,12,-0.3219
ENSG00000182196,ARL6IP4,252,-0.4324,212,-0.6282,309,-0.0502,387,0.33224,345,0.14859,239,-0.4462,453,0.55412,374,0.24723
ENSG00000090975,PITPNM2,20,0.35088,26,0.68087,20,0.27399,12,-0.5830,8,-1.3031,24,0.56876,34,1.08199,8,-1.1054
ENSG00000051825,MPHOSPH9,21,-0.6338,69,1.37721,28,-0.1042,19,-0.7358,32,0.16149,48,0.77525,15,-1.0121,28,-0.0622
ENSG00000130921,C12orf65,30,-0.8529,61,0.32534,57,0.22591,47,-0.0984,73,0.76893,50,0.00287,40,-0.3258,33,-0.6219
ENSG00000111328,CDK2AP1,66,-0.5675,24,-2.0039,49,-0.9397,20,-2.3338,42,-1.3323,395,2.58482,248,1.66521,102,0.17581
ENSG00000139697,SBNO1,182,-0.1418,238,0.29532,251,0.38050,198,0.00624,261,0.55522,115,-0.8254,128,-0.6563,102,-0.9965
ENSG00000183955,KMT5A,22,-0.6820,39,0.24812,38,0.23167,33,-0.0101,42,0.44243,35,0.09598,25,-0.4142,35,0.06351
ENSG00000150977,RILPL2,15,0.28829,9,-0.6119,16,0.33408,8,-0.8018,12,-0.2142,27,1.13560,14,0.08173,8,-0.6815
ENSG00000184209,SNRNP35,24,0.34557,12,-0.7440,30,0.66796,12,-0.7842,23,0.30444,16,-0.3149,16,-0.3367,18,-0.1650
ENSG00000188026,RILPL1,30,0.15009,21,-0.4152,48,0.85864,24,-0.2111,23,-0.3478,40,0.57600,32,0.22768,12,-1.2322
ENSG00000086598,TMED2,85,0.42545,59,-0.2202,69,0.01008,62,-0.1767,62,-0.1934,63,-0.1319,80,0.24994,54,-0.3491
ENSG00000111364,DDX55,27,0.05195,45,0.85507,63,1.42418,14,-0.9681,22,-0.2874,22,-0.2861,23,-0.1683,11,-1.2580
ENSG00000111361,EIF2B1,37,1.24551,24,0.22852,15,-0.4777,16,-0.4564,10,-1.2730,25,0.30735,16,-0.3861,15,-0.4345
ENSG00000111358,GTF2H3,21,-0.0880,27,0.30228,25,0.15618,19,-0.2753,25,0.17703,17,-0.4430,28,0.35067,19,-0.2843
ENSG00000119242,CCDC92,182,0.29215,145,-0.1170,170,0.13302,183,0.27084,158,0.01381,81,-1.0077,135,-0.2222,117,-0.4519
ENSG00000250091,DNAH10OS,7,-0.6535,13,0.25772,12,0.14296,12,0.18322,15,0.69618,3,-1.7241,8,-0.4579,12,0.15610
ENSG00000179195,ZNF664,46,-0.0472,46,-0.0421,40,-0.2348,49,0.05418,37,-0.4478,63,0.44784,62,0.43430,56,0.27550
ENSG00000196498,NCOR2,62,-0.6537,109,0.29858,148,0.79445,116,0.43954,81,-0.2045,89,-0.0124,95,0.08813,68,-0.4223
ENSG00000073060,SCARB1,23,0.19704,13,-0.7345,31,0.61654,17,-0.3314,11,-1.0809,39,0.99891,24,0.20793,28,0.44831
ENSG00000150991,UBC,1410,0.96079,697,-0.3651,552,-0.7215,600,-0.6378,869,-0.0275,728,-0.2982,836,-0.0835,620,-0.5440
ENSG00000150990,DHX37,18,0.08343,16,-0.0752,23,0.48713,17,-0.0109,18,0.06584,19,0.19373,5,-1.6844,17,-0.0024
ENSG00000184992,BRI3BP,78,-0.4107,75,-0.4115,92,-0.0865,131,0.51186,138,0.68670,63,-0.6699,45,-1.1790,85,-0.2061
ENSG00000081760,AACS,75,0.97565,80,0.85096,33,-0.5317,54,0.24166,30,-0.7635,16,-1.5944,16,-1.6152,38,-0.3015
ENSG00000139364,TMEM132B,164,0.09221,216,0.50986,170,0.12451,79,-1.1131,222,0.69834,123,-0.3754,103,-0.6484,107,-0.5873
ENSG00000256193,LINC00507,59,2.24658,17,-0.4581,5,-2.1381,0,-7.3246,12,-1.0986,0,-5.3656,57,1.47607,6,-1.8492
ENSG00000139370,SLC15A4,19,0.41804,25,0.82945,12,-0.2765,13,-0.1892,5,-1.7150,28,0.99540,9,-0.7686,22,0.57085
ENSG00000151948,GLT1D1,33,0.28704,43,0.63177,14,-1.0924,32,0.19025,33,0.26684,5,-2.5658,19,-0.5851,28,-0.0076
ENSG00000151952,TMEM132D,29,0.90342,24,0.41522,17,-0.0963,17,-0.1010,13,-0.6260,14,-0.3730,10,-0.9442,14,-0.4217
ENSG00000060709,RIMBP2,62,0.00110,80,0.39414,39,-0.7135,75,0.31950,50,-0.4089,31,-1.0584,104,0.82420,70,0.17036
ENSG00000111450,STX2,8,-1.5745,36,0.93365,49,1.43036,21,0.10531,16,-0.4296,29,0.57437,17,-0.2780,18,-0.2072
ENSG00000132341,RAN,316,0.69594,199,-0.1701,148,-0.6230,241,0.13762,199,-0.2035,108,-1.1063,205,-0.1250,206,-0.1235
ENSG00000061936,SFSWAP,28,-0.7605,81,0.99714,77,0.90424,31,-0.5585,49,0.22946,65,0.63407,16,-1.5097,33,-0.4109
ENSG00000198598,MMP17,30,0.40168,44,0.92024,23,-0.1315,25,-0.0057,18,-0.5157,12,-1.0227,26,0.10461,19,-0.3630
ENSG00000177169,ULK1,45,0.37401,44,0.25106,26,-0.5438,32,-0.2420,22,-0.8817,50,0.46314,56,0.63007,41,0.16063
ENSG00000183495,EP400,36,-0.4624,72,0.68315,74,0.73061,47,0.01032,53,0.24687,31,-0.6252,48,0.04922,20,-1.2539
ENSG00000185163,DDX51,39,0.42146,44,0.51758,40,0.37943,16,-1.1207,37,0.28853,29,-0.1502,17,-0.8881,21,-0.6406
ENSG00000184967,NOC4L,21,0.97528,13,0.01758,6,-1.0689,14,0.13166,6,-1.2795,15,0.27465,12,-0.1553,13,-0.0245
ENSG00000182870,GALNT9,69,0.82511,51,0.19088,32,-0.5139,53,0.26987,36,-0.4417,11,-2.0815,34,-0.4631,44,-0.0619
ENSG00000112787,FBRSL1,19,-0.4538,18,-0.4195,13,-0.9229,28,0.27098,15,-0.7848,37,0.64999,49,1.11430,39,0.74941
ENSG00000176894,PXMP2,13,-0.1322,6,-1.3054,11,-0.3675,3,-2.3709,13,-0.1922,35,1.41631,38,1.56148,13,-0.1351
ENSG00000247077,PGAM5,25,0.26852,22,0.06258,10,-1.1614,28,0.44731,21,-0.0612,14,-0.6351,19,-0.1539,21,-0.0189
ENSG00000176915,ANKLE2,40,0.11686,51,0.48804,51,0.50440,23,-0.7776,45,0.33557,17,-1.1696,36,-0.0384,30,-0.3118
ENSG00000090615,GOLGA3,72,0.02721,99,0.52119,95,0.46171,79,0.19091,68,-0.0721,47,-0.6436,43,-0.7600,60,-0.2691
ENSG00000072609,CHFR,9,0.30362,22,1.63566,4,-1.0889,3,-1.4703,7,-0.2848,10,0.35690,5,-0.5633,8,0.01013
ENSG00000196458,ZNF605,18,-1.1281,96,1.66238,59,0.82915,16,-1.2841,42,0.33136,50,0.57536,18,-1.0205,22,-0.7180
ENSG00000198393,ZNF26,11,-0.4115,59,2.48234,7,-1.0411,11,-0.3264,6,-1.2658,22,0.72943,5,-1.3824,13,-0.1603
ENSG00000198040,ZNF84,35,0.01449,46,0.40313,34,-0.0433,36,0.04225,27,-0.4435,59,0.80802,30,-0.2268,28,-0.3558
ENSG00000090612,ZNF268,12,-0.5148,23,0.57535,42,1.57984,12,-0.4258,12,-0.5277,23,0.58944,15,-0.1199,9,-0.9090
ENSG00000196199,MPHOSPH8,341,-0.6014,513,0.11126,582,0.31249,507,0.10177,769,0.97724,207,-1.2725,225,-1.1433,337,-0.5376
ENSG00000121390,PSPC1,62,-0.0448,101,0.74467,73,0.21575,39,-0.7924,97,0.86730,37,-0.7951,27,-1.2818,30,-1.1464
ENSG00000132950,ZMYM5,11,-1.1237,56,1.51652,42,1.05505,16,-0.5261,24,0.16458,25,0.19573,13,-0.7329,11,-0.9898
ENSG00000121741,ZMYM2,68,0.10711,114,0.92077,92,0.57052,53,-0.3250,63,-0.0238,51,-0.3586,29,-1.2215,49,-0.4030
ENSG00000121742,GJB6,6,-1.6777,2,-2.8276,12,-0.4492,3,-2.6609,3,-2.5587,127,3.99104,43,1.52271,1,-3.8742
ENSG00000165475,CRYL1,22,-0.2612,30,0.28707,32,0.38328,14,-0.9065,13,-1.1696,85,2.04757,28,0.17312,20,-0.3524
ENSG00000032742,IFT88,10,-1.0726,28,0.59320,48,1.53477,14,-0.4500,16,-0.2461,36,1.02432,16,-0.2442,9,-1.0379
ENSG00000278291,AL161772.1,97,0.92343,59,-0.0806,72,0.24470,38,-0.7948,37,-0.8878,52,-0.2753,96,0.70090,45,-0.4804
ENSG00000172458,IL17D,24,-0.8033,17,-1.2471,32,-0.2900,21,-0.9495,16,-1.4372,189,2.85056,68,0.92040,29,-0.4322
ENSG00000132953,XPO4,12,0.54497,13,0.64714,11,0.30993,3,-1.3622,7,-0.2886,17,1.04767,5,-0.7660,3,-1.4499
ENSG00000150459,SAP18,164,-0.0812,130,-0.4220,108,-0.6982,209,0.34598,169,-0.0258,128,-0.4415,227,0.45001,214,0.35519
ENSG00000173141,MRPL57,90,0.30301,59,-0.3923,41,-0.9332,70,-0.1446,76,-0.0058,63,-0.2920,121,0.73415,71,-0.1119
ENSG00000180776,ZDHHC20,29,-0.1693,27,-0.2329,58,0.96208,43,0.53214,26,-0.3518,36,0.20316,16,-1.0183,24,-0.4379
ENSG00000165487,MICU2,43,0.39289,67,1.03404,30,-0.2769,16,-1.2189,27,-0.4635,43,0.31166,35,-0.0022,39,0.16784
ENSG00000102678,FGF9,35,0.50417,43,0.76510,15,-0.8359,13,-1.1053,37,0.62378,3,-3.0724,15,-0.8140,29,0.13306
ENSG00000151835,SACS,110,0.06231,145,0.48771,162,0.66531,109,0.03607,135,0.45712,33,-1.7650,27,-2.0365,66,-0.7425
ENSG00000182957,SPATA13,5,-1.6794,16,0.24474,35,1.54317,16,0.29987,8,-0.8548,36,1.60216,9,-0.5794,8,-0.6878
ENSG00000151849,CENPJ,24,-0.7177,63,0.91775,41,0.23850,40,0.19789,54,0.82343,7,-2.3654,11,-1.7674,28,-0.3581
ENSG00000165566,AMER2,63,-0.9670,56,-1.0063,353,1.98027,105,-0.0629,68,-0.8364,213,1.07751,95,-0.2192,101,-0.1199
ENSG00000139505,MTMR6,97,0.66125,68,-0.0259,51,-0.4812,98,0.61049,58,-0.3393,26,-1.4876,36,-1.0001,62,-0.1820
ENSG00000139496,NUP58,51,0.51820,60,0.66717,24,-0.7543,37,-0.0821,37,-0.0895,21,-0.9151,19,-1.0792,45,0.22497
ENSG00000132932,ATP8A2,118,0.56647,120,0.47157,78,-0.1953,98,0.17541,98,0.19143,23,-1.9919,26,-1.8339,60,-0.6004
ENSG00000127870,RNF6,72,0.32674,59,-0.0501,46,-0.4220,61,-0.0022,69,0.25591,28,-1.1901,59,-0.0494,52,-0.2282
ENSG00000132964,CDK8,11,-0.3749,23,0.86838,14,0.14821,18,0.50107,11,-0.2873,12,-0.1200,13,0.02478,7,-0.8500
ENSG00000132970,WASF3,109,-0.9030,121,-0.6393,144,-0.3696,224,0.35218,196,0.12383,285,0.70673,259,0.55267,207,0.19364
ENSG00000132975,GPR12,22,-0.1379,22,-0.1275,26,0.15669,25,0.08173,33,0.68775,8,-1.5899,13,-0.8705,22,-0.0986
ENSG00000152484,USP12,57,0.03168,45,-0.3576,64,0.20625,51,-0.1497,65,0.26377,31,-0.8796,50,-0.1893,73,0.40665
ENSG00000122026,RPL21,735,-0.7301,548,-1.0741,1034,-0.1082,1011,-0.1545,1014,-0.1648,1578,0.56124,2209,1.11956,1768,0.74677
ENSG00000122034,GTF3A,149,0.60640,106,-0.0474,69,-0.7188,92,-0.3029,103,-0.1097,65,-0.7893,130,0.26339,115,0.07573
ENSG00000122033,MTIF3,70,-0.4061,107,0.32091,87,0.00114,80,-0.1390,115,0.54489,74,-0.2483,71,-0.3104,79,-0.1585
ENSG00000186184,POLR1D,48,-0.0872,35,-0.5309,49,-0.0529,64,0.41057,56,0.20768,20,-1.4110,42,-0.2622,68,0.47189
ENSG00000152520,PAN3,10,0.05787,19,1.02876,19,1.00900,2,-2.3808,6,-0.8691,18,0.90446,14,0.58595,6,-0.5983
ENSG00000102755,FLT1,5,-2.0529,1,-3.6174,56,1.78029,3,-2.6784,15,-0.4488,72,2.25452,27,0.55486,26,0.44532
ENSG00000132963,POMP,212,0.50055,124,-0.4354,118,-0.5018,134,-0.3414,138,-0.3145,143,-0.2143,207,0.36464,223,0.48830
ENSG00000132938,MTUS2,27,0.32516,35,0.66477,35,0.63466,8,-1.5857,32,0.64214,12,-1.0179,8,-1.4907,15,-0.6254
ENSG00000139514,SLC7A1,46,0.66660,35,0.09822,20,-0.7644,27,-0.2937,32,-0.0327,17,-0.9938,29,-0.1763,36,0.13772
ENSG00000122042,UBL3,176,-0.0272,121,-0.5937,218,0.31553,150,-0.2883,187,0.08307,193,0.12373,192,0.11684,208,0.23698
ENSG00000102781,KATNAL1,48,0.01958,44,-0.1267,35,-0.4564,59,0.37371,53,0.21534,32,-0.5855,32,-0.6109,53,0.16251
ENSG00000189403,HMGB1,682,-0.7504,770,-0.4629,1345,0.40726,1026,-0.0215,1473,0.69479,998,-0.0643,1095,0.08128,791,-0.4230
ENSG00000132952,USPL1,19,0.52887,22,0.69830,21,0.58003,14,-0.0181,10,-0.6752,15,0.09019,5,-1.6212,9,-0.6690
ENSG00000120694,HSPH1,654,0.00762,776,0.27576,597,-0.1361,737,0.21305,982,0.82989,124,-2.4780,202,-1.7662,387,-0.8008
ENSG00000187676,B3GLCT,12,-0.4689,14,-0.1175,17,0.20196,29,1.11920,8,-1.0678,23,0.66849,17,0.17288,10,-0.6063
ENSG00000073910,FRY,96,0.66550,89,0.41526,75,0.13589,44,-0.7416,69,-0.0048,30,-1.2377,67,-0.0327,50,-0.4909
ENSG00000139597,N4BP2L1,40,0.51194,58,1.04034,16,-0.9328,21,-0.5913,31,0.05604,28,-0.1099,11,-1.4640,26,-0.2422
ENSG00000244754,N4BP2L2,111,-1.1338,452,1.23046,412,1.06944,171,-0.3631,236,0.19794,203,-0.0725,148,-0.5608,167,-0.3705
ENSG00000083642,PDS5B,237,-0.7213,405,0.20181,445,0.35227,415,0.26518,585,1.02581,108,-1.7983,152,-1.2903,220,-0.7386
ENSG00000133121,STARD13,21,-0.6848,53,0.85307,35,0.17194,50,0.85151,38,0.38721,13,-1.2551,5,-2.4922,20,-0.6961
ENSG00000172915,NBEA,231,-0.4852,385,0.38116,404,0.45665,259,-0.2611,482,0.95497,71,-2.1628,150,-1.0680,264,-0.2137
ENSG00000133083,DCLK1,750,0.92188,609,0.38389,239,-1.0553,477,-0.0019,474,-0.0125,129,-1.9653,87,-2.5460,516,0.12132
ENSG00000133104,SPART,70,-0.4727,78,-0.2300,156,0.86571,92,0.01396,103,0.22872,102,0.18747,64,-0.5352,80,-0.1960
ENSG00000133101,CCNA1,15,1.39340,5,-0.5844,10,0.36379,3,-1.2494,4,-0.9284,0,-4.0731,16,1.15972,4,-0.9748
ENSG00000180440,SERTM1,63,1.30362,21,-0.6915,36,0.07513,11,-1.6925,35,0.06555,13,-1.4298,31,-0.1298,23,-0.6093
ENSG00000120697,ALG5,20,0.25286,16,-0.1088,13,-0.4382,23,0.47612,16,-0.1049,22,0.38540,15,-0.1875,4,-1.9811
ENSG00000120699,EXOSC8,12,0.42581,7,-0.4365,20,1.19510,6,-0.8005,9,-0.0909,10,0.08823,5,-1.0010,7,-0.4134
ENSG00000102710,SUPT20H,7,-0.6544,33,1.82463,22,1.16145,4,-1.5952,9,-0.3096,8,-0.4117,13,0.24846,7,-0.5396
ENSG00000120686,UFM1,60,-0.5737,58,-0.5502,116,0.54449,115,0.58992,87,0.11120,64,-0.3943,87,0.08917,74,-0.1605
ENSG00000120685,PROSER1,16,0.80805,24,1.37131,4,-1.2666,5,-0.9810,3,-1.7102,6,-0.8043,15,0.60120,16,0.69263
ENSG00000188811,NHLRC3,20,-0.2728,52,1.32854,17,-0.4541,19,-0.2755,23,-0.0057,36,0.69941,14,-0.7879,13,-0.8294
ENSG00000183722,LHFPL6,51,0.47820,27,-0.5765,36,-0.1438,29,-0.4918,42,0.12423,72,0.95670,13,-1.6033,28,-0.5068
ENSG00000133103,COG6,29,0.27631,62,1.46320,34,0.46406,16,-0.7611,19,-0.5242,26,0.03982,9,-1.5377,22,-0.2084
ENSG00000102738,MRPS31,39,0.14495,43,0.27379,30,-0.2953,22,-0.8292,53,0.74938,29,-0.3483,24,-0.6254,26,-0.5169
ENSG00000120688,WBP4,92,-0.8151,133,-0.1352,199,0.49302,155,0.11230,207,0.70701,120,-0.3010,149,0.04019,82,-0.8715
ENSG00000165572,KBTBD6,98,-0.0592,88,-0.2188,60,-0.7934,131,0.44785,136,0.57929,72,-0.5301,61,-0.7825,72,-0.5246
ENSG00000120696,KBTBD7,31,-0.4374,42,0.09756,43,0.14808,31,-0.4038,54,0.61174,51,0.39183,33,-0.2908,28,-0.5245
ENSG00000172766,NAA16,13,-1.1519,66,1.58182,36,0.57663,14,-0.8741,32,0.44832,34,0.49161,16,-0.6773,11,-1.1678
ENSG00000102760,RGCC,25,-0.5281,22,-0.6965,66,1.06637,26,-0.4477,15,-1.3457,72,1.19386,80,1.38495,30,-0.1860
ENSG00000102763,VWA8,11,-0.0213,21,0.98654,15,0.39432,3,-2.1085,14,0.38661,18,0.67131,8,-0.5743,6,-1.0347
ENSG00000102780,DGKH,23,-1.4077,93,0.92643,114,1.27551,75,0.63670,56,0.11940,20,-1.4133,13,-2.0998,53,0.02648
ENSG00000023516,AKAP11,376,-0.1338,328,-0.3205,482,0.28000,387,-0.0725,525,0.51629,162,-1.3860,355,-0.1988,444,0.14922
ENSG00000120675,DNAJC15,52,-0.4499,60,-0.1833,89,0.44106,55,-0.3347,90,0.56074,65,-0.0497,59,-0.1932,65,-0.0456
ENSG00000120658,ENOX1,23,-0.4691,43,0.53780,39,0.39435,23,-0.4302,44,0.71471,23,-0.4294,20,-0.6617,23,-0.4331
ENSG00000179630,LACC1,13,-0.0150,11,-0.1760,19,0.63848,5,-1.4161,20,0.85405,15,0.23903,7,-0.9459,7,-0.9570
ENSG00000151778,SERP2,128,0.69135,54,-0.7864,51,-0.8727,61,-0.6496,86,-0.1002,27,-1.8246,174,1.04755,108,0.27476
ENSG00000102804,TSC22D1,964,0.99714,464,-0.3823,349,-0.8143,369,-0.7817,582,-0.0383,308,-1.0026,625,0.08081,598,0.01129
ENSG00000083635,NUFIP1,15,-0.4613,23,0.27190,33,0.84799,11,-0.8724,28,0.74313,16,-0.2958,12,-0.7019,15,-0.3264
ENSG00000133114,GPALPP1,59,-0.5290,103,0.41529,110,0.52211,74,-0.1102,106,0.56525,79,-0.0055,48,-0.7661,47,-0.7880
ENSG00000188342,GTF2F2,24,-0.4273,24,-0.3811,45,0.58302,21,-0.6326,36,0.28370,64,1.17679,31,0.02487,15,-1.1033
ENSG00000133112,TPT1,753,-0.1305,443,-0.9181,738,-0.1403,652,-0.3604,618,-0.4836,1026,0.37670,1751,1.26279,1128,0.52974
ENSG00000170919,TPT1-AS1,13,-0.6458,53,1.73021,36,1.03101,3,-2.6150,14,-0.5441,30,0.74282,21,0.16084,17,-0.1481
ENSG00000136152,COG3,16,0.49940,26,1.21656,16,0.40870,7,-0.9018,6,-1.1704,13,0.09544,8,-0.5909,16,0.41321
ENSG00000123200,ZC3H13,264,-0.9820,471,0.03138,846,0.97497,526,0.22419,592,0.48286,439,-0.0800,320,-0.5633,311,-0.6068
ENSG00000235903,CPB2-AS1,13,-1.4814,25,-0.4147,152,2.72921,36,0.17083,23,-0.6393,27,-0.2626,8,-1.9596,30,-0.1266
ENSG00000139684,ESD,89,0.75534,59,-0.0564,37,-0.7740,47,-0.4299,55,-0.1936,64,0.07448,75,0.32392,33,-0.9508
ENSG00000102468,HTR2A,211,0.14331,173,-0.1911,33,-2.6245,136,-0.6055,390,1.50371,32,-2.6918,36,-2.5046,194,-0.0157
ENSG00000136143,SUCLA2,149,1.01994,75,-0.2933,53,-0.8232,56,-0.7766,105,0.28692,30,-1.6507,64,-0.5228,81,-0.1794
ENSG00000136159,NUDT15,17,-0.0029,6,-1.4297,11,-0.6152,18,0.14159,16,-0.1139,12,-0.5364,14,-0.2778,41,1.44794
ENSG00000136146,MED4,60,-0.1750,62,-0.0855,68,0.04944,57,-0.2458,83,0.46808,56,-0.2435,64,-0.0400,60,-0.1272
ENSG00000136156,ITM2B,754,0.44317,488,-0.3218,262,-1.2591,426,-0.5675,590,-0.0320,1058,0.91155,660,0.14929,452,-0.4392
ENSG00000139687,RB1,28,0.25334,29,0.25421,27,0.11250,12,-1.1238,21,-0.3168,46,0.97888,24,-0.0176,24,-0.0330
ENSG00000136161,RCBTB2,8,-0.5603,14,0.31684,20,0.96398,11,0.07015,9,-0.3829,14,0.34842,10,-0.1711,12,0.15545
ENSG00000102531,FNDC3A,41,-0.0837,46,0.11525,81,1.03796,31,-0.5163,36,-0.3073,59,0.50309,51,0.27565,25,-0.8124
ENSG00000102543,CDADC1,18,-0.0838,17,-0.1212,23,0.32898,13,-0.5778,19,0.04747,12,-0.6781,31,0.80545,22,0.27498
ENSG00000102547,CAB39L,60,0.06628,51,-0.2152,79,0.47175,50,-0.2553,70,0.35456,40,-0.5852,53,-0.1433,44,-0.4313
ENSG00000136169,SETDB2,10,-0.5656,27,1.06357,21,0.63078,10,-0.4688,19,0.56966,7,-0.9733,12,-0.1820,6,-1.1788
ENSG00000136147,PHF11,9,-0.6082,12,-0.1224,17,0.31788,17,0.37946,8,-0.8733,32,1.35715,15,0.18029,13,-0.0157
ENSG00000136144,RCBTB1,27,0.49023,19,-0.1624,33,0.71670,16,-0.4620,11,-1.1026,19,-0.1082,22,0.05975,34,0.75004
ENSG00000123179,EBPL,18,0.57686,8,-0.7197,6,-1.0453,9,-0.6784,13,-0.0828,5,-1.4147,36,1.60771,8,-0.7158
ENSG00000102753,KPNA3,77,-0.3473,124,0.45857,123,0.44946,72,-0.4155,120,0.49334,87,-0.1027,72,-0.3857,67,-0.5063
ENSG00000123178,SPRYD7,84,0.67128,58,-0.0439,45,-0.4337,51,-0.2498,63,0.09977,30,-1.0617,48,-0.3282,52,-0.2083
ENSG00000204977,TRIM13,30,0.13956,34,0.30258,29,0.07254,21,-0.4761,32,0.23171,36,0.37509,21,-0.4315,17,-0.7888
ENSG00000136104,RNASEH2B,39,-0.0743,46,0.17515,58,0.53070,32,-0.4060,46,0.19741,19,-1.1851,45,0.14329,47,0.22158
ENSG00000150510,FAM124A,19,0.06101,18,0.02206,36,1.09562,17,-0.1460,9,-1.0987,38,1.19783,7,-1.3868,18,0.00348
ENSG00000102786,INTS6,21,-0.7027,74,1.39067,69,1.27990,20,-0.7389,26,-0.3279,40,0.37859,24,-0.4051,20,-0.7042
ENSG00000139668,WDFY2,6,-1.2644,14,0.15743,32,1.50505,16,0.39662,7,-1.0107,31,1.43282,12,-0.0644,5,-1.3116
