Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000170456,DENND5B,277,1.33885,46,-1.5301,113,-0.1582,155,0.34601,82,-0.7004,210,0.85297,196,0.73511,37,-1.8537,63,-1.0363,110,-0.1969
ENSG00000151743,AMN1,12,-1.7248,11,-1.7682,48,0.39583,46,0.31862,64,1.01074,19,-1.0327,44,0.27487,21,-0.8995,34,-0.1409,48,0.40762
ENSG00000174718,RESF1,12,-2.0867,141,1.85935,18,-1.4683,27,-0.8935,30,-0.7541,89,1.02237,75,0.73629,32,-0.6113,25,-1.0146,46,-0.0488
ENSG00000151746,BICD1,12,-3.0793,127,0.47726,123,0.42248,51,-0.9524,95,0.01579,144,0.67946,137,0.59795,60,-0.7011,75,-0.3575,120,0.38481
ENSG00000139132,FGD4,12,-1.7784,71,0.98918,18,-1.1975,21,-0.9114,16,-1.4381,49,0.36651,36,-0.1282,49,0.38233,68,0.92950,70,0.97910
ENSG00000087470,DNM1L,45,-2.3863,157,-0.5313,403,0.99188,207,-0.1026,273,0.38409,286,0.41679,358,0.79226,142,-0.6875,129,-0.8286,154,-0.5613
ENSG00000139117,CPNE8,12,-1.3175,3,-3.0365,26,-0.1562,59,1.22562,16,-0.9629,21,-0.4644,79,1.74035,12,-1.3023,17,-0.7447,51,0.94960
ENSG00000139116,KIF21A,1212,0.87875,786,0.16337,1391,1.11773,416,-0.8256,459,-0.7353,1354,1.07046,653,-0.1299,443,-0.7310,318,-1.2343,308,-1.2784
ENSG00000173208,ABCD2,12,-1.3425,3,-3.3342,44,0.67082,35,0.31858,13,-1.2393,44,0.67820,46,0.77112,12,-1.3114,24,-0.2987,70,1.49898
ENSG00000151229,SLC2A13,12,-3.4137,12,-3.4175,249,1.22733,312,1.63699,133,0.19626,114,-0.0760,222,1.02294,35,-1.8589,47,-1.4292,43,-1.5340
ENSG00000188906,LRRK2,12,-1.5100,14,-1.2495,50,0.70207,24,-0.4833,29,-0.1835,37,0.19733,84,1.61329,18,-0.8961,20,-0.7212,39,0.30676
ENSG00000018236,CNTN1,25,-3.7468,186,-0.8286,378,0.28094,415,0.43333,465,0.70918,403,0.38506,357,0.19111,238,-0.4500,255,-0.3398,300,-0.0860
ENSG00000015153,YAF2,389,2.13536,60,-1.0059,101,-0.2041,89,-0.4108,84,-0.5340,103,-0.1864,135,0.24835,37,-1.7052,102,-0.1981,86,-0.4647
ENSG00000134283,PPHLN1,12,-1.8729,22,-0.9738,48,0.23256,20,-1.0974,62,0.76337,40,-0.0451,105,1.57573,11,-2.0031,26,-0.7000,46,0.16759
ENSG00000139168,ZCRB1,12,-3.9901,349,1.12337,164,-0.1164,160,-0.1575,110,-0.7977,210,0.27102,143,-0.3304,352,1.13872,162,-0.1421,175,-0.0176
ENSG00000139174,PRICKLE1,280,2.70384,17,-1.9796,37,-0.8230,88,0.51362,59,-0.1516,49,-0.4068,75,0.25389,7,-3.2466,21,-1.6646,12,-2.4509
ENSG00000129317,PUS7L,12,-2.1583,174,2.18313,31,-0.7604,20,-1.3843,22,-1.3714,57,0.20500,104,1.20291,29,-0.8144,30,-0.7944,53,0.07420
ENSG00000151239,TWF1,62,0.71504,46,0.24486,27,-0.5918,38,-0.0557,36,-0.1875,22,-0.9155,48,0.30116,36,-0.1475,43,0.12868,43,0.12591
ENSG00000184613,NELL2,12,-3.9763,10,-4.2209,344,1.11340,343,1.11036,356,1.39462,99,-0.8818,207,0.26448,49,-1.9321,61,-1.6109,93,-0.9823
ENSG00000189079,ARID2,12,-1.1592,59,1.39305,11,-1.2520,7,-1.8381,17,-0.6971,15,-0.7928,43,0.86793,42,0.80835,32,0.35458,25,-0.0195
ENSG00000139218,SCAF11,12,-3.8938,531,2.03495,130,-0.3839,51,-1.7852,58,-1.7099,242,0.61625,191,0.22885,185,0.17210,151,-0.1481,215,0.41728
ENSG00000111371,SLC38A1,191,0.13973,144,-0.3051,293,0.84131,116,-0.6437,134,-0.4665,201,0.21971,148,-0.2648,137,-0.3855,142,-0.3264,288,0.80964
ENSG00000134294,SLC38A2,178,0.47690,93,-0.5456,161,0.31027,101,-0.4282,177,0.53257,96,-0.5056,113,-0.2457,182,0.50787,93,-0.5550,86,-0.6690
ENSG00000005175,RPAP3,12,-2.1026,90,1.01648,73,0.67768,46,-0.0629,31,-0.7190,57,0.26999,89,1.00292,34,-0.5592,7,-2.8446,60,0.34853
ENSG00000079337,RAPGEF3,12,-1.5713,67,1.13959,5,-2.6506,9,-1.8748,12,-1.6535,5,-2.8156,4,-2.9834,76,1.36898,20,-0.8029,147,2.69318
ENSG00000211584,SLC48A1,346,1.73022,115,-0.1432,54,-1.3045,57,-1.2018,119,-0.0964,34,-1.9639,30,-2.1338,265,1.23962,106,-0.2652,139,0.15326
ENSG00000134291,TMEM106C,12,-1.1579,17,-0.5862,11,-1.2428,50,1.11249,28,0.17895,10,-1.4377,34,0.45404,21,-0.2569,29,0.22086,39,0.67471
ENSG00000152556,PFKM,12,-2.5086,13,-2.3716,127,1.13077,93,0.60126,103,0.88849,28,-1.2714,54,-0.2723,21,-1.6832,58,-0.1503,93,0.60269
ENSG00000177981,ASB8,199,1.41616,30,-1.5662,76,-0.1937,66,-0.4000,108,0.41350,64,-0.4536,73,-0.2448,83,-0.0485,45,-0.9890,90,0.07739
ENSG00000177875,CCDC184,350,3.11718,8,-3.0958,58,-0.2394,60,-0.2058,67,-0.0199,47,-0.5590,39,-0.8470,8,-3.2027,22,-1.7298,22,-1.6943
ENSG00000129315,CCNT1,167,2.34385,42,-0.0797,23,-1.0088,16,-1.5386,28,-0.7653,44,-0.0092,43,-0.0564,53,0.25944,21,-1.1375,25,-0.8631
ENSG00000167535,CACNB3,12,-1.9791,8,-2.4682,32,-0.4893,133,1.89108,53,0.30130,14,-1.7612,82,1.00617,4,-3.5411,77,0.88819,22,-1.0898
ENSG00000174243,DDX23,12,-2.2262,73,0.53647,40,-0.4299,70,0.45589,42,-0.3635,67,0.39300,58,0.14295,71,0.48332,66,0.37468,36,-0.5856
ENSG00000172602,RND1,12,-1.6643,9,-2.0213,60,0.83979,92,1.60249,49,0.55299,18,-1.0130,48,0.45848,6,-2.5417,15,-1.3241,36,0.00949
ENSG00000134285,FKBP11,12,-1.0251,21,-0.1254,12,-0.9524,23,-0.0107,12,-1.0223,29,0.33051,49,1.22447,25,0.14378,50,1.27185,9,-1.4194
ENSG00000134287,ARF3,43,-2.9432,72,-2.1849,315,0.04252,635,1.21074,447,0.69593,246,-0.3469,306,-0.0065,240,-0.3886,438,0.57380,188,-0.7624
ENSG00000181418,DDN,12,-4.0177,16,-3.5401,58,-1.7254,338,1.03786,122,-0.6636,181,0.00199,195,0.12012,122,-0.6071,547,1.92567,271,0.66242
ENSG00000181929,PRKAG1,12,-1.1818,7,-1.9385,23,-0.2097,32,0.31938,47,1.13504,3,-3.1125,45,0.90666,17,-0.6451,16,-0.7513,37,0.55859
ENSG00000167548,KMT2D,72,0.93275,50,0.31554,17,-1.3561,46,0.20469,28,-0.6330,58,0.55995,42,0.04386,31,-0.4071,57,0.54564,19,-1.1424
ENSG00000123416,TUBA1B,883,-0.9671,253,-2.8222,3256,1.12834,1587,-0.0614,3311,1.37031,1318,-0.3526,758,-1.1968,793,-1.1290,1479,-0.1719,1198,-0.5008
ENSG00000167552,TUBA1A,1305,0.48811,1098,0.20739,860,-0.1804,889,-0.1289,1335,0.59671,437,-1.2193,418,-1.2859,1937,1.15902,435,-1.2235,561,-0.8402
ENSG00000123352,SPATS2,12,-2.2695,23,-1.2876,109,1.15611,77,0.55790,56,0.06770,86,0.75499,77,0.55770,33,-0.7603,42,-0.3781,24,-1.2267
ENSG00000135519,KCNH3,325,2.01338,16,-2.7551,52,-1.0430,71,-0.5671,110,0.12093,59,-0.8639,124,0.30164,31,-1.8104,109,0.09157,122,0.27343
ENSG00000187778,MCRS1,12,-1.1349,14,-0.9189,33,0.45802,37,0.64181,44,1.08765,7,-1.9070,21,-0.2837,9,-1.4769,34,0.49138,19,-0.4127
ENSG00000110844,PRPF40B,12,-1.5259,68,1.21750,45,0.52615,14,-1.2918,38,0.25605,55,0.83751,41,0.36984,17,-0.9979,5,-2.7027,27,-0.3218
ENSG00000139644,TMBIM6,880,1.07186,391,-0.2575,277,-0.7882,339,-0.4795,276,-0.8561,360,-0.3835,249,-0.9469,734,0.76086,455,-0.0192,825,0.96037
ENSG00000135472,FAIM2,762,0.74960,264,-0.9271,655,0.49806,666,0.52467,673,0.61613,323,-0.6205,476,-0.0182,309,-0.6866,285,-0.8115,207,-1.2945
ENSG00000110881,ASIC1,12,-1.7487,16,-1.3289,21,-0.8713,40,0.07310,40,0.09380,27,-0.5124,46,0.31951,44,0.24835,26,-0.5527,104,1.71896
ENSG00000066117,SMARCD1,12,-1.1477,22,-0.2255,25,-0.0220,33,0.42118,19,-0.4628,13,-1.0300,51,1.16138,53,1.22071,4,-2.6484,27,0.10753
ENSG00000178449,COX14,12,-2.8102,11,-2.8373,68,-0.2157,136,0.89718,181,1.68830,11,-2.8674,70,-0.1839,43,-0.9254,76,-0.0405,74,-0.0970
ENSG00000161813,LARP4,15,-1.3447,52,0.56650,37,0.03099,11,-1.7708,32,-0.2056,47,0.39985,59,0.77733,24,-0.6718,39,0.09695,53,0.60266
ENSG00000066084,DIP2B,12,-2.5841,216,2.03225,44,-0.6450,29,-1.2594,69,0.03706,43,-0.6882,24,-1.5559,153,1.37768,33,-1.0642,47,-0.5434
ENSG00000185432,METTL7A,167,-0.6207,357,0.58465,43,-2.6302,51,-2.3790,47,-2.6370,147,-0.8204,23,-3.5318,364,0.61573,302,0.30843,1190,2.93912
ENSG00000110911,SLC11A2,12,-2.1002,71,0.62549,63,0.41705,32,-0.6082,52,0.14603,27,-0.8715,55,0.21434,58,0.28521,20,-1.3045,87,0.96714
ENSG00000050426,LETMD1,12,-1.9491,23,-0.9596,38,-0.1971,57,0.42354,61,0.61737,27,-0.7148,34,-0.3604,47,0.12316,41,-0.0849,76,0.91955
ENSG00000110925,CSRNP2,12,-1.4932,23,-0.4907,42,0.42617,56,0.91594,58,1.13859,18,-0.8756,31,-0.0585,19,-0.7630,20,-0.6854,14,-1.2601
ENSG00000135457,TFCP2,12,-1.4827,41,0.41580,24,-0.4413,37,0.23438,35,0.17558,30,-0.0579,31,-0.0528,48,0.67562,12,-1.4450,44,0.50859
ENSG00000184271,POU6F1,12,-1.6092,6,-2.5118,24,-0.5875,42,0.33126,56,0.92100,39,0.21341,49,0.55212,11,-1.6605,60,0.88941,23,-0.5971
ENSG00000183283,DAZAP2,12,-3.7345,182,0.32345,96,-0.6717,152,0.03857,179,0.34101,85,-0.8518,71,-1.1213,220,0.63827,207,0.53789,248,0.83699
ENSG00000050438,SLC4A8,12,-3.2896,147,0.48054,188,0.89310,102,-0.0995,112,0.04072,219,1.15752,137,0.36589,93,-0.2503,52,-1.1266,25,-2.1864
ENSG00000196876,SCN8A,12,-4.3091,52,-2.1737,667,1.91820,237,0.11084,156,-0.5890,447,1.17160,445,1.16517,58,-2.0230,107,-1.1096,91,-1.3596
ENSG00000135503,ACVR1B,12,-1.9673,15,-1.5942,99,1.34931,60,0.50893,47,0.10746,49,0.18308,70,0.75562,30,-0.5860,29,-0.6252,25,-0.8525
ENSG00000161835,GRASP,12,-2.0630,8,-2.5366,60,0.37703,135,1.80423,67,0.64616,44,-0.1146,62,0.43425,18,-1.4204,37,-0.3841,8,-2.5237
ENSG00000123358,NR4A1,12,-2.3178,127,1.37531,18,-1.7439,21,-1.4693,38,-0.6714,2,-4.4349,19,-1.6602,7,-2.9539,48,-0.2340,286,3.10041
ENSG00000123395,ATG101,12,-1.3756,23,-0.4104,40,0.48877,69,1.41621,53,1.12011,5,-2.4409,28,-0.1021,12,-1.3307,0,-5.5110,29,-0.0201
ENSG00000063046,EIF4B,26,-3.1323,150,-0.5370,135,-0.7014,217,0.03588,256,0.34045,235,0.16918,219,0.05253,333,0.73484,274,0.41514,229,0.12570
ENSG00000167778,SPRYD3,12,-3.8541,63,-1.4304,179,0.16787,250,0.71533,262,0.91627,232,0.59262,154,-0.0692,69,-1.3011,167,0.05617,122,-0.4405
ENSG00000167779,IGFBP6,170,2.40165,6,-2.9911,72,0.78263,29,-0.6479,47,0.08931,15,-1.6147,28,-0.7017,10,-2.2711,22,-1.0799,43,-0.0358
ENSG00000139631,CSAD,12,-1.3459,96,2.09941,12,-1.3395,6,-2.3137,37,0.43190,8,-1.8559,72,1.52280,13,-1.2361,13,-1.2153,13,-1.2006
ENSG00000123349,PFDN5,154,-0.9363,131,-1.1867,177,-0.7247,330,0.24476,419,0.72924,139,-1.0965,206,-0.4925,360,0.38855,421,0.64733,354,0.36138
ENSG00000139637,C12orf10,12,-2.0220,2,-4.1724,69,0.67123,43,-0.0837,102,1.60338,17,-1.5105,30,-0.6726,14,-1.8080,62,0.49539,50,0.14458
ENSG00000205352,PRR13,209,1.30471,40,-1.3463,128,0.46808,110,0.21685,113,0.30071,50,-1.0008,71,-0.4650,66,-0.5870,64,-0.6191,89,-0.1093
ENSG00000197111,PCBP2,12,-4.4613,144,-0.8195,270,0.15172,337,0.51449,338,0.58699,212,-0.2286,256,0.06807,238,-0.0483,267,0.13361,286,0.24667
ENSG00000139625,MAP3K12,12,-1.3076,11,-1.3619,23,-0.3092,35,0.36375,47,0.97364,16,-0.8378,65,1.39238,8,-1.7814,27,-0.0783,17,-0.7663
ENSG00000135390,ATP5MC2,16,-3.0309,48,-1.4250,49,-1.4107,168,0.49501,227,1.17464,29,-2.1787,88,-0.5338,167,0.48473,184,0.64639,155,0.36171
ENSG00000012822,CALCOCO1,12,-2.2278,66,0.35854,60,0.20105,44,-0.2916,66,0.39763,40,-0.4329,116,1.31168,38,-0.4856,30,-0.8440,42,-0.3420
ENSG00000094916,CBX5,229,0.30677,145,-0.4218,117,-0.7480,144,-0.4316,143,-0.4772,312,0.81559,208,0.14884,198,0.07422,231,0.31971,212,0.18233
ENSG00000135486,HNRNPA1,16,-3.8488,159,-0.4855,76,-1.6041,214,-0.0219,286,0.50379,143,-0.6496,198,-0.1455,373,0.89055,262,0.30362,373,0.88900
ENSG00000111481,COPZ1,12,-2.2465,27,-1.0296,59,0.15874,104,1.10324,74,0.59748,18,-1.6344,37,-0.5657,53,-0.0050,37,-0.5505,91,0.87246
ENSG00000161642,ZNF385A,12,-1.9413,15,-1.5465,57,0.44301,31,-0.5138,39,-0.1962,8,-2.4905,22,-1.0277,12,-1.8960,128,1.86825,113,1.62793
ENSG00000123360,PDE1B,12,-1.7593,11,-1.8540,41,0.11155,97,1.56591,49,0.46580,8,-2.2164,88,1.39684,20,-1.0151,34,-0.1837,11,-1.9024
ENSG00000135447,PPP1R1A,12,-1.7352,19,-1.0012,12,-1.6674,44,0.23597,77,1.41696,22,-0.8326,42,0.16283,29,-0.4227,44,0.26331,35,-0.1147
ENSG00000135426,TESPA1,12,-4.2453,5,-5.3557,359,0.86939,583,1.74223,233,0.17255,110,-1.0008,561,1.66804,27,-3.0657,127,-0.7879,73,-1.6165
ENSG00000135441,BLOC1S1,46,-1.5291,49,-1.4387,69,-0.9175,201,0.77426,204,0.92228,32,-2.0661,76,-0.7612,125,0.00313,138,0.15393,231,1.01407
ENSG00000135404,CD63,433,1.11571,89,-1.3954,117,-0.9833,288,0.42734,214,-0.0510,43,-2.4587,119,-0.9524,235,0.10192,249,0.19446,426,1.08868
ENSG00000135414,GDF11,12,-2.2512,58,0.11704,23,-1.2666,37,-0.5521,26,-1.1849,88,0.80112,43,-0.3506,78,0.60755,84,0.73535,114,1.25559
ENSG00000205323,SARNP,12,-2.6473,107,0.67680,83,0.26036,92,0.43896,77,0.16979,73,0.06578,63,-0.1682,60,-0.2327,89,0.38150,38,-0.9266
ENSG00000111540,RAB5B,12,-3.6022,100,-0.4730,109,-0.3443,204,0.66065,193,0.65186,99,-0.4843,92,-0.5971,181,0.46519,178,0.44092,129,-0.0737
ENSG00000197728,RPS26,12,-3.9602,42,-2.1558,136,-0.3817,311,0.95445,315,1.13810,59,-1.6570,132,-0.4304,151,-0.2233,184,0.09063,258,0.63803
ENSG00000065361,ERBB3,12,-2.8178,226,1.81218,0,-10.115,0,-10.293,14,-2.7347,4,-4.4202,0,-10.527,572,4.25457,19,-2.1553,9,-3.2015
ENSG00000170515,PA2G4,12,-3.5286,167,0.41793,116,-0.1656,211,0.80430,139,0.14116,205,0.75454,147,0.20819,120,-0.1086,81,-0.7211,79,-0.7474
ENSG00000229117,RPL41,227,-2.0545,152,-2.6412,376,-1.3028,999,0.20624,1438,0.93307,160,-2.5672,401,-1.2053,900,0.03930,2030,1.41197,1535,0.91790
ENSG00000139641,ESYT1,12,-1.0303,4,-2.5121,92,2.45505,22,-0.1108,38,0.89757,2,-3.5174,26,0.17832,0,-7.2108,9,-1.4674,15,-0.6856
ENSG00000196465,MYL6B,12,-3.1060,9,-3.4214,77,-0.3549,116,0.28633,229,1.76329,45,-1.1577,71,-0.4732,39,-1.3739,119,0.33282,116,0.29014
ENSG00000092841,MYL6,14,-4.5857,295,-0.0661,296,-0.0565,217,-0.5409,490,0.87484,138,-1.2330,118,-1.4603,370,0.29922,438,0.57185,515,0.84480
ENSG00000139613,SMARCC2,38,-2.8096,298,0.28438,159,-0.7006,251,0.01042,161,-0.7327,533,1.27090,261,0.07697,204,-0.3106,377,0.67133,296,0.27803
ENSG00000181852,RNF41,12,-2.4391,21,-1.6250,72,0.26515,93,0.68912,110,1.12516,40,-0.6513,61,0.00324,32,-0.9888,74,0.31116,46,-0.4414
ENSG00000139579,NABP2,193,1.38842,48,-0.8537,67,-0.3577,82,-0.0447,89,0.09571,112,0.45043,38,-1.2135,86,0.02986,63,-0.4568,60,-0.5168
ENSG00000139645,ANKRD52,12,-1.1267,25,-0.0071,53,1.25251,27,0.15374,27,0.14045,19,-0.4436,33,0.44461,11,-1.1836,36,0.61028,3,-2.8639
ENSG00000062485,CS,188,1.02254,18,-2.5591,185,0.99537,93,-0.1301,141,0.61519,42,-1.3241,82,-0.3306,38,-1.4829,81,-0.3345,100,-0.0073
ENSG00000257727,CNPY2,12,-2.6311,71,0.03476,55,-0.3554,103,0.63736,102,0.71155,24,-1.5890,86,0.34196,55,-0.3685,59,-0.2471,94,0.48835
ENSG00000170581,STAT2,12,-2.0797,50,0.06697,38,-0.3632,43,-0.1537,62,0.48635,18,-1.4768,58,0.31440,60,0.37082,56,0.27285,64,0.48103
ENSG00000135423,GLS2,12,-1.2662,0,-6.3258,35,0.38023,59,1.27816,59,1.51454,15,-0.9544,36,0.43020,1,-4.4067,5,-2.5472,21,-0.3920
ENSG00000076108,BAZ2A,252,1.41376,291,1.67772,40,-1.5281,57,-0.9845,34,-1.8629,122,0.18088,93,-0.2517,94,-0.2354,78,-0.5180,102,-0.1027
ENSG00000110955,ATP5F1B,347,-0.6254,64,-3.1408,899,0.90198,702,0.48615,1086,1.46415,174,-1.6681,372,-0.5207,155,-1.8426,262,-1.0528,564,0.13193
ENSG00000110958,PTGES3,12,-4.6189,220,-0.3387,342,0.35987,321,0.25668,385,0.63178,229,-0.2815,250,-0.1440,401,0.62206,212,-0.3956,250,-0.1429
ENSG00000196531,NACA,267,-0.6337,199,-1.0787,267,-0.6335,456,0.20409,563,0.62579,198,-1.0868,305,-0.4269,494,0.33483,567,0.56078,531,0.45172
ENSG00000166886,NAB2,12,-1.6117,8,-2.1208,80,1.39619,39,0.18843,49,0.63314,27,-0.3959,54,0.70854,16,-1.1287,22,-0.6833,25,-0.5145
ENSG00000123384,LRP1,12,-3.8799,77,-1.1577,139,-0.2603,225,0.51247,165,0.00736,135,-0.3099,176,0.10836,105,-0.6880,129,-0.3737,477,1.84157
ENSG00000179912,R3HDM2,186,0.34699,159,0.09876,149,-0.0050,94,-0.7162,135,-0.1730,208,0.53189,237,0.74823,86,-0.8558,165,0.15704,90,-0.7814
ENSG00000166986,MARS,12,-2.4132,42,-0.5480,76,0.39043,64,0.11851,111,1.19187,20,-1.6771,99,0.81948,28,-1.1634,23,-1.4742,72,0.29390
ENSG00000175197,DDIT3,12,-1.4166,40,0.44220,19,-0.7147,25,-0.3157,44,0.68694,34,0.16450,14,-1.1778,35,0.24232,23,-0.4065,43,0.57880
ENSG00000175203,DCTN2,12,-3.5322,30,-2.2002,231,0.95916,210,0.79599,251,1.29758,52,-1.3887,90,-0.5663,104,-0.3351,77,-0.8035,111,-0.2321
ENSG00000155980,KIF5A,13,-5.9619,503,-0.6073,610,-0.3092,535,-0.5125,779,0.08445,1465,1.12691,468,-0.7181,1200,0.78219,1268,0.87630,552,-0.4653
ENSG00000166908,PIP4K2C,12,-1.8759,3,-3.8340,66,0.74659,111,1.68169,53,0.43992,23,-0.9112,61,0.61710,12,-1.8648,25,-0.7992,38,-0.1288
ENSG00000178498,DTX3,12,-2.5817,37,-0.9329,46,-0.5976,99,0.62616,116,1.04354,39,-0.8273,82,0.31399,22,-1.6786,60,-0.1744,110,0.80052
ENSG00000240771,ARHGEF25,12,-1.8096,15,-1.4169,51,0.38905,74,1.01576,69,1.06076,45,0.21061,34,-0.2587,10,-2.0540,24,-0.7729,33,-0.2859
ENSG00000135454,B4GALNT1,12,-2.4629,3,-4.3972,71,0.22629,156,1.56819,99,0.87174,35,-0.8620,129,1.22521,6,-3.4129,40,-0.6665,30,-1.0947
ENSG00000135506,OS9,192,0.89656,109,-0.0375,102,-0.1385,113,0.02263,85,-0.4572,102,-0.1315,73,-0.6494,89,-0.3542,96,-0.2378,178,0.76391
ENSG00000135439,AGAP2,12,-3.4573,75,-0.7681,85,-0.5732,171,0.53535,105,-0.2748,145,0.26455,124,0.01944,94,-0.4173,306,1.54772,129,0.08040
ENSG00000135452,TSPAN31,12,-1.1935,12,-1.1765,8,-1.6898,25,-0.0410,39,0.75582,12,-1.1477,32,0.34091,10,-1.4120,20,-0.4045,76,1.82922
ENSG00000139266,MARCH9,12,-0.9511,31,0.51860,24,0.13577,16,-0.5150,25,0.22094,6,-1.7938,25,0.17148,5,-2.2491,32,0.59752,43,1.07613
ENSG00000175215,CTDSP2,12,-1.4382,18,-0.8046,8,-1.9209,32,0.08210,22,-0.5310,14,-1.1578,51,0.82415,42,0.50063,32,0.04099,84,1.69806
ENSG00000257698,GIHCG,12,-1.2820,19,-0.5348,21,-0.3974,35,0.39089,45,0.89824,11,-1.3327,21,-0.4163,19,-0.5969,33,0.26388,43,0.69671
ENSG00000118596,SLC16A7,12,-1.6398,23,-0.6644,97,1.68208,50,0.52559,25,-0.5927,45,0.35649,76,1.23932,4,-3.1732,21,-0.7857,16,-1.1868
ENSG00000198673,TAFA2,12,-2.5604,6,-3.5748,130,1.12223,161,1.50093,78,0.29252,90,0.50304,108,0.79175,8,-3.0580,25,-1.4685,31,-1.1449
ENSG00000135655,USP15,211,2.01148,71,0.10434,64,-0.0672,31,-1.1781,51,-0.4318,61,-0.1403,96,0.59707,17,-2.0267,25,-1.4922,52,-0.3691
ENSG00000061987,MON2,12,-2.1944,71,0.51263,38,-0.4817,60,0.25008,60,0.28294,41,-0.3563,83,0.77339,50,-0.0485,26,-1.0392,65,0.37542
ENSG00000111110,PPM1H,12,-1.6661,16,-1.1984,44,0.31872,40,0.15647,59,0.92873,43,0.28500,37,0.03608,20,-0.8959,32,-0.1823,34,-0.0940
ENSG00000177990,DPY19L2,12,-0.8778,9,-1.3288,5,-2.0261,14,-0.5706,32,0.79235,6,-1.9233,85,2.50067,0,-6.8415,8,-1.4323,28,0.46722
ENSG00000196935,SRGAP1,12,-1.6017,136,2.46361,7,-2.3303,4,-3.1316,8,-2.2342,26,-0.4458,6,-2.4402,47,0.50912,44,0.40808,79,1.39742
ENSG00000184575,XPOT,12,-2.1320,46,-0.1101,68,0.50840,50,0.02271,53,0.14480,54,0.13046,23,-1.1563,67,0.49058,37,-0.4567,80,0.77611
ENSG00000183735,TBK1,12,-1.4655,17,-0.8815,48,0.68124,22,-0.5228,42,0.54047,28,-0.1489,51,0.78407,38,0.31907,20,-0.7106,23,-0.4568
ENSG00000135677,GNS,12,-1.1605,26,0.01377,28,0.17201,29,0.19776,33,0.45846,12,-1.0694,18,-0.5042,25,-0.0082,27,0.12066,36,0.54816
ENSG00000156076,WIF1,12,-2.5813,0,-8.7715,60,-0.1615,24,-1.5571,36,-1.0252,21,-1.7738,16,-2.1349,0,-8.5310,43,-0.6929,490,4.28382
ENSG00000174106,LEMD3,12,-1.6968,33,-0.1817,25,-0.5701,27,-0.4435,47,0.46899,66,0.96765,63,0.89049,27,-0.4965,13,-1.5783,42,0.20986
ENSG00000139233,LLPH,12,-2.4838,109,0.90493,91,0.59346,31,-1.0641,50,-0.4022,83,0.44717,84,0.47332,92,0.62180,45,-0.5145,44,-0.5639
ENSG00000155957,TMBIM4,199,2.06395,57,-0.1086,18,-1.8457,46,-0.4453,56,-0.1643,30,-1.1105,28,-1.1819,72,0.25389,17,-1.8939,94,0.70424
ENSG00000111530,CAND1,74,-1.0513,81,-0.9041,194,0.45345,182,0.35032,194,0.51656,133,-0.1455,215,0.62604,96,-0.6495,86,-0.8157,158,0.12333
ENSG00000127314,RAP1B,12,-1.7913,45,0.20990,28,-0.5208,17,-1.2173,30,-0.4213,39,0.01080,35,-0.1910,39,-0.0020,66,0.84831,88,1.35869
ENSG00000175782,SLC35E3,12,-2.0958,151,1.99077,15,-1.7640,30,-0.7469,42,-0.2264,61,0.37626,49,0.01608,56,0.24545,21,-1.2832,51,0.08839
ENSG00000135679,MDM2,12,-2.2475,88,0.80995,40,-0.4476,74,0.52477,36,-0.6622,69,0.40337,62,0.23182,45,-0.2655,50,-0.1038,76,0.56863
ENSG00000111605,CPSF6,284,2.39232,29,-1.4260,47,-0.7147,51,-0.6034,69,-0.1407,25,-1.6427,103,0.52403,37,-1.0658,54,-0.4995,53,-0.5360
ENSG00000166225,FRS2,12,-1.4889,23,-0.4716,9,-1.8620,37,0.23241,21,-0.6611,44,0.52897,35,0.15557,59,1.02130,46,0.58668,41,0.41444
ENSG00000166226,CCT2,12,-3.1453,54,-0.9243,176,0.94451,113,0.21203,164,0.95610,85,-0.2282,113,0.20884,77,-0.3918,38,-1.4405,91,-0.1302
ENSG00000127328,RAB3IP,272,1.43143,127,0.14676,23,-2.4326,35,-1.8327,110,-0.0899,162,0.53586,79,-0.6038,156,0.47817,119,0.03233,85,-0.4943
ENSG00000111596,CNOT2,12,-2.3270,133,1.43903,33,-0.8363,42,-0.4668,64,0.23703,28,-1.0572,61,0.11739,59,0.07633,35,-0.7163,89,0.73441
ENSG00000135643,KCNMB4,12,-2.5097,19,-1.8119,63,-0.0165,70,0.13515,159,1.87995,39,-0.7556,63,-0.0223,38,-0.8082,54,-0.2649,28,-1.2702
ENSG00000153233,PTPRR,239,3.33432,16,-1.5240,5,-3.0402,34,-0.3492,43,-0.0062,7,-2.5819,63,0.61177,0,-8.2444,7,-2.6903,16,-1.5191
ENSG00000133858,ZFC3H1,12,-3.0908,391,2.56658,44,-1.1662,27,-1.9143,38,-1.4956,141,0.63497,154,0.78647,66,-0.5643,83,-0.2058,52,-0.9206
ENSG00000139291,TMEM19,12,-1.7586,29,-0.4341,19,-1.0318,54,0.56287,36,-0.1108,37,-0.0459,32,-0.2743,51,0.45299,45,0.24317,70,0.98741
