Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000130226,DPP6,135,-0.6791,171,-0.2834,154,-0.5042,309,0.79973,340,0.86105,181,-0.1633
ENSG00000273344,PAXIP1-AS1,8,-0.6074,16,0.48388,8,-0.7017,11,-0.1620,25,1.22924,12,0.02985
ENSG00000220575,HTR5A-AS1,9,-1.0548,17,-0.0566,11,-0.7892,31,1.08891,20,0.25538,23,0.46667
ENSG00000157219,HTR5A,9,-1.3788,12,-1.0072,18,-0.4372,47,1.42606,22,-0.0684,36,0.74911
ENSG00000186480,INSIG1,64,-0.3247,87,0.21964,79,0.04844,71,-0.1390,98,0.38545,69,-0.1850
ENSG00000184863,RBM33,27,-0.4907,63,1.02206,32,-0.2454,31,-0.2887,43,0.27693,20,-0.9201
ENSG00000105983,LMBR1,22,-0.9952,38,-0.1273,34,-0.3563,63,0.81545,39,-0.0470,60,0.63868
ENSG00000146909,NOM1,12,-0.5861,32,1.18627,17,-0.0299,12,-0.5562,12,-0.5137,13,-0.4136
ENSG00000009335,UBE3C,27,-1.1843,55,0.01368,58,0.10262,77,0.61868,59,0.13027,53,-0.0592
ENSG00000105993,DNAJB6,156,-0.8143,264,0.07207,289,0.26669,319,0.41408,241,-0.0828,203,-0.3485
ENSG00000155093,PTPRN2,135,-0.4924,106,-0.8879,206,0.27642,213,0.29710,226,0.36269,229,0.38683
ENSG00000117868,ESYT2,33,-0.5246,46,0.04683,53,0.34858,41,-0.1687,56,0.34721,39,-0.2332
ENSG00000126870,WDR60,104,0.44693,149,1.15622,58,-0.6480,67,-0.3359,52,-0.7061,32,-1.4324
ENSG00000147364,FBXO25,35,-0.4269,49,0.13841,43,-0.0844,60,0.51442,49,0.13352,30,-0.6335
ENSG00000180190,TDRP,15,-0.3651,17,-0.1203,15,-0.3836,22,0.35594,22,0.32754,25,0.53982
ENSG00000104714,ERICH1,19,-0.6514,45,0.80911,32,0.24698,28,-0.0315,14,-1.1123,20,-0.5235
ENSG00000198010,DLGAP2,31,-0.9928,100,1.10651,47,-0.3241,71,0.42177,40,-0.5163,31,-0.9056
ENSG00000182372,CLN8,23,-0.0437,29,0.33787,31,0.58136,16,-0.6423,16,-0.6304,15,-0.6829
ENSG00000253982,AC100810.1,44,0.94127,12,-1.2171,17,-0.7939,29,0.15567,27,0.02394,43,0.76352
ENSG00000104728,ARHGEF10,38,0.90844,34,0.70128,14,-0.8521,7,-1.9523,39,0.83284,16,-0.5789
ENSG00000176595,KBTBD11,131,0.27393,92,-0.3511,78,-0.6787,139,0.38411,159,0.55949,120,0.09982
ENSG00000036448,MYOM2,22,0.00780,19,-0.2106,12,-1.0065,33,0.76386,23,0.05449,32,0.59142
ENSG00000183117,CSMD1,24,-0.4387,48,0.83225,16,-1.0956,37,0.36403,46,0.65549,23,-0.4572
ENSG00000147316,MCPH1,10,-0.7306,31,1.26733,14,-0.2789,16,-0.0203,14,-0.1912,6,-1.3788
ENSG00000155189,AGPAT5,72,0.14815,71,0.12267,57,-0.3063,74,0.18040,78,0.25366,49,-0.4728
ENSG00000275342,PRAG1,17,-0.1987,15,-0.4366,6,-1.8736,42,1.54084,28,0.60044,17,-0.2099
ENSG00000147324,MFHAS1,50,0.52901,38,0.01025,25,-0.7309,36,-0.0685,56,0.63960,33,-0.1943
ENSG00000173273,TNKS,36,-0.6130,69,0.50248,52,0.01188,59,0.20785,40,-0.4174,49,-0.0980
ENSG00000253230,LINC00599,34,-1.2363,126,1.06660,64,-0.2326,84,0.27354,39,-0.9436,74,0.03781
ENSG00000175806,MSRA,26,-0.4316,30,-0.2201,34,-0.0103,44,0.48004,22,-0.6756,49,0.59849
ENSG00000254093,PINX1,7,-0.4569,14,0.75032,8,-0.1966,12,0.49506,3,-1.4813,7,-0.4334
ENSG00000171044,XKR6,5,-1.5315,41,2.34618,8,-0.9971,11,-0.3830,10,-0.3949,3,-2.0426
ENSG00000104643,MTMR9,70,-0.5964,106,0.10322,113,0.24058,115,0.25087,105,0.08040,74,-0.4690
ENSG00000154319,FAM167A,37,1.59779,10,-0.8087,3,-2.4843,6,-1.5126,45,1.70164,19,0.22716
ENSG00000154328,NEIL2,29,-0.2549,33,-0.0673,34,0.01876,31,-0.1517,28,-0.3237,57,0.84243
ENSG00000079459,FDFT1,72,-0.4507,62,-0.6784,90,-0.0656,128,0.57431,90,-0.0597,142,0.68214
ENSG00000164733,CTSB,160,-0.8267,213,-0.3591,283,0.15368,382,0.69997,226,-0.2292,296,0.19605
ENSG00000283674,AC068587.4,24,-0.7326,83,1.54009,41,0.15136,18,-1.2107,22,-0.8182,22,-0.8035
ENSG00000154359,LONRF1,24,-0.7483,41,0.16389,36,-0.0572,48,0.43833,48,0.41254,29,-0.4096
ENSG00000250305,TRMT9B,15,-1.3451,52,0.80395,55,1.05967,15,-1.3145,21,-0.7544,23,-0.5645
ENSG00000164741,DLC1,48,-0.0879,63,0.41022,55,0.16615,31,-0.8069,64,0.37893,42,-0.2994
ENSG00000104723,TUSC3,40,-1.3110,63,-0.5644,99,0.22953,141,0.88616,78,-0.1794,106,0.29796
ENSG00000155970,MICU3,73,-1.1836,185,0.38219,139,-0.1375,224,0.74641,135,-0.1621,129,-0.2317
ENSG00000104219,ZDHHC2,24,0.39355,16,-0.2865,11,-0.9795,17,-0.2264,34,0.87387,31,0.76954
ENSG00000198791,CNOT7,76,-0.5255,107,0.05090,116,0.22329,110,0.09127,108,0.06366,101,-0.0404
ENSG00000155975,VPS37A,20,-0.4216,28,0.13966,26,0.01520,30,0.26628,24,-0.0720,25,-0.0434
ENSG00000003987,MTMR7,17,-1.0714,30,-0.1541,32,-0.0615,46,0.59621,23,-0.5227,57,0.89743
ENSG00000003989,SLC7A2,44,2.24648,18,0.30462,1,-3.8446,1,-3.6215,29,1.03354,10,-0.6921
ENSG00000129422,MTUS1,108,0.58321,125,0.87056,72,-0.1746,27,-1.6958,85,0.11927,43,-0.9335
ENSG00000078674,PCM1,178,-0.6529,555,1.48965,188,-0.6228,223,-0.2816,312,0.27981,96,-1.5390
ENSG00000104763,ASAH1,86,-0.4895,85,-0.4999,129,0.24725,130,0.23655,111,-0.0432,155,0.49589
ENSG00000156011,PSD3,378,-0.1771,474,0.22171,353,-0.3280,459,0.16625,649,0.71459,273,-0.6642
ENSG00000147408,CSGALNACT1,61,0.10672,61,0.11801,50,-0.2713,53,-0.1522,97,0.85539,35,-0.7610
ENSG00000104613,INTS10,37,-0.3866,57,0.38428,31,-0.7089,60,0.48792,41,-0.1792,63,0.50832
ENSG00000147416,ATP6V1B2,148,-1.5056,228,-0.8239,495,0.60117,601,0.90059,271,-0.4981,385,0.05251
ENSG00000061337,LZTS1,58,1.15095,27,-0.2934,13,-1.5070,39,0.37258,50,0.72087,12,-1.4798
ENSG00000254092,AC021613.1,12,-0.3044,12,-0.2061,14,0.00269,12,-0.3093,25,0.93267,15,0.16039
ENSG00000168546,GFRA2,20,-1.3681,40,-0.2170,69,0.88435,53,0.27510,38,-0.2924,32,-0.5540
ENSG00000130227,XPO7,38,-0.5914,53,-0.0042,47,-0.2587,67,0.40818,66,0.32663,66,0.33897
ENSG00000158806,NPM2,78,0.33414,66,0.01826,51,-0.4649,77,0.30671,47,-0.4881,73,0.17846
ENSG00000158856,DMTN,292,0.19029,211,-0.3705,229,-0.2613,298,0.22671,256,-0.0378,339,0.41463
ENSG00000158863,FAM160B2,21,0.25888,18,0.03036,12,-0.7465,16,-0.1615,27,0.60590,25,0.50739
ENSG00000168453,HR,23,0.00652,19,-0.3356,37,1.04996,13,-0.9160,6,-1.9625,25,0.15729
ENSG00000168481,LGI3,41,-1.0955,56,-0.5994,99,0.47075,121,0.78786,55,-0.5617,83,0.07325
ENSG00000168490,PHYHIP,287,-0.3454,281,-0.3859,311,-0.2376,490,0.61166,398,0.20130,417,0.27413
ENSG00000168495,POLR3D,7,-1.1055,16,0.21664,22,0.95917,13,-0.2000,13,-0.0984,5,-1.5974
ENSG00000104635,SLC39A14,17,-0.8567,26,-0.1956,25,-0.2570,47,0.91389,25,-0.2318,37,0.38851
ENSG00000120910,PPP3CC,9,-0.9042,12,-0.3031,14,-0.1823,26,1.00956,11,-0.4837,19,0.40616
ENSG00000120896,SORBS3,20,0.92864,10,-0.2898,4,-1.6805,4,-1.6645,18,0.63806,33,1.69057
ENSG00000120913,PDLIM2,22,0.53744,6,-1.4452,14,-0.3092,13,-0.2993,17,0.06059,36,1.33044
ENSG00000158941,CCAR2,28,-0.3257,19,-0.9253,37,0.14072,45,0.51432,32,-0.0877,47,0.51726
ENSG00000147439,BIN3,5,-1.3928,13,0.22738,14,0.40758,12,0.04744,13,0.22065,12,0.02267
ENSG00000179388,EGR3,84,0.19335,68,-0.1806,47,-0.8794,105,0.60643,120,0.74985,56,-0.4688
ENSG00000008853,RHOBTB2,54,-0.0172,66,0.33189,45,-0.3617,58,0.08221,62,0.18088,50,-0.1397
ENSG00000147457,CHMP7,19,-0.8945,26,-0.3891,34,0.08347,41,0.42688,34,0.07488,50,0.68486
ENSG00000104679,R3HCC1,17,-0.7381,22,-0.3202,30,0.19776,31,0.26510,16,-0.7942,49,0.98594
ENSG00000197217,ENTPD4,30,-1.3014,70,0.09841,83,0.46621,96,0.67968,36,-0.9485,52,-0.3645
ENSG00000147454,SLC25A37,32,-0.1120,42,0.41036,26,-0.5224,31,-0.1575,51,0.67384,34,-0.0035
ENSG00000272163,AF106564.1,12,-0.6240,17,-0.1249,22,0.42502,15,-0.3714,23,0.34812,22,0.31010
ENSG00000104722,NEFM,353,-2.8345,2578,0.34532,1890,-0.2311,5447,1.96827,139,-4.0645,853,-1.4027
ENSG00000277586,NEFL,804,-1.3608,2348,0.44715,1830,-0.0062,3386,1.18246,541,-1.8594,1088,-0.8121
ENSG00000147459,DOCK5,18,0.13238,21,0.39788,21,0.46240,3,-2.5223,18,0.10699,19,0.19186
ENSG00000104756,KCTD9,15,-0.5367,16,-0.4234,29,0.69705,22,0.11967,12,-0.7885,22,0.11512
ENSG00000221914,PPP2R2A,41,-0.9565,92,0.44717,69,-0.0962,97,0.52879,74,0.04715,54,-0.4406
ENSG00000104765,BNIP3L,143,-0.6779,237,0.17750,237,0.20332,245,0.23893,175,-0.3132,220,0.04278
ENSG00000240694,PNMA2,251,-0.9794,424,-0.1064,580,0.52646,476,0.09575,501,0.16659,417,-0.1233
ENSG00000092964,DPYSL2,823,-0.3089,1148,0.27688,1047,0.12501,999,0.02767,1045,0.09708,694,-0.5434
ENSG00000015592,STMN4,86,-1.0579,141,-0.2492,173,0.11951,221,0.55569,163,-0.0023,214,0.44189
ENSG00000120899,PTK2B,133,-0.2171,133,-0.2139,94,-0.8660,271,1.13073,136,-0.1601,163,0.12981
ENSG00000120885,CLU,3579,0.48736,3493,0.44138,1046,-1.6888,2754,0.00920,4788,0.91750,2556,-0.1096
ENSG00000168077,SCARA3,50,0.95657,26,-0.2242,9,-2.0720,12,-1.5198,74,1.51925,54,0.95384
ENSG00000147419,CCDC25,103,-0.6149,160,0.13535,171,0.29252,181,0.35660,125,-0.2646,104,-0.5484
ENSG00000134014,ELP3,21,-0.6581,31,-0.0211,28,-0.2323,42,0.53155,35,0.18748,38,0.29947
ENSG00000186918,ZNF395,41,1.17824,21,-0.0792,6,-2.0772,17,-0.4815,46,1.18695,21,-0.0653
ENSG00000214050,FBXO16,8,-0.2050,16,1.00212,3,-1.6549,17,1.13076,3,-1.6293,6,-0.5169
ENSG00000104290,FZD3,116,-0.5165,185,0.29528,147,-0.1274,172,0.15558,244,0.71369,97,-0.7422
ENSG00000012232,EXTL3,31,-0.7951,47,-0.1075,70,0.73155,44,-0.1978,47,-0.0833,46,-0.1396
ENSG00000147421,HMBOX1,60,0.72215,53,0.47240,30,-0.5741,20,-1.1503,68,0.84406,23,-0.8752
ENSG00000197892,KIF13B,22,0.58155,24,0.70112,22,0.65468,1,-3.7402,11,-0.5222,5,-1.5791
ENSG00000133872,SARAF,410,-0.7349,380,-0.8589,738,0.31413,803,0.43162,772,0.31738,792,0.35911
ENSG00000104660,LEPROTL1,20,-0.8720,24,-0.6281,35,0.05158,52,0.75313,41,0.28625,40,0.23000
ENSG00000104671,DCTN6,52,-0.2578,47,-0.4269,49,-0.3809,74,0.37144,76,0.37946,92,0.69635
ENSG00000285669,AC026979.4,33,0.07945,52,0.94306,33,0.07403,15,-1.2010,37,0.28069,10,-1.6435
ENSG00000197265,GTF2E2,12,-0.1720,14,0.04109,10,-0.6278,19,0.60073,10,-0.4811,20,0.64180
ENSG00000104687,GSR,37,-0.2010,42,-0.0146,49,0.28799,38,-0.1893,43,0.03743,40,-0.0613
ENSG00000104691,UBXN8,10,-0.0958,13,0.33706,11,0.00567,12,0.18769,6,-0.9020,10,-0.1552
ENSG00000104695,PPP2CB,280,-0.0925,215,-0.5386,349,0.34534,260,-0.2184,304,0.04651,384,0.42239
ENSG00000172733,PURG,11,-0.4926,21,0.55263,15,-0.0375,12,-0.3615,25,0.75807,10,-0.6976
ENSG00000165392,WRN,23,0.27270,39,1.28088,9,-1.3695,12,-0.8109,31,0.70816,13,-0.6962
ENSG00000157168,NRG1,7,-1.9098,23,-0.0019,35,0.89285,37,0.89766,3,-2.8013,11,-1.0815
ENSG00000198042,MAK16,14,0.07336,20,0.66881,10,-0.6648,15,0.14444,7,-0.9472,17,0.32982
ENSG00000133878,DUSP26,32,-0.6796,35,-0.5098,43,-0.1991,55,0.24013,55,0.21373,98,1.18384
ENSG00000156687,UNC5D,31,-0.4089,43,0.15390,31,-0.4092,38,-0.0298,61,0.71871,51,0.42151
ENSG00000183779,ZNF703,29,0.72502,11,-0.8644,12,-0.8491,15,-0.3763,43,1.31638,22,0.22618
ENSG00000147475,ERLIN2,31,0.50893,26,0.15987,9,-1.5799,8,-1.6604,82,2.18513,18,-0.3851
ENSG00000147471,PLPBP,43,-0.3742,50,-0.1207,59,0.19033,58,0.11978,58,0.12732,54,0.00705
ENSG00000104221,BRF2,4,-1.4264,7,-0.6996,9,-0.1991,20,1.16981,7,-0.6571,19,0.97328
ENSG00000129691,ASH2L,24,-1.0370,47,0.06142,44,-0.0528,63,0.59893,46,0.01865,52,0.22617
ENSG00000175324,LSM1,23,-0.3377,13,-1.1839,27,-0.0688,40,0.67746,27,-0.0252,45,0.77726
ENSG00000156735,BAG4,90,-0.8623,169,0.20053,171,0.25536,185,0.36111,175,0.23711,84,-0.8968
ENSG00000085788,DDHD2,70,-0.5602,87,-0.1996,101,0.07044,130,0.52668,85,-0.2153,110,0.19281
ENSG00000147535,PLPP5,11,0.20148,10,0.02931,5,-0.9726,7,-0.5646,20,1.19463,14,0.63363
ENSG00000147548,NSD3,128,-0.7786,355,1.06551,194,-0.0879,189,-0.1277,216,0.09745,92,-1.2111
ENSG00000077782,FGFR1,33,-0.2605,46,0.34634,52,0.64066,11,-1.9019,60,0.74015,23,-0.7795
ENSG00000147526,TACC1,258,-0.3354,424,0.55222,310,-0.0248,288,-0.1480,391,0.35103,190,-0.7809
ENSG00000169499,PLEKHA2,60,0.28478,47,-0.1350,26,-1.1750,80,0.85476,67,0.45395,38,-0.4303
ENSG00000169490,TM2D2,32,-0.2181,19,-1.0624,32,-0.2283,51,0.59890,36,-0.0327,65,0.93048
ENSG00000168615,ADAM9,27,-0.1317,26,-0.2071,25,-0.2864,42,0.68376,26,-0.1705,29,-0.0135
ENSG00000165061,ZMAT4,12,-1.3245,31,0.20391,26,-0.0855,36,0.51566,24,-0.1607,39,0.58418
ENSG00000104332,SFRP1,5,-1.5221,16,0.29017,25,1.33258,4,-2.0270,25,0.99675,1,-3.2033
ENSG00000147533,GOLGA7,70,0.14663,47,-0.5362,73,0.24341,50,-0.4311,70,0.12921,87,0.47689
ENSG00000158669,GPAT4,20,-0.6851,28,-0.1291,25,-0.3284,33,0.18207,50,0.82915,43,0.54749
ENSG00000029534,ANK1,9,-0.6969,12,-0.1528,19,0.74779,11,-0.2470,11,-0.2477,13,0.00277
ENSG00000083168,KAT6A,57,0.28430,97,1.35162,35,-0.6169,21,-1.3695,62,0.37905,18,-1.4897
ENSG00000070718,AP3M2,46,-1.2988,121,0.30074,97,-0.0932,144,0.63873,99,-0.0439,108,0.09818
ENSG00000070501,POLB,13,-0.7289,17,-0.3228,13,-0.8887,24,0.27459,45,1.27670,36,0.88183
ENSG00000078668,VDAC3,84,-0.9805,97,-0.7453,176,0.31200,218,0.67681,138,-0.1394,197,0.42995
ENSG00000168575,SLC20A2,47,0.43049,29,-0.4227,37,0.01999,28,-0.4500,31,-0.2731,55,0.64841
ENSG00000176209,SMIM19,38,0.43994,20,-0.6381,20,-0.6860,34,0.23839,39,0.44493,42,0.53922
ENSG00000131931,THAP1,6,-0.6398,13,0.53475,6,-0.6984,12,0.39490,11,0.25475,12,0.32362
ENSG00000120925,RNF170,41,-0.2933,57,0.27762,46,-0.1218,53,0.13419,49,0.01085,49,-0.0090
ENSG00000168172,HOOK3,195,0.08727,347,1.21228,158,-0.3033,105,-0.9427,198,0.10837,71,-1.4583
ENSG00000168522,FNTA,40,-0.0985,34,-0.3622,34,-0.3872,49,0.26072,59,0.53235,56,0.46489
ENSG00000165102,HGSNAT,22,-0.2734,30,0.27888,23,-0.2085,26,0.01560,31,0.32441,26,0.02945
ENSG00000255366,AC120036.4,7,-1.0349,10,-0.6275,18,0.49853,17,0.36807,20,0.52149,13,-0.1689
ENSG00000164808,SPIDR,15,-0.9930,29,0.03472,30,0.07682,33,0.26778,41,0.58907,28,-0.0356
ENSG00000221869,CEBPD,35,0.61890,16,-0.6877,9,-1.7321,26,0.09091,55,1.31093,37,0.61395
ENSG00000253729,PRKDC,51,-0.6456,141,1.23264,35,-1.3477,88,0.29560,114,0.69494,41,-0.9104
ENSG00000104738,MCM4,16,-0.7789,26,-0.0067,25,-0.0772,34,0.44842,42,0.75093,19,-0.5185
ENSG00000169139,UBE2V2,141,-0.8113,208,-0.1631,277,0.40161,273,0.32555,181,-0.3596,252,0.16175
ENSG00000147481,SNTG1,29,-1.2414,98,0.83705,72,0.30971,50,-0.3662,57,-0.1475,57,-0.1485
ENSG00000168300,PCMTD1,33,-0.6336,72,0.76865,47,-0.0349,42,-0.2127,37,-0.4012,53,0.16551
ENSG00000147488,ST18,7,-1.2412,30,1.21022,28,1.30511,1,-3.3408,5,-1.7229,7,-1.1653
ENSG00000023287,RB1CC1,445,-0.4793,1017,1.04188,707,0.37672,359,-0.8347,520,-0.1971,195,-1.6871
ENSG00000082556,OPRK1,8,-0.2321,13,0.54502,4,-1.4580,18,1.17856,8,-0.3347,7,-0.4587
ENSG00000047249,ATP6V1H,101,-1.1428,152,-0.4802,149,-0.5563,400,1.35039,196,-0.0407,260,0.41550
ENSG00000147509,RGS20,55,1.42842,14,-1.0786,6,-2.4994,7,-2.1630,93,2.20024,31,0.24885
ENSG00000187735,TCEA1,96,0.07134,121,0.49111,68,-0.5537,70,-0.4540,172,1.02611,61,-0.6361
ENSG00000120992,LYPLA1,20,-0.5384,28,0.02642,27,-0.0506,34,0.40334,28,0.03119,29,0.10426
ENSG00000137547,MRPL15,27,-0.8522,31,-0.6250,39,-0.2601,80,1.08874,32,-0.5072,69,0.69484
ENSG00000206579,XKR4,29,-0.9651,76,0.67391,70,0.61994,42,-0.3786,58,0.14804,14,-1.9795
ENSG00000167904,TMEM68,10,-1.0050,18,-0.0456,21,0.23487,23,0.38781,21,0.19435,18,-0.0329
ENSG00000137574,TGS1,30,0.09863,56,1.26600,25,-0.2581,16,-0.9176,29,-0.0122,8,-1.9444
ENSG00000008988,RPS20,610,1.08780,161,-1.2614,269,-0.4722,274,-0.3982,369,0.10555,533,0.70473
ENSG00000170791,CHCHD7,32,0.04959,24,-0.4409,23,-0.5292,44,0.62662,27,-0.2402,45,0.61219
ENSG00000170786,SDR16C5,9,-0.3875,9,-0.4447,6,-0.9766,25,1.52817,5,-1.2281,16,0.48606
ENSG00000104331,IMPAD1,61,-0.7043,89,-0.0808,113,0.38716,112,0.33319,74,-0.3623,89,-0.0803
ENSG00000169122,FAM110B,31,-0.1189,29,-0.1980,29,-0.2273,26,-0.3978,67,1.17182,35,0.10376
ENSG00000215114,UBXN2B,37,-0.6106,40,-0.4713,64,0.38560,64,0.32709,76,0.57670,34,-0.6942
ENSG00000137575,SDCBP,129,-0.1872,109,-0.4672,140,-0.0444,173,0.33821,173,0.29936,162,0.19412
ENSG00000035681,NSMAF,14,-0.2629,19,0.30738,11,-0.7024,19,0.27930,20,0.32530,21,0.40638
ENSG00000198846,TOX,20,-1.7668,73,0.37987,94,1.02166,40,-0.6609,60,0.03241,43,-0.4977
ENSG00000167912,AC090152.1,9,-0.4357,11,-0.0197,15,0.53696,7,-0.8838,6,-1.0563,22,1.06852
ENSG00000178538,CA8,12,0.00305,14,0.27469,12,-0.0158,9,-0.5738,16,0.38344,12,-0.0134
ENSG00000104388,RAB2A,200,-0.7071,308,0.02350,313,0.06170,434,0.65795,274,-0.1609,244,-0.3460
ENSG00000171316,CHD7,42,0.89544,53,1.38798,16,-0.8136,2,-3.7234,33,0.37598,9,-1.5710
ENSG00000177182,CLVS1,15,-0.7520,16,-0.6504,18,-0.5637,39,0.88538,41,0.86141,30,0.33879
ENSG00000198363,ASPH,206,0.07982,273,0.59905,135,-0.7096,136,-0.6280,369,1.03454,164,-0.2878
ENSG00000185942,NKAIN3,25,1.30805,12,-0.0372,8,-0.7252,3,-2.0029,24,0.98886,9,-0.5477
ENSG00000274956,NKAIN3-IT1,144,1.33913,72,-0.0029,56,-0.4751,29,-1.4602,113,0.72132,23,-1.6989
ENSG00000137563,GGH,10,-1.1919,15,-0.5296,20,-0.1057,33,0.86547,22,0.04803,32,0.67438
ENSG00000185728,YTHDF3,44,-0.5239,55,-0.1704,65,0.14586,73,0.32951,62,0.04856,64,0.08662
ENSG00000254377,MIR124-2HG,16,-2.0343,132,1.65316,49,-0.3457,57,-0.0337,45,-0.4088,39,-0.6254
ENSG00000180828,BHLHE22,11,-0.6591,20,0.32560,22,0.57635,11,-0.6978,7,-1.2078,26,0.68130
ENSG00000172817,CYP7B1,27,0.62783,28,0.70174,11,-1.0218,8,-1.3215,33,0.88395,18,-0.0957
ENSG00000272010,AC100814.1,9,-0.4805,7,-0.9429,16,0.51443,16,0.36564,8,-0.7450,19,0.59581
ENSG00000104442,ARMC1,50,-0.6323,87,0.33357,76,0.10234,80,0.18487,70,-0.0533,63,-0.2161
ENSG00000205268,PDE7A,5,-1.4267,23,1.27621,10,-0.3776,12,0.00720,12,0.06539,9,-0.3557
ENSG00000179041,RRS1,13,-0.0913,17,0.33650,9,-0.7084,15,0.11876,21,0.70853,13,-0.0732
ENSG00000147576,ADHFE1,26,0.77372,14,-0.2909,7,-1.3938,7,-1.3659,40,1.44060,29,0.85551
ENSG00000169085,VXN,141,-0.3991,111,-0.7977,152,-0.2995,244,0.58275,222,0.35676,285,0.76985
ENSG00000175073,VCPIP1,26,-1.3599,72,0.34553,52,-0.2580,73,0.36827,92,0.70882,64,0.11999
ENSG00000104205,SGK3,36,0.27524,47,0.81093,15,-1.2163,18,-0.8566,70,1.38811,17,-0.8705
ENSG00000245910,SNHG6,404,1.27787,95,-1.3104,180,-0.2903,115,-1.0071,198,-0.0872,340,0.78913
ENSG00000121022,COPS5,36,-0.7312,36,-0.7196,36,-0.8100,99,1.08706,76,0.49303,88,0.73599
ENSG00000104218,CSPP1,57,-0.1027,128,1.47416,43,-0.6400,36,-0.8706,62,0.02435,35,-0.8611
ENSG00000066777,ARFGEF1,36,-0.8198,104,1.10833,47,-0.3962,61,0.08808,59,0.02480,38,-0.6707
ENSG00000046889,PREX2,124,0.94178,122,0.91005,22,-2.0974,17,-2.3106,205,1.70993,30,-1.4079
ENSG00000137573,SULF1,3,-2.3303,21,0.83419,19,0.75740,10,-0.3961,15,0.16602,6,-1.2407
ENSG00000140396,NCOA2,45,0.12697,52,0.40652,37,-0.2325,25,-0.8633,69,0.82129,35,-0.2772
ENSG00000067167,TRAM1,39,0.42212,24,-0.3980,35,0.26504,17,-0.9741,38,0.33853,35,0.17966
ENSG00000182674,KCNB2,0,-5.6621,21,1.50012,8,-0.4062,14,0.75221,4,-1.1919,8,-0.3066
ENSG00000260838,AC022893.2,4,-1.5237,11,0.02610,18,1.27818,7,-0.6271,6,-0.7640,10,-0.0871
ENSG00000147601,TERF1,63,-0.4214,139,1.01937,65,-0.4050,82,0.01780,76,-0.0962,51,-0.7205
ENSG00000147604,RPL7,596,0.54800,337,-0.4649,394,-0.2234,302,-0.6478,453,0.03924,757,0.88184
ENSG00000040341,STAU2,146,-0.2686,251,0.72028,168,-0.0258,174,0.03438,127,-0.4596,101,-0.8116
ENSG00000104343,UBE2W,55,-0.4372,62,-0.2521,66,-0.1653,108,0.76664,74,0.05757,65,-0.1521
ENSG00000154582,ELOC,114,-0.1179,77,-0.7742,121,-0.0171,138,0.22282,120,-0.0185,200,0.80674
ENSG00000175606,TMEM70,23,-1.5720,41,-0.6835,66,0.15392,98,0.87508,54,-0.1808,97,0.74909
ENSG00000104369,JPH1,13,-1.2023,33,0.37696,23,-0.2276,32,0.37212,47,0.93642,18,-0.6121
ENSG00000104381,GDAP1,72,-0.8503,139,0.26969,113,-0.1090,166,0.60029,125,0.07687,97,-0.3323
ENSG00000270866,AC067773.1,10,-0.3092,9,-0.4526,10,-0.3268,7,-0.8164,31,1.61397,17,0.60050
ENSG00000091656,ZFHX4,55,0.87439,66,1.28083,14,-1.5407,3,-3.5083,78,1.37177,8,-2.2211
ENSG00000164751,PEX2,28,0.22909,20,-0.3239,20,-0.3875,25,0.01646,30,0.34774,33,0.49325
ENSG00000171033,PKIA,106,-0.3062,89,-0.6023,139,0.18592,126,-0.0085,178,0.54850,157,0.34098
ENSG00000104427,ZC2HC1A,30,-1.2745,83,0.40661,62,-0.1151,90,0.56784,70,0.08292,64,-0.0589
ENSG00000104435,STMN2,537,-1.5233,1245,-0.1561,1701,0.46222,2052,0.76345,571,-1.3337,1637,0.29480
ENSG00000164683,HEY1,51,0.59845,21,-0.9104,22,-0.8873,57,0.82101,53,0.58794,25,-0.6128
ENSG00000147586,MRPS28,39,0.09876,18,-1.1491,26,-0.6345,47,0.42500,57,0.70980,62,0.83961
ENSG00000076554,TPD52,159,-0.3157,213,0.19882,188,-0.0303,236,0.38462,118,-0.7464,200,0.07974
ENSG00000205189,ZBTB10,28,0.54707,28,0.56812,9,-1.5181,15,-0.5942,49,1.41040,12,-0.8374
ENSG00000164684,ZNF704,41,-0.5138,90,0.89715,59,0.10371,33,-0.8574,57,0.03274,51,-0.1374
ENSG00000076641,PAG1,33,0.26276,36,0.40863,20,-0.6728,21,-0.4870,38,0.45211,36,0.36486
ENSG00000164687,FABP5,119,0.59298,60,-0.5926,80,-0.1368,68,-0.3988,89,0.06273,120,0.54589
ENSG00000147588,PMP2,469,1.16926,285,0.19423,189,-0.5687,101,-1.5158,369,0.59534,165,-0.6761
ENSG00000133731,IMPA1,25,-1.2007,52,-0.0128,54,0.06091,86,0.91332,30,-0.8482,59,0.19159
ENSG00000104231,ZFAND1,20,-0.4818,28,0.11767,20,-0.5325,31,0.27334,37,0.53721,36,0.50304
ENSG00000104497,SNX16,13,-0.6731,21,0.07929,25,0.43112,22,0.19344,13,-0.6295,19,-0.0443
ENSG00000184672,RALYL,33,-1.4963,73,-0.2137,111,0.63163,89,0.13520,87,0.09289,96,0.24775
