Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000166167,BTRC,20,-1.7699,67,0.03152,42,-0.7003,60,-0.1467,32,-1.0839,66,0.00894,65,-0.0331,80,0.29471,114,1.01379
ENSG00000166171,DPCD,9,-1.9710,30,-0.2200,32,-0.1167,12,-1.5991,32,-0.0963,17,-1.1353,79,1.61728,31,-0.1448,37,0.13807
ENSG00000107829,FBXW4,112,1.15794,59,0.11021,83,0.65862,55,-0.0096,98,0.93570,17,-1.8604,37,-0.6347,81,0.61052,32,-0.8910
ENSG00000198408,OGA,284,-0.2076,282,-0.2210,183,-0.8783,213,-0.6546,448,0.51463,505,0.80696,234,-0.5504,357,0.14855,326,0.00455
ENSG00000120049,KCNIP2,2,-4.4608,11,-2.0044,38,-0.2294,39,-0.1649,41,-0.0829,32,-0.5410,31,-0.5746,116,1.62729,76,1.02473
ENSG00000166197,NOLC1,94,-0.2613,121,0.12948,47,-1.3101,87,-0.3894,66,-0.8112,184,0.91190,99,-0.2054,90,-0.3342,135,0.33128
ENSG00000107862,GBF1,16,-1.2829,34,-0.1701,12,-1.6708,27,-0.5332,30,-0.3260,60,0.83510,45,0.30672,45,0.28632,39,0.07143
ENSG00000059915,PSD,40,-2.8711,354,0.38912,589,1.23863,372,0.46921,193,-0.5592,153,-0.9851,275,-0.0133,592,1.24810,166,-0.8466
ENSG00000107872,FBXL15,23,-1.9199,59,-0.5192,98,0.26662,55,-0.6194,86,0.07005,44,-1.0178,114,0.58390,152,0.99487,100,0.33460
ENSG00000107874,CUEDC2,20,-1.9688,64,-0.2297,91,0.33860,90,0.32013,64,-0.2305,35,-1.2100,96,0.47645,101,0.50701,96,0.46844
ENSG00000269609,RPARP-AS1,19,-0.3821,35,0.57172,22,-0.1136,19,-0.3491,12,-1.0739,27,0.23121,25,0.05346,25,0.03780,26,0.16221
ENSG00000138107,ACTR1A,40,-1.6426,51,-1.2735,99,-0.2790,79,-0.6119,106,-0.1730,118,0.00215,139,0.28597,173,0.61466,177,0.73621
ENSG00000171206,TRIM8,37,-0.6844,35,-0.7782,82,0.54127,135,1.39392,83,0.56699,34,-0.8916,43,-0.4934,32,-0.9317,70,0.32703
ENSG00000138175,ARL3,52,-1.3222,145,0.25329,125,0.01985,93,-0.4379,162,0.42688,98,-0.3871,165,0.51900,120,-0.0408,129,0.07871
ENSG00000166272,WBP1L,32,0.01692,19,-0.7943,32,0.04652,46,0.59510,59,1.03215,28,-0.1772,14,-1.2481,33,0.06442,35,0.20975
ENSG00000166275,BORCS7,57,-0.5355,83,0.06220,68,-0.2480,66,-0.3048,74,-0.1168,84,0.08049,92,0.24082,69,-0.2281,96,0.31786
ENSG00000148842,CNNM2,5,-2.2089,16,-0.6892,16,-0.6922,15,-0.7191,56,1.32665,32,0.42361,26,0.08286,14,-0.8657,30,0.34203
ENSG00000076685,NT5C2,31,0.11462,19,-0.6405,22,-0.4047,25,-0.2418,46,0.72001,23,-0.3750,23,-0.4244,34,0.24632,40,0.56859
ENSG00000148798,INA,20,-3.2684,153,-0.2970,94,-1.0321,59,-1.7282,205,0.16247,190,0.04696,226,0.35259,214,0.23488,321,1.02203
ENSG00000173915,ATP5MD,153,-1.5913,489,0.17910,573,0.43411,287,-0.6470,304,-0.5610,229,-1.0616,792,1.11476,315,-0.5081,538,0.36969
ENSG00000148843,PDCD11,44,0.32285,36,-0.0231,7,-2.4255,18,-1.0105,54,0.64027,56,0.78475,33,-0.1428,36,0.00668,30,-0.3144
ENSG00000107954,NEURL1,6,-3.3211,79,0.35162,96,0.67037,52,-0.2983,29,-1.1882,50,-0.3825,36,-0.9452,174,1.69520,76,0.31209
ENSG00000107957,SH3PXD2A,197,1.71145,68,-0.0653,32,-1.1992,71,-0.0138,42,-0.7992,81,0.21032,60,-0.3029,41,-0.8388,62,-0.2435
ENSG00000065613,SLK,330,0.90171,237,0.35808,86,-1.1977,166,-0.2025,96,-1.0336,271,0.64663,165,-0.2290,182,-0.0575,150,-0.3945
ENSG00000148834,GSTO1,50,-1.2865,77,-0.6178,83,-0.5154,90,-0.3814,113,-0.0418,79,-0.6389,202,1.03874,132,0.21246,140,0.33664
ENSG00000156395,SORCS3,4,-2.7540,6,-2.2198,24,-0.1931,24,-0.1778,31,0.19646,41,0.75532,48,1.06447,5,-2.5153,26,-0.0468
ENSG00000108018,SORCS1,8,-2.0151,27,-0.3056,16,-1.1412,13,-1.3759,37,0.18338,65,1.24278,30,-0.2020,35,0.05873,37,0.19817
ENSG00000108039,XPNPEP1,16,-0.4819,4,-2.2893,15,-0.6030,14,-0.7094,45,1.16024,26,0.25028,22,0.01345,23,0.08144,26,0.27398
ENSG00000148700,ADD3,635,1.73685,203,-0.1766,228,0.00878,651,1.78425,126,-0.9067,189,-0.3132,148,-0.7125,50,-2.2732,80,-1.6832
ENSG00000119950,MXI1,214,1.42235,98,0.12017,104,0.21459,136,0.65333,111,0.31727,78,-0.2433,38,-1.3936,62,-0.5838,65,-0.5602
ENSG00000119953,SMNDC1,56,0.49240,50,0.31227,22,-0.9104,22,-0.9556,47,0.23010,66,0.89473,28,-0.6233,19,-1.1127,42,0.05071
ENSG00000108055,SMC3,293,1.67975,101,-0.0994,59,-0.9191,133,0.32870,90,-0.2776,138,0.42909,76,-0.5878,45,-1.3371,74,-0.6391
ENSG00000150593,PDCD4,90,0.75529,53,-0.0867,37,-0.6420,58,0.03096,94,0.82063,51,-0.1839,35,-0.7811,65,0.22514,54,-0.0734
ENSG00000214413,BBIP1,59,1.09173,21,-0.5599,26,-0.2244,25,-0.3003,44,0.58841,43,0.65609,19,-0.7594,16,-0.9115,23,-0.4590
ENSG00000108061,SHOC2,152,0.16185,181,0.44088,91,-0.6377,109,-0.3581,101,-0.4756,207,0.74825,152,0.17360,68,-1.0702,114,-0.3208
ENSG00000148737,TCF7L2,27,-0.1378,32,0.11301,12,-1.3287,87,1.80263,43,0.56280,23,-0.4465,24,-0.3381,28,-0.1009,17,-0.8910
ENSG00000043591,ADRB1,10,-1.4239,25,-0.0007,9,-1.4537,31,0.30825,33,0.39991,41,0.86473,12,-1.2402,45,0.92647,23,-0.1672
ENSG00000165813,CCDC186,150,0.20918,181,0.50263,59,-1.2331,73,-0.9090,58,-1.2550,294,1.56404,103,-0.4201,60,-1.1859,103,-0.4125
ENSG00000169129,AFAP1L2,6,-1.8708,26,0.24107,20,-0.1660,24,0.07406,43,1.04472,27,0.28115,10,-1.3117,40,0.89320,20,-0.2498
ENSG00000099204,ABLIM1,56,-0.9660,94,-0.1776,76,-0.5068,219,1.19672,229,1.27240,69,-0.7057,66,-0.7825,99,-0.0927,112,0.10042
ENSG00000151553,FAM160B1,11,-1.2495,27,0.07394,18,-0.5772,12,-1.1566,30,0.25091,32,0.36481,18,-0.5779,46,0.91923,33,0.42745
ENSG00000165832,TRUB1,10,-2.3342,43,-0.1178,22,-1.1303,27,-0.8306,22,-1.1375,47,-0.0010,63,0.53773,77,0.80514,70,0.72276
ENSG00000107518,ATRNL1,16,-3.3556,128,-0.2903,77,-1.0676,59,-1.4499,52,-1.6374,187,0.34038,201,0.47612,305,1.11832,218,0.62156
ENSG00000165868,HSPA12A,52,-1.4218,92,-0.5617,68,-1.0076,37,-1.9001,131,-0.0209,202,0.76997,124,-0.1102,121,-0.1386,217,0.90876
ENSG00000187164,SHTN1,2815,3.75870,331,-0.3890,95,-2.2582,113,-2.0003,97,-2.2264,346,-0.3496,255,-0.8449,81,-2.4783,182,-1.3749
ENSG00000165650,PDZD8,63,0.45454,72,0.66984,23,-1.0782,63,0.45445,41,-0.2376,47,-0.0264,42,-0.2094,48,0.00732,41,-0.2505
ENSG00000229847,EMX2OS,6,-2.0851,4,-2.6298,44,0.82417,150,3.28458,24,-0.1386,6,-2.2625,21,-0.3460,18,-0.5553,7,-2.0635
ENSG00000170370,EMX2,61,0.30634,30,-0.7848,86,0.87460,256,3.00544,7,-2.8486,13,-2.1217,35,-0.6075,37,-0.4781,15,-1.9171
ENSG00000107560,RAB11FIP2,101,-0.2120,135,0.24865,46,-1.3949,108,-0.1020,71,-0.7411,231,1.31584,106,-0.1491,51,-1.2312,100,-0.2473
ENSG00000177640,CASC2,25,0.07385,22,-0.0787,37,0.71498,50,1.21683,27,0.23102,16,-0.5985,22,-0.1149,14,-0.7839,15,-0.6944
ENSG00000165669,FAM204A,107,0.08771,187,0.99038,49,-1.1122,100,-0.0206,59,-0.8338,149,0.68871,107,0.08654,51,-1.0576,77,-0.4592
ENSG00000151893,CACUL1,58,-0.3020,86,0.31141,43,-0.7512,71,0.00827,53,-0.4416,94,0.50974,63,-0.1969,94,0.46153,64,-0.1721
ENSG00000107581,EIF3A,640,0.91167,437,0.28584,300,-0.3038,332,-0.1488,328,-0.1656,527,0.66324,194,-1.0410,239,-0.6538,331,-0.1683
ENSG00000119979,DENND10,48,0.00242,37,-0.3850,31,-0.6670,52,0.14105,35,-0.4867,37,-0.4496,61,0.44207,57,0.28402,59,0.35961
ENSG00000165672,PRDX3,44,-1.1336,74,-0.3432,61,-0.6231,91,-0.0111,92,-0.0014,83,-0.1774,118,0.44748,102,0.17026,118,0.44712
ENSG00000151923,TIAL1,65,0.27268,44,-0.3376,46,-0.2538,42,-0.3906,75,0.50683,63,0.26196,44,-0.3490,48,-0.2055,59,0.15015
ENSG00000198825,INPP5F,42,-2.9558,180,-0.8260,168,-0.9304,109,-1.5730,313,0.02667,355,0.25192,386,0.40107,187,-0.7674,605,1.28545
ENSG00000107651,SEC23IP,33,0.53010,17,-0.4967,12,-0.9789,15,-0.6505,30,0.38635,39,0.90600,12,-1.0810,28,0.25955,23,-0.0568
ENSG00000120008,WDR11,39,0.40680,15,-1.0285,24,-0.3355,26,-0.2378,43,0.54332,38,0.38869,24,-0.4221,30,-0.0416,32,0.08966
ENSG00000066468,FGFR2,189,2.77837,9,-2.2773,33,-0.3193,102,1.53441,33,-0.3059,14,-1.6338,16,-1.4852,36,-0.2013,12,-1.8629
ENSG00000107669,ATE1,63,0.13856,76,0.44720,23,-1.3592,69,0.28405,30,-0.9712,102,1.05492,37,-0.7214,49,-0.2460,51,-0.2074
ENSG00000138162,TACC2,16,-1.5094,24,-0.8927,18,-1.3602,41,-0.1065,62,0.56633,62,0.63931,48,0.16282,45,0.05171,48,0.18360
ENSG00000107679,PLEKHA1,154,0.33634,113,-0.1490,75,-0.7807,38,-1.7759,83,-0.6337,195,0.81097,148,0.30789,133,0.10495,107,-0.2666
ENSG00000166033,HTRA1,199,0.22655,45,-2.0047,199,0.23088,671,2.39621,128,-0.4662,67,-1.5125,115,-0.6730,189,0.14742,136,-0.4021
ENSG00000095574,IKZF5,34,0.51026,26,0.09612,14,-0.8082,31,0.39652,28,0.24182,21,-0.2142,23,-0.0830,12,-1.0951,29,0.29305
ENSG00000196177,ACADSB,35,-0.3895,41,-0.1138,29,-0.6606,31,-0.5447,33,-0.4435,55,0.35469,44,-0.0387,69,0.70141,50,0.19673
ENSG00000154473,BUB3,41,0.17129,14,-1.4137,24,-0.6591,19,-1.0276,37,0.01184,40,0.12832,40,0.14699,37,-0.0134,56,0.73494
ENSG00000154478,GPR26,0,-8.4939,21,-0.8637,36,-0.0748,24,-0.6545,5,-2.8061,30,-0.3959,13,-1.6977,186,2.93496,46,0.36802
ENSG00000182022,CHST15,1,-4.0838,23,-0.3305,23,-0.3269,8,-1.8100,16,-0.8654,43,0.74114,38,0.51493,49,0.86169,30,0.05760
ENSG00000065154,OAT,56,-1.6896,73,-1.2926,105,-0.7527,119,-0.5602,213,0.34139,164,-0.0711,151,-0.2148,253,0.62106,303,1.06275
ENSG00000107902,LHPP,358,3.08090,30,-1.2470,71,0.05859,36,-0.9824,57,-0.2900,26,-1.5244,47,-0.6207,55,-0.3424,33,-1.1696
ENSG00000203791,EEF1AKMT2,12,-0.8342,25,0.29452,7,-1.5420,18,-0.2158,44,1.19760,20,-0.0483,20,-0.0928,30,0.56506,17,-0.3302
ENSG00000019995,ZRANB1,94,-0.0025,119,0.38001,52,-0.8862,33,-1.5938,107,0.20447,119,0.42710,83,-0.1968,100,0.09762,107,0.23882
ENSG00000175029,CTBP2,54,0.25765,40,-0.2383,35,-0.4219,29,-0.6850,69,0.63204,55,0.30269,40,-0.2434,47,0.01096,45,-0.0326
ENSG00000188690,UROS,48,-1.1981,82,-0.3777,81,-0.4037,81,-0.4077,131,0.35120,91,-0.2377,122,0.26514,117,0.16560,147,0.60160
ENSG00000107949,BCCIP,89,0.99833,47,-0.0362,29,-0.7839,35,-0.4820,54,0.19574,71,0.71116,39,-0.3622,25,-0.9628,38,-0.3771
ENSG00000150760,DOCK1,125,2.75693,31,0.22863,31,0.20768,54,1.10747,28,0.07980,5,-2.4517,16,-0.8091,11,-1.3767,0,-5.2819
ENSG00000132334,PTPRE,48,0.10451,26,-0.7965,30,-0.5901,21,-1.1112,41,-0.1246,61,0.57564,33,-0.4984,45,0.02139,67,0.72786
ENSG00000108010,GLRX3,26,-0.5146,27,-0.4477,31,-0.2737,29,-0.3762,41,0.16867,40,0.13654,51,0.57203,29,-0.3771,39,0.08241
ENSG00000175470,PPP2R2D,18,-1.5107,59,0.23334,28,-0.8880,35,-0.5795,49,-0.0383,60,0.30816,63,0.38353,36,-0.5379,68,0.51870
ENSG00000176171,BNIP3,129,-0.9964,241,-0.0412,146,-0.8121,180,-0.4992,237,-0.0720,263,0.10525,341,0.57038,181,-0.4840,326,0.48696
ENSG00000188385,JAKMIP3,131,2.72292,9,-1.6961,13,-1.2402,9,-1.6437,17,-0.8135,41,0.63920,17,-0.8391,16,-0.8936,17,-0.8736
ENSG00000151640,DPYSL4,13,-1.6197,31,-0.3347,32,-0.2780,28,-0.4502,61,0.75216,32,-0.3057,44,0.26704,28,-0.4778,56,0.69498
ENSG00000165752,STK32C,7,-2.9631,22,-1.4206,44,-0.3532,54,-0.0557,39,-0.5504,49,-0.2200,86,0.77657,69,0.32964,83,0.70650
ENSG00000148814,LRRC27,18,-0.4547,16,-0.6143,25,0.05983,17,-0.5168,30,0.30106,27,0.18718,25,0.03463,23,-0.0823,30,0.32318
ENSG00000068383,INPP5A,14,-2.2246,39,-0.7722,42,-0.6489,26,-1.3836,93,0.58286,65,0.00440,69,0.10591,122,1.03353,86,0.50410
ENSG00000148826,NKX6-2,242,5.17544,1,-4.0743,16,-0.7149,7,-1.8886,9,-1.6185,2,-3.9376,14,-1.0279,3,-2.9906,1,-4.4168
ENSG00000197177,ADGRA1,10,-2.1608,29,-0.6332,36,-0.3188,17,-1.4415,51,0.19734,32,-0.5258,62,0.58474,43,-0.0674,80,1.08199
ENSG00000171798,KNDC1,22,-2.1851,73,-0.4078,90,-0.0758,112,0.26206,62,-0.6501,95,0.01724,85,-0.1734,211,1.32967,101,0.12299
ENSG00000130640,TUBGCP2,54,-0.5738,57,-0.4920,84,0.10708,84,0.11183,70,-0.1628,87,0.18099,65,-0.3030,96,0.32035,95,0.33741
ENSG00000130643,CALY,39,-3.5530,178,-1.3581,201,-1.1732,106,-2.1174,499,0.22478,391,-0.1756,488,0.21066,666,0.69301,874,1.34078
ENSG00000127884,ECHS1,63,-1.0725,122,-0.0770,145,0.19649,112,-0.2001,132,0.04790,84,-0.6938,175,0.55919,157,0.32379,143,0.19059
ENSG00000148824,MTG1,20,0.09979,6,-1.6984,11,-0.8338,21,0.16838,22,0.24963,26,0.62000,14,-0.4167,17,-0.1059,23,0.33913
ENSG00000203772,SPRN,2,-3.9626,32,-0.3850,41,0.01553,24,-0.8202,10,-2.1186,63,0.78861,32,-0.3883,90,1.31065,49,0.34139
ENSG00000171772,SYCE1,3,-2.9075,23,-0.0611,13,-0.9372,5,-2.1854,17,-0.4936,37,0.79280,33,0.57145,21,-0.1529,32,0.49834
ENSG00000177963,RIC8A,21,-1.1622,8,-2.4636,51,0.20630,33,-0.4549,47,0.06730,47,0.05809,35,-0.4158,78,0.87794,69,0.77368
ENSG00000142082,SIRT3,7,-2.3342,7,-2.3549,39,0.24674,17,-1.0127,28,-0.2405,47,0.63657,33,-0.0237,63,1.03502,39,0.27001
ENSG00000185627,PSMD13,25,-1.7705,50,-0.7362,55,-0.5804,68,-0.2585,87,0.12744,80,0.00071,81,0.01535,118,0.61520,119,0.71308
ENSG00000185201,IFITM2,8,-2.0464,0,-5.3395,68,1.18154,49,0.62371,247,4.13298,0,-5.5434,5,-2.7325,13,-1.4180,0,-7.1722
ENSG00000142089,IFITM3,102,0.09283,31,-1.7098,179,1.00281,264,1.69708,429,2.68694,5,-4.5049,41,-1.3898,32,-1.6434,14,-2.9253
ENSG00000182272,B4GALNT4,36,-1.1399,75,-0.0533,91,0.26927,137,0.92990,73,-0.0849,65,-0.2987,45,-0.8825,137,0.92793,78,0.02764
ENSG00000185187,SIGIRR,19,-0.9129,26,-0.4833,53,0.64172,65,0.97901,99,1.71459,16,-1.2882,28,-0.3883,25,-0.5517,25,-0.5489
ENSG00000174915,PTDSS2,23,-0.0600,5,-2.1917,32,0.45956,12,-1.0438,50,1.18056,18,-0.4680,16,-0.7152,34,0.51954,33,0.54479
ENSG00000023191,RNH1,73,0.72872,18,-1.4398,50,0.11557,64,0.51420,71,0.68781,25,-0.9912,55,0.30393,41,-0.1826,39,-0.2879
ENSG00000174775,HRAS,58,-0.8937,113,0.11382,136,0.41459,59,-0.8691,98,-0.1014,75,-0.5598,145,0.58278,172,0.79650,90,-0.2512
ENSG00000177030,DEAF1,50,-1.5162,177,0.40117,203,0.62921,150,0.13809,195,0.56157,60,-1.3488,170,0.38063,190,0.51870,111,-0.3594
ENSG00000177156,TALDO1,82,-0.0652,36,-1.3070,71,-0.2842,129,0.66076,57,-0.6117,69,-0.3452,70,-0.3404,104,0.31463,133,0.80787
ENSG00000177225,GATD1,40,-0.0221,40,-0.0175,60,0.63125,98,1.45249,56,0.51592,21,-1.0681,30,-0.4861,54,0.44113,18,-1.2853
ENSG00000184524,CEND1,54,-2.7863,264,-0.4417,245,-0.5551,132,-1.4830,440,0.36183,336,-0.0710,505,0.65926,442,0.36889,473,0.53639
ENSG00000177542,SLC25A22,12,-3.1017,131,0.47364,70,-0.5177,53,-0.9295,51,-0.9819,95,-0.0384,126,0.45151,100,0.03421,155,0.85202
ENSG00000177600,RPLP2,1165,0.92522,642,-0.0411,1046,0.74477,786,0.27985,707,0.11067,298,-1.2947,762,0.25481,807,0.32176,318,-1.1909
ENSG00000177666,PNPLA2,25,0.41406,11,-0.8826,24,0.35500,28,0.59082,14,-0.4955,17,-0.2298,17,-0.2494,19,-0.0269,22,0.21280
ENSG00000177697,CD151,22,-0.2463,5,-2.2187,12,-1.1246,50,1.09842,107,2.51839,13,-1.0537,27,0.11702,5,-2.3150,12,-1.1983
ENSG00000177700,POLR2L,93,-0.7313,127,-0.2570,178,0.27819,159,0.10179,203,0.48806,63,-1.4030,239,0.85780,102,-0.5890,164,0.16142
ENSG00000177830,CHID1,20,-1.6843,23,-1.5128,62,-0.0171,34,-0.9331,105,0.83267,59,-0.0923,66,0.08515,121,1.07619,68,0.13967
ENSG00000183020,AP2A2,57,-1.4999,146,-0.0852,85,-0.9153,82,-0.9691,140,-0.1452,185,0.32855,180,0.27880,167,0.12626,219,0.63790
ENSG00000078902,TOLLIP,37,-2.6764,197,-0.1997,222,-0.0175,97,-1.2756,153,-0.5901,228,0.02576,259,0.24876,361,0.76533,326,0.67523
ENSG00000174672,BRSK2,36,-1.1507,95,0.34056,50,-0.6669,30,-1.4390,95,0.33521,89,0.26927,58,-0.4561,130,0.85697,94,0.36755
ENSG00000182208,MOB2,10,-1.4316,24,-0.1396,24,-0.1302,13,-1.1003,44,0.82300,24,-0.1478,27,0.02411,24,-0.1405,38,0.63640
ENSG00000184545,DUSP8,11,-2.7403,91,0.46139,127,1.02308,61,-0.1612,108,0.73892,44,-0.6992,36,-1.0309,122,0.94490,67,-0.0204
ENSG00000244242,IFITM10,16,-1.0312,31,-0.0117,23,-0.4705,11,-1.4752,54,0.90863,20,-0.7501,57,1.13528,1,-4.3201,41,0.49308
ENSG00000117984,CTSD,124,-1.4255,186,-0.8117,275,-0.2156,270,-0.2410,472,0.64656,296,-0.1082,277,-0.2206,317,0.00987,497,0.83208
ENSG00000214026,MRPL23,24,-0.6981,22,-0.8295,36,-0.0896,37,-0.0652,42,0.13759,23,-0.8630,75,1.23558,37,-0.0499,34,-0.1947
ENSG00000110651,CD81,197,-0.4260,64,-2.0969,355,0.50607,663,1.57575,278,0.11451,146,-0.9469,234,-0.1727,301,0.23957,244,-0.1023
ENSG00000184281,TSSC4,11,-0.9219,10,-1.0727,25,0.27641,16,-0.3934,13,-0.6748,11,-1.0445,37,1.04982,37,0.88567,21,0.03414
ENSG00000269821,KCNQ1OT1,646,2.68844,71,-1.0874,39,-1.9779,38,-2.0183,169,0.23823,296,1.35876,33,-2.3364,28,-2.4328,47,-1.7960
ENSG00000129757,CDKN1C,164,2.92275,29,-0.2254,20,-0.7760,22,-0.6268,39,0.24832,15,-1.2219,22,-0.6421,1,-5.0201,24,-0.5393
ENSG00000205531,NAP1L4,161,0.17331,97,-0.6206,111,-0.4030,170,0.25964,180,0.34405,175,0.33696,110,-0.4644,113,-0.3823,166,0.24668
ENSG00000110619,CARS,44,-0.3528,53,-0.0681,38,-0.5801,35,-0.7125,44,-0.3625,69,0.37692,60,0.12885,49,-0.1833,73,0.47989
ENSG00000005801,ZNF195,24,-0.0024,17,-0.5148,10,-1.2385,35,0.60959,35,0.59742,35,0.69643,13,-1.0242,28,0.25189,21,-0.2359
ENSG00000167323,STIM1,13,-1.9474,46,-0.0297,39,-0.3147,66,0.52107,25,-0.9874,67,0.62338,57,0.32070,35,-0.4829,49,0.04838
ENSG00000167325,RRM1,39,0.09503,14,-1.4266,12,-1.6662,28,-0.3973,37,0.00854,38,0.07260,46,0.38156,43,0.25443,50,0.53170
ENSG00000244734,HBB,40,-1.8447,2,-5.9567,574,2.57061,17,-3.0367,954,3.93771,15,-3.3509,3,-5.4056,4,-4.9379,2,-5.9540
ENSG00000110148,CCKBR,5,-2.6857,24,-0.4703,41,0.37245,16,-1.0106,18,-0.8689,36,0.21913,38,0.28850,48,0.64300,42,0.48865
ENSG00000166311,SMPD1,23,-0.7524,13,-1.5573,36,-0.0869,43,0.19558,22,-0.8453,40,0.09838,38,0.00119,56,0.61314,53,0.59761
ENSG00000166313,APBB1,156,-1.1608,237,-0.5329,200,-0.7912,259,-0.3928,356,0.10415,293,-0.2207,443,0.50448,476,0.56916,424,0.42592
ENSG00000110171,TRIM3,3,-3.0383,7,-1.7443,2,-3.6534,13,-0.8797,55,1.42145,27,0.28101,21,-0.1797,19,-0.2912,42,1.08467
ENSG00000132254,ARFIP2,16,-1.2626,29,-0.3340,40,0.15803,18,-1.0517,27,-0.4766,47,0.43714,35,-0.0884,53,0.59440,46,0.39912
ENSG00000132286,TIMM10B,25,-0.3338,36,0.18191,18,-0.8717,12,-1.4481,43,0.49607,18,-0.9279,36,0.20778,23,-0.4740,58,1.11207
ENSG00000132275,RRP8,50,1.42549,15,-0.5444,9,-1.2941,18,-0.2273,22,0.04593,35,0.93735,11,-1.0185,26,0.33215,10,-1.1632
ENSG00000166333,ILK,30,-0.6398,15,-1.6995,43,-0.0829,62,0.49873,120,1.61841,24,-1.0220,32,-0.5761,52,0.20816,56,0.35393
ENSG00000166337,TAF10,60,-0.0546,49,-0.3700,96,0.70247,48,-0.3779,75,0.31134,25,-1.4776,90,0.68154,93,0.64451,46,-0.5003
ENSG00000166340,TPP1,36,-0.7244,16,-1.8652,73,0.37778,157,1.68810,57,-0.0120,43,-0.4915,31,-1.0294,67,0.25307,68,0.29539
ENSG00000158042,MRPL17,7,-2.2895,23,-0.6060,39,0.21657,24,-0.5368,27,-0.3509,24,-0.5784,55,0.90769,37,0.17294,45,0.49956
ENSG00000175390,EIF3F,109,0.09449,77,-0.4459,149,0.60164,107,0.07237,96,-0.1039,86,-0.2990,92,-0.1893,143,0.53198,97,-0.1000
ENSG00000166402,TUB,4,-3.7965,61,0.06757,90,0.69908,50,-0.2325,47,-0.3376,55,-0.0864,39,-0.6630,75,0.39529,92,0.82437
ENSG00000166405,RIC3,26,-1.0395,18,-1.5676,25,-1.1171,48,-0.1004,87,0.85157,75,0.67552,37,-0.5340,65,0.38094,61,0.31527
ENSG00000166441,RPL27A,828,0.85310,479,-0.0349,858,0.91242,667,0.49617,507,0.05606,205,-1.4085,646,0.49615,374,-0.4159,227,-1.2521
ENSG00000166444,ST5,11,-1.0420,13,-0.9033,12,-0.9435,33,0.59408,70,1.88027,18,-0.3809,22,-0.0767,17,-0.4977,19,-0.2757
ENSG00000175348,TMEM9B,34,-0.5506,16,-1.6824,33,-0.5840,62,0.37838,80,0.80699,45,-0.1240,44,-0.1854,63,0.40052,59,0.34129
ENSG00000175352,NRIP3,18,-2.4013,135,0.66178,94,0.08577,76,-0.2562,147,0.80183,101,0.20448,78,-0.2285,12,-3.0070,117,0.47520
ENSG00000184014,DENND5A,156,1.70622,49,-0.2262,61,0.13357,56,0.00260,39,-0.5504,35,-0.7906,56,-0.0003,46,-0.3198,43,-0.4415
ENSG00000166471,TMEM41B,32,-0.2069,36,-0.0470,20,-0.9228,21,-0.8676,30,-0.2869,32,-0.2072,31,-0.2964,45,0.32765,65,1.05423
ENSG00000205339,IPO7,78,-0.6795,101,-0.2920,84,-0.5838,93,-0.4127,162,0.44821,196,0.86510,101,-0.3130,85,-0.5598,133,0.15323
ENSG00000133789,SWAP70,60,0.93637,45,0.47542,21,-0.7031,55,0.81388,36,0.12539,39,0.27451,34,0.01288,8,-2.0360,15,-1.3169
ENSG00000133812,SBF2,46,0.86546,7,-1.9838,22,-0.3225,40,0.66165,30,0.16266,45,0.95831,18,-0.6730,31,0.25267,9,-1.6337
ENSG00000255823,MTRNR2L8,2439,-0.0469,6368,1.55798,5289,1.22611,5423,1.26995,1886,-0.4466,1202,-1.2070,1550,-0.8030,1465,-0.8323,891,-1.6706
ENSG00000110315,RNF141,183,1.23805,48,-0.8983,86,0.00016,118,0.50577,42,-1.1000,71,-0.3279,104,0.33726,72,-0.2705,67,-0.4288
ENSG00000072952,MRVI1,81,1.09167,47,0.21358,71,0.86890,163,2.40769,67,0.77411,6,-2.9819,15,-1.5925,16,-1.3827,4,-3.3360
ENSG00000198730,CTR9,81,0.05943,54,-0.5521,44,-0.8530,107,0.50386,65,-0.2714,109,0.61200,48,-0.7872,75,-0.0497,95,0.35976
ENSG00000110321,EIF4G2,149,-1.0100,277,-0.0647,250,-0.2227,259,-0.1712,343,0.27605,241,-0.3080,383,0.50607,282,-0.0337,327,0.21926
ENSG00000236287,ZBED5,52,0.50306,19,-1.0479,34,-0.1533,22,-0.7968,85,1.31645,39,0.06443,28,-0.5168,29,-0.4223,40,0.08209
ENSG00000170242,USP47,275,1.62267,100,-0.0629,67,-0.6928,103,-0.0278,113,0.12685,150,0.64502,54,-1.0757,53,-1.0416,68,-0.7149
ENSG00000050165,DKK3,132,-2.5775,319,-1.2772,567,-0.4069,781,0.09424,687,-0.1073,780,0.10006,1064,0.66658,919,0.35335,869,0.29340
ENSG00000133816,MICAL2,17,-2.7113,72,-0.5994,49,-1.1752,24,-2.1921,77,-0.4868,158,0.71837,154,0.66401,96,-0.1587,158,0.71417
