Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000137075,RNF38,67,0.87987,51,0.12221,65,0.50496,37,-0.4265,21,-1.2529,8,-2.5630,34,-0.4960
ENSG00000281649,EBLN3P,52,0.07656,42,-0.2797,47,-0.1063,70,0.60665,37,-0.4666,7,-2.8005,71,0.55935
ENSG00000147905,ZCCHC7,29,0.35650,25,-0.0054,18,-0.4974,16,-0.7360,31,0.37409,18,-0.5073,33,0.48236
ENSG00000137106,GRHPR,51,-0.1946,29,-1.0170,48,-0.2197,99,1.08640,96,0.89199,24,-1.2638,14,-2.0421
ENSG00000175768,TOMM5,70,0.39457,27,-1.1833,53,-0.1892,123,1.41530,20,-1.6660,16,-1.9369,13,-2.2855
ENSG00000165275,TRMT10B,12,-0.5323,13,-0.2582,5,-1.6139,10,-0.7058,44,1.79561,16,0.09008,23,0.63220
ENSG00000122741,DCAF10,76,0.62616,16,-1.9835,39,-0.6302,48,-0.3249,61,0.05545,50,-0.2340,79,0.48583
ENSG00000180071,ANKRD18A,9,-3.4551,3,-4.4917,3,-4.5409,0,-7.3140,252,2.22397,417,3.47107,76,0.08900
ENSG00000283886,BX664615.2,24,0.13062,13,-0.8594,13,-0.8590,28,0.38679,30,0.48065,25,0.19619,15,-0.6401
ENSG00000240240,BX664727.3,19,-0.0082,7,-1.3656,12,-0.7202,4,-2.3243,8,-1.2155,13,-0.4964,82,2.69558
ENSG00000154529,CNTNAP3B,25,0.37640,18,-0.3165,12,-0.9194,9,-1.3339,5,-1.9958,24,0.12784,59,1.70300
ENSG00000231527,FAM27C,22,0.18617,3,-2.6531,13,-0.6095,18,-0.2006,11,-0.9229,20,-0.0081,51,1.54815
ENSG00000107242,PIP5K1B,45,1.33758,0,-6.6054,17,-0.7675,52,1.20460,2,-3.6300,1,-4.5639,0,-5.8661
ENSG00000187866,FAM122A,29,1.31874,1,-3.9655,7,-1.3014,18,0.02360,10,-0.9049,12,-0.6536,14,-0.3614
ENSG00000119139,TJP2,8,-2.7728,95,1.48979,1,-4.4601,15,-1.5439,202,3.11176,20,-1.0345,51,0.42063
ENSG00000135063,FAM189A2,4,-3.5018,195,3.36647,0,-5.6024,9,-2.1180,61,0.92119,11,-1.7574,79,1.37159
ENSG00000107282,APBA1,41,0.21356,45,0.29410,48,0.40301,34,-0.1870,18,-1.1180,16,-1.2349,53,0.54520
ENSG00000188647,PTAR1,35,-0.4771,83,1.03734,25,-0.8701,61,0.59692,55,0.34978,25,-0.8364,33,-0.4282
ENSG00000198887,SMC5,31,-1.2342,39,-0.5961,26,-1.1938,13,-2.2912,136,1.44626,179,1.97907,102,0.93287
ENSG00000119138,KLF9,183,0.58868,119,-0.2971,147,0.04069,142,-0.0227,108,-0.4386,55,-1.4603,136,-0.0872
ENSG00000083067,TRPM3,65,0.23743,113,1.06733,36,-0.7596,32,-1.0063,26,-1.2244,70,0.25970,79,0.45981
ENSG00000107362,ABHD17B,48,0.15240,36,-0.3358,20,-1.2169,18,-1.4581,147,2.05238,24,-0.9543,40,-0.2047
ENSG00000155621,C9orf85,10,-0.7468,17,0.26548,5,-1.5737,11,-0.5431,39,1.62729,25,0.87508,13,-0.1466
ENSG00000119125,GDA,206,0.96045,89,-0.7198,96,-0.6026,124,-0.2343,9,-4.0350,163,0.22356,133,-0.1069
ENSG00000107372,ZFAND5,362,0.56955,348,0.31076,295,0.04348,253,-0.2159,112,-1.4377,62,-2.3033,383,0.46482
ENSG00000165092,ALDH1A1,27,-1.7610,181,1.64707,130,1.04787,113,0.94216,64,-0.1129,12,-2.5811,34,-1.0652
ENSG00000198963,RORB,281,1.83116,95,-0.7203,146,-0.0609,102,-0.6672,29,-2.4617,7,-4.4107,66,-1.2738
ENSG00000106733,NMRK1,22,0.47243,3,-2.6332,27,0.62044,26,0.66255,12,-0.5888,0,-7.3330,17,-0.0973
ENSG00000134996,OSTF1,39,1.24569,13,-1.0177,12,-1.0283,26,0.07882,32,0.39030,4,-2.6582,2,-3.4197
ENSG00000135002,RFK,125,1.03101,40,-1.1297,96,0.20769,92,0.16255,9,-3.2969,41,-1.0974,55,-0.6429
ENSG00000106772,PRUNE2,208,1.10293,37,-1.9638,99,-0.5115,64,-1.2484,191,0.54113,102,-0.4635,118,-0.2365
ENSG00000197969,VPS13A,98,0.48763,37,-1.1595,55,-0.5805,51,-0.7489,29,-1.5074,118,0.63800,144,0.97444
ENSG00000156052,GNAQ,321,0.19369,421,0.57159,312,0.08588,311,0.09057,212,-0.5166,180,-0.7664,218,-0.4725
ENSG00000148019,CEP78,26,-1.3302,52,0.01970,21,-1.3419,18,-1.6607,127,1.53319,128,1.54530,96,1.02183
ENSG00000135069,PSAT1,88,-0.6280,289,1.50646,75,-0.7092,133,0.20469,163,0.51154,28,-2.1498,131,0.15969
ENSG00000106829,TLE4,105,0.09927,41,-1.3719,37,-1.5360,23,-2.3534,244,1.48968,220,1.30082,101,0.00454
ENSG00000196781,TLE1,53,-0.1391,98,0.91037,29,-1.0268,87,0.82218,24,-1.2730,29,-1.0146,52,-0.1172
ENSG00000148057,IDNK,15,-0.6051,17,-0.2589,28,0.51943,43,1.52869,24,0.26097,3,-2.5067,2,-3.3888
ENSG00000135018,UBQLN1,163,1.22851,47,-1.2059,80,-0.4055,114,0.17159,67,-0.6811,13,-3.0511,51,-1.0862
ENSG00000165113,GKAP1,47,0.10554,24,-0.9294,23,-1.0298,30,-0.6560,77,0.88719,60,0.46379,60,0.47207
ENSG00000165115,KIF27,20,-0.7933,13,-1.1993,17,-0.8278,23,-0.3932,67,1.36819,42,0.59853,57,1.09054
ENSG00000165119,HNRNPK,426,0.38135,348,-0.0684,211,-0.8417,362,-0.0038,402,0.16116,206,-0.8766,398,0.14758
ENSG00000148053,NTRK2,619,-0.6762,2592,1.92636,551,-0.6826,791,-0.1350,729,-0.2501,227,-2.0128,1246,0.61105
ENSG00000135049,AGTPBP1,81,0.74186,22,-1.5356,46,-0.4172,33,-0.9831,109,0.97286,48,-0.3618,47,-0.3875
ENSG00000135040,NAA35,58,0.15741,52,-0.0777,32,-0.7968,29,-1.0334,73,0.47957,83,0.67986,67,0.32612
ENSG00000135052,GOLM1,104,0.09465,140,0.53763,101,0.01058,100,-0.0009,76,-0.4270,72,-0.5071,95,-0.0863
ENSG00000135070,ISCA1,137,0.86436,51,-0.9950,102,0.07868,124,0.43160,29,-1.8055,52,-0.9669,42,-1.2726
ENSG00000083223,TUT7,22,-0.9502,23,-0.6868,24,-0.6421,21,-0.8954,91,1.56070,65,0.95528,62,0.88771
ENSG00000196730,DAPK1,48,0.46171,39,-0.0513,9,-2.1858,52,0.48393,10,-2.0806,11,-1.9526,73,0.97962
ENSG00000135047,CTSL,74,0.57632,48,-0.3147,40,-0.5862,72,0.36412,63,0.11903,11,-2.4279,41,-0.5371
ENSG00000106723,SPIN1,215,1.07666,94,-0.6570,138,-0.0590,111,-0.4364,66,-1.1883,83,-0.8401,111,-0.4041
ENSG00000148082,SHC3,132,-0.4570,253,0.70902,312,1.06131,219,0.52685,14,-3.6679,127,-0.3923,129,-0.3704
ENSG00000187742,SECISBP2,71,0.25079,22,-1.5987,36,-0.8702,34,-1.0616,77,0.30166,148,1.40032,68,0.09749
ENSG00000187764,SEMA4D,43,-0.9490,87,0.37841,25,-1.5029,27,-1.4901,277,2.51564,103,0.65409,37,-0.9440
ENSG00000130222,GADD45G,22,-0.1916,64,1.60191,13,-0.9596,45,1.15202,8,-1.7062,0,-7.7701,6,-2.0251
ENSG00000165023,DIRAS2,441,1.29737,188,-0.5869,328,0.28728,117,-1.4012,12,-4.5808,194,-0.5402,297,0.12946
ENSG00000148090,AUH,38,0.64353,15,-1.0293,15,-1.0235,32,0.17048,16,-0.9389,17,-0.8266,42,0.60168
ENSG00000090054,SPTLC1,49,0.54726,35,-0.1526,38,-0.0327,40,0.05866,46,0.26843,8,-2.2916,25,-0.7021
ENSG00000196305,IARS,105,1.22266,22,-1.6943,30,-1.2332,64,-0.0687,32,-1.1167,25,-1.4695,76,0.21466
ENSG00000198000,NOL8,32,-0.9115,18,-1.5645,31,-0.7619,29,-0.9511,106,1.22320,96,1.03908,121,1.46028
ENSG00000185963,BICD2,22,-0.6814,32,0.07418,27,-0.2037,48,0.81945,31,0.01636,14,-1.1913,50,0.78122
ENSG00000165233,CARD19,26,0.17637,31,0.40148,21,-0.2016,33,0.58499,15,-0.7263,4,-2.6676,23,-0.0432
ENSG00000131669,NINJ1,25,-0.2762,41,0.58412,23,-0.3505,35,0.33509,23,-0.3387,38,0.43261,20,-0.5203
ENSG00000165238,WNK2,82,0.37977,82,0.24537,87,0.34011,58,-0.3243,10,-2.8491,51,-0.4865,96,0.50378
ENSG00000188938,FAM120AOS,63,0.08096,50,-0.2957,68,0.17648,46,-0.4646,58,-0.0780,88,0.61055,59,-0.0385
ENSG00000048828,FAM120A,95,-0.0112,159,0.82749,66,-0.5902,77,-0.3730,108,0.19465,76,-0.3711,110,0.21893
ENSG00000197724,PHF2,12,-1.3299,32,0.45212,18,-0.4533,19,-0.3958,42,0.93923,50,1.22214,35,0.60260
ENSG00000158079,PTPDC1,17,-0.4928,18,-0.2577,7,-1.6725,4,-2.6810,76,2.23312,34,0.77351,24,0.22001
ENSG00000148110,MFSD14B,26,0.10193,21,-0.2281,12,-1.0787,20,-0.3519,34,0.50289,27,0.10902,35,0.53082
ENSG00000148120,AOPEP,19,-0.1726,18,-0.1945,19,-0.1590,11,-1.1031,45,1.27477,21,-0.0095,28,0.47589
ENSG00000185920,PTCH1,14,-0.6493,25,0.40103,10,-1.0634,28,0.59909,23,0.26137,14,-0.5557,32,0.79764
ENSG00000175611,LINC00476,11,-2.0086,3,-3.2497,5,-2.5797,14,-1.2761,86,1.69062,99,1.96391,85,1.65968
ENSG00000182150,ERCC6L2,53,-0.0424,49,-0.1513,24,-1.2540,35,-0.7590,80,0.61797,71,0.42486,92,0.85108
ENSG00000130956,HABP4,206,0.08791,210,0.09800,317,0.76666,253,0.44664,84,-1.3154,143,-0.5037,94,-1.1506
ENSG00000081377,CDC14B,17,-1.3091,38,0.26129,16,-1.0687,20,-0.7806,75,1.38137,38,0.24564,84,1.60198
ENSG00000196312,MFSD14C,33,-0.3777,30,-0.4363,34,-0.2556,24,-0.8207,36,-0.1591,59,0.63923,97,1.49377
ENSG00000136842,TMOD1,35,0.62471,3,-3.2347,13,-1.0281,53,1.30792,15,-0.8292,14,-0.9863,5,-2.4391
ENSG00000136925,TSTD2,28,0.75260,11,-0.9721,7,-1.5129,19,-0.1030,24,0.25953,8,-1.3623,25,0.32540
ENSG00000136937,NCBP1,33,0.56226,18,-0.5839,12,-1.2023,19,-0.4876,20,-0.3828,24,-0.1369,42,0.78274
ENSG00000136936,XPA,66,-0.3897,58,-0.4887,59,-0.4560,58,-0.5280,107,0.47347,176,1.32227,93,0.25108
ENSG00000136938,ANP32B,87,-2.4042,302,-0.1183,206,-0.7140,80,-2.2355,947,1.84198,1523,2.88186,98,-1.8236
ENSG00000095380,NANS,22,0.69128,0,-5.2595,14,-0.3093,27,0.85646,10,-0.7607,6,-1.4484,12,-0.5284
ENSG00000136928,GABBR2,487,1.50712,70,-2.1167,286,0.00260,250,-0.2307,9,-5.0788,154,-0.9508,176,-0.7505
ENSG00000119523,ALG2,25,0.74615,25,0.47032,7,-1.4507,19,0.02404,12,-0.7091,7,-1.5076,16,-0.2473
ENSG00000106803,SEC61B,49,-0.2315,45,-0.2974,34,-0.7075,131,1.78718,44,-0.3430,1,-4.9621,17,-1.7258
ENSG00000136874,STX17,32,-0.2896,26,-0.4822,28,-0.3823,22,-0.8543,46,0.37426,65,0.96452,62,0.88503
ENSG00000023318,ERP44,34,0.28628,9,-1.7751,14,-1.1629,28,-0.1683,29,-0.0815,40,0.42587,50,0.80024
ENSG00000066697,MSANTD3,33,0.82348,27,0.23264,22,-0.1400,13,-1.0164,17,-0.4567,20,-0.2245,16,-0.5695
ENSG00000241697,TMEFF1,148,1.10129,30,-1.7711,120,0.32798,63,-0.7437,59,-0.7816,41,-1.3255,106,0.13182
ENSG00000148123,PLPPR1,15,-0.3041,29,0.87066,17,0.01181,12,-0.5697,54,1.98216,2,-2.8028,1,-3.3227
ENSG00000136897,MRPL50,34,0.26654,60,1.13308,30,-0.0129,29,-0.0752,19,-0.6732,13,-1.2635,16,-0.9441
ENSG00000136870,ZNF189,40,0.34328,15,-1.2947,25,-0.4978,33,-0.0956,43,0.33238,9,-1.9871,64,0.99141
ENSG00000165152,TMEM246,137,1.47613,17,-2.3320,62,-0.4094,71,-0.2221,23,-1.9122,38,-1.1662,61,-0.4527
ENSG00000155827,RNF20,96,-0.3039,103,-0.1033,75,-0.5904,50,-1.3117,201,0.98860,239,1.29280,111,0.01250
ENSG00000136824,SMC2,63,0.22968,22,-1.4774,28,-1.1049,38,-0.6853,114,1.13349,52,-0.1612,86,0.65795
ENSG00000136783,NIPSNAP3A,34,0.56191,46,0.89973,16,-0.8071,17,-0.7157,27,0.02033,11,-1.2568,23,-0.2074
ENSG00000165029,ABCA1,5,-1.8962,73,3.05748,13,-0.1877,8,-0.9070,25,0.87299,0,-5.2738,11,-0.4415
ENSG00000070214,SLC44A1,91,-1.1845,113,-0.5754,103,-0.7295,53,-1.8359,835,3.09572,145,-0.1920,143,-0.2140
ENSG00000106701,FSD1L,50,0.49684,33,-0.3209,22,-0.9140,27,-0.6513,25,-0.7041,52,0.41735,58,0.57286
ENSG00000106692,FKTN,29,-0.0920,9,-1.8357,19,-0.7542,11,-1.5738,44,0.60503,22,-0.4681,101,2.09184
ENSG00000148143,ZNF462,20,-1.7158,101,1.13391,15,-1.8400,20,-1.5056,120,1.44373,139,1.71534,62,0.32102
ENSG00000119318,RAD23B,180,0.99421,87,-0.5275,108,-0.1945,103,-0.2946,66,-0.9531,42,-1.6284,120,-0.0406
ENSG00000070061,ELP1,43,0.39904,36,0.00602,19,-0.9870,27,-0.4932,32,-0.1832,15,-1.2839,70,1.07756
ENSG00000119328,ABITRAM,22,0.55440,7,-1.2660,6,-1.4711,32,1.14042,11,-0.6991,1,-3.4386,14,-0.3441
ENSG00000119326,CTNNAL1,17,-0.2673,5,-1.9007,6,-1.7599,23,0.37166,9,-1.1348,16,-0.2515,59,1.95181
ENSG00000106771,TMEM245,165,0.16893,195,0.38626,133,-0.2249,108,-0.5973,148,-0.0542,146,-0.0771,189,0.33394
ENSG00000260230,FRRS1L,259,0.73409,79,-1.3672,124,-0.6808,219,0.22781,21,-3.2641,155,-0.3416,269,0.53708
ENSG00000095203,EPB41L4B,31,-0.0007,15,-1.1389,56,0.93799,52,0.94715,3,-3.5364,19,-0.7442,23,-0.4675
ENSG00000157654,PALM2-AKAP2,137,0.00187,76,-0.9137,83,-0.7787,77,-0.9561,268,1.10853,204,0.64430,174,0.38161
ENSG00000136810,TXN,169,0.10815,82,-1.0453,182,0.19100,351,1.54763,72,-1.2441,12,-3.7981,51,-1.7577
ENSG00000198121,LPAR1,31,-2.4716,191,0.72230,83,-0.5993,9,-3.9356,486,2.48926,407,2.10771,37,-1.7968
ENSG00000136813,ECPAS,137,0.26922,98,-0.3419,82,-0.6137,111,-0.1625,106,-0.2304,114,-0.1107,173,0.56355
ENSG00000173258,ZNF483,273,0.58900,99,-1.1889,174,-0.3261,227,0.10172,84,-1.4236,185,-0.2304,271,0.37571
ENSG00000106853,PTGR1,18,0.16638,15,-0.2062,15,-0.1224,31,1.19247,4,-2.1096,0,-5.0544,15,-0.1453
ENSG00000059769,DNAJC25,17,0.22569,17,0.20446,19,0.36554,8,-0.9333,13,-0.1704,7,-1.1839,26,0.86422
ENSG00000242616,GNG10,53,-0.8589,56,-0.5608,86,0.11850,165,1.41814,57,-0.5393,65,-0.3283,78,-0.0468
ENSG00000148154,UGCG,68,1.38636,13,-1.7448,32,-0.3782,26,-0.7596,10,-2.0631,10,-2.0999,63,0.68357
ENSG00000119314,PTBP3,20,0.16520,25,0.41786,17,-0.1267,20,0.07056,10,-0.9902,5,-1.8871,30,0.75344
ENSG00000119471,HSDL2,31,-0.7802,134,1.84515,29,-0.7090,52,0.22678,59,0.40896,13,-1.8898,40,-0.2310
ENSG00000165185,KIAA1958,6,-1.8219,33,1.18790,7,-1.1965,9,-0.9568,37,1.39376,18,0.18489,39,1.50122
ENSG00000148153,INIP,48,0.45150,22,-0.9229,18,-1.2150,29,-0.5376,76,1.06951,43,0.14208,28,-0.5401
ENSG00000148158,SNX30,40,0.48593,15,-1.2250,29,-0.2033,20,-0.8325,68,1.20665,35,0.10620,14,-1.3051
ENSG00000285447,ZNF883,10,-0.6471,4,-1.5780,9,-0.5869,21,0.84163,22,0.78433,5,-1.4982,26,1.05373
ENSG00000136866,ZFP37,9,-1.0650,10,-0.5691,5,-1.6529,12,-0.3757,26,0.87261,22,0.57037,45,1.82211
ENSG00000136867,SLC31A2,12,-1.6821,16,-0.9877,17,-0.8342,8,-2.1087,172,3.41908,40,0.45675,20,-0.6167
ENSG00000119321,FKBP15,20,-0.5957,17,-0.6754,13,-1.0759,16,-0.8240,45,0.83281,33,0.34922,73,1.70382
ENSG00000136868,SLC31A1,27,0.58037,31,0.55312,11,-0.9904,27,0.40330,19,-0.2089,4,-2.5190,9,-1.2832
ENSG00000176386,CDC26,25,-0.4468,22,-0.5254,43,0.52011,51,0.92757,16,-0.9961,46,0.62437,12,-1.4283
ENSG00000136875,PRPF4,35,0.82544,27,0.09255,10,-1.4154,12,-1.2240,16,-0.6877,16,-0.6985,45,0.94053
ENSG00000148218,ALAD,43,-0.2774,50,0.03026,39,-0.3458,43,-0.2296,111,1.37035,48,-0.0226,32,-0.6572
ENSG00000148229,POLE3,86,0.58392,43,-0.6889,36,-0.9532,48,-0.5905,76,0.18870,65,-0.0708,84,0.35337
ENSG00000138835,RGS3,18,0.56941,21,0.59657,21,0.65644,5,-1.6665,21,0.62181,1,-3.0466,10,-0.5753
ENSG00000136888,ATP6V1G1,164,0.67586,85,-0.5974,103,-0.2992,177,0.64620,58,-1.1631,26,-2.3259,89,-0.5180
ENSG00000157693,TMEM268,101,1.21782,45,-0.5679,92,0.58145,40,-0.7953,9,-2.9187,21,-1.7023,56,-0.2092
ENSG00000148219,ASTN2,48,0.50741,53,0.50545,35,-0.1688,34,-0.2425,20,-1.0450,31,-0.3347,29,-0.4554
ENSG00000136869,TLR4,9,-2.5551,184,2.87639,11,-1.8888,29,-0.5156,51,0.40347,33,-0.2655,58,0.62424
ENSG00000284977,AL160272.1,0,-8.7387,37,1.07351,0,-4.7670,2,-3.5117,60,1.94344,57,1.86052,55,1.79674
ENSG00000078725,BRINP1,113,0.82231,79,-0.0555,38,-1.1558,100,0.37090,23,-1.9067,29,-1.5869,77,-0.1014
ENSG00000136861,CDK5RAP2,13,-2.7826,66,0.03540,26,-1.3815,29,-1.2914,166,1.59933,308,2.92183,33,-1.0351
ENSG00000106780,MEGF9,95,0.19873,132,0.66345,46,-0.9813,57,-0.7315,142,0.79218,73,-0.2782,74,-0.2581
ENSG00000119402,FBXW2,46,0.77926,20,-0.7523,28,-0.2710,31,-0.1545,26,-0.3961,22,-0.6450,28,-0.2992
ENSG00000095261,PSMD5,24,0.96359,11,-0.5530,7,-1.2203,13,-0.3822,10,-0.7264,13,-0.4061,17,0.07273
ENSG00000119397,CNTRL,12,-2.1639,12,-1.7040,22,-0.8653,12,-1.8785,71,1.00949,198,3.13208,48,0.35462
ENSG00000119396,RAB14,169,0.72188,132,0.06377,87,-0.5728,132,0.07786,130,0.04415,36,-1.8861,66,-1.0074
ENSG00000148180,GSN,50,-1.6715,239,1.12577,44,-1.5408,129,0.11539,448,2.33185,68,-0.8860,74,-0.7717
ENSG00000148175,STOM,35,-1.4599,232,1.94236,53,-0.5454,126,0.95702,49,-0.6765,21,-1.9169,83,0.15506
ENSG00000136848,DAB2IP,30,-0.0670,33,0.08480,57,1.00241,39,0.40953,9,-1.8179,15,-1.0994,29,-0.1213
ENSG00000119421,NDUFA8,172,0.53402,61,-1.2424,117,-0.2639,269,1.30551,46,-1.6658,22,-2.7336,45,-1.6981
ENSG00000106852,LHX6,48,1.17972,5,-2.7041,44,0.56758,41,0.50965,0,-8.5545,9,-1.7483,7,-2.1435
ENSG00000119446,RBM18,44,0.63645,21,-0.7172,39,0.20819,42,0.35131,16,-1.1070,4,-2.9814,34,0.00053
ENSG00000056586,RC3H2,66,0.41148,25,-1.1844,58,0.06786,53,-0.0761,44,-0.3641,52,-0.0970,61,0.14329
ENSG00000011454,RABGAP1,141,0.08011,127,-0.1086,129,-0.0901,69,-1.1214,161,0.26546,149,0.14445,230,0.85484
ENSG00000165209,STRBP,236,1.10048,68,-1.2692,175,0.19185,101,-0.7272,37,-2.1532,122,-0.3804,163,0.07597
ENSG00000148204,CRB2,0,-4.3970,23,1.28440,2,-2.3387,9,-0.2107,44,2.59729,10,0.00653,15,0.56614
ENSG00000119522,DENND1A,37,0.19930,57,0.82983,39,0.20664,26,-0.4288,10,-1.8415,6,-2.5265,62,0.96745
ENSG00000106689,LHX2,52,-0.6224,169,1.48971,50,-0.5330,128,1.15663,26,-1.5122,11,-2.7295,50,-0.5152
ENSG00000236668,AC006450.3,15,0.13025,2,-2.7415,25,0.92645,29,1.44170,3,-2.3359,0,-6.9700,6,-1.1144
ENSG00000119408,NEK6,16,-0.8425,49,1.18328,14,-0.7688,31,0.49291,14,-0.8433,5,-2.3166,54,1.38542
ENSG00000136930,PSMB7,183,0.51515,109,-0.4796,134,-0.1602,219,0.72471,102,-0.5804,31,-2.3677,83,-0.8922
ENSG00000136942,RPL35,509,-0.9440,1120,0.52588,1140,0.55535,1289,0.87602,898,0.16755,768,-0.0824,356,-1.2609
ENSG00000136950,ARPC5L,156,0.79711,83,-0.4962,126,0.16062,157,0.59030,35,-1.7705,21,-2.5150,48,-1.3137
ENSG00000136935,GOLGA1,20,-0.2857,24,0.12006,14,-0.7498,14,-0.8306,32,0.57758,16,-0.4734,55,1.48397
ENSG00000173611,SCAI,115,1.00149,23,-1.8661,71,-0.1558,79,0.01261,6,-3.7891,52,-0.6203,91,0.24509
ENSG00000119414,PPP6C,73,0.44914,37,-0.7519,35,-0.8441,78,0.45137,68,0.17204,15,-2.0997,64,0.08402
ENSG00000136933,RABEPK,32,0.21703,13,-1.2444,29,0.00282,39,0.53533,16,-0.8643,2,-3.7899,53,0.99794
ENSG00000044574,HSPA5,106,-0.0334,138,0.39299,43,-1.4038,163,0.77278,91,-0.2642,31,-1.8643,131,0.31201
ENSG00000165219,GAPVD1,49,-0.1616,79,0.67193,36,-0.5582,38,-0.5528,54,0.04196,72,0.51105,64,0.32353
ENSG00000119487,MAPKAP1,54,0.09034,77,0.63598,63,0.30058,54,0.06013,39,-0.4405,9,-2.5693,60,0.21957
ENSG00000196814,MVB12B,18,-0.9454,23,-0.3844,21,-0.5359,11,-1.6129,98,2.10822,51,0.88796,36,0.31075
ENSG00000169155,ZBTB43,47,0.34329,33,-0.3284,23,-0.9059,29,-0.5574,32,-0.3622,43,0.08082,71,0.88933
ENSG00000136828,RALGPS1,39,0.61298,15,-1.0362,19,-0.7680,22,-0.5480,16,-0.9412,26,-0.2495,59,1.06121
ENSG00000136895,GARNL3,27,-0.1568,7,-2.1376,5,-2.4813,42,0.67954,19,-0.6308,27,-0.1127,68,1.44077
ENSG00000136856,SLC2A8,16,-0.5850,41,1.04242,19,-0.1993,19,-0.2099,23,0.12825,24,0.19269,26,0.32012
ENSG00000197958,RPL12,197,-1.2902,550,0.60356,524,0.52528,676,1.11189,528,0.53833,323,-0.2480,99,-2.0263
ENSG00000148356,LRSAM1,33,0.51321,33,0.33391,13,-1.1073,14,-1.0992,16,-0.7909,48,0.94251,25,-0.1121
ENSG00000136854,STXBP1,814,1.44336,184,-1.4847,443,-0.1473,396,-0.3541,50,-3.3809,217,-1.2434,407,-0.2800
ENSG00000187024,PTRH1,14,-0.2348,4,-1.9032,4,-1.8788,28,1.06977,13,-0.3505,21,0.46252,19,0.28649
ENSG00000136807,CDK9,54,0.34197,39,-0.2675,52,0.17295,36,-0.4165,25,-0.9547,21,-1.1860,87,1.01422
ENSG00000106992,AK1,99,-0.2156,134,0.32441,78,-0.5313,163,0.73434,82,-0.4587,83,-0.4276,105,-0.0648
ENSG00000160408,ST6GALNAC6,84,-0.5692,202,0.98587,188,0.86326,132,0.31921,24,-2.2735,101,-0.1496,101,-0.1493
ENSG00000136908,DPM2,43,0.40308,30,-0.3132,26,-0.4971,39,0.12476,20,-0.9452,51,0.51969,24,-0.6695
ENSG00000167106,FAM102A,43,-0.4995,61,0.20747,44,-0.3269,59,0.16527,132,1.51450,47,-0.2149,20,-1.5162
ENSG00000148339,SLC25A25,30,0.72946,20,-0.1587,22,0.01321,17,-0.4625,6,-1.7960,17,-0.3936,25,0.18392
ENSG00000148334,PTGES2,89,0.51345,46,-0.6803,60,-0.2709,106,0.71069,19,-1.9587,52,-0.5011,45,-0.7071
ENSG00000171159,C9orf16,231,-0.3536,261,-0.0649,446,0.81013,503,1.18776,75,-1.9574,126,-1.1758,152,-0.8965
ENSG00000148337,CIZ1,57,0.18027,58,0.12868,35,-0.6566,52,-0.0467,42,-0.3634,64,0.29927,53,-0.0153
ENSG00000106976,DNM1,837,1.27240,173,-1.6901,504,-0.0622,373,-0.5801,21,-4.7607,371,-0.5409,608,0.23426
ENSG00000167110,GOLGA2,128,0.54163,59,-0.8371,81,-0.3617,74,-0.5434,96,-0.0944,138,0.48580,90,-0.2031
ENSG00000175854,SWI5,8,-1.4002,8,-0.9830,18,0.20627,40,1.88151,21,0.46166,1,-3.8242,16,0.02249
ENSG00000167112,TRUB2,86,0.85912,42,-0.5926,47,-0.4121,53,-0.2617,42,-0.5756,56,-0.1418,38,-0.7373
ENSG00000167113,COQ4,48,0.02798,45,-0.1109,33,-0.5857,70,0.68591,24,-1.0257,50,0.05555,42,-0.1949
ENSG00000167114,SLC27A4,52,0.99734,18,-1.0231,33,-0.1051,25,-0.5609,14,-1.3535,28,-0.3490,36,0.04973
ENSG00000167118,URM1,32,0.34529,36,0.43600,28,0.05678,22,-0.3479,27,0.00069,12,-1.2856,26,-0.0693
ENSG00000207955,AL359091.1,17,-1.7094,50,0.23372,14,-1.6875,9,-2.3683,141,2.08320,161,2.35947,18,-1.3437
ENSG00000167123,CERCAM,24,-1.4622,45,-0.2047,58,0.19270,5,-3.4009,180,2.21148,139,1.69083,36,-0.5334
ENSG00000197694,SPTAN1,535,0.71381,255,-0.7053,281,-0.5594,441,0.16448,142,-1.5902,285,-0.5358,437,0.13275
ENSG00000119333,WDR34,14,-0.5078,17,-0.0710,21,0.25931,21,0.26311,11,-0.7820,13,-0.4884,38,1.20634
ENSG00000119335,SET,330,-0.3578,485,0.35396,285,-0.4860,325,-0.3080,644,0.82418,616,0.75068,278,-0.5240
ENSG00000160445,ZER1,86,0.37517,79,0.12124,106,0.59850,55,-0.4714,31,-1.3048,33,-1.1979,101,0.52676
ENSG00000107021,TBC1D13,31,-0.1803,28,-0.2924,48,0.59469,27,-0.3801,28,-0.2880,64,1.06415,23,-0.5580
ENSG00000167136,ENDOG,68,0.54478,58,0.11918,54,-0.0161,73,0.54845,27,-1.0347,12,-2.1864,26,-1.1163
ENSG00000198917,SPOUT1,15,-0.5367,17,-0.2137,14,-0.5167,15,-0.4798,30,0.63545,50,1.51973,17,-0.2421
