Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9to13,Feature log2 fold change topic 9to13
ENSG00000189180,ZNF33A,46,-0.6426,97,0.61859,78,0.27423,111,0.82826,40,-0.7956,70,0.15371
ENSG00000075407,ZNF37A,53,-0.4631,93,0.45960,103,0.63668,152,1.28188,49,-0.5816,59,-0.3636
ENSG00000165733,BMS1,50,-0.3474,47,-0.3881,45,-0.4611,124,1.14191,28,-1.2635,74,0.48464
ENSG00000198915,RASGEF1A,47,0.17333,6,-2.7761,28,-0.6500,41,-0.0662,48,0.20012,49,0.31999
ENSG00000169813,HNRNPF,39,0.04864,75,1.08112,121,1.94154,38,-0.0235,28,-0.5173,18,-1.4867
ENSG00000169740,ZNF32,41,-0.3096,32,-0.6293,31,-0.6879,29,-0.7802,66,0.51479,57,0.40211
ENSG00000107551,RASSF4,75,0.93191,46,-0.0552,80,0.84220,59,0.35837,53,0.18948,20,-1.6768
ENSG00000165512,ZNF22,27,0.09353,54,1.19788,89,2.08883,27,0.10030,11,-1.2880,12,-1.4707
ENSG00000172661,WASHC2C,16,-1.0428,37,0.39386,38,0.43211,49,0.83469,30,0.05780,29,-1.9972
ENSG00000265354,TIMM23,41,-0.7257,25,-1.3561,37,-0.7789,29,-1.1354,85,0.57859,83,0.78498
ENSG00000266412,NCOA4,73,-0.5178,88,-0.1482,173,0.92854,91,-0.1057,85,-0.2160,104,0.16915
ENSG00000170324,FRMPD2,29,-0.8193,5,-3.0737,11,-2.0539,44,-0.0705,35,-0.4502,76,1.47225
ENSG00000107643,MAPK8,39,-0.9576,29,-1.2699,56,-0.2929,86,0.38077,83,0.35390,85,0.57802
ENSG00000225830,ERCC6,18,-0.3955,31,0.50391,31,0.52114,35,0.72241,6,-1.8954,25,0.29687
ENSG00000197444,OGDHL,62,0.14662,12,-2.3365,50,-0.2239,37,-0.6863,66,0.22741,67,0.34846
ENSG00000227345,PARG,36,-0.4365,37,-0.3314,33,-0.5071,67,0.57790,6,-2.9657,69,1.07101
ENSG00000099290,WASHC2A,21,-0.8242,48,0.52024,25,-0.4986,56,0.78265,32,-0.1161,38,0.23385
ENSG00000198964,SGMS1,24,-0.5808,62,0.98518,121,2.18899,9,-1.8619,23,-0.6250,25,-0.6269
ENSG00000177613,CSTF2T,21,-0.7896,48,0.59775,26,-0.3197,4,-2.8682,36,0.16025,42,0.66301
ENSG00000122873,CISD1,165,-0.5311,97,-1.2573,83,-1.4836,174,-0.3754,293,0.48957,289,0.68812
ENSG00000072401,UBE2D1,23,-0.6339,18,-0.9130,32,-0.0447,20,-0.7524,30,-0.1683,47,0.87734
ENSG00000108064,TFAM,38,-0.2653,53,0.30524,25,-0.8577,46,0.09410,38,-0.2325,51,0.37247
ENSG00000237949,LINC00844,73,0.15390,524,4.13436,13,-2.4135,20,-1.8035,20,-1.8801,12,-3.0559
ENSG00000165443,PHYHIPL,126,-0.7587,323,0.82132,62,-1.7236,170,-0.2023,307,0.82701,194,0.00245
ENSG00000148541,FAM13C,31,-0.5544,128,1.83845,37,-0.2264,46,0.11568,21,-1.0882,41,-0.0730
ENSG00000108091,CCDC6,76,-0.5349,58,-0.8503,64,-0.7041,90,-0.1892,85,-0.3017,143,0.90343
ENSG00000151150,ANK3,194,-1.1123,621,0.83710,97,-2.0077,583,0.73188,205,-0.9586,499,0.80015
ENSG00000150347,ARID5B,36,-1.1300,101,0.57040,54,-0.3974,103,0.60238,62,-0.2079,84,0.45557
ENSG00000138311,ZNF365,69,-0.8235,46,-1.3309,54,-1.0733,107,-0.0440,107,-0.0591,162,1.03496
ENSG00000181915,ADO,55,-0.2005,51,-0.2726,42,-0.5517,18,-1.8255,73,0.30449,74,0.49500
ENSG00000148572,NRBF2,17,-1.2413,36,0.02377,23,-0.6882,46,0.37969,36,0.00569,48,0.72391
ENSG00000171988,JMJD1C,110,-0.7238,270,0.77553,192,0.22568,379,1.35182,84,-1.0953,164,-0.0353
ENSG00000165476,REEP3,17,-1.0673,146,2.64754,97,1.81546,15,-1.1682,12,-1.6100,18,-1.2076
ENSG00000198739,LRRTM3,35,-0.8194,37,-0.6328,27,-1.0902,77,0.49033,50,-0.1888,77,0.81475
ENSG00000108176,DNAJC12,37,-0.3610,17,-1.4812,16,-1.5531,18,-1.3250,80,1.03507,53,0.39098
ENSG00000148634,HERC4,29,-0.7525,35,-0.3771,115,1.53581,52,0.21578,17,-1.5085,52,0.36318
ENSG00000096746,HNRNPH3,111,-0.2551,160,0.35570,181,0.55189,157,0.32558,145,0.21690,108,-0.3771
ENSG00000204130,RUFY2,69,-0.6050,128,0.44004,66,-0.5931,165,0.84944,31,-1.7757,126,0.68021
ENSG00000122912,SLC25A16,25,-0.1864,8,-1.9186,28,-0.0280,44,0.71864,26,-0.1184,32,0.27255
ENSG00000060339,CCAR1,114,-0.6304,300,0.99662,262,0.77017,401,1.49920,59,-1.6002,136,-0.3867
ENSG00000165730,STOX1,73,1.50876,47,0.40709,44,0.28444,16,-1.2383,21,-0.8764,21,-1.1179
ENSG00000107625,DDX50,29,-1.0228,53,0.00653,48,-0.1593,35,-0.6316,68,0.44003,66,0.53816
ENSG00000165732,DDX21,67,-0.5588,184,1.12521,103,0.17307,151,0.78953,43,-1.2177,94,0.04903
ENSG00000198954,KIF1BP,50,-0.8900,38,-1.1947,48,-0.8475,46,-0.9281,101,0.32293,121,0.99113
ENSG00000122958,VPS26A,68,-0.2289,84,0.12140,60,-0.3782,66,-0.2311,61,-0.3845,93,0.47161
ENSG00000156502,SUPV3L1,22,-0.3669,9,-1.5923,21,-0.3828,61,1.31117,18,-0.6360,32,0.37817
ENSG00000156515,HK1,107,-0.8766,68,-1.4477,106,-0.7875,134,-0.4234,225,0.41609,244,0.85210
ENSG00000171224,FAM241B,30,-0.7302,2,-4.1567,17,-1.5232,15,-1.6736,79,0.97308,63,0.82558
ENSG00000079332,SAR1A,82,-0.4170,76,-0.4717,144,0.52235,80,-0.3910,107,0.06347,116,0.29226
ENSG00000180817,PPA1,168,-0.7790,278,0.10118,183,-0.5478,159,-0.7604,385,0.69324,299,0.33674
ENSG00000172731,LRRC20,27,0.04488,3,-2.8684,29,0.18340,22,-0.2322,21,-0.3430,32,0.52974
ENSG00000148730,EIF4EBP2,112,0.88709,49,-0.5866,110,0.66533,45,-0.7312,60,-0.3099,56,-0.5570
ENSG00000166228,PCBD1,54,0.57313,18,-1.1816,30,-0.4432,28,-0.5765,66,0.85914,31,-0.5630
ENSG00000107738,VSIR,32,0.45080,6,-2.0328,165,3.53099,1,-3.9705,20,-0.3940,4,-3.0151
ENSG00000197746,PSAP,677,-0.4924,627,-0.5383,1207,0.48451,523,-0.8123,965,0.14028,1048,0.40788
ENSG00000107742,SPOCK2,149,-0.4204,75,-1.3902,299,0.73488,224,0.27334,208,0.16637,198,0.11301
ENSG00000166295,ANAPC16,93,0.25341,68,-0.2723,164,1.12956,114,0.53111,75,-0.1341,57,-0.7698
ENSG00000168209,DDIT4,41,0.91753,38,0.59714,76,1.77229,17,-0.6025,20,-0.4540,9,-1.9947
ENSG00000148719,DNAJB12,20,-0.5705,36,0.44040,59,1.23407,17,-0.7235,37,0.50534,22,-0.4542
ENSG00000107745,MICU1,57,-0.8539,76,-0.3150,76,-0.3134,98,0.07728,77,-0.3117,127,0.81342
ENSG00000138286,FAM149B1,27,0.47236,28,0.48152,18,-0.2011,29,0.52176,22,0.10887,14,-0.8047
ENSG00000213551,DNAJC9,18,-0.8019,15,-0.9859,27,-0.0883,51,0.89269,44,0.76446,28,-0.0887
ENSG00000182180,MRPS16,48,-0.1785,24,-1.2114,81,0.67112,54,0.03723,66,0.38833,51,-0.1047
ENSG00000138279,ANXA7,74,-0.6571,77,-0.4890,84,-0.3557,91,-0.2465,147,0.56866,123,0.35915
ENSG00000107758,PPP3CB,175,-0.7001,93,-1.5487,126,-1.0942,198,-0.4134,287,0.18070,370,0.96244
ENSG00000166348,USP54,22,-0.3896,110,2.39971,69,1.50719,50,0.96610,4,-2.7621,10,-1.8173
ENSG00000176986,SEC24C,21,-0.5463,16,-0.8572,46,0.71560,23,-0.3475,47,0.82390,27,-0.1502
ENSG00000196968,FUT11,19,-0.5179,21,-0.2739,53,1.20076,34,0.48986,23,-0.1139,23,-0.1964
ENSG00000172586,CHCHD1,65,-0.4586,51,-0.7438,68,-0.3256,35,-1.2986,140,0.93102,91,0.21760
ENSG00000214655,ZSWIM8,26,0.14945,23,-0.0378,54,1.32655,31,0.39380,14,-0.8177,19,-0.4749
ENSG00000148660,CAMK2G,190,-0.1138,100,-1.0764,254,0.35941,277,0.49546,122,-0.8277,237,0.39032
ENSG00000035403,VCL,31,-0.6531,23,-1.0198,237,2.99465,41,-0.1407,15,-1.6818,33,-0.7038
ENSG00000156110,ADK,36,0.16729,26,-0.3592,22,-0.6476,28,-0.2395,42,0.39259,33,-0.0411
ENSG00000156650,KAT6B,109,0.18096,172,0.87594,110,0.15155,221,1.30208,48,-1.1622,73,-0.6612
ENSG00000156671,SAMD8,66,-0.3974,100,0.30332,93,0.18234,76,-0.1340,70,-0.2700,93,0.29060
ENSG00000165637,VDAC2,122,-0.7286,98,-0.9656,153,-0.2923,76,-1.3329,301,0.87909,220,0.44357
ENSG00000165655,ZNF503,9,-1.8134,34,0.38396,75,1.74947,37,0.53043,11,-1.3594,29,0.27618
ENSG00000156113,KCNMA1,214,-0.0366,109,-1.0607,127,-0.8266,398,0.96729,136,-0.7710,258,0.41207
ENSG00000148606,POLR3A,27,-0.6228,16,-1.3111,64,0.79113,18,-1.1234,30,-0.4375,53,0.81223
ENSG00000138326,RPS24,2175,0.85615,1956,0.50089,1478,0.05540,981,-0.5770,1286,-0.1752,1006,-0.7474
ENSG00000108175,ZMIZ1,80,0.06908,41,-0.9504,150,1.07852,79,0.04741,78,0.04027,66,-0.3252
ENSG00000108179,PPIF,44,0.14283,49,0.30577,46,0.19775,29,-0.4963,48,0.28316,35,-0.3200
ENSG00000165424,ZCCHC24,91,0.54167,269,2.35807,134,1.07527,67,-0.0273,18,-2.1042,23,-2.0495
ENSG00000122359,ANXA11,74,-0.4575,26,-1.9334,156,0.77669,60,-0.7194,116,0.33759,109,0.32675
ENSG00000122378,PRXL2A,481,0.47091,358,-0.0862,340,-0.1638,299,-0.3636,338,-0.1889,360,-0.1150
ENSG00000108219,TSPAN14,44,0.41907,15,-1.2634,89,1.51508,30,-0.2454,17,-1.1330,32,-0.2431
ENSG00000185737,NRG3,36,0.00701,9,-2.0179,8,-2.1147,19,-0.9652,28,-0.3645,52,1.05325
ENSG00000165678,GHITM,325,-0.4239,193,-1.1439,268,-0.6520,214,-0.9934,443,0.13070,559,0.81874
ENSG00000107771,CCSER2,146,-0.2992,308,0.93285,155,-0.1655,114,-0.6382,75,-1.3423,215,0.56169
ENSG00000062650,WAPL,49,-0.1315,86,0.76457,84,0.72297,69,0.41830,17,-1.7411,54,0.02241
ENSG00000173267,SNCG,118,-1.0600,10,-4.4740,128,-0.8136,112,-1.0128,261,0.31967,339,1.26667
ENSG00000148671,ADIRF,128,0.02158,103,-0.3228,943,3.99702,20,-2.7408,50,-1.4853,19,-3.2945
ENSG00000148672,GLUD1,469,1.35571,300,0.29024,336,0.47417,128,-1.0206,182,-0.5220,141,-1.1680
ENSG00000223482,NUTM2A-AS1,36,-0.0329,54,0.58807,34,-0.1425,53,0.56012,46,0.36300,28,-0.5941
ENSG00000138138,ATAD1,62,-0.6434,33,-1.4732,64,-0.4922,128,0.59068,98,0.17803,108,0.51465
ENSG00000171862,PTEN,120,-0.1362,66,-1.0190,223,0.87180,138,0.09896,112,-0.2471,134,0.08693
ENSG00000138134,STAMBPL1,17,-0.6260,20,-0.3511,13,-1.0179,16,-0.7072,11,-1.2754,40,1.37200
ENSG00000107798,LIPA,20,-1.3023,159,2.20642,70,0.75491,36,-0.2950,24,-0.9296,38,-0.2804
ENSG00000119917,IFIT3,39,0.76573,32,0.30075,64,1.43335,29,0.12764,24,-0.1553,11,-1.6968
ENSG00000185745,IFIT1,33,-1.2231,70,0.03587,123,0.94386,79,0.23346,60,-0.2246,79,0.36161
ENSG00000152778,IFIT5,16,-0.6587,37,0.67338,28,0.23600,16,-0.5910,38,0.83149,21,-0.2997
ENSG00000148688,RPP30,20,-0.6350,37,0.40497,27,-0.0935,36,0.36545,36,0.39384,28,-0.0496
ENSG00000180628,PCGF5,79,-0.2197,109,0.30492,93,0.05763,96,0.10881,114,0.41429,80,-0.2499
ENSG00000165338,HECTD2,26,-0.4280,9,-1.9374,41,0.35656,43,0.43364,34,0.06037,38,0.32682
ENSG00000119938,PPP1R3C,82,1.03099,102,1.14820,71,0.55016,46,-0.1207,25,-1.0847,26,-1.2758
ENSG00000107854,TNKS2,40,-0.3741,79,0.77068,54,0.17128,69,0.54891,30,-0.7932,50,0.08196
ENSG00000095564,BTAF1,17,-0.6718,33,0.40432,60,1.41646,60,1.41705,23,-0.1221,15,-1.0242
ENSG00000107864,CPEB3,58,-0.7410,36,-1.3766,62,-0.5382,148,0.81464,71,-0.3782,118,0.74678
ENSG00000198060,MARCH5,35,0.04150,20,-0.8268,34,0.00955,20,-0.7866,42,0.36573,36,0.12864
ENSG00000138190,EXOC6,18,-1.4341,35,-0.2716,42,0.00836,45,0.13057,33,-0.3981,60,0.98699
ENSG00000138207,RBP4,34,-0.7936,15,-1.8381,28,-0.9617,12,-2.2306,105,1.25779,65,0.49425
ENSG00000148690,FRA10AC1,519,0.57706,546,0.54421,224,-0.8350,432,0.17156,288,-0.4897,340,-0.2955
ENSG00000108231,LGI1,66,-0.0998,33,-1.1352,84,0.28707,105,0.65002,63,-0.1747,72,0.08147
ENSG00000173145,NOC3L,22,-0.2688,58,1.36105,43,0.83841,32,0.37900,9,-1.5121,22,-0.2985
ENSG00000108239,TBC1D12,29,-0.3932,139,2.35283,39,0.15919,43,0.31411,17,-1.1556,24,-0.8234
ENSG00000095637,SORBS1,115,0.01357,70,-0.7562,204,0.93239,169,0.62411,84,-0.5158,106,-0.1727
ENSG00000177853,ZNF518A,39,-0.3620,105,1.26872,112,1.37548,111,1.36337,15,-1.8587,30,-0.9732
ENSG00000197430,OPALIN,16,-2.1870,636,5.74342,26,-1.2352,19,-1.7092,5,-3.6591,7,-3.6328
ENSG00000077147,TM9SF3,98,-0.5889,152,0.16673,199,0.59427,86,-0.7050,146,0.11238,150,0.23330
ENSG00000196233,LCOR,46,0.01537,63,0.48899,43,-0.1134,114,1.49403,23,-1.1232,39,-0.3832
ENSG00000187122,SLIT1,39,-0.8112,11,-2.4926,43,-0.5420,94,0.66496,34,-0.9486,94,1.15837
ENSG00000052749,RRP12,13,-0.9806,12,-0.9702,28,0.26364,20,-0.2731,15,-0.7643,36,1.11469
ENSG00000171314,PGAM1,358,-0.4545,239,-0.9989,264,-0.8540,246,-0.9580,631,0.55544,580,0.58746
ENSG00000155229,MMS19,28,-0.2573,20,-0.7060,35,0.12118,42,0.42911,31,-0.0632,35,0.20386
ENSG00000171160,MORN4,40,0.22652,14,-1.3434,21,-0.7621,19,-0.9445,44,0.35552,40,0.27929
ENSG00000155252,PI4K2A,29,0.07078,4,-2.6038,21,-0.4489,31,0.15344,30,0.15203,32,0.30937
ENSG00000119986,AVPI1,21,-0.1933,9,-1.4035,20,-0.2182,15,-0.6114,28,0.29349,28,0.45150
ENSG00000155256,ZFYVE27,21,-0.4287,12,-1.2006,51,1.00911,18,-0.6054,39,0.61638,26,-0.0945
ENSG00000155265,GOLGA7B,45,0.38289,16,-1.2203,11,-1.7701,82,1.31288,28,-0.4353,35,-0.0873
ENSG00000095713,CRTAC1,12,-1.8453,27,-0.4823,13,-1.6060,29,-0.4126,92,1.72839,39,0.12385
ENSG00000107521,HPS1,30,0.62915,17,-0.4009,19,-0.2486,7,-1.6957,44,1.30527,12,-1.1224
ENSG00000119946,CNNM1,29,-0.9274,9,-2.5828,19,-1.4223,122,1.45355,46,-0.1277,64,0.62840
ENSG00000120053,GOT1,123,-1.4693,71,-2.1142,125,-1.2855,207,-0.5224,373,0.43723,452,1.25056
ENSG00000155287,SLC25A28,29,-0.2449,30,-0.1365,72,1.28146,13,-1.3928,35,0.11203,31,-0.1265
ENSG00000196072,BLOC1S2,81,-0.1298,42,-1.0868,92,0.07881,53,-0.7624,98,0.19957,101,0.36883
ENSG00000099194,SCD,572,0.69496,1918,2.78754,414,0.03836,302,-0.4497,189,-1.2218,104,-2.5044
ENSG00000235823,OLMALINC,61,0.22404,225,2.47585,52,-0.0735,105,1.06402,12,-2.3053,23,-1.6451
ENSG00000166136,NDUFB8,575,0.32400,341,-0.5452,238,-1.0880,244,-1.0497,744,0.75783,457,-0.1432
ENSG00000166135,HIF1AN,31,0.21724,10,-1.5146,47,0.86686,33,0.28190,15,-0.9841,29,0.12302
ENSG00000119906,SLF2,41,-0.2198,105,1.32110,103,1.27773,78,0.81341,26,-0.9534,29,-0.9755
ENSG00000055950,MRPL43,54,0.04332,48,-0.1324,58,0.14129,16,-1.7705,97,1.09907,42,-0.5109
ENSG00000107819,SFXN3,32,-0.3105,11,-1.7541,36,-0.0637,18,-1.0990,67,1.04718,39,0.07332
ENSG00000166167,BTRC,41,-0.8814,24,-1.5265,37,-0.9207,51,-0.4381,66,-0.0201,102,1.14196
ENSG00000166171,DPCD,39,0.22348,13,-1.4721,4,-3.0212,9,-1.9051,63,1.09205,36,0.09420
ENSG00000107829,FBXW4,70,1.09176,55,0.46411,68,0.79618,43,0.06598,32,-0.4026,19,-1.5162
ENSG00000198408,OGA,165,-0.8038,232,-0.1795,274,0.08118,408,0.71670,200,-0.4437,315,0.47825
ENSG00000120049,KCNIP2,58,0.41383,9,-2.3415,29,-0.6994,50,0.11627,124,1.92158,19,-1.7275
ENSG00000166197,NOLC1,66,-0.5902,112,0.30032,70,-0.4217,118,0.39136,89,-0.0613,105,0.30251
ENSG00000107862,GBF1,24,-0.6177,11,-1.6621,30,-0.2188,13,-1.3950,55,0.84312,42,0.48928
ENSG00000059915,PSD,539,1.36341,96,-1.6396,296,0.05585,203,-0.5259,384,0.52205,146,-1.3504
ENSG00000107872,FBXL15,101,0.42747,12,-2.7811,38,-1.1462,45,-0.8941,126,0.78227,81,-0.0090
ENSG00000107874,CUEDC2,77,0.20402,65,-0.0845,47,-0.5706,29,-1.3093,127,1.12049,54,-0.5351
ENSG00000138107,ACTR1A,67,-0.8108,39,-1.4861,88,-0.2833,66,-0.7210,175,0.90813,126,0.43781
ENSG00000171206,TRIM8,98,0.67973,65,-0.1086,127,0.95821,73,0.06777,63,-0.1557,44,-0.9558
ENSG00000138175,ARL3,166,0.15965,111,-0.4986,90,-0.8103,153,-0.0010,182,0.29849,154,0.02257
ENSG00000166272,WBP1L,36,-0.0279,18,-1.0409,76,1.19341,29,-0.3691,43,0.30541,31,-0.3463
ENSG00000166275,BORCS7,111,0.36217,103,0.17439,112,0.30606,48,-0.9883,113,0.35345,75,-0.4525
ENSG00000148842,CNNM2,19,-0.4255,4,-2.4415,41,0.84259,35,0.59413,17,-0.5133,28,0.37437
ENSG00000076685,NT5C2,46,0.33281,57,0.63111,37,-0.0676,39,0.01575,36,-0.1118,31,-0.4354
ENSG00000148798,INA,132,-1.1138,40,-2.7334,44,-2.6028,161,-0.6776,294,0.27890,405,1.39724
ENSG00000173915,ATP5MD,728,-0.0785,404,-0.9635,288,-1.4679,315,-1.3359,1335,1.02795,801,0.12965
ENSG00000148843,PDCD11,14,-1.2282,47,0.70787,16,-0.9668,69,1.35004,24,-0.3641,33,0.25256
ENSG00000107954,NEURL1,98,1.32582,16,-1.7609,31,-0.8072,46,-0.2043,44,-0.2837,41,-0.5175
ENSG00000107957,SH3PXD2A,33,-0.8322,106,1.11884,20,-1.4443,85,0.74016,40,-0.4542,60,0.29202
ENSG00000065613,SLK,86,-0.9692,215,0.56783,163,0.12457,195,0.40932,104,-0.6057,183,0.49044
ENSG00000148834,GSTO1,84,-0.6981,81,-0.6598,58,-1.1522,86,-0.5813,189,0.73480,154,0.52012
ENSG00000108018,SORCS1,27,-0.4506,13,-1.4020,3,-3.4715,42,0.31310,26,-0.5041,52,1.11136
ENSG00000108039,XPNPEP1,18,-0.4871,13,-0.9124,25,0.14784,29,0.33669,31,0.49964,24,0.07547
ENSG00000148700,ADD3,450,0.80025,989,2.01050,267,-0.1917,401,0.44691,122,-1.4566,136,-1.5755
ENSG00000119950,MXI1,156,0.48675,242,1.11991,153,0.36547,158,0.42030,101,-0.3069,71,-1.1039
ENSG00000119953,SMNDC1,30,-0.6254,66,0.70065,55,0.41999,48,0.19674,47,0.16636,40,-0.1459
ENSG00000108055,SMC3,77,-0.5443,284,1.66485,108,0.05316,177,0.84935,49,-1.2113,91,-0.2952
ENSG00000150593,PDCD4,38,-0.7983,82,0.49025,193,1.96862,54,-0.1713,57,-0.0940,45,-0.6299
ENSG00000214413,BBIP1,29,-0.5455,60,0.66873,76,1.04898,25,-0.7218,46,0.27656,35,-0.2989
ENSG00000108061,SHOC2,109,-0.3413,175,0.45653,91,-0.5514,122,-0.1087,61,-1.2326,173,0.72750
ENSG00000119927,GPAM,76,1.65987,18,-1.0090,35,-0.0469,35,-0.0109,18,-1.0657,22,-0.9640
ENSG00000148737,TCF7L2,46,0.46049,54,0.62227,78,1.23641,50,0.51605,10,-2.0080,26,-0.6825
ENSG00000043591,ADRB1,19,-0.5636,9,-1.5718,19,-0.5015,16,-0.7008,30,0.28002,35,0.78664
ENSG00000165813,CCDC186,83,-0.8658,165,0.29814,155,0.20337,227,0.81037,86,-0.7509,161,0.40694
ENSG00000169129,AFAP1L2,27,-0.4832,28,-0.3246,151,2.55344,45,0.38425,21,-0.7939,22,-0.9895
ENSG00000099204,ABLIM1,198,0.58006,147,-0.0062,302,1.16748,178,0.29719,142,-0.0645,82,-1.1894
ENSG00000151553,FAM160B1,18,-0.9055,12,-1.4308,26,-0.2606,33,0.11394,41,0.48259,39,0.57204
ENSG00000165832,TRUB1,28,-1.1093,18,-1.6585,25,-1.1249,70,0.41430,53,-0.0265,79,1.04930
ENSG00000107518,ATRNL1,111,-0.9384,28,-2.8145,70,-1.5018,141,-0.4471,211,0.19168,293,1.23190
ENSG00000165868,HSPA12A,71,-1.2227,59,-1.3643,70,-1.0950,114,-0.3674,148,0.03472,226,1.26016
ENSG00000187164,SHTN1,156,-1.1078,1463,2.87802,56,-2.4772,369,0.34991,155,-1.0471,236,-0.5013
ENSG00000165650,PDZD8,52,-0.2626,114,1.01197,23,-1.4595,96,0.72657,52,-0.2501,59,-0.0719
ENSG00000229847,EMX2OS,94,2.11771,17,-1.1868,37,-0.0357,20,-0.9766,33,-0.2423,15,-1.8237
ENSG00000170370,EMX2,147,1.66994,112,0.76818,97,0.53288,35,-1.0158,34,-1.1365,29,-1.6741
ENSG00000107560,RAB11FIP2,92,-0.5182,131,0.10222,142,0.23757,108,-0.1868,64,-1.0398,161,0.71142
ENSG00000165669,FAM204A,124,-0.0935,201,0.68845,125,-0.0637,74,-0.8526,86,-0.6858,150,0.34556
ENSG00000151893,CACUL1,71,-0.0921,50,-0.5930,42,-0.8547,107,0.58118,44,-0.8631,93,0.57560
ENSG00000107581,EIF3A,209,-0.4588,486,0.95081,323,0.28671,418,0.70157,165,-0.8005,263,-0.0529
ENSG00000119979,DENND10,60,0.06005,74,0.36914,38,-0.6300,58,-0.0138,50,-0.2595,61,0.12542
ENSG00000165672,PRDX3,114,-0.2715,101,-0.4180,77,-0.8317,113,-0.2423,159,0.32723,153,0.36499
ENSG00000151923,TIAL1,52,-0.4094,79,0.30869,83,0.38636,61,-0.0897,70,0.12337,65,0.00861
ENSG00000198825,INPP5F,151,-1.0892,66,-2.1925,75,-2.0009,374,0.43983,398,0.59943,383,0.79694
ENSG00000107651,SEC23IP,15,-0.7825,11,-1.0838,50,1.19308,28,0.23160,27,0.18071,24,0.05478
ENSG00000120008,WDR11,19,-0.8628,37,0.29585,84,1.65096,48,0.71385,35,0.19577,21,-0.7894
ENSG00000066468,FGFR2,100,1.08762,194,2.01961,72,0.30929,33,-0.8570,26,-1.2903,23,-1.8094
ENSG00000107669,ATE1,39,-0.4818,78,0.66144,51,-0.0045,57,0.15425,31,-0.8334,61,0.40350
ENSG00000138162,TACC2,33,-0.2341,12,-1.6355,29,-0.4051,67,0.92511,38,-0.0087,41,0.22297
ENSG00000107679,PLEKHA1,75,-0.8279,162,0.46153,78,-0.6738,165,0.48808,99,-0.3357,148,0.51794
ENSG00000166033,HTRA1,596,1.34100,438,0.50811,577,0.95897,261,-0.3064,258,-0.3516,111,-2.0020
ENSG00000095574,IKZF5,27,-0.1200,52,0.94633,39,0.46786,20,-0.5637,25,-0.2129,26,-0.1960
ENSG00000196177,ACADSB,35,-0.5972,26,-0.9226,54,0.15709,57,0.25413,44,-0.1624,61,0.54653
ENSG00000154473,BUB3,26,-0.8263,63,0.64754,37,-0.1694,25,-0.7553,38,-0.1643,53,0.58691
ENSG00000154478,GPR26,138,0.91610,12,-2.9231,45,-1.0089,148,0.83089,47,-1.0257,86,-0.0476
ENSG00000182022,CHST15,17,-0.6283,23,-0.0808,23,-0.0896,47,1.04054,22,-0.2130,26,0.15233
ENSG00000065154,OAT,112,-0.9056,103,-0.9114,164,-0.2071,200,0.10110,184,-0.0300,253,0.78786
ENSG00000107902,LHPP,72,0.45345,194,2.08116,48,-0.2460,10,-2.6024,60,0.09492,30,-1.2655
ENSG00000203791,EEF1AKMT2,25,-0.2247,12,-1.2972,62,1.28082,41,0.60406,40,0.60952,19,-0.7940
ENSG00000019995,ZRANB1,64,-0.7178,96,3.64243,107,0.17409,86,-0.1705,104,0.13283,112,0.37523
ENSG00000175029,CTBP2,44,-0.2350,69,0.51131,150,1.83257,43,-0.2517,23,-1.2340,42,-0.3785
ENSG00000188690,UROS,112,0.17666,48,-1.1286,84,-0.2991,103,0.01156,123,0.32682,102,-0.0071
ENSG00000107949,BCCIP,65,-0.1400,163,1.38849,66,-0.0831,74,0.08074,47,-0.6446,63,-0.2225
ENSG00000150760,DOCK1,37,0.49128,102,2.15944,56,1.06461,32,0.17274,6,-2.4407,12,-1.6571
ENSG00000132334,PTPRE,28,-0.9750,45,-0.1149,58,0.26091,103,1.21120,51,0.07275,49,-0.0092
ENSG00000170430,MGMT,26,0.20045,11,-1.0560,39,0.79026,5,-2.1957,36,0.73777,20,-0.3525
ENSG00000108010,GLRX3,33,-0.7310,48,-0.0793,39,-0.3856,21,-1.3290,50,-0.0094,70,0.84419
ENSG00000175470,PPP2R2D,40,-0.1910,19,-1.2480,27,-0.7785,15,-1.6049,62,0.58503,54,0.50886
ENSG00000176171,BNIP3,246,-0.3603,288,-0.0590,166,-0.9057,212,-0.5296,282,-0.1013,385,0.64591
ENSG00000151640,DPYSL4,30,-0.2451,13,-1.4660,23,-0.5973,12,-1.5812,53,0.74058,41,0.42597
ENSG00000165752,STK32C,39,-0.2551,16,-1.5828,15,-1.6664,24,-0.9374,65,0.65704,57,0.57390
ENSG00000068383,INPP5A,41,-0.1947,14,-1.7656,93,1.14981,27,-0.8190,58,0.40509,44,-0.0699
ENSG00000197177,ADGRA1,36,-0.0942,11,-1.7414,37,-0.0274,71,1.03456,24,-0.6892,42,0.29244
ENSG00000171798,KNDC1,110,0.52049,4,-4.3885,71,-0.2741,65,-0.4011,117,0.56513,79,-0.1559
ENSG00000130640,TUBGCP2,51,-0.5195,44,-0.6705,94,0.52205,68,-0.0037,59,-0.2257,81,0.44098
