Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000147669,POLR2K,96,-0.1823,162,0.80591,167,0.72789,117,0.12700,48,-1.2503,65,-0.8028,77,-0.5929
ENSG00000104450,SPAG1,11,0.09925,8,-0.5468,10,-0.0617,10,-0.0583,13,0.26181,4,-1.5511,16,0.80484
ENSG00000034677,RNF19A,84,0.61039,38,-0.7546,30,-1.0004,45,-0.3913,151,1.69321,39,-0.6128,48,-0.3253
ENSG00000186106,ANKRD46,21,-1.5401,86,0.81838,113,1.16341,114,1.17333,10,-2.6037,27,-1.1461,28,-1.1871
ENSG00000070756,PABPC1,427,0.39620,170,-1.1723,169,-1.0707,270,-0.3517,421,0.37106,397,0.27268,500,0.78880
ENSG00000164924,YWHAZ,1242,0.45202,971,0.05009,1513,0.79199,986,0.06910,506,-0.9812,1207,0.40469,554,-0.9312
ENSG00000261087,AP003469.4,11,-0.5379,18,0.25581,23,0.56933,21,0.43501,16,-0.0145,10,-0.7615,13,-0.3170
ENSG00000120963,ZNF706,96,-0.2460,90,-0.3914,99,-0.2041,72,-0.6939,111,-0.0155,153,0.51048,149,0.55026
ENSG00000104490,NCALD,187,-0.4568,375,0.81023,507,1.21995,408,0.82657,76,-1.8301,204,-0.3247,57,-2.4082
ENSG00000048392,RRM2B,11,-1.6293,39,0.41045,39,0.34893,29,-0.1300,25,-0.3997,17,-0.9227,43,0.56895
ENSG00000104517,UBR5,129,1.22130,50,-0.4078,47,-0.4565,46,-0.5148,83,0.45274,26,-1.3801,69,0.15455
ENSG00000155090,KLF10,85,1.09779,57,0.46031,57,0.39943,18,-1.3615,28,-0.7395,58,0.42900,21,-1.2820
ENSG00000155096,AZIN1,204,0.06295,182,-0.1360,216,0.16104,218,0.16950,265,0.49570,188,-0.0696,155,-0.4196
ENSG00000253320,AZIN1-AS1,0,-5.0752,8,-0.2029,4,-1.1337,3,-1.8427,14,0.60621,11,0.20812,19,1.36437
ENSG00000155097,ATP6V1C1,156,-0.0715,217,0.55709,326,1.18711,267,0.83269,76,-1.1832,113,-0.5763,47,-2.0495
ENSG00000164929,BAALC,247,-0.5294,459,0.55778,372,0.12726,426,0.35079,431,0.36858,216,-0.7391,245,-0.6065
ENSG00000247081,BAALC-AS1,5,-2.1843,9,-1.3520,9,-1.2671,20,-0.1013,71,2.21469,22,0.06650,22,0.11192
ENSG00000164933,SLC25A32,47,0.70322,27,-0.1888,44,0.60114,30,-0.0224,21,-0.5529,30,-0.0019,23,-0.4597
ENSG00000164934,DCAF13,1,-2.7662,9,-0.4145,12,0.06243,4,-1.4103,23,1.19450,10,-0.1464,17,0.72750
ENSG00000176406,RIMS2,168,0.44030,120,-0.1351,97,-0.4610,305,1.50486,109,-0.2623,87,-0.6190,77,-0.8874
ENSG00000147650,LRP12,32,0.78160,25,0.42381,31,0.76815,22,0.20790,11,-0.9243,15,-0.4377,8,-1.3935
ENSG00000169946,ZFPM2,27,0.52412,21,0.17117,23,0.24401,15,-0.3793,17,-0.1799,44,1.38872,3,-2.7172
ENSG00000254615,AC027031.2,121,1.41193,54,0.00022,62,0.24563,28,-0.9839,17,-1.7179,134,1.61093,6,-3.3796
ENSG00000164830,OXR1,184,-0.4842,267,0.12396,654,1.71054,594,1.52002,53,-2.3528,62,-2.1348,84,-1.8220
ENSG00000147655,RSPO2,8,-0.3690,18,1.03585,33,1.95334,10,-0.1230,2,-2.1716,3,-1.8104,2,-2.3870
ENSG00000104408,EIF3E,158,0.11948,131,-0.2158,131,-0.1858,187,0.39704,171,0.24351,124,-0.2728,146,-0.0187
ENSG00000104412,EMC2,69,-0.6155,63,-0.8396,53,-1.0186,77,-0.4402,146,0.59852,111,0.13807,167,1.00450
ENSG00000164841,TMEM74,20,0.90426,7,-0.9429,7,-0.6613,26,1.35158,6,-0.9561,12,0.10401,10,-0.3132
ENSG00000120526,NUDCD1,2,-1.4751,9,0.35153,16,1.36293,9,0.43538,4,-0.9575,9,0.33690,3,-1.2825
ENSG00000120533,ENY2,50,-0.6809,85,0.19053,105,0.51511,95,0.34930,71,-0.1284,52,-0.6161,74,-0.0624
ENSG00000147654,EBAG9,53,0.00327,47,-0.2361,65,0.32608,78,0.63647,37,-0.5772,41,-0.3926,55,0.07254
ENSG00000147642,SYBU,75,-0.1273,128,0.91211,169,1.25945,113,0.54957,32,-1.4258,49,-0.7790,18,-2.4310
ENSG00000164794,KCNV1,140,1.10378,109,0.78881,151,1.24294,83,0.19191,25,-1.6388,38,-1.0418,2,-5.0286
ENSG00000253877,LINC01608,20,0.16952,1,-4.0899,2,-3.1895,7,-1.3263,13,-0.5142,37,1.21585,41,1.77131
ENSG00000104447,TRPS1,46,0.90126,19,-0.6052,13,-1.0560,16,-0.7870,30,0.18085,13,-1.1485,43,0.91980
ENSG00000147677,EIF3H,106,-0.5243,158,0.12617,147,-0.0098,165,0.18013,148,0.00448,148,0.00841,149,0.02089
ENSG00000147679,UTP23,44,0.65397,15,-1.0895,17,-0.8852,32,0.13165,32,0.14808,34,0.24127,38,0.46650
ENSG00000164754,RAD21,252,0.18164,177,-0.4280,246,0.14347,212,-0.0964,209,-0.1198,197,-0.2107,278,0.40172
ENSG00000164758,MED30,4,-2.1227,12,-0.4903,11,-0.5981,15,-0.0403,14,-0.2292,24,0.66171,25,0.95832
ENSG00000182197,EXT1,27,1.22364,13,0.05527,13,0.00028,17,0.39447,9,-0.5866,11,-0.2099,7,-1.0876
ENSG00000177570,SAMD12,72,0.94564,49,0.34879,56,0.51638,60,0.62346,16,-1.4081,20,-1.1097,23,-0.9830
ENSG00000147676,MAL2,92,0.08732,136,0.87700,227,1.69382,102,0.25903,20,-2.2101,64,-0.5023,5,-4.4209
ENSG00000136999,CCN3,7,-1.3496,33,1.28057,45,1.64832,40,1.41392,0,-5.8904,0,-5.7531,0,-5.1963
ENSG00000136960,ENPP2,227,-0.7844,27,-4.1032,50,-3.0410,67,-2.6101,208,-0.9172,767,1.24429,991,2.33491
ENSG00000064313,TAF2,19,-0.1131,13,-0.8376,25,0.33707,22,0.13667,13,-0.6703,19,-0.1342,31,0.76153
ENSG00000155792,DEPTOR,1,-2.2164,8,0.01188,8,-0.0144,2,-1.9260,5,-0.7459,17,1.33012,11,0.58289
ENSG00000172172,MRPL13,13,-1.3721,39,0.32195,47,0.57853,29,-0.2150,43,0.43649,24,-0.5185,31,-0.0927
ENSG00000172164,SNTB1,22,0.96363,3,-2.0599,3,-1.9258,9,-0.4780,42,2.28884,13,0.10069,7,-0.9572
ENSG00000178764,ZHX2,13,-0.7298,8,-1.5909,3,-2.9213,8,-1.3280,26,0.42778,39,1.08698,39,1.37632
ENSG00000136986,DERL1,55,0.49958,40,-0.0039,42,0.08551,30,-0.4443,38,-0.0916,66,0.82220,25,-0.8016
ENSG00000189376,C8orf76,17,0.21381,17,0.19071,27,0.93475,21,0.51567,15,-0.0397,3,-2.2228,10,-0.7120
ENSG00000165156,ZHX1,118,0.39156,69,-0.5336,89,-0.0556,95,0.03539,114,0.33590,60,-0.6714,110,0.33064
ENSG00000156802,ATAD2,10,0.41992,6,-0.4060,11,0.55304,22,1.85253,3,-1.1142,0,-6.2719,5,-0.6157
ENSG00000156795,WDYHV1,5,-1.5393,13,-0.2050,25,0.87516,18,0.29090,13,-0.1372,3,-2.4577,21,0.69786
ENSG00000156804,FBXO32,44,-0.1809,55,0.22642,50,0.03579,34,-0.5891,38,-0.3974,35,-0.5550,65,0.54889
ENSG00000176853,FAM91A1,52,0.95957,20,-0.6673,25,-0.2418,19,-0.7039,27,-0.1544,28,-0.0701,37,0.42858
ENSG00000164983,TMEM65,42,0.30699,55,0.92095,50,0.62268,30,-0.2263,13,-1.4763,24,-0.5462,21,-0.8695
ENSG00000170881,RNF139,57,0.30094,43,-0.1782,39,-0.2981,37,-0.3871,59,0.37633,46,-0.0392,50,0.12361
ENSG00000147687,TATDN1,42,-0.0300,32,-0.5004,55,0.42907,42,-0.0095,25,-0.8064,55,0.42988,49,0.28003
ENSG00000147684,NDUFB9,231,-1.0881,686,0.78269,478,0.05349,568,0.33717,378,-0.3250,274,-0.8273,431,-0.1286
ENSG00000170873,MTSS1,51,0.14584,37,-0.3864,31,-0.6252,37,-0.3397,41,-0.1960,39,-0.2670,71,0.86192
ENSG00000104549,SQLE,46,0.04504,28,-0.8101,40,-0.1923,64,0.59336,87,1.12167,38,-0.2813,37,-0.3678
ENSG00000164961,WASHC5,16,-1.0400,20,-0.7161,25,-0.3583,21,-0.6120,38,0.32305,55,0.95643,42,0.58262
ENSG00000156831,NSMCE2,21,0.70540,12,-0.1506,26,1.07420,25,1.03980,7,-1.0177,3,-2.1906,8,-0.9558
ENSG00000173334,TRIB1,8,-0.3214,10,0.02000,4,-1.3657,5,-0.9676,11,0.21651,33,2.16040,4,-1.4819
ENSG00000168672,LRATD2,33,0.58469,5,-2.5192,2,-3.2470,10,-1.3049,25,0.13165,23,-0.0360,53,1.83267
ENSG00000153310,FAM49B,104,-0.2985,156,0.42392,176,0.56592,136,0.13836,59,-1.1717,152,0.32199,93,-0.5230
ENSG00000153317,ASAP1,163,0.97157,82,-0.2153,86,-0.1139,100,0.13143,56,-0.7735,140,0.70535,60,-0.7617
ENSG00000155897,ADCY8,12,0.62063,8,-0.1002,12,0.52871,8,-0.0623,9,0.20595,6,-0.4807,6,-0.5803
ENSG00000132294,EFR3A,93,0.03955,124,0.62314,160,0.96849,157,0.93624,45,-1.0725,39,-1.2916,35,-1.5963
ENSG00000184156,KCNQ3,102,0.01004,125,0.40244,168,0.85710,222,1.35866,42,-1.3573,73,-0.5155,27,-2.1678
ENSG00000129295,LRRC6,9,-1.4002,38,1.07577,23,0.07108,38,0.92386,15,-0.6294,4,-2.3671,17,-0.4524
ENSG00000129292,PHF20L1,122,0.90381,52,-0.5598,52,-0.4891,84,0.25992,68,-0.0676,61,-0.2575,75,0.10381
ENSG00000104419,NDRG1,302,-0.2768,87,-2.3157,76,-2.3737,86,-2.1940,294,-0.3217,816,1.43276,742,1.56926
ENSG00000008513,ST3GAL1,34,0.89456,8,-1.4554,12,-0.8108,14,-0.5349,29,0.62936,54,1.75565,10,-1.1752
ENSG00000131773,KHDRBS3,246,0.74148,125,-0.4120,235,0.66577,242,0.71073,68,-1.3016,248,0.75595,65,-1.4873
ENSG00000147724,FAM135B,8,-0.1222,13,0.79054,18,1.27115,12,0.60382,1,-2.9420,6,-0.4726,3,-1.7926
ENSG00000169427,KCNK9,31,1.37453,24,1.13878,21,0.66451,11,-0.3682,8,-0.9055,3,-2.0041,1,-3.6255
ENSG00000167632,TRAPPC9,26,-0.2627,37,0.36078,33,0.08746,41,0.44795,19,-0.7325,27,-0.2170,29,-0.1281
ENSG00000282164,PEG13,32,0.68457,29,0.66472,36,0.92218,21,0.01652,5,-2.1998,22,0.09667,6,-1.8630
ENSG00000123908,AGO2,42,0.23367,36,-0.0025,17,-1.1663,18,-1.1054,40,0.18476,37,0.04514,49,0.60982
ENSG00000169398,PTK2,240,0.45183,104,-0.9818,108,-0.8279,119,-0.6754,71,-1.4580,281,0.72160,308,1.06925
ENSG00000105339,DENND3,100,2.07168,40,0.40603,27,-0.2503,17,-0.9429,22,-0.6078,18,-0.8654,12,-1.6252
ENSG00000022567,SLC45A4,12,-0.0318,25,1.56770,19,0.77664,11,-0.1840,11,-0.1942,0,-5.1203,3,-2.2977
ENSG00000184489,PTP4A3,28,0.99311,19,0.42908,12,-0.3178,11,-0.4573,29,1.05423,5,-1.6875,7,-1.2853
ENSG00000226490,AC138647.1,1,-1.7568,17,2.50232,16,1.71921,1,-2.4651,0,-6.5868,0,-5.9099,0,-3.2528
ENSG00000181790,ADGRB1,87,0.33619,108,0.82680,91,0.41014,44,-0.7485,37,-1.0016,133,1.06570,15,-2.4548
ENSG00000198576,ARC,29,-0.3556,23,-0.7942,16,-1.2222,14,-1.5060,32,-0.2302,141,2.56061,25,-0.6304
ENSG00000130193,THEM6,19,0.16904,20,0.27282,23,0.49326,7,-1.4157,18,0.06779,7,-1.3547,20,0.32337
ENSG00000180155,LYNX1,106,-0.0832,170,0.82853,195,0.93574,108,-0.0527,87,-0.4010,47,-1.3359,62,-1.0174
ENSG00000160932,LY6E,204,0.51148,199,0.54394,220,0.63935,145,-0.0524,123,-0.3105,117,-0.4015,71,-1.2668
ENSG00000176956,LY6H,414,0.83845,229,-0.1739,304,0.30722,417,0.84835,140,-0.9260,410,0.82145,62,-2.2978
ENSG00000277494,GPIHBP1,17,-1.3025,2,-4.5031,1,-4.5437,6,-2.7784,29,-0.5046,88,1.37833,105,2.33169
ENSG00000250571,GLI4,24,0.47847,15,-0.2914,13,-0.4449,15,-0.2861,11,-0.7355,20,0.23100,23,0.49846
ENSG00000253716,MINCR,7,-1.2922,14,-0.2091,14,-0.2518,13,-0.3826,15,-0.0828,17,0.08230,26,0.90370
ENSG00000158106,RHPN1,22,-0.2378,28,0.09895,25,-0.0407,11,-1.2776,31,0.28318,28,0.09641,31,0.31744
ENSG00000014164,ZC3H3,23,1.55417,13,0.63140,8,-0.2746,5,-0.8813,3,-1.4965,7,-0.3746,5,-0.8463
ENSG00000147813,NAPRT,17,0.36504,14,0.03865,12,-0.1872,16,0.28801,22,0.83736,2,-2.7364,12,-0.1735
ENSG00000104529,EEF1D,110,-0.2858,91,-0.6429,48,-1.5517,64,-1.1115,215,0.83303,165,0.37931,198,0.81673
ENSG00000104524,PYCR3,5,-1.0181,12,0.49350,8,-0.3031,17,1.00158,10,0.08080,5,-0.9020,8,-0.3474
ENSG00000104522,TSTA3,17,0.08667,27,1.07094,28,0.89135,15,-0.0714,11,-0.5882,1,-3.4105,9,-1.0024
ENSG00000183309,ZNF623,27,0.92077,17,0.24448,16,0.11399,16,0.10703,13,-0.2282,8,-1.0543,11,-0.5344
ENSG00000180900,SCRIB,7,-1.2803,17,-0.0362,9,-0.9519,5,-1.7302,30,0.90853,17,-0.0232,26,0.82829
ENSG00000179950,PUF60,138,0.13138,123,-0.0745,109,-0.2605,70,-0.9472,121,-0.0883,185,0.61522,141,0.18262
ENSG00000185189,NRBP2,119,-0.0860,54,-1.4404,43,-1.6512,52,-1.3592,105,-0.2904,206,0.83478,249,1.45730
ENSG00000178209,PLEC,129,0.20397,84,-0.5474,76,-0.6295,67,-0.8338,268,1.49645,92,-0.3404,113,-0.0208
ENSG00000178719,GRINA,242,-0.0645,268,0.12050,325,0.42448,222,-0.1987,342,0.51104,283,0.19398,156,-0.8349
ENSG00000178814,OPLAH,14,-0.0047,9,-0.7136,5,-1.4193,4,-1.8690,16,0.16203,23,0.76180,24,1.01174
ENSG00000178896,EXOSC4,8,-1.4971,27,0.36964,33,0.65923,19,-0.2956,36,0.79397,21,-0.1360,15,-0.6903
ENSG00000197858,GPAA1,82,0.41547,62,-0.0316,49,-0.3958,41,-0.6991,74,0.24810,53,-0.2948,74,0.28830
ENSG00000179091,CYC1,87,-0.7580,180,0.48786,233,0.85428,92,-0.6694,125,-0.1861,124,-0.1939,120,-0.2806
ENSG00000179526,SHARPIN,15,-0.5251,20,-0.0824,17,-0.3085,19,-0.1569,21,0.00413,24,0.18922,27,0.43726
ENSG00000179632,MAF1,36,-0.1562,51,0.44582,31,-0.3885,31,-0.4225,40,-0.0049,38,-0.0872,42,0.06798
ENSG00000179832,MROH1,54,0.97319,46,0.85385,37,0.31059,35,0.22864,21,-0.5325,13,-1.3087,10,-1.8619
ENSG00000261236,BOP1,22,0.39305,22,0.46121,22,0.38384,18,0.10906,16,-0.0937,11,-0.6559,11,-0.8198
ENSG00000185122,HSF1,39,0.23346,36,0.10299,29,-0.2300,40,0.25158,30,-0.2213,30,-0.1830,33,-0.0592
ENSG00000185000,DGAT1,24,0.28154,27,0.60013,29,0.62734,20,0.00301,10,-1.0138,19,-0.0515,11,-0.9763
ENSG00000261678,SCRT1,9,-1.3631,61,2.23829,33,0.57870,28,0.32243,6,-2.0576,1,-4.2197,5,-2.4038
ENSG00000185803,SLC52A2,14,0.36654,14,0.44956,12,0.15882,6,-0.8703,15,0.44725,9,-0.3074,8,-0.6203
ENSG00000173137,ADCK5,6,-0.3381,14,1.11024,17,1.21909,8,0.01574,2,-2.1736,6,-0.5279,3,-1.6360
ENSG00000071894,CPSF1,37,0.79764,23,0.04349,26,0.19259,21,-0.1392,23,0.03230,13,-0.8333,19,-0.3014
ENSG00000160948,VPS28,68,-0.7394,119,0.17484,112,0.06178,90,-0.2928,104,-0.0571,143,0.46037,109,0.01863
ENSG00000187954,CYHR1,57,0.16430,62,0.33136,41,-0.3818,44,-0.2561,52,0.01341,70,0.49862,39,-0.4978
ENSG00000167702,KIFC2,86,0.37155,110,0.96580,93,0.50400,80,0.26864,67,-0.0380,35,-1.0458,17,-2.2802
ENSG00000160972,PPP1R16A,31,0.89328,34,1.31003,14,-0.3929,12,-0.6054,23,0.39611,3,-2.5886,6,-1.8710
ENSG00000167700,MFSD3,9,-1.0522,37,1.44527,32,0.90335,15,-0.2852,13,-0.5594,5,-1.8631,9,-1.1850
ENSG00000160959,LRRC14,17,-0.4083,30,0.55495,30,0.50011,18,-0.3303,24,0.14604,23,0.08933,14,-0.8268
ENSG00000254402,LRRC24,49,1.54716,25,0.39388,22,0.12376,13,-0.6577,23,0.20103,12,-0.7769,6,-1.8682
ENSG00000213563,C8orf82,20,0.38153,23,0.75669,10,-0.7526,8,-1.0236,24,0.64590,14,-0.1770,10,-0.7612
ENSG00000147799,ARHGAP39,11,-0.2637,22,1.02468,17,0.42696,11,-0.3220,18,0.44750,5,-1.4120,6,-1.1678
ENSG00000198169,ZNF251,8,0.07226,9,0.33203,15,1.11650,7,-0.0241,6,-0.3822,5,-0.5021,4,-0.9606
ENSG00000161016,RPL8,527,-0.0419,585,0.14547,335,-0.7574,424,-0.3915,774,0.59684,592,0.14714,524,-0.0596
ENSG00000147789,ZNF7,13,0.19963,12,0.10679,15,0.43123,11,-0.0255,4,-1.6798,12,0.10999,12,0.05728
ENSG00000170619,COMMD5,15,0.00534,23,0.73111,22,0.58152,17,0.15405,6,-1.4093,13,-0.3168,10,-0.6838
ENSG00000182307,C8orf33,48,-0.2226,50,-0.2031,56,0.02528,59,0.10728,86,0.74167,42,-0.4321,54,-0.0592
ENSG00000181404,WASHC1,39,-0.3767,39,-0.4293,35,-0.5512,32,-0.6664,59,0.29179,77,0.73288,63,0.45064
ENSG00000172785,CBWD1,7,-0.5566,12,0.34680,14,0.59779,7,-0.4289,12,0.32071,8,-0.2935,8,-0.3459
ENSG00000107104,KANK1,30,0.30205,13,-1.1214,6,-2.2302,7,-1.9881,60,1.48006,21,-0.2827,39,0.86433
ENSG00000173253,DMRT2,16,0.14207,1,-4.0138,3,-2.3991,6,-1.2166,11,-0.4930,41,1.78088,27,1.25340
ENSG00000080503,SMARCA2,225,0.16041,245,0.35046,232,0.21154,275,0.49659,212,0.06216,126,-0.7599,137,-0.6965
ENSG00000147852,VLDLR,6,-0.9452,18,0.79460,21,0.90618,4,-1.6600,6,-0.9633,3,-1.8594,15,0.48938
ENSG00000080608,PUM3,44,1.26120,13,-0.8271,31,0.63296,30,0.59638,8,-1.4312,8,-1.3427,20,-0.0340
ENSG00000080298,RFX3,21,0.06811,23,0.28510,18,-0.1373,12,-0.7871,50,1.60253,0,-4.6852,16,-0.4164
ENSG00000106688,SLC1A1,39,0.64183,45,1.06162,70,1.70617,12,-1.2104,10,-1.5207,6,-2.2480,6,-2.2988
ENSG00000205808,PLPP6,9,-0.0147,7,-0.3705,11,0.36022,16,1.03590,4,-1.0597,6,-0.4498,9,0.03299
ENSG00000106993,CDC37L1,45,-0.2058,58,0.22828,61,0.27694,57,0.17083,23,-1.2599,70,0.50491,45,-0.2262
ENSG00000147853,AK3,85,-0.4403,69,-0.8536,59,-1.0094,78,-0.5786,125,0.17669,124,0.15924,201,1.20521
ENSG00000120158,RCL1,5,-0.6177,8,-0.1001,9,0.15715,1,-2.6422,17,1.17408,13,0.71528,7,-0.3610
ENSG00000107020,PLGRKT,9,-0.1492,12,0.29454,7,-0.6133,4,-1.3646,16,0.76221,5,-0.9947,13,0.46922
ENSG00000107036,RIC1,5,-0.8079,11,0.48950,12,0.55724,6,-0.6182,9,-0.0079,2,-1.9107,11,0.39916
ENSG00000099219,ERMP1,14,-0.7735,10,-1.4677,13,-0.8943,11,-1.1826,19,-0.3488,39,0.83164,48,1.52757
ENSG00000183354,KIAA2026,126,0.15113,115,0.00645,94,-0.3164,190,0.84813,95,-0.2967,73,-0.7069,112,-0.0464
ENSG00000137040,RANBP6,23,-0.7627,55,0.74837,79,1.28361,33,-0.1976,14,-1.4591,13,-1.6469,32,-0.2509
ENSG00000137033,IL33,2,-2.1231,11,-0.0838,4,-1.6722,5,-1.2377,41,2.31182,1,-2.8046,14,0.38083
ENSG00000147854,UHRF2,16,-0.3132,14,-0.6170,19,-0.0558,22,0.11007,14,-0.5156,18,-0.1558,31,0.87645
ENSG00000178445,GLDC,21,0.58462,20,0.56437,15,0.08459,13,-0.1891,20,0.50045,10,-0.5621,6,-1.3471
ENSG00000107077,KDM4C,26,0.86294,11,-0.5984,11,-0.5742,6,-1.2897,12,-0.3906,28,1.00819,17,0.15993
ENSG00000137038,DMAC1,57,-0.9510,127,0.37461,126,0.31159,101,-0.0569,83,-0.3551,82,-0.3780,118,0.22726
ENSG00000153707,PTPRD,165,0.00477,105,-0.7916,155,-0.1001,148,-0.1736,67,-1.3927,249,0.69019,244,0.78180
ENSG00000225706,PTPRD-AS1,12,0.20735,8,-0.4682,5,-1.0008,5,-0.9429,11,0.03908,4,-1.2604,20,1.33850
ENSG00000153714,LURAP1L,8,0.16167,6,-0.2266,8,0.06827,4,-0.9014,1,-2.7944,4,-0.7591,14,1.31798
ENSG00000107186,MPDZ,52,0.18896,36,-0.4287,44,-0.0601,35,-0.4373,38,-0.2992,48,0.06335,63,0.59096
ENSG00000147862,NFIB,272,0.97777,116,-0.4954,69,-1.2388,190,0.36004,193,0.38585,146,-0.0766,137,-0.2015
ENSG00000175893,ZDHHC21,61,0.44442,53,0.22441,67,0.59173,65,0.54597,36,-0.4081,33,-0.5690,27,-0.9645
ENSG00000155158,TTC39B,20,0.45547,21,0.61802,23,0.66075,37,1.52706,5,-1.5378,1,-3.3733,4,-2.0201
ENSG00000164975,SNAPC3,27,0.17985,33,0.60493,30,0.34274,48,1.14349,17,-0.5754,3,-3.1805,14,-0.9500
ENSG00000164985,PSIP1,469,0.54130,233,-0.6609,477,0.56873,367,0.13226,299,-0.2017,338,-0.0024,316,-0.1289
ENSG00000164989,CCDC171,39,1.37870,15,-0.3118,15,-0.2455,22,0.40929,12,-0.5867,7,-1.2643,16,-0.1608
ENSG00000044459,CNTLN,13,-0.0289,10,-0.5226,7,-0.8782,20,0.68915,30,1.39280,2,-2.8463,14,0.05883
ENSG00000107295,SH3GL2,208,0.25582,243,0.60976,407,1.44993,256,0.60909,73,-1.3877,111,-0.7396,29,-2.9119
ENSG00000155876,RRAGA,143,-0.0880,170,0.22236,208,0.52765,154,0.02356,95,-0.7389,186,0.33296,118,-0.4432
ENSG00000147874,HAUS6,27,0.06124,16,-0.8707,27,0.01238,19,-0.4945,33,0.35704,28,0.12149,36,0.57349
ENSG00000147872,PLIN2,26,0.38526,11,-1.0960,7,-1.6109,7,-1.5256,18,-0.2094,23,0.20826,41,1.44231
ENSG00000137154,RPS6,723,-0.6327,912,-0.3023,629,-0.8491,950,-0.2026,1718,0.78466,1138,0.09029,1356,0.44328
ENSG00000155886,SLC24A2,210,-0.4166,235,-0.2700,414,0.69704,670,1.58278,88,-1.7408,205,-0.4540,199,-0.5611
ENSG00000171843,MLLT3,52,1.70614,22,0.23668,15,-0.3700,16,-0.3065,17,-0.2626,12,-0.7242,10,-1.1544
ENSG00000188352,FOCAD,20,-0.2001,28,0.36886,59,1.65347,30,0.42122,8,-1.5464,24,0.10638,4,-2.5317
ENSG00000198642,KLHL9,40,0.14092,26,-0.6072,39,0.11155,41,0.17458,15,-1.3937,47,0.40552,48,0.52154
ENSG00000099810,MTAP,16,0.26884,13,-0.0079,6,-1.2914,12,-0.1508,15,0.16001,14,0.08111,16,0.28868
ENSG00000107105,ELAVL2,85,0.13141,96,0.38428,172,1.35937,158,1.19686,21,-2.0243,58,-0.4739,10,-3.2073
ENSG00000198680,TUSC1,22,-0.1764,15,-0.8725,17,-0.6078,28,0.21595,34,0.54560,39,0.76189,26,0.09368
ENSG00000120159,CAAP1,11,-0.0423,11,-0.0369,14,0.33304,12,0.08105,15,0.43974,1,-2.8128,13,0.28830
ENSG00000137055,PLAA,25,0.15205,18,-0.4009,30,0.45628,41,1.00397,25,0.12902,8,-1.5331,20,-0.2690
ENSG00000096872,IFT74,16,-0.2741,14,-0.5044,13,-0.6009,32,0.82974,27,0.52744,8,-1.3329,25,0.45057
ENSG00000120162,MOB3B,37,-0.1125,7,-2.6787,16,-1.3619,14,-1.5986,27,-0.6315,58,0.60740,96,1.99806
ENSG00000147894,C9orf72,31,0.33039,25,-0.0167,21,-0.3002,24,-0.0654,17,-0.6343,15,-0.7879,34,0.60581
ENSG00000174482,LINGO2,13,0.93209,12,1.01244,15,1.18013,6,-0.3515,4,-0.8418,0,-3.1879,1,-2.3488
ENSG00000122729,ACO1,18,0.06376,20,0.23899,13,-0.4236,17,-0.0490,32,1.04880,5,-1.7452,15,-0.2123
ENSG00000107201,DDX58,15,0.96856,7,-0.2235,10,0.31825,5,-0.9170,12,0.58466,0,-5.2057,10,0.21234
ENSG00000197579,TOPORS,166,1.68796,35,-1.0194,56,-0.2107,39,-0.7577,30,-1.1631,114,0.96848,50,-0.4433
ENSG00000235453,SMIM27,28,-0.8662,46,-0.0983,38,-0.3808,34,-0.5671,56,0.22497,47,-0.0416,71,0.74639
ENSG00000165264,NDUFB6,200,0.06519,231,0.35258,347,1.00359,127,-0.6598,129,-0.6360,155,-0.3453,155,-0.3870
ENSG00000137074,APTX,16,-0.6363,20,-0.3313,24,0.00482,13,-0.9068,38,0.77239,21,-0.2232,32,0.54274
ENSG00000086061,DNAJA1,225,-0.1203,261,0.13536,432,0.97850,240,-0.0175,168,-0.5808,302,0.35751,147,-0.8687
ENSG00000122692,SMU1,71,0.44388,47,-0.2545,57,0.09066,42,-0.4033,55,0.01219,64,0.27546,52,-0.0672
ENSG00000107262,BAG1,74,-0.3274,105,0.27107,95,0.07553,66,-0.5153,99,0.13396,84,-0.1310,95,0.08965
ENSG00000086065,CHMP5,82,-0.5970,131,0.17829,146,0.33031,186,0.73853,91,-0.4270,83,-0.5692,112,-0.1197
ENSG00000086102,NFX1,46,0.05926,47,0.13620,59,0.47977,51,0.22911,33,-0.4488,40,-0.1554,37,-0.3341
ENSG00000165271,NOL6,9,-0.9007,22,0.57052,29,0.93301,17,0.10303,12,-0.5157,15,-0.1159,10,-0.7584
ENSG00000010438,PRSS3,6,-1.7286,50,2.41545,36,1.18635,14,-0.3617,4,-2.0861,0,-7.3296,1,-3.7842
ENSG00000107341,UBE2R2,75,-0.4546,97,-0.0509,90,-0.1647,101,0.01617,113,0.20748,122,0.32408,102,0.03344
ENSG00000137073,UBAP2,45,-0.2914,52,-0.0858,36,-0.6548,79,0.61912,75,0.53547,28,-1.0031,60,0.21084
ENSG00000198876,DCAF12,4,-1.5410,9,-0.2039,9,-0.2474,8,-0.4451,8,-0.5133,4,-1.4050,22,1.54759
