Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7to10,Feature log2 fold change topic 7to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000169139,UBE2V2,205,-0.3646,250,-0.0602,331,0.49645,301,0.34063,105,-1.3802,99,-1.4676
ENSG00000147481,SNTG1,25,-0.4396,31,-0.0832,33,0.01787,50,1.02017,8,-2.1483,0,-5.2048
ENSG00000168300,PCMTD1,46,-0.4304,52,-0.2736,55,-0.1942,62,0.03276,91,0.63749,78,0.39736
ENSG00000147488,ST18,50,0.62163,1,-5.0633,0,-8.6964,6,-2.8816,45,0.44228,287,4.66170
ENSG00000023287,RB1CC1,537,0.61566,345,-0.1020,227,-0.8549,358,-0.0475,624,0.86708,425,0.23692
ENSG00000047249,ATP6V1H,224,-0.0924,165,-0.6066,422,1.25585,227,-0.0968,77,-1.7070,47,-2.4431
ENSG00000147509,RGS20,2,-3.2483,31,0.75960,21,0.11701,14,-0.7176,52,1.59055,5,-1.8885
ENSG00000187735,TCEA1,130,0.25109,83,-0.4819,76,-0.6920,90,-0.4318,252,1.36286,194,0.91285
ENSG00000120992,LYPLA1,14,-1.1142,27,-0.1042,26,-0.1564,40,0.79094,27,-0.0831,10,-1.5688
ENSG00000137547,MRPL15,35,-0.8880,49,-0.4105,64,0.04226,92,0.96171,34,-0.9374,21,-1.6491
ENSG00000206579,XKR4,137,2.23004,45,0.29369,23,-0.9043,33,-0.3040,21,-0.8863,8,-2.3238
ENSG00000167904,TMEM68,34,1.04170,19,0.08828,21,0.30158,14,-0.4804,8,-1.1713,16,-0.2032
ENSG00000137574,TGS1,36,0.44170,28,0.04506,21,-0.4181,28,0.07163,30,0.15084,27,-0.0014
ENSG00000008988,RPS20,423,-0.5292,806,0.54291,516,-0.2679,535,-0.2262,799,0.46839,623,0.07043
ENSG00000170791,CHCHD7,53,0.14787,63,0.44356,49,0.00614,50,0.04511,26,-0.9622,34,-0.5368
ENSG00000170786,SDR16C5,4,-1.8696,11,-0.4360,33,1.89118,12,-0.4116,2,-2.5617,1,-3.9848
ENSG00000104331,IMPAD1,100,0.04560,82,-0.2946,100,0.06366,103,0.12843,89,-0.1364,100,0.04731
ENSG00000169122,FAM110B,22,-0.6611,51,0.73992,44,0.53192,31,-0.2214,14,-1.3552,14,-1.3006
ENSG00000215114,UBXN2B,62,0.32641,51,0.00613,57,0.25491,55,0.19386,29,-0.8418,20,-1.3802
ENSG00000137575,SDCBP,104,-0.3827,131,-0.0380,171,0.49239,134,0.00200,124,-0.1175,66,-1.0666
ENSG00000035681,NSMAF,26,0.81825,14,-0.1365,15,-0.0961,17,0.10958,13,-0.2882,9,-0.7737
ENSG00000198846,TOX,35,-0.0273,28,-0.3951,13,-1.6576,64,1.50521,35,-0.0505,10,-1.9375
ENSG00000167912,AC090152.1,19,0.35647,3,-2.4543,15,0.08360,21,0.84103,17,0.25718,5,-1.6042
ENSG00000104388,RAB2A,358,0.26435,194,-0.7382,343,0.24304,349,0.32110,248,-0.3079,213,-0.5434
ENSG00000171316,CHD7,18,-0.0686,13,-0.6360,4,-2.2851,5,-2.2977,68,2.20490,82,2.59512
ENSG00000177182,CLVS1,38,0.41857,25,-0.2705,49,1.06789,29,-0.0459,1,-4.2943,2,-3.6503
ENSG00000198363,ASPH,110,-0.3378,129,-0.1037,118,-0.2877,159,0.32400,225,0.79861,66,-1.1256
ENSG00000274956,NKAIN3-IT1,32,0.59623,27,0.38537,5,-2.2448,14,-0.9141,88,2.41737,18,-0.2777
ENSG00000137563,GGH,57,0.81249,26,-0.5011,39,0.24372,44,0.57504,12,-1.6303,0,-9.7771
ENSG00000185728,YTHDF3,86,0.45061,53,-0.3349,81,0.45339,58,-0.2191,60,-0.1124,47,-0.4795
ENSG00000254377,MIR124-2HG,54,0.25429,45,-0.0420,54,0.30417,59,0.55763,9,-2.4200,4,-3.6267
ENSG00000172817,CYP7B1,20,-0.0708,5,-2.2090,16,-0.4262,10,-1.3625,44,1.23045,85,2.51221
ENSG00000272010,AC100814.1,25,0.46051,17,-0.1548,16,-0.2712,24,0.53612,18,-0.0470,4,-2.2369
ENSG00000104442,ARMC1,83,0.24666,46,-0.7296,68,-0.0935,71,-0.0001,80,0.17680,112,0.72305
ENSG00000147571,CRH,0,-8.5549,57,1.73993,18,-0.5149,29,0.46047,0,-5.2363,0,-9.5075
ENSG00000169085,VXN,181,-0.4479,227,-0.1075,424,1.23012,168,-0.7281,108,-1.2214,210,-0.2125
ENSG00000175073,VCPIP1,78,0.36322,41,-0.6702,81,0.53500,60,-0.0637,53,-0.2456,47,-0.4311
ENSG00000104205,SGK3,30,0.11738,14,-1.0783,17,-0.8524,8,-2.1616,67,1.45300,124,2.67964
ENSG00000245910,SNHG6,152,-1.2994,580,0.89138,266,-0.5388,291,-0.4189,481,0.47743,525,0.62042
ENSG00000121022,COPS5,111,-0.0685,93,-0.3658,152,0.54771,122,0.12525,50,-1.2826,96,-0.2871
ENSG00000104218,CSPP1,47,0.03260,50,0.12255,24,-1.1594,41,-0.2714,103,1.31399,72,0.70413
ENSG00000066777,ARFGEF1,89,0.57747,54,-0.2232,60,-0.0727,68,0.20668,60,-0.0593,35,-0.8669
ENSG00000046889,PREX2,26,-1.1123,61,0.20597,11,-2.5283,36,-0.8087,255,2.82717,67,0.34254
ENSG00000140396,NCOA2,55,0.48603,38,-0.1129,38,-0.0922,45,0.23306,35,-0.1948,23,-0.8176
ENSG00000067167,TRAM1,36,-0.1126,34,-0.2047,26,-0.7222,31,-0.4086,65,0.86060,88,1.37851
ENSG00000147601,TERF1,144,1.20035,58,-0.2934,60,-0.2548,56,-0.4179,69,0.00263,94,0.48303
ENSG00000147604,RPL7,400,-0.9099,1130,0.81569,581,-0.4053,708,-0.0449,771,0.10197,668,-0.1227
ENSG00000040341,STAU2,174,0.08883,193,0.27528,130,-0.4434,214,0.60875,106,-0.6849,67,-1.3709
ENSG00000104343,UBE2W,98,0.31855,73,-0.1642,104,0.53502,85,0.12126,26,-1.6950,40,-1.0716
ENSG00000154582,ELOC,135,-0.6965,235,0.17362,266,0.45105,221,0.08465,126,-0.8084,137,-0.6730
ENSG00000175606,TMEM70,123,0.43451,60,-0.7437,131,0.68873,111,0.38422,27,-1.8807,17,-2.5384
ENSG00000104369,JPH1,60,1.42569,23,-0.1268,42,1.08103,14,-1.0937,9,-1.4411,4,-2.7703
ENSG00000104381,GDAP1,168,0.30341,146,0.08660,150,0.15934,163,0.35869,50,-1.5509,53,-1.4629
ENSG00000270866,AC067773.1,13,-0.1840,14,-0.1729,19,0.42465,14,-0.1984,24,0.71634,6,-1.4287
ENSG00000091656,ZFHX4,20,-0.0654,11,-1.0168,3,-3.1490,7,-1.7873,79,2.33077,89,2.58889
ENSG00000164751,PEX2,31,0.03937,28,-0.1269,20,-0.6803,28,-0.1060,56,1.00031,42,0.53649
ENSG00000171033,PKIA,209,0.71178,142,0.09947,138,0.06095,123,-0.1876,169,0.36490,42,-1.7652
ENSG00000104427,ZC2HC1A,119,0.77870,47,-0.7463,87,0.32847,80,0.17455,73,-0.0199,18,-2.1205
ENSG00000104435,STMN2,1112,-0.2906,846,-0.7664,1286,-0.0790,2262,1.36212,270,-2.4103,104,-3.7925
ENSG00000164683,HEY1,4,-2.9501,43,0.65968,51,1.13628,20,-0.8124,28,-0.1031,9,-1.7815
ENSG00000147586,MRPS28,50,-0.4349,52,-0.3932,69,0.07813,72,0.18902,83,0.36903,60,-0.1358
ENSG00000076554,TPD52,151,-0.3789,195,0.02375,262,0.62433,186,-0.0715,81,-1.3280,159,-0.2964
ENSG00000205189,ZBTB10,15,-0.2721,20,0.19885,21,0.27593,8,-1.5465,42,1.37086,26,0.57457
ENSG00000164684,ZNF704,79,0.97212,42,-0.0332,33,-0.4741,27,-0.8848,58,0.48504,86,1.12724
ENSG00000076641,PAG1,20,-0.2130,13,-0.9684,30,0.49656,20,-0.2586,29,0.34026,32,0.53970
ENSG00000164687,FABP5,95,-0.0086,74,-0.4366,66,-0.6760,114,0.39607,137,0.58126,114,0.27626
ENSG00000147588,PMP2,139,-0.8962,249,0.00277,81,-1.9147,141,-1.0993,930,2.31125,614,1.50545
ENSG00000133731,IMPA1,189,1.57724,35,-1.1819,60,-0.3815,81,0.20977,76,0.04647,44,-0.7990
ENSG00000104231,ZFAND1,41,0.26180,36,0.02886,32,-0.1852,43,0.43556,20,-0.8422,23,-0.6751
ENSG00000184672,RALYL,102,0.34435,74,-0.1908,90,0.16543,103,0.50670,48,-0.8196,10,-3.0321
ENSG00000133739,LRRCC1,56,1.07728,20,-0.5675,7,-2.3721,15,-1.1946,91,1.95044,77,1.63656
ENSG00000176731,RBIS,72,-0.7898,126,0.08006,133,0.20093,134,0.25315,82,-0.5923,98,-0.3116
ENSG00000104267,CA2,177,0.65338,37,-1.8460,7,-4.3404,41,-1.9041,209,0.92887,767,3.69443
ENSG00000123124,WWP1,61,0.29342,56,0.17662,45,-0.2362,61,0.40202,20,-1.4109,39,-0.4128
ENSG00000176623,RMDN1,21,-0.1770,20,-0.2926,9,-1.5703,24,0.00150,55,1.34136,48,1.10445
ENSG00000085719,CPNE3,35,0.12786,22,-0.6504,18,-1.0370,14,-1.4701,144,2.68868,52,0.77328
ENSG00000156103,MMP16,54,1.22098,27,0.11520,17,-0.6731,28,0.17152,23,-0.1243,11,-1.2444
ENSG00000164823,OSGIN2,30,-0.0349,25,-0.3462,36,0.32165,20,-0.8202,74,1.47396,24,-0.3592
ENSG00000104320,NBN,71,0.59325,28,-0.8994,46,-0.1293,49,0.01455,77,0.72713,49,-0.0138
ENSG00000104325,DECR1,19,-1.2319,43,-0.0057,39,-0.1599,35,-0.4017,106,1.51220,44,0.05606
ENSG00000104327,CALB1,11,-2.7679,34,-1.1581,236,4.00084,12,-3.0159,2,-4.9559,1,-6.1675
ENSG00000180694,TMEM64,30,0.72035,12,-0.7322,15,-0.4184,14,-0.5451,15,-0.3588,56,1.80628
ENSG00000123119,NECAB1,597,-0.0759,392,-0.7782,1022,1.04697,563,-0.2247,210,-1.6595,606,-0.0505
ENSG00000155099,PIP4P2,60,-0.4169,54,-0.6306,83,0.10023,101,0.57369,52,-0.6519,73,-0.1189
ENSG00000253738,OTUD6B-AS1,201,0.16362,174,-0.0643,185,0.04402,191,0.11741,112,-0.7365,191,0.08340
ENSG00000155100,OTUD6B,53,0.71013,34,0.03330,32,-0.0954,27,-0.4370,30,-0.1773,48,0.56736
ENSG00000079102,RUNX1T1,66,0.87146,46,0.32035,37,-0.0508,36,-0.1135,37,-0.0473,7,-2.3783
ENSG00000205133,TRIQK,56,0.09548,50,-0.0842,57,0.18422,55,0.10552,32,-0.7497,48,-0.1242
ENSG00000188343,FAM92A,53,-0.1243,62,0.12623,74,0.49633,63,0.18368,37,-0.6833,5,-3.4522
ENSG00000164951,PDP1,210,-0.2755,230,-0.1484,428,1.15563,245,-0.0481,54,-2.3104,21,-3.6532
ENSG00000164944,VIRMA,48,0.90810,25,-0.1769,20,-0.6057,25,-0.2206,43,0.71006,31,0.20003
ENSG00000156162,DPY19L4,24,0.17389,17,-0.3850,12,-0.9711,17,-0.4408,39,0.93409,55,1.56232
ENSG00000164941,INTS8,7,-1.7508,21,-0.3008,27,0.20011,27,0.17526,39,0.74449,19,-0.4086
ENSG00000156170,NDUFAF6,28,-0.1785,32,0.04101,39,0.39251,34,0.12977,18,-0.8469,18,-0.8224
ENSG00000156467,UQCRB,725,-0.8860,1865,0.66797,1120,-0.2647,1403,0.18766,1072,-0.2883,969,-0.4433
ENSG00000156471,PTDSS1,51,0.02538,42,-0.3049,74,0.80587,50,-0.0252,36,-0.5231,11,-2.2423
ENSG00000169439,SDC2,19,-0.4865,23,-0.2638,24,-0.2142,14,-1.1739,118,2.65010,9,-1.6393
ENSG00000104324,CPQ,9,-0.8092,11,-0.4656,3,-2.7095,7,-1.4354,48,1.94867,67,2.62870
ENSG00000180543,TSPYL5,56,0.20622,41,-0.2772,52,0.11136,63,0.59244,23,-1.1125,16,-1.6328
ENSG00000147649,MTDH,315,0.80352,148,-0.4271,157,-0.3693,146,-0.5541,272,0.56525,358,1.02226
ENSG00000104341,LAPTM4B,41,-0.9367,72,-0.1096,89,0.28693,85,0.23186,50,-0.6529,78,0.02312
ENSG00000156482,RPL30,487,-0.6742,977,0.46447,566,-0.5252,632,-0.3628,994,0.44352,1371,0.97703
ENSG00000132541,RIDA,50,-0.8011,117,0.59035,67,-0.4123,69,-0.4034,179,1.23918,68,-0.3249
ENSG00000104361,NIPAL2,57,0.09426,35,-0.7232,65,0.37318,76,0.83014,11,-2.3804,9,-2.6607
ENSG00000156486,KCNS2,9,-1.2298,27,0.51970,35,1.21469,17,-0.2662,0,-5.3461,1,-3.5371
ENSG00000253948,VPS13B-DT,22,-0.2866,48,1.07883,18,-0.7527,28,0.07800,12,-1.1559,27,0.00960
ENSG00000132549,VPS13B,57,1.59893,21,-0.0528,15,-0.6857,14,-0.9047,32,0.61722,31,0.55222
ENSG00000164919,COX6C,876,-0.7615,1598,0.18847,1633,0.25395,1784,0.50064,525,-1.5294,589,-1.3597
ENSG00000147669,POLR2K,98,-0.8943,185,0.09588,210,0.36883,206,0.37587,69,-1.4056,104,-0.7982
ENSG00000034677,RNF19A,45,-0.3162,52,-0.1072,56,0.00363,51,-0.1753,88,0.73975,58,0.05327
ENSG00000186106,ANKRD46,76,-0.5971,83,-0.5071,131,0.29343,158,0.80286,45,-1.3888,41,-1.5324
ENSG00000070756,PABPC1,327,0.21614,270,-0.0957,230,-0.3965,232,-0.4272,499,0.90608,439,0.69337
ENSG00000164924,YWHAZ,1289,0.32030,874,-0.3182,1462,0.67176,1063,0.01881,562,-0.9650,407,-1.4477
ENSG00000261087,AP003469.4,41,0.45609,38,0.36583,35,0.25985,26,-0.3663,15,-1.0994,29,-0.0883
ENSG00000120963,ZNF706,86,-0.3210,73,-0.6172,136,0.51658,92,-0.2895,111,0.08165,147,0.52749
ENSG00000104490,NCALD,270,-0.4214,350,-0.0197,395,0.21495,465,0.63810,169,-1.1335,65,-2.5486
ENSG00000048392,RRM2B,23,-0.6221,40,0.20695,39,0.19932,40,0.28259,17,-1.0905,26,-0.4907
ENSG00000104517,UBR5,61,0.30686,44,-0.2304,43,-0.2819,47,-0.1533,72,0.55532,67,0.44482
ENSG00000155090,KLF10,35,1.23803,8,-1.0868,14,-0.2372,20,0.53126,14,-0.2387,5,-1.7727
ENSG00000155096,AZIN1,213,0.15789,160,-0.3218,248,0.50223,202,0.09817,116,-0.7850,117,-0.7724
ENSG00000155097,ATP6V1C1,266,-0.0723,234,-0.2999,334,0.35817,362,0.60735,108,-1.4452,55,-2.4268
ENSG00000164929,BAALC,270,-0.3663,457,0.51923,301,-0.2414,355,0.08113,456,0.45657,141,-1.3458
ENSG00000164933,SLC25A32,32,0.16592,18,-0.7125,37,0.49763,33,0.30716,12,-1.3359,21,-0.4672
ENSG00000164934,DCAF13,21,0.09020,17,-0.2014,20,0.02387,12,-0.9744,40,1.12594,34,0.86528
ENSG00000176406,RIMS2,275,0.87012,211,0.48072,138,-0.2840,142,-0.2665,174,0.12845,78,-1.1107
ENSG00000147650,LRP12,23,0.00507,25,0.14752,27,0.29027,25,0.14586,18,-0.3595,6,-1.9413
ENSG00000169946,ZFPM2,44,1.12665,20,-0.1971,35,0.98127,16,-0.6535,11,-1.0556,1,-3.9501
ENSG00000254615,AC027031.2,20,-0.3194,21,-0.2745,39,0.94588,28,0.27194,3,-3.0121,3,-2.9547
ENSG00000164830,OXR1,914,0.84338,283,-1.0712,551,0.02760,776,0.86315,160,-1.8444,119,-2.2895
ENSG00000147655,RSPO2,55,0.89488,26,-0.3197,44,0.67819,31,-0.0322,5,-2.6408,10,-1.7288
ENSG00000104408,EIF3E,195,0.31109,152,-0.0908,164,0.05025,145,-0.2109,168,0.07383,183,0.20690
ENSG00000104412,EMC2,124,0.10843,59,-1.1085,76,-0.7594,110,-0.1131,193,0.83008,287,1.51364
ENSG00000164841,TMEM74,64,2.37782,14,-0.2580,18,0.17849,8,-1.3305,7,-1.2480,11,-0.5301
ENSG00000120526,NUDCD1,19,0.27557,12,-0.4479,16,0.06108,20,0.60229,1,-3.4301,14,-0.1630
ENSG00000120533,ENY2,107,-0.1663,94,-0.4112,132,0.20116,144,0.41836,63,-0.9758,104,-0.2167
ENSG00000147654,EBAG9,89,0.56936,43,-0.6343,62,-0.0161,68,0.19552,65,0.07001,51,-0.3201
ENSG00000147642,SYBU,123,-0.0999,120,-0.1402,192,0.79719,143,0.20218,38,-1.8572,18,-2.9304
ENSG00000164794,KCNV1,34,-1.6553,106,0.06479,174,1.14725,106,0.08970,27,-1.9825,5,-4.3474
ENSG00000164796,CSMD3,7,-1.1142,22,0.56689,21,0.54946,17,0.14646,4,-1.8383,4,-2.0011
ENSG00000104447,TRPS1,17,-0.1896,16,-0.2836,8,-1.4628,9,-1.4028,89,2.75539,32,0.81388
ENSG00000147677,EIF3H,135,-0.2080,160,0.06306,170,0.18690,151,-0.0507,130,-0.2674,154,0.00053
ENSG00000147679,UTP23,17,-0.4461,14,-0.8607,21,-0.2028,22,-0.1472,45,1.05981,40,0.87974
ENSG00000164754,RAD21,425,0.78600,178,-0.6422,191,-0.5730,245,-0.1369,268,0.04331,531,1.16794
ENSG00000164758,MED30,26,1.07777,12,-0.2092,9,-0.7536,12,-0.2630,6,-1.2115,32,1.40994
ENSG00000182197,EXT1,35,1.32745,9,-0.8445,15,-0.0407,19,0.46460,5,-1.6269,6,-1.4399
ENSG00000177570,SAMD12,59,0.09474,79,0.61589,72,0.50324,46,-0.4060,30,-0.9510,25,-1.2356
ENSG00000147676,MAL2,202,0.18092,157,-0.2350,329,1.33122,156,-0.2942,24,-2.9696,8,-4.4801
ENSG00000136999,CCN3,14,-1.2606,21,-0.7837,36,0.15483,58,1.41803,3,-3.2450,2,-3.6338
ENSG00000136960,ENPP2,153,0.07367,11,-3.8763,8,-4.4965,28,-2.8515,139,-0.0834,1304,4.97512
ENSG00000064313,TAF2,25,0.41427,13,-0.5748,15,-0.4359,20,0.15792,26,0.49603,24,0.35480
ENSG00000155792,DEPTOR,10,-0.4925,12,-0.3037,11,-0.4121,8,-1.0213,13,-0.1146,56,2.40135
ENSG00000172172,MRPL13,30,-0.5440,31,-0.5415,49,0.25704,45,0.11991,66,0.69523,28,-0.6357
ENSG00000136986,DERL1,68,0.83074,39,-0.0393,43,0.12613,32,-0.4566,44,0.12585,36,-0.1887
ENSG00000189376,C8orf76,22,-0.0467,17,-0.4673,31,0.63346,24,0.08900,15,-0.6115,13,-0.8331
ENSG00000165156,ZHX1,137,0.55568,78,-0.3632,90,-0.1266,80,-0.3893,190,1.11168,85,-0.2030
ENSG00000156795,WDYHV1,6,-1.2492,14,0.04457,9,-0.8156,22,1.14942,8,-0.7609,9,-0.6118
ENSG00000156804,FBXO32,51,-0.0284,40,-0.4409,64,0.42964,44,-0.3159,41,-0.3519,79,0.67622
ENSG00000176853,FAM91A1,26,-0.0378,22,-0.3044,30,0.20931,28,0.10163,26,-0.0054,22,-0.2972
ENSG00000164983,TMEM65,27,-1.1409,60,0.08934,112,1.53772,39,-0.7361,13,-2.1352,28,-1.0521
ENSG00000170881,RNF139,22,-0.3605,24,-0.2013,32,0.32409,26,-0.1393,21,-0.3988,38,0.50905
ENSG00000147687,TATDN1,69,0.73605,26,-0.8551,44,-0.0099,45,0.07051,44,0.01870,48,0.14993
ENSG00000147684,NDUFB9,224,-1.2079,749,0.75528,433,-0.2485,577,0.34869,234,-1.1472,369,-0.4546
ENSG00000170873,MTSS1,96,1.01424,43,-0.2965,27,-1.0954,38,-0.6056,80,0.71155,119,1.39527
ENSG00000104549,SQLE,67,0.40491,26,-1.0993,39,-0.4881,55,0.15253,54,0.07818,106,1.17578
ENSG00000164961,WASHC5,32,-0.0331,20,-0.7868,29,-0.2431,36,0.17984,22,-0.5988,71,1.23797
ENSG00000156831,NSMCE2,19,-0.0235,11,-0.9213,22,0.31533,23,0.42416,18,-0.1189,11,-0.7747
ENSG00000153310,FAM49B,166,0.22005,109,-0.4717,190,0.54829,156,0.17591,61,-1.3126,94,-0.6647
ENSG00000153317,ASAP1,138,0.47736,88,-0.2598,120,0.32128,101,-0.0274,109,0.09953,40,-1.4308
ENSG00000132294,EFR3A,352,1.11737,153,-0.2583,165,-0.1449,204,0.30744,111,-0.7267,55,-1.7651
ENSG00000184156,KCNQ3,115,0.08812,121,0.17729,101,-0.1516,140,0.58067,72,-0.6361,17,-2.7293
ENSG00000129295,LRRC6,29,-0.4421,40,0.05399,36,-0.1239,40,0.04902,66,0.86809,22,-0.8544
ENSG00000129292,PHF20L1,95,0.38987,66,-0.2091,83,0.21139,69,-0.1724,77,0.05212,66,-0.1829
ENSG00000104419,NDRG1,196,0.23964,68,-1.4626,71,-1.4841,63,-1.8120,284,0.84312,940,3.25182
ENSG00000131773,KHDRBS3,418,1.14727,160,-0.4395,211,0.02856,231,0.23637,116,-0.8878,81,-1.4303
ENSG00000167632,TRAPPC9,30,-0.2294,42,0.36617,30,-0.2633,37,0.16534,35,0.03572,25,-0.4794
ENSG00000282164,PEG13,24,0.07996,27,0.33640,29,0.47537,23,0.06772,12,-0.9563,1,-4.0515
ENSG00000123908,AGO2,42,0.28084,37,0.08048,45,0.49524,20,-1.0928,47,0.47125,44,0.36021
ENSG00000169398,PTK2,148,0.40948,81,-0.5692,133,0.30429,85,-0.6036,74,-0.6771,248,1.27689
ENSG00000105339,DENND3,8,-1.6639,30,0.36908,36,0.80678,21,-0.2975,28,0.26208,3,-3.0272
ENSG00000022567,SLC45A4,8,-1.3891,34,0.85736,22,0.05619,26,0.48525,7,-1.6017,0,-5.3050
ENSG00000184489,PTP4A3,3,-2.0509,19,0.65931,10,-0.4699,16,0.53664,12,-0.0499,6,-1.0031
ENSG00000181790,ADGRB1,91,0.39284,77,0.14465,89,0.44820,70,-0.0150,46,-0.6709,12,-2.6111
ENSG00000130193,THEM6,14,-0.4753,20,0.02201,25,0.45998,19,-0.0391,13,-0.5665,16,-0.2660
ENSG00000180155,LYNX1,112,-0.7773,227,0.36536,214,0.28743,211,0.29394,93,-1.0459,74,-1.3963
ENSG00000160932,LY6E,226,0.26726,213,0.18899,237,0.43426,169,-0.2518,183,-0.0632,67,-1.5854
ENSG00000176956,LY6H,766,1.65285,235,-0.3400,276,-0.0706,240,-0.3717,328,0.21500,90,-1.7600
ENSG00000250571,GLI4,15,0.21042,15,0.24027,7,-1.0567,15,0.27417,17,0.40276,14,0.14809
ENSG00000253716,MINCR,7,-1.0059,22,0.84683,12,-0.1791,10,-0.6316,6,-1.2418,31,1.30776
ENSG00000158106,RHPN1,19,-0.3505,21,-0.2401,36,0.79829,15,-0.9510,49,1.16091,13,-0.8739
ENSG00000147813,NAPRT,22,0.26476,15,-0.3153,17,-0.0688,18,-0.0427,29,0.75330,13,-0.4540
ENSG00000104529,EEF1D,56,-0.5499,94,0.27319,40,-1.2301,55,-0.7475,155,1.06515,226,1.74202
ENSG00000104524,PYCR3,8,-0.7581,16,0.17724,18,0.49588,12,-0.2469,20,0.56387,5,-1.5608
ENSG00000104522,TSTA3,11,-0.9922,24,0.25871,23,0.19530,25,0.40062,14,-0.5514,7,-1.5078
ENSG00000183309,ZNF623,12,-0.5842,22,0.43129,24,0.63682,15,-0.2479,10,-0.8103,9,-1.0001
ENSG00000180900,SCRIB,11,-0.7756,19,0.04059,16,-0.1974,13,-0.7136,34,0.99723,37,1.13572
ENSG00000179950,PUF60,75,-0.2742,76,-0.2862,90,0.00145,80,-0.2393,111,0.34281,149,0.81750
ENSG00000185189,NRBP2,97,0.58136,45,-0.6575,52,-0.4669,51,-0.5769,96,0.56464,166,1.49400
ENSG00000178209,PLEC,52,-0.5116,56,-0.4460,78,0.13526,50,-0.7531,230,1.96502,46,-0.6909
ENSG00000178719,GRINA,246,-0.1390,227,-0.2840,274,0.03632,329,0.45972,257,-0.0717,131,-1.0942
ENSG00000178896,EXOSC4,14,-0.6814,19,-0.1941,25,0.30495,26,0.38498,8,-1.4615,20,-0.0857
ENSG00000197858,GPAA1,60,-0.0574,68,0.15294,60,-0.0757,51,-0.4143,93,0.63582,76,0.30330
ENSG00000179091,CYC1,170,0.11194,129,-0.3438,158,-0.0051,186,0.36367,130,-0.3079,124,-0.3826
ENSG00000179526,SHARPIN,13,-0.6925,26,0.47297,18,-0.2172,16,-0.5017,26,0.39075,34,0.83042
ENSG00000179632,MAF1,18,-1.0442,33,-0.1093,27,-0.4697,38,0.14884,32,-0.1780,75,1.23594
ENSG00000179832,MROH1,20,-0.7977,40,0.31826,31,-0.1317,42,0.50800,30,-0.1776,11,-1.6853
ENSG00000261236,BOP1,33,-0.0039,44,0.48625,40,0.34763,24,-0.6206,39,0.26671,22,-0.6100
ENSG00000185122,HSF1,24,-0.8460,46,0.14323,33,-0.4294,50,0.36636,59,0.53711,32,-0.4093
ENSG00000185000,DGAT1,13,-1.3264,34,0.16232,34,0.16314,35,0.23584,28,-0.1491,24,-0.4114
ENSG00000261678,SCRT1,8,-2.3920,81,1.28363,35,-0.3139,49,0.40318,12,-1.7849,10,-2.1305
ENSG00000071894,CPSF1,13,-0.8254,21,-0.0894,28,0.45390,22,-0.0181,26,0.26530,13,-0.7745
ENSG00000160948,VPS28,106,-0.0559,102,-0.1203,98,-0.2156,118,0.16543,102,-0.1234,138,0.36545
ENSG00000187954,CYHR1,86,0.26717,78,0.12221,68,-0.1299,66,-0.1947,91,0.36239,70,-0.0552
ENSG00000167702,KIFC2,86,-0.0397,99,0.20841,123,0.68420,85,-0.0818,36,-1.3635,28,-1.6968
ENSG00000160972,PPP1R16A,12,-0.9706,29,0.42044,25,0.18262,20,-0.2802,38,0.81653,11,-1.1110
ENSG00000167700,MFSD3,23,-0.4358,40,0.43064,41,0.58117,29,-0.1753,21,-0.6005,10,-1.6321
ENSG00000160959,LRRC14,24,-0.1057,24,-0.0900,31,0.39997,26,0.04705,12,-1.1514,24,-0.0935
ENSG00000254402,LRRC24,11,-0.9243,24,0.32593,18,-0.1617,27,0.69802,12,-0.7614,6,-1.7960
ENSG00000213563,C8orf82,10,-0.5477,22,0.68450,16,0.17296,12,-0.3582,11,-0.3834,14,-0.0777
ENSG00000147799,ARHGAP39,8,-0.8437,23,0.79071,20,0.54198,13,-0.2469,5,-1.5899,7,-1.0435
ENSG00000161016,RPL8,256,-0.8453,566,0.43187,362,-0.3802,398,-0.2272,630,0.56195,627,0.55539
ENSG00000170619,COMMD5,16,-0.4270,25,0.22082,21,-0.0571,26,0.38543,14,-0.6690,14,-0.6207
ENSG00000182307,C8orf33,33,-0.4549,71,0.86592,32,-0.5564,35,-0.4787,73,0.82709,44,-0.0070
ENSG00000181404,WASHC1,38,-0.1544,46,0.14301,46,0.16082,39,-0.1604,48,0.17737,36,-0.2768
ENSG00000172785,CBWD1,9,-0.6029,13,-0.0556,16,0.30189,13,-0.0036,15,0.19523,10,-0.4140
ENSG00000107104,KANK1,14,-0.4050,17,-0.1016,4,-2.2439,8,-1.5047,79,2.61090,45,1.51332
ENSG00000080503,SMARCA2,303,0.29446,259,0.04954,273,0.15886,225,-0.2304,323,0.39614,155,-0.7490
ENSG00000147852,VLDLR,17,-0.6900,18,-0.6595,52,1.44476,17,-0.9307,8,-1.8337,41,0.66373
ENSG00000080608,PUM3,64,1.20858,15,-1.0991,19,-0.8263,33,0.17638,47,0.69402,34,0.18217
