Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000152778,IFIT5,24,0.01869,24,0.03153,31,0.45481,31,0.48197,19,-0.3633,15,-0.6943,18,-0.3933
ENSG00000152782,PANK1,5,-1.6865,19,0.55340,18,0.40320,20,0.75458,13,-0.0377,12,-0.2266,11,-0.3460
ENSG00000138182,KIF20B,37,0.78393,48,1.12524,44,0.99615,12,-1.0996,8,-1.7633,19,-0.3423,17,-0.5857
ENSG00000148688,RPP30,24,-0.0185,38,0.73606,21,-0.2302,32,0.51504,18,-0.5004,16,-0.6756,20,-0.3356
ENSG00000180628,PCGF5,86,0.28385,82,0.18228,71,-0.0442,67,-0.1725,69,-0.1084,70,-0.0657,67,-0.1389
ENSG00000165338,HECTD2,6,-2.1458,40,0.78526,45,0.99569,31,0.43434,32,0.44916,11,-1.2076,13,-1.0312
ENSG00000119938,PPP1R3C,51,0.54540,98,1.63117,41,0.12054,4,-3.5590,14,-1.6702,19,-1.0618,86,1.38327
ENSG00000107854,TNKS2,61,0.70868,46,0.14258,74,0.93928,30,-0.5765,25,-0.8596,36,-0.2318,31,-0.4767
ENSG00000095564,BTAF1,43,0.77654,61,1.29502,35,0.32924,20,-0.6317,14,-1.1471,11,-1.4006,23,-0.3019
ENSG00000107864,CPEB3,23,-1.5211,50,-0.2600,84,0.58897,85,0.69720,59,0.01148,72,0.33461,46,-0.3699
ENSG00000198060,MARCH5,19,-0.7434,32,0.08908,28,-0.0926,35,0.27826,40,0.52702,17,-0.8352,34,0.21028
ENSG00000119912,IDE,13,-0.0983,17,0.38740,13,-0.0978,14,0.09911,15,0.21023,5,-1.5388,16,0.25888
ENSG00000138190,EXOC6,14,-1.6070,45,0.33439,79,1.28277,37,0.02206,47,0.44376,25,-0.6217,24,-0.6786
ENSG00000138207,RBP4,5,-3.0612,6,-2.7841,70,1.03590,20,-1.0416,113,2.55263,9,-2.1530,16,-1.3338
ENSG00000148690,FRA10AC1,255,0.35351,339,0.78887,185,-0.1997,133,-0.7796,145,-0.6420,346,0.82626,166,-0.3760
ENSG00000108231,LGI1,17,-2.1011,87,0.55895,112,0.99460,90,0.72108,61,-0.0194,17,-1.9657,65,0.08858
ENSG00000280660,AL157396.1,10,-0.5418,83,3.51152,10,-0.5760,3,-2.3918,0,-4.8789,0,-5.9962,25,0.87751
ENSG00000173145,NOC3L,54,1.49848,47,1.00284,19,-0.5021,17,-0.7143,10,-1.4530,22,-0.2741,8,-1.7895
ENSG00000108239,TBC1D12,182,2.39970,110,0.90688,44,-0.5637,10,-2.9047,14,-2.4053,54,-0.2650,17,-2.0101
ENSG00000095637,SORBS1,81,-0.4381,204,1.12614,117,0.18547,90,-0.2641,109,0.08198,44,-1.3244,118,0.19476
ENSG00000059573,ALDH18A1,11,-0.8661,20,0.13847,18,-0.0650,23,0.41181,14,-0.4565,23,0.37447,27,0.60777
ENSG00000119977,TCTN3,9,-0.9909,18,0.08197,14,-0.2964,20,0.32341,12,-0.5227,28,0.85566,25,0.62351
ENSG00000226688,ENTPD1-AS1,17,0.30516,23,0.74997,30,1.20437,9,-0.7433,9,-0.8208,11,-0.3737,10,-0.5657
ENSG00000177853,ZNF518A,134,1.56203,158,1.57747,60,-0.0895,18,-2.0080,12,-2.6394,63,-0.0089,22,-1.6064
ENSG00000197430,OPALIN,543,3.05532,148,-0.1271,130,-0.3357,26,-2.8691,10,-4.2061,118,-0.4846,50,-1.7681
ENSG00000077147,TM9SF3,141,0.28818,121,0.01119,169,0.54550,118,-0.0432,122,0.01424,62,-1.0247,93,-0.4081
ENSG00000196233,LCOR,69,0.88964,91,1.23627,53,0.31798,22,-1.1277,25,-0.9292,41,-0.0997,18,-1.3536
ENSG00000187122,SLIT1,10,-2.9687,107,0.70677,140,1.17510,92,0.52963,82,0.30891,33,-1.1544,46,-0.6582
ENSG00000052749,RRP12,6,-2.3078,40,0.72374,6,-2.0753,42,0.96453,44,1.06711,10,-1.4228,15,-0.8055
ENSG00000171314,PGAM1,114,-1.7313,110,-1.6719,182,-0.9144,616,1.27084,451,0.60332,264,-0.3417,355,0.13104
ENSG00000171311,EXOSC1,20,0.07699,22,0.23758,19,-0.0407,27,0.60846,15,-0.4499,14,-0.4701,14,-0.4949
ENSG00000171307,ZDHHC16,9,-0.8497,4,-2.0043,14,-0.1710,21,0.52432,27,1.00724,12,-0.4812,14,-0.1899
ENSG00000155229,MMS19,24,-0.5110,24,-0.4323,32,0.00378,43,0.58400,45,0.66324,7,-2.1564,30,-0.1004
ENSG00000171160,MORN4,9,-1.5600,3,-3.1208,26,0.16472,25,0.12377,44,1.22423,30,0.38677,21,-0.1886
ENSG00000155252,PI4K2A,7,-2.0430,20,-0.4376,19,-0.5443,44,0.95828,33,0.39046,30,0.19677,29,0.14576
ENSG00000119986,AVPI1,12,-1.1018,4,-2.5276,21,-0.1392,40,1.00830,33,0.61318,23,-0.0333,18,-0.4349
ENSG00000155256,ZFYVE27,10,-1.5188,33,0.34905,42,0.75492,38,0.69574,28,0.11780,14,-1.0086,22,-0.2780
ENSG00000155265,GOLGA7B,13,-1.7425,51,0.48678,42,0.17323,44,0.29855,37,-0.0064,52,0.53928,42,0.16750
ENSG00000095713,CRTAC1,11,-1.9453,13,-1.6376,59,0.70148,71,1.21733,38,-0.0291,31,-0.3230,40,0.08705
ENSG00000107521,HPS1,21,-0.2136,18,-0.3675,24,0.02760,25,0.12515,24,0.04362,29,0.33001,23,-0.0008
ENSG00000119946,CNNM1,4,-3.9850,61,0.23089,120,1.38959,83,0.87007,66,0.40311,22,-1.3419,21,-1.4320
ENSG00000120053,GOT1,54,-2.5907,88,-1.7188,198,-0.4945,604,1.67974,406,0.76944,167,-0.7570,133,-1.1034
ENSG00000155287,SLC25A28,40,0.07000,48,0.37899,63,0.83098,24,-0.8112,42,0.15720,41,0.11320,19,-1.0527
ENSG00000119929,CUTC,26,0.79391,12,-0.5515,15,-0.1728,20,0.28504,13,-0.5058,10,-0.8821,17,-0.0424
ENSG00000014919,COX15,22,0.25289,26,0.50823,25,0.44612,18,-0.0887,20,0.12014,7,-1.4122,11,-0.8395
ENSG00000213341,CHUK,16,0.22676,13,-0.1531,15,0.10267,13,-0.1880,22,0.81553,6,-1.3625,7,-1.0993
ENSG00000095485,CWF19L1,14,0.26029,7,-0.7406,7,-0.8397,13,0.13626,18,0.80006,5,-1.1145,9,-0.3316
ENSG00000196072,BLOC1S2,58,-0.4910,42,-0.9363,45,-0.8380,102,0.51147,93,0.33628,106,0.50724,75,-0.0561
ENSG00000099194,SCD,2313,2.84394,637,-0.1937,557,-0.4059,104,-3.0607,117,-2.8858,477,-0.6462,459,-0.7058
ENSG00000235823,OLMALINC,273,2.55554,149,0.81132,56,-0.7720,15,-2.8030,13,-3.0915,53,-0.8420,54,-0.8201
ENSG00000075826,SEC31B,10,-0.4704,46,2.18549,14,0.11924,14,0.05606,8,-0.8948,6,-1.1768,4,-1.7455
ENSG00000166136,NDUFB8,189,-1.1699,126,-1.6886,180,-1.1526,456,0.34041,544,0.68452,661,0.92313,448,0.26791
ENSG00000166135,HIF1AN,22,-0.2449,26,0.04729,27,0.08217,32,0.42022,25,0.00957,23,-0.1633,19,-0.4429
ENSG00000119906,SLF2,197,2.06431,123,0.78119,102,0.45975,18,-2.3048,20,-2.1895,43,-0.9100,30,-1.4142
ENSG00000055950,MRPL43,65,0.62801,27,-0.8351,19,-1.3648,48,0.03841,47,-0.0103,60,0.40471,42,-0.1688
ENSG00000107816,LZTS2,73,1.92469,48,0.78196,16,-0.9513,16,-1.0613,17,-0.9050,16,-0.9670,5,-2.4625
ENSG00000186862,PDZD7,8,-1.0169,7,-1.1224,26,0.85182,32,1.47615,12,-0.3313,4,-1.7562,10,-0.6382
ENSG00000107819,SFXN3,36,-0.3711,49,0.13176,41,-0.1642,55,0.37524,51,0.21459,23,-1.0185,53,0.26179
ENSG00000166167,BTRC,18,-1.6797,36,-0.5083,47,-0.0977,80,0.88042,81,0.91595,28,-0.9316,35,-0.5540
ENSG00000166171,DPCD,8,-2.0773,4,-2.9886,17,-0.8799,45,0.70161,44,0.65986,48,0.70939,46,0.63758
ENSG00000166169,POLL,10,-0.4183,19,0.69554,12,-0.0194,11,-0.1917,13,0.16222,6,-1.1564,18,0.61548
ENSG00000107829,FBXW4,75,1.09491,51,0.26879,18,-1.3034,14,-1.8238,32,-0.4976,50,0.23905,68,0.76072
ENSG00000198408,OGA,162,-0.8856,507,1.04142,287,0.08560,300,0.17575,289,0.11041,212,-0.3921,213,-0.3847
ENSG00000120049,KCNIP2,3,-3.5820,30,-0.1272,4,-3.0503,9,-1.9816,106,2.83868,9,-1.9333,48,0.60774
ENSG00000120029,ARMH3,11,-0.6559,30,0.95630,7,-1.3971,16,-0.0581,19,0.18905,23,0.50479,16,-0.1053
ENSG00000148840,PPRC1,8,-0.9394,21,0.60294,10,-0.5928,20,0.59034,16,0.12834,13,-0.1969,14,-0.0782
ENSG00000166197,NOLC1,100,-0.1178,83,-0.3845,128,0.29230,108,0.03252,118,0.19143,115,0.11850,86,-0.3303
ENSG00000107862,GBF1,16,-1.3685,30,-0.3618,46,0.33680,55,0.74681,48,0.45823,35,-0.0870,23,-0.7199
ENSG00000059915,PSD,28,-2.9831,119,-0.6804,120,-0.6567,90,-1.1922,350,1.30439,163,-0.1803,493,1.72778
ENSG00000107872,FBXL15,23,-1.7341,38,-0.8646,16,-2.1334,67,0.02449,123,1.22509,99,0.64622,85,0.40399
ENSG00000107874,CUEDC2,60,-0.4348,32,-1.3206,18,-2.1714,98,0.44801,106,0.61481,98,0.39921,91,0.27208
ENSG00000269609,RPARP-AS1,6,-1.1477,12,-0.0568,15,0.27836,10,-0.3611,18,0.58167,24,0.99670,8,-0.6375
ENSG00000138111,MFSD13A,6,-1.2483,7,-0.8598,15,0.18392,13,-0.0227,19,0.61738,13,-0.0331,22,0.80291
ENSG00000138107,ACTR1A,77,-0.7239,74,-0.7192,104,-0.1807,184,0.86744,181,0.83649,49,-1.3356,61,-1.0184
ENSG00000171206,TRIM8,54,0.31996,69,0.65971,36,-0.3633,26,-0.9780,53,0.27545,33,-0.5265,53,0.25110
ENSG00000138175,ARL3,76,-0.7728,58,-1.1144,73,-0.7740,150,0.42093,148,0.40166,158,0.45642,157,0.44284
ENSG00000166272,WBP1L,31,0.18134,27,-0.0514,34,0.28626,25,-0.2107,28,-0.0081,11,-1.3662,41,0.60885
ENSG00000166275,BORCS7,67,0.06807,60,-0.1213,73,0.17707,57,-0.2403,73,0.20550,41,-0.7025,82,0.37189
ENSG00000148842,CNNM2,19,-0.3147,25,0.14654,30,0.40340,25,0.16017,23,-0.0222,19,-0.2699,22,-0.0866
ENSG00000076685,NT5C2,32,-0.0092,39,0.31396,35,0.13193,29,-0.1709,34,0.09616,16,-1.0516,41,0.39729
ENSG00000148798,INA,17,-3.6825,40,-2.3139,82,-1.2391,402,1.64448,290,0.89246,197,0.11827,93,-1.0543
ENSG00000173915,ATP5MD,187,-1.7154,107,-2.4285,173,-1.7123,729,0.60189,874,0.97622,856,0.79391,583,0.15325
ENSG00000148843,PDCD11,26,-0.4479,76,1.39982,51,0.69852,31,-0.1358,24,-0.5704,16,-1.1027,29,-0.2217
ENSG00000107954,NEURL1,7,-2.5761,28,-0.4301,46,0.37048,30,-0.3572,62,1.01207,33,-0.1734,63,0.88031
ENSG00000107957,SH3PXD2A,133,1.11086,172,1.40226,75,-0.0127,43,-0.9454,39,-1.1208,41,-0.9313,38,-1.0750
ENSG00000107960,STN1,10,-0.1284,4,-1.5243,13,0.27517,12,0.25865,15,0.70508,7,-0.5585,7,-0.6018
ENSG00000065613,SLK,213,0.36374,265,0.68229,323,1.02783,116,-0.7064,159,-0.1674,86,-1.1072,99,-0.8887
ENSG00000148834,GSTO1,95,-0.6194,56,-1.3713,77,-0.8796,229,1.01604,151,0.19385,164,0.30251,113,-0.2916
ENSG00000065621,GSTO2,16,0.46170,9,-0.5012,8,-0.6827,16,0.48613,12,-0.1182,7,-0.8427,13,0.02332
ENSG00000156395,SORCS3,3,-3.2027,27,0.30014,61,1.70800,29,0.44627,26,0.21599,7,-1.7172,17,-0.4526
ENSG00000108018,SORCS1,0,-6.3779,24,-0.2246,18,-0.6892,69,1.95206,39,0.62496,9,-1.6999,11,-1.3173
ENSG00000108039,XPNPEP1,17,-0.5930,17,-0.5203,28,0.27441,28,0.33236,41,1.08776,11,-1.0879,7,-1.7776
ENSG00000148700,ADD3,742,1.56592,662,1.07416,437,0.36780,63,-2.7341,88,-2.2275,197,-0.8904,405,0.24328
ENSG00000119950,MXI1,239,1.32067,156,0.36992,128,0.04719,54,-1.3681,54,-1.3753,105,-0.2609,156,0.37581
ENSG00000119953,SMNDC1,51,0.52701,26,-0.5944,55,0.60418,27,-0.5741,34,-0.2288,50,0.42051,28,-0.4952
ENSG00000108055,SMC3,266,1.50808,203,0.76603,184,0.59575,60,-1.2701,46,-1.6662,88,-0.5818,58,-1.2146
ENSG00000150593,PDCD4,58,0.45789,65,0.57274,53,0.23308,23,-1.1627,49,0.11999,30,-0.6524,49,0.10801
ENSG00000214413,BBIP1,72,0.93487,52,0.26589,39,-0.2048,41,-0.1604,33,-0.5287,39,-0.1875,23,-1.0342
ENSG00000108061,SHOC2,78,-0.7145,170,0.59964,178,0.68103,115,-0.0346,120,0.03138,133,0.19831,70,-0.8067
ENSG00000119927,GPAM,24,-0.0921,67,1.68074,12,-1.0970,4,-2.7881,20,-0.4304,13,-0.9760,65,1.60889
ENSG00000023041,ZDHHC6,19,0.01175,17,-0.1037,13,-0.6000,30,0.90026,23,0.36013,3,-2.4632,10,-0.9094
ENSG00000151532,VTI1A,16,-0.2099,42,1.37112,19,0.05777,14,-0.4208,19,0.07309,15,-0.3553,9,-1.0821
ENSG00000260917,AL158212.3,11,-0.4085,13,-0.2112,17,0.20888,9,-0.7216,23,0.81354,10,-0.5998,20,0.48920
ENSG00000148737,TCF7L2,24,0.00228,59,1.52325,14,-0.7833,22,-0.1564,11,-1.2114,13,-0.9175,39,0.78657
ENSG00000196865,NHLRC2,31,0.83722,37,1.04926,15,-0.4175,13,-0.6819,17,-0.2829,14,-0.5315,10,-1.0526
ENSG00000043591,ADRB1,5,-1.9852,24,0.30852,28,0.57061,26,0.56087,20,0.03657,8,-1.3433,32,0.80464
ENSG00000165813,CCDC186,92,-0.5207,232,1.05215,222,0.97356,125,0.02331,86,-0.6187,119,-0.0596,57,-1.1949
ENSG00000169129,AFAP1L2,15,-0.5193,29,0.56976,19,-0.0905,16,-0.4363,26,0.43721,15,-0.4875,28,0.46729
ENSG00000099204,ABLIM1,77,-0.4727,160,0.76227,81,-0.3451,73,-0.5577,95,-0.1041,79,-0.3753,198,1.12961
ENSG00000151553,FAM160B1,13,-1.1536,46,0.95401,19,-0.4856,24,-0.1346,37,0.66393,13,-1.0809,34,0.41755
ENSG00000165832,TRUB1,14,-1.7757,32,-0.4169,60,0.60790,50,0.35914,72,1.08608,25,-0.7993,25,-0.7801
ENSG00000107518,ATRNL1,5,-4.9446,116,-0.3821,94,-0.7057,242,0.96933,275,1.24634,96,-0.6714,123,-0.2868
ENSG00000151892,GFRA1,15,-0.2942,15,-0.2281,56,2.05643,7,-1.4018,5,-1.9994,23,0.44460,27,0.68201
ENSG00000165868,HSPA12A,43,-1.9237,111,-0.3597,168,0.30108,279,1.41194,159,0.23978,84,-0.7889,70,-1.0702
ENSG00000187164,SHTN1,1863,2.31698,962,0.58988,672,0.00041,171,-2.2123,145,-2.4693,554,-0.3037,168,-2.1137
ENSG00000165650,PDZD8,99,0.82425,67,0.05813,80,0.35028,59,-0.1373,44,-0.6505,59,-0.1200,32,-1.0757
ENSG00000229847,EMX2OS,23,0.12969,33,0.71630,12,-0.8532,2,-3.3416,16,-0.5198,7,-1.5619,79,2.36550
ENSG00000170370,EMX2,78,0.89980,71,0.60486,26,-0.9774,4,-3.6242,16,-1.8162,37,-0.4494,160,2.09931
ENSG00000107560,RAB11FIP2,94,-0.3004,168,0.68234,184,0.83471,90,-0.3749,86,-0.4497,123,0.16609,97,-0.2153
ENSG00000165669,FAM204A,98,-0.1893,164,0.66952,181,0.84303,95,-0.2476,78,-0.5862,98,-0.1688,106,-0.0460
ENSG00000151893,CACUL1,52,-0.4741,99,0.60214,90,0.44980,68,0.00032,66,-0.0672,68,-0.0099,54,-0.3667
ENSG00000107581,EIF3A,397,0.35151,499,0.68832,448,0.50763,275,-0.3164,242,-0.5340,321,-0.0370,190,-0.8583
ENSG00000119979,DENND10,50,0.00353,79,0.74533,44,-0.2241,37,-0.5538,56,0.17579,38,-0.4250,57,0.20555
ENSG00000183605,SFXN4,11,-0.1533,4,-1.5736,16,0.38844,20,0.86426,12,-0.0342,10,-0.3187,8,-0.7317
ENSG00000165672,PRDX3,69,-0.8515,55,-1.1100,111,-0.0397,149,0.50609,127,0.19512,138,0.31334,144,0.37515
ENSG00000148908,RGS10,28,1.48560,2,-2.7464,7,-1.0271,2,-2.7649,10,-0.5836,16,0.26842,31,1.37517
ENSG00000151923,TIAL1,89,0.80937,63,0.10765,62,0.08136,59,0.00909,53,-0.1650,36,-0.7651,22,-1.4706
ENSG00000151929,BAG3,15,0.09064,27,1.05028,4,-1.8212,4,-1.8510,3,-2.4733,5,-1.6383,64,2.76251
ENSG00000198825,INPP5F,57,-2.6756,149,-1.1164,453,0.64924,599,1.36577,386,0.43559,234,-0.4181,134,-1.2746
ENSG00000197771,MCMBP,27,1.12838,9,-0.7938,21,0.53669,12,-0.3298,8,-1.0899,8,-0.8640,18,0.28220
ENSG00000107651,SEC23IP,27,0.13840,57,1.38066,45,0.97853,16,-0.7570,12,-1.2207,20,-0.3276,18,-0.4941
ENSG00000120008,WDR11,43,0.46534,80,1.46921,12,-1.5111,34,-0.0058,25,-0.5276,24,-0.5003,17,-1.0584
ENSG00000066468,FGFR2,384,2.96596,101,-0.2122,55,-1.1428,24,-2.4790,24,-2.4793,47,-1.3989,89,-0.4150
ENSG00000107669,ATE1,57,0.00379,75,0.45789,93,0.80518,46,-0.3565,32,-0.9831,87,0.70377,43,-0.4397
ENSG00000107672,NSMCE4A,29,0.90511,29,0.81026,25,0.54693,9,-1.1287,10,-1.0083,9,-0.9555,20,0.16922
ENSG00000138162,TACC2,11,-1.9015,23,-0.7242,66,1.01190,50,0.60620,41,0.22235,43,0.29153,25,-0.5609
ENSG00000107679,PLEKHA1,141,0.10831,167,0.37586,285,1.29454,116,-0.2320,117,-0.2203,67,-1.0597,59,-1.2461
ENSG00000166033,HTRA1,452,0.77873,304,0.01366,212,-0.5528,110,-1.6588,190,-0.7931,252,-0.2791,739,1.54817
ENSG00000119965,C10orf88,9,-0.6357,11,-0.3545,26,1.12742,20,0.73954,14,0.04460,1,-3.4627,10,-0.4204
ENSG00000179988,PSTK,13,-0.1294,13,-0.0908,25,0.95853,20,0.66515,13,-0.0652,6,-1.2415,2,-2.4249
ENSG00000095574,IKZF5,53,1.26369,27,-0.0544,34,0.34035,19,-0.6153,20,-0.5900,16,-0.8744,18,-0.6753
ENSG00000196177,ACADSB,36,-0.2283,40,-0.0490,27,-0.6449,50,0.35835,44,0.11509,42,0.04580,42,0.03387
ENSG00000154473,BUB3,54,0.42341,32,-0.4482,50,0.24708,54,0.42339,31,-0.5658,31,-0.5266,39,-0.1692
ENSG00000154478,GPR26,0,-6.1946,6,-1.7869,0,-8.3206,16,-0.5041,78,3.29913,1,-3.6120,21,-0.0794
ENSG00000182022,CHST15,3,-2.9099,18,-0.4114,30,0.39562,31,0.49100,37,0.85942,25,0.07907,20,-0.2381
ENSG00000065154,OAT,111,-0.6350,104,-0.6832,80,-1.0770,316,1.37156,164,0.04238,116,-0.5129,123,-0.4170
ENSG00000107902,LHPP,478,2.83124,116,-0.3893,100,-0.6297,32,-2.4410,34,-2.3732,99,-0.6424,86,-0.8483
ENSG00000189319,FAM53B,42,1.58551,29,0.63463,17,-0.2417,6,-1.9025,11,-0.9041,13,-0.6048,17,-0.1730
ENSG00000203791,EEF1AKMT2,18,-0.4087,19,-0.2944,34,0.65395,18,-0.3976,25,0.17830,24,0.12219,28,0.31913
ENSG00000165660,ABRAXAS2,10,-0.9852,19,0.07068,26,0.62759,28,0.86216,15,-0.2511,18,0.03476,8,-1.1202
ENSG00000019995,ZRANB1,75,-0.3970,114,0.31263,136,0.60619,95,0.02917,98,0.08386,81,-0.2369,71,-0.4415
ENSG00000175029,CTBP2,57,0.36546,75,0.78001,24,-1.0401,40,-0.2746,38,-0.3438,34,-0.4912,64,0.50007
ENSG00000107938,EDRF1,17,0.01243,23,0.46673,20,0.29240,18,0.08177,14,-0.3610,20,0.24328,9,-0.8694
ENSG00000188690,UROS,58,-1.4459,54,-1.4583,79,-0.8774,161,0.27996,219,0.88748,182,0.43846,194,0.55210
ENSG00000107949,BCCIP,54,0.40530,46,0.10935,37,-0.2230,42,-0.0285,43,-0.0013,25,-0.8681,45,0.05098
ENSG00000089876,DHX32,16,0.14636,20,0.50376,6,-1.3036,15,0.07632,11,-0.3812,12,-0.2668,22,0.66656
ENSG00000154493,C10orf90,57,3.47845,14,-0.1412,7,-1.1204,0,-4.7784,0,-8.1937,15,-0.0250,2,-2.8075
ENSG00000150760,DOCK1,118,2.14233,46,0.05994,34,-0.4120,7,-2.8677,10,-2.3955,47,0.08425,50,0.16286
ENSG00000132334,PTPRE,50,0.13898,87,1.04832,66,0.56407,38,-0.3533,49,0.10183,14,-1.7521,22,-1.1066
ENSG00000170430,MGMT,31,0.67580,6,-1.9434,23,0.09982,21,-0.0467,20,-0.1704,12,-0.8674,32,0.62263
ENSG00000108010,GLRX3,34,-0.2403,13,-1.7068,24,-0.7377,67,1.03292,43,0.16641,46,0.23522,22,-0.8846
ENSG00000175470,PPP2R2D,31,-0.6947,34,-0.4788,59,0.40419,54,0.29604,63,0.59558,29,-0.7369,43,-0.1221
ENSG00000176171,BNIP3,175,-0.7333,187,-0.5600,299,0.18317,405,0.79475,245,-0.1554,287,0.11341,251,-0.0978
ENSG00000188385,JAKMIP3,46,1.15622,83,2.08970,23,-0.1537,15,-0.8824,9,-1.7439,3,-2.9163,6,-2.0068
ENSG00000151640,DPYSL4,15,-1.0124,19,-0.5815,11,-1.3513,36,0.47762,46,0.94673,20,-0.5322,35,0.35116
ENSG00000165752,STK32C,11,-2.2677,35,-0.4208,70,0.68903,57,0.42136,75,0.96334,18,-1.4343,48,0.06412
ENSG00000148814,LRRC27,10,-1.0547,27,0.59874,18,-0.0701,20,0.11526,28,0.76108,14,-0.4342,12,-0.6490
ENSG00000068383,INPP5A,22,-1.3976,36,-0.5386,42,-0.2878,63,0.39559,86,1.03238,43,-0.2686,45,-0.1928
ENSG00000148826,NKX6-2,368,3.50717,84,-0.2535,58,-0.8328,7,-4.0966,2,-5.3839,71,-0.5114,23,-2.2003
ENSG00000197177,ADGRA1,6,-2.7138,35,-0.1201,44,0.26936,60,0.91671,53,0.64479,35,-0.0892,21,-0.8996
ENSG00000171798,KNDC1,13,-2.6927,80,0.21492,52,-0.4532,72,0.05008,124,1.13673,60,-0.2389,89,0.39007
ENSG00000130640,TUBGCP2,48,-0.7226,59,-0.3404,101,0.50299,102,0.60903,87,0.30029,44,-0.8035,59,-0.3450
ENSG00000198546,ZNF511,10,-0.5129,9,-0.6534,6,-1.0896,16,0.33325,20,0.73628,12,-0.2210,16,0.22235
ENSG00000130643,CALY,24,-3.9746,123,-1.4368,373,0.28198,561,1.15882,569,1.19039,184,-0.8283,142,-1.2205
ENSG00000127884,ECHS1,105,-0.5520,127,-0.2048,111,-0.4052,175,0.35630,151,0.08970,167,0.23881,174,0.30225
ENSG00000148824,MTG1,28,0.12061,40,0.68669,9,-1.5529,28,0.11021,29,0.16794,21,-0.3359,22,-0.2508
ENSG00000203772,SPRN,2,-4.2873,37,0.21582,63,1.08488,50,0.80509,48,0.73976,14,-1.3174,13,-1.3737
ENSG00000177951,BET1L,15,0.36078,11,-0.1559,7,-0.8103,13,0.19012,13,0.14441,8,-0.5110,11,-0.0657
ENSG00000177963,RIC8A,25,-0.8199,36,-0.1787,53,0.42672,51,0.40967,61,0.76457,15,-1.5103,29,-0.5252
ENSG00000142082,SIRT3,14,-0.9756,21,-0.2607,8,-1.5888,28,0.20244,39,0.86654,30,0.30939,27,0.14170
ENSG00000185627,PSMD13,50,-0.6579,49,-0.6188,73,0.00466,111,0.80300,98,0.54992,40,-0.9437,50,-0.5795
ENSG00000185201,IFITM2,47,1.29981,44,0.97604,6,-2.1643,0,-5.8538,6,-2.1579,15,-0.7587,74,1.92328
ENSG00000142089,IFITM3,94,1.89571,40,0.05333,17,-1.2691,2,-4.3741,8,-2.4999,18,-1.1322,104,1.72133
ENSG00000182272,B4GALNT4,38,-0.6321,123,1.35106,39,-0.5550,30,-1.0199,51,-0.1664,49,-0.2039,106,1.07844
ENSG00000185187,SIGIRR,42,0.55877,28,-0.1721,1,-4.1369,27,-0.2316,27,-0.2349,23,-0.4894,66,1.26486
ENSG00000174915,PTDSS2,34,0.63185,33,0.49451,18,-0.5058,22,-0.2131,23,-0.1361,15,-0.7024,21,-0.2359
ENSG00000023191,RNH1,159,1.77006,23,-1.6812,38,-0.9109,49,-0.5732,41,-0.8802,61,-0.1881,67,-0.0293
ENSG00000174775,HRAS,71,-0.5952,72,-0.5020,57,-0.8631,124,0.40942,135,0.56864,105,0.08237,102,0.04239
ENSG00000070047,PHRF1,12,-0.1902,35,1.65839,16,0.33167,6,-1.3154,11,-0.3230,6,-1.1239,17,0.44741
ENSG00000177030,DEAF1,39,-1.5107,61,-0.7500,77,-0.3853,88,-0.1935,149,0.78471,148,0.66820,147,0.65010
ENSG00000177156,TALDO1,241,1.28716,72,-0.8863,97,-0.4344,133,0.07483,103,-0.3632,74,-0.8421,75,-0.8285
ENSG00000177225,GATD1,32,0.15506,34,0.25978,19,-0.6232,11,-1.5388,42,0.67787,14,-1.0688,54,1.00506
ENSG00000184524,CEND1,63,-2.4469,138,-1.1290,120,-1.3404,526,1.20962,431,0.77947,327,0.21075,244,-0.2544
ENSG00000177542,SLC25A22,13,-2.5751,41,-0.7192,50,-0.3844,95,0.72449,105,0.94482,67,0.05133,63,-0.0387
ENSG00000177600,RPLP2,1012,0.51377,518,-0.6209,414,-0.9666,479,-0.8138,804,0.07969,1052,0.51121,1120,0.61661
ENSG00000177666,PNPLA2,25,0.23245,12,-0.8813,15,-0.5536,23,0.08479,31,0.63917,16,-0.5112,18,-0.2849
ENSG00000177697,CD151,10,-0.6422,22,0.59998,9,-0.8435,14,-0.1500,12,-0.3187,6,-1.2518,40,1.69127
ENSG00000177700,POLR2L,114,-0.6521,70,-1.3261,84,-1.0542,157,-0.0971,240,0.69899,238,0.58714,246,0.64890
ENSG00000177830,CHID1,39,-0.4716,28,-0.9185,62,0.30042,63,0.35769,62,0.32306,48,-0.1107,50,-0.0452
ENSG00000183020,AP2A2,53,-1.3326,95,-0.3536,125,0.07700,178,0.76968,173,0.72218,102,-0.2469,57,-1.1294
ENSG00000078902,TOLLIP,46,-2.2702,129,-0.5881,174,-0.1154,270,0.69440,332,1.13029,135,-0.5142,140,-0.4550
ENSG00000174672,BRSK2,21,-1.4087,73,0.65671,65,0.45830,43,-0.2389,65,0.53331,53,0.11417,41,-0.2657
ENSG00000182208,MOB2,15,-0.7845,23,-0.0803,17,-0.5456,32,0.47331,35,0.62647,16,-0.6502,26,0.08133
