Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000151229,SLC2A13,11,-3.6964,78,-0.8723,90,-0.5834,162,0.47748,147,0.20237,164,0.37948,246,1.06823
ENSG00000188906,LRRK2,30,-0.0168,30,-0.0178,32,0.08719,30,-0.0286,15,-1.0926,49,0.78932,27,-0.1506
ENSG00000018236,CNTN1,161,-0.9208,225,-0.4485,239,-0.3102,296,0.04001,462,0.76663,348,0.29563,356,0.33123
ENSG00000151233,GXYLT1,57,1.83378,21,0.12985,18,-0.1917,10,-1.1992,8,-1.3610,28,0.52727,15,-0.4325
ENSG00000015153,YAF2,40,-1.0319,38,-1.1826,139,0.96939,76,-0.0420,85,0.14912,125,0.78318,82,0.10033
ENSG00000134283,PPHLN1,33,-0.5477,24,-1.1148,56,0.30350,42,-0.2081,59,0.39981,71,0.70119,72,0.71032
ENSG00000139168,ZCRB1,405,1.19425,206,0.05712,228,0.21508,172,-0.2902,116,-0.8466,170,-0.2523,147,-0.4836
ENSG00000139174,PRICKLE1,11,-2.0432,29,-0.6450,38,-0.1338,38,-0.1832,46,0.13190,82,1.12236,70,0.84770
ENSG00000129317,PUS7L,69,0.97386,22,-0.9174,51,0.44495,25,-0.7904,26,-0.6223,83,1.29590,35,-0.1269
ENSG00000151239,TWF1,46,0.35396,31,-0.2972,32,-0.2247,42,0.29686,28,-0.3993,31,-0.2775,41,0.20013
ENSG00000184613,NELL2,14,-4.0988,112,-1.1861,131,-0.8554,235,0.07210,382,0.86278,303,0.46814,512,1.38390
ENSG00000189079,ARID2,21,0.17264,12,-0.7675,29,0.69190,16,-0.2580,13,-0.5931,35,1.00156,18,-0.0978
ENSG00000139218,SCAF11,416,1.83409,121,-0.3318,225,0.71228,75,-1.2322,78,-0.9814,187,0.40179,89,-0.7751
ENSG00000111371,SLC38A1,116,0.04615,88,-0.4304,142,0.38365,72,-0.8353,198,0.94691,154,0.51675,120,0.10511
ENSG00000134294,SLC38A2,67,-0.3665,65,-0.4565,52,-0.7573,90,0.13073,158,1.04256,71,-0.2716,98,0.22552
ENSG00000005175,RPAP3,67,0.74866,20,-1.2478,101,1.46298,18,-1.5676,32,-0.4616,73,0.89032,60,0.56524
ENSG00000079337,RAPGEF3,45,1.07653,25,0.08459,12,-1.0468,31,0.62287,28,0.26742,6,-1.9308,1,-4.2735
ENSG00000211584,SLC48A1,89,0.43390,55,-0.3762,40,-0.8008,92,0.67790,77,0.20187,44,-0.6875,43,-0.7141
ENSG00000061273,HDAC7,15,0.16622,14,0.04470,4,-1.6288,17,0.41259,17,0.30872,19,0.52128,3,-1.9634
ENSG00000134291,TMEM106C,10,-1.0147,22,0.14982,7,-1.5111,19,-0.1632,24,0.26066,19,-0.1159,42,1.22311
ENSG00000152556,PFKM,15,-2.2345,31,-1.2971,77,0.21314,92,0.70060,94,0.55639,44,-0.6462,103,0.70333
ENSG00000177981,ASB8,56,-0.1895,46,-0.5383,82,0.42374,62,-0.0549,77,0.31725,56,-0.1838,84,0.45113
ENSG00000177875,CCDC184,3,-3.2914,26,-0.4363,21,-0.7017,45,0.64113,75,1.34777,27,-0.3683,23,-0.5938
ENSG00000167528,ZNF641,5,-1.8207,16,-0.1919,19,0.12854,18,0.03843,24,0.52061,24,0.51826,18,0.01978
ENSG00000129315,CCNT1,40,0.87149,22,-0.0850,29,0.34176,17,-0.6306,19,-0.3270,32,0.51258,19,-0.3167
ENSG00000174233,ADCY6,9,-0.8422,12,-0.3509,5,-1.6742,20,0.57589,15,0.01718,22,0.60483,17,0.13393
ENSG00000167535,CACNB3,3,-4.3483,58,-0.1332,31,-1.0819,86,0.72761,59,-0.0894,57,-0.1369,98,0.75228
ENSG00000174243,DDX23,69,0.88252,25,-0.7797,38,-0.0977,42,0.10986,41,0.02186,36,-0.1558,40,0.00813
ENSG00000172602,RND1,7,-2.4550,19,-1.1200,24,-0.6757,56,0.89239,33,-0.2225,51,0.48704,55,0.63545
ENSG00000134285,FKBP11,16,-0.5560,26,0.24142,39,0.90139,18,-0.4617,15,-0.6551,20,-0.1884,31,0.52283
ENSG00000134287,ARF3,102,-1.7492,282,-0.2182,220,-0.5837,412,0.56290,436,0.51060,314,-0.0267,317,-0.0092
ENSG00000169884,WNT10B,2,-3.5139,20,-0.3533,14,-0.8591,37,0.90187,15,-0.7481,28,0.19576,37,0.66018
ENSG00000181418,DDN,20,-3.2345,290,1.00150,152,-0.2077,225,0.56427,43,-2.1255,108,-0.7342,159,-0.1388
ENSG00000181929,PRKAG1,17,-0.3991,17,-0.4463,14,-0.6826,28,0.48562,18,-0.2927,21,-0.0733,33,0.65383
ENSG00000167548,KMT2D,33,0.27923,28,0.04546,21,-0.4194,20,-0.6318,40,0.61312,36,0.43103,30,0.11153
ENSG00000139636,LMBR1L,16,0.03035,12,-0.4856,4,-2.0751,19,0.50040,14,-0.1751,33,1.26724,6,-1.3108
ENSG00000123416,TUBA1B,411,-2.3844,1905,-0.0635,1584,-0.3483,2175,0.20412,3963,1.17674,1900,-0.0606,1545,-0.3876
ENSG00000167552,TUBA1A,1193,1.18981,405,-0.6493,268,-1.2197,526,-0.2304,767,0.42797,478,-0.3329,803,0.50372
ENSG00000123352,SPATS2,27,-1.1457,38,-0.7074,85,0.65565,43,-0.5473,52,-0.1385,110,1.10804,91,0.76440
ENSG00000135519,KCNH3,6,-3.8529,75,-0.0964,48,-0.8026,111,0.74493,73,-0.1348,94,0.26254,92,0.23215
ENSG00000187778,MCRS1,11,-1.3950,22,-0.3862,18,-0.6971,35,0.53926,46,0.83139,18,-0.6808,34,0.31017
ENSG00000110844,PRPF40B,35,0.32994,17,-0.8399,24,-0.2863,24,-0.3921,38,0.46687,53,1.01800,31,0.13022
ENSG00000139644,TMBIM6,492,0.34268,449,0.21968,364,-0.1407,415,0.08521,418,0.07742,285,-0.5252,280,-0.5549
ENSG00000135472,FAIM2,114,-1.9515,322,-0.4237,225,-0.9390,471,0.29067,782,1.08100,391,-0.0764,537,0.43527
ENSG00000110881,ASIC1,32,0.50284,15,-0.6896,16,-0.5441,29,0.49232,36,0.70269,9,-1.3563,20,-0.2015
ENSG00000066117,SMARCD1,14,-0.8546,21,-0.2171,14,-0.8353,27,0.21868,25,0.04812,38,0.73204,28,0.22422
ENSG00000178449,COX14,24,-1.5538,44,-0.6888,50,-0.4303,116,1.36286,56,-0.2707,29,-1.2492,66,-0.0033
ENSG00000139624,CERS5,16,-0.4197,13,-0.8298,11,-1.0067,23,0.19508,27,0.40769,25,0.27686,37,0.89621
ENSG00000050405,LIMA1,126,2.81998,23,-0.3232,38,0.46298,12,-1.5696,2,-3.7193,9,-1.6661,26,-0.1220
ENSG00000161813,LARP4,28,0.10787,18,-0.5845,31,0.27500,20,-0.5244,40,0.72225,43,0.83880,21,-0.3261
ENSG00000066084,DIP2B,123,1.60266,41,-0.2864,17,-1.5774,36,-0.5918,72,0.65498,45,-0.1230,38,-0.3771
ENSG00000185432,METTL7A,314,0.75434,233,0.29711,194,-0.0379,253,0.53182,114,-0.8597,67,-1.6538,69,-1.6092
ENSG00000110911,SLC11A2,70,0.93687,16,-1.4924,18,-1.2345,43,0.15571,62,0.71427,31,-0.3709,57,0.56839
ENSG00000050426,LETMD1,25,-1.0399,46,-0.1527,42,-0.2650,69,0.74444,55,0.15038,38,-0.4101,37,-0.4415
ENSG00000110925,CSRNP2,8,-2.1049,24,-0.4681,33,0.07043,32,-0.0304,48,0.65057,37,0.21216,51,0.76835
ENSG00000135457,TFCP2,27,-0.0049,21,-0.4228,21,-0.3872,30,0.25295,22,-0.3197,28,0.07332,38,0.55525
ENSG00000184271,POU6F1,10,-1.9763,47,0.39212,16,-1.3109,47,0.47404,29,-0.4248,38,-0.0018,50,0.46731
ENSG00000183283,DAZAP2,177,0.20779,148,-0.0838,118,-0.4375,207,0.63692,139,-0.1725,74,-1.1446,128,-0.3133
ENSG00000050438,SLC4A8,61,-0.4450,49,-0.8719,50,-0.7509,72,-0.2408,120,0.63241,184,1.38900,85,0.06206
ENSG00000196876,SCN8A,35,-2.5620,125,-0.7207,238,0.36143,132,-0.7064,365,1.09580,389,1.20993,229,0.30256
ENSG00000135503,ACVR1B,12,-2.0199,37,-0.4647,43,-0.1792,43,-0.2212,113,1.45540,59,0.34337,50,0.07393
ENSG00000161835,GRASP,10,-2.4522,36,-0.6883,24,-1.2234,64,0.40423,78,0.62863,81,0.69248,75,0.54659
ENSG00000123358,NR4A1,34,-1.9184,76,-0.7783,60,-1.0623,129,0.17112,84,-0.5526,296,1.57109,178,0.66294
ENSG00000123395,ATG101,8,-1.7033,18,-0.5047,9,-1.3965,31,0.51398,41,0.84980,22,-0.1740,34,0.55774
ENSG00000063046,EIF4B,310,0.62400,185,-0.2415,269,0.38612,221,0.08454,97,-1.2072,128,-0.7903,284,0.47435
ENSG00000111077,TNS2,36,1.47317,13,-0.2578,18,0.26355,17,0.22235,7,-1.0308,10,-0.5954,3,-2.4280
ENSG00000167778,SPRYD3,34,-2.3078,131,-0.3046,100,-0.6915,187,0.39602,232,0.65819,181,0.24510,185,0.28455
ENSG00000167779,IGFBP6,8,-1.6159,24,0.00165,14,-0.7830,39,1.12907,21,-0.2049,23,-0.0665,8,-1.5521
ENSG00000139631,CSAD,34,0.30033,19,-0.6409,10,-1.5386,29,0.04459,16,-0.8597,57,1.17261,40,0.55230
ENSG00000182544,MFSD5,3,-2.0200,5,-1.6230,10,-0.5638,21,0.81176,27,1.06294,15,0.07095,15,0.09559
ENSG00000123349,PFDN5,391,0.25877,348,0.08029,264,-0.3672,468,0.76527,169,-1.0557,141,-1.3262,265,-0.3598
ENSG00000139637,C12orf10,9,-2.4734,41,-0.2730,40,-0.2728,64,0.62893,75,0.73483,21,-1.2641,60,0.37421
ENSG00000205352,PRR13,47,-0.6422,56,-0.4031,53,-0.4431,93,0.60548,83,0.25114,56,-0.3764,77,0.13385
ENSG00000197111,PCBP2,171,-0.3349,211,0.00062,230,0.14024,211,-0.0021,227,0.11568,182,-0.2346,246,0.24638
ENSG00000139625,MAP3K12,16,-1.0040,26,-0.2427,13,-1.2890,31,0.07032,43,0.56041,45,0.65924,39,0.41705
ENSG00000135390,ATP5MC2,114,-0.3847,123,-0.2991,126,-0.2356,227,1.03397,82,-0.8939,47,-1.7393,161,0.16021
ENSG00000012822,CALCOCO1,46,0.27528,27,-0.6349,37,-0.0520,39,0.01624,35,-0.1610,50,0.40673,48,0.36060
ENSG00000123415,SMUG1,7,-1.3403,12,-0.6531,3,-2.6666,29,1.08859,25,0.55825,17,-0.0671,16,-0.1631
ENSG00000094916,CBX5,233,0.49519,169,-0.0311,284,0.82945,142,-0.3736,123,-0.5220,128,-0.4679,186,0.12972
ENSG00000135486,HNRNPA1,452,0.89902,234,-0.2108,212,-0.3458,311,0.35754,140,-0.9775,175,-0.6439,253,-0.0642
ENSG00000111481,COPZ1,34,-0.6673,34,-0.7025,41,-0.3689,73,0.78353,51,-0.0235,46,-0.2005,57,0.16807
ENSG00000161642,ZNF385A,23,-1.0400,55,0.34409,35,-0.4253,69,0.94050,45,-0.0209,20,-1.2489,16,-1.5420
ENSG00000123360,PDE1B,1,-4.4760,22,-0.7533,22,-0.6482,44,0.52529,31,-0.1757,49,0.57541,64,1.04565
ENSG00000135447,PPP1R1A,21,-1.6247,78,0.46788,49,-0.3245,91,0.93443,18,-1.8644,32,-0.9904,57,-0.0995
ENSG00000135426,TESPA1,5,-5.4033,81,-1.6465,158,-0.5223,352,1.10592,157,-0.5326,242,0.15456,419,1.08181
ENSG00000135424,ITGA7,33,0.17293,23,-0.3955,20,-0.6144,45,0.99078,25,-0.2783,18,-0.7593,16,-0.9095
ENSG00000135441,BLOC1S1,75,-1.0274,122,-0.3131,119,-0.3092,247,1.27515,75,-1.0151,57,-1.4441,142,-0.0319
ENSG00000135404,CD63,140,-0.6897,178,-0.3611,170,-0.3899,353,1.13306,142,-0.6746,106,-1.1109,209,-0.0664
ENSG00000135414,GDF11,91,0.89540,65,0.38920,84,0.76556,47,-0.2222,21,-1.4152,30,-0.8737,30,-0.8691
ENSG00000205323,SARNP,75,0.18346,58,-0.2536,83,0.33655,71,0.10377,66,-0.0368,64,-0.0850,56,-0.2824
ENSG00000170473,PYM1,17,0.41664,7,-0.9825,28,1.23650,15,0.33652,8,-0.7999,7,-0.8963,11,-0.2848
ENSG00000065357,DGKA,3,-2.2547,9,-0.9251,7,-1.3494,33,1.77678,5,-1.8042,17,0.07410,15,-0.1915
ENSG00000111540,RAB5B,85,-0.4827,98,-0.2860,70,-0.7704,135,0.34837,149,0.42173,107,-0.1130,137,0.28602
ENSG00000139531,SUOX,6,-1.0747,7,-0.9295,4,-1.7309,19,0.83833,23,0.92186,11,-0.3018,14,0.16904
ENSG00000197728,RPS26,103,-0.9311,137,-0.5440,189,0.00676,294,1.04586,99,-0.9910,77,-1.3766,253,0.48682
ENSG00000065361,ERBB3,173,4.52758,10,-1.3359,4,-2.4528,4,-2.8535,14,-0.7618,1,-3.9355,11,-1.2040
ENSG00000170515,PA2G4,150,0.34201,58,-1.2337,200,0.82193,108,-0.2314,93,-0.4138,132,0.13778,198,0.80914
ENSG00000229117,RPL41,1132,-0.0001,1307,0.26402,1017,-0.1708,1682,0.90705,325,-1.9089,326,-1.9034,862,-0.4312
ENSG00000139641,ESYT1,6,-1.7756,9,-1.2865,10,-0.9758,18,-0.2402,71,2.27493,34,0.85500,7,-1.4579
ENSG00000196465,MYL6B,27,-2.1771,123,0.11855,92,-0.3521,178,1.01379,78,-0.6014,57,-1.0931,116,0.01311
ENSG00000092841,MYL6,286,0.26863,278,0.25285,212,-0.2118,281,0.31252,266,0.14749,102,-1.3396,159,-0.6553
ENSG00000139613,SMARCC2,286,0.36999,274,0.33919,391,0.89880,163,-0.6446,138,-0.7862,228,0.00468,197,-0.2294
ENSG00000181852,RNF41,18,-1.7544,55,-0.0832,38,-0.6282,75,0.58877,75,0.43916,43,-0.4533,65,0.18587
ENSG00000139579,NABP2,42,-0.5388,57,-0.0934,45,-0.4641,73,0.41514,75,0.36706,57,-0.0825,48,-0.3416
ENSG00000139645,ANKRD52,4,-2.4985,21,-0.0620,10,-1.1298,22,-0.0150,50,1.35397,39,0.91345,10,-1.1681
ENSG00000135469,COQ10A,5,-1.3921,12,-0.1537,11,-0.2350,18,0.78304,7,-0.9610,15,0.19425,13,-0.0258
ENSG00000062485,CS,20,-1.9051,52,-0.5149,39,-0.9063,89,0.48875,125,0.94982,54,-0.4091,97,0.51311
ENSG00000257727,CNPY2,49,-0.4881,49,-0.5237,47,-0.5430,78,0.33377,79,0.27434,71,0.09925,88,0.45371
ENSG00000135473,PAN2,29,1.07443,10,-0.6384,12,-0.3328,12,-0.3725,26,0.92996,18,0.33740,6,-1.2572
ENSG00000170581,STAT2,42,0.46600,27,-0.2818,5,-2.7573,35,0.23317,31,-0.0327,45,0.58466,33,0.06930
ENSG00000135423,GLS2,0,-7.0223,13,-0.9900,5,-2.3524,29,0.35211,64,1.67889,27,0.17224,34,0.53630
ENSG00000076108,BAZ2A,168,1.29950,68,-0.2434,73,-0.0977,43,-1.0848,67,-0.2482,129,0.83567,76,-0.0371
ENSG00000110955,ATP5F1B,83,-2.5845,267,-0.9161,338,-0.4770,651,0.79869,760,0.84306,352,-0.4138,552,0.30403
ENSG00000110958,PTGES3,208,0.08392,158,-0.3921,178,-0.1624,197,-0.0042,261,0.45702,167,-0.2631,253,0.39993
ENSG00000196531,NACA,433,0.03402,400,-0.1044,415,-0.0317,578,0.69112,206,-1.1164,196,-1.1931,454,0.11037
ENSG00000025423,HSD17B6,0,-6.6871,9,-0.8592,14,-0.0903,33,2.17498,9,-0.7566,4,-1.8477,4,-1.7336
ENSG00000166886,NAB2,4,-3.4250,26,-0.6528,22,-0.8496,47,0.40462,57,0.64836,50,0.41900,60,0.72170
ENSG00000166888,STAT6,3,-2.6463,22,0.25029,5,-1.9571,19,-0.0343,53,1.70400,15,-0.4542,17,-0.1731
ENSG00000123384,LRP1,112,-0.3864,117,-0.3437,132,-0.1198,181,0.51842,105,-0.4858,125,-0.2096,175,0.33298
ENSG00000182199,SHMT2,3,-2.2040,10,-0.5685,8,-0.8330,17,0.44797,31,1.39551,9,-0.6713,15,0.19936
ENSG00000179912,R3HDM2,104,-0.2179,100,-0.3210,202,0.86568,77,-0.8359,133,0.17726,195,0.81177,131,0.14240
ENSG00000166986,MARS,21,-1.3133,17,-1.8000,36,-0.5240,66,0.58785,58,0.21984,71,0.54680,88,0.90767
ENSG00000175197,DDIT3,27,0.13517,15,-0.8996,28,0.15253,32,0.51374,27,0.12597,10,-1.3659,34,0.47869
ENSG00000175203,DCTN2,40,-1.3145,49,-1.0934,78,-0.3015,118,0.48282,159,0.86118,81,-0.2368,133,0.56280
ENSG00000155980,KIF5A,1259,0.39184,1262,0.45395,1152,0.24677,938,-0.1091,773,-0.3891,635,-0.6952,736,-0.4669
ENSG00000166908,PIP4K2C,0,-5.7857,21,-1.0557,21,-0.9622,56,0.74513,71,0.93575,38,-0.0896,60,0.65390
ENSG00000178498,DTX3,27,-1.6916,68,-0.3344,42,-1.0325,110,0.64084,78,-0.0785,70,-0.2403,138,0.86195
ENSG00000240771,ARHGEF25,5,-2.8978,35,-0.1819,32,-0.3060,53,0.69445,63,0.78505,44,0.20363,15,-1.4683
ENSG00000135454,B4GALNT1,6,-3.3954,32,-1.1171,27,-1.2580,80,0.58403,101,0.82197,94,0.69278,83,0.48068
ENSG00000135506,OS9,107,0.55352,52,-0.6472,63,-0.3018,78,0.05800,88,0.23465,86,0.20634,77,0.02693
ENSG00000135439,AGAP2,45,-1.4560,166,0.65891,91,-0.3961,135,0.29927,66,-0.8917,111,-0.0826,121,0.05474
ENSG00000135452,TSPAN31,26,0.06604,16,-0.8009,18,-0.5021,30,0.34530,26,0.04012,27,0.12608,34,0.48235
ENSG00000135446,CDK4,2,-2.4154,10,-0.5016,5,-1.4568,23,1.26921,15,0.16122,13,-0.0829,10,-0.4123
ENSG00000139266,MARCH9,14,-0.6138,21,0.02849,15,-0.4973,21,0.02214,19,-0.1605,24,0.20246,31,0.65776
ENSG00000123297,TSFM,4,-2.2740,10,-1.3213,16,-0.4622,32,0.88118,28,0.38417,12,-0.8844,41,1.05354
ENSG00000175215,CTDSP2,47,0.69479,37,0.37094,19,-0.7053,35,0.25914,18,-0.8108,25,-0.2931,17,-0.8588
ENSG00000257698,GIHCG,22,-0.5927,26,-0.3902,45,0.53715,47,0.87644,20,-0.7098,12,-1.5142,29,-0.1511
ENSG00000118596,SLC16A7,9,-1.9358,17,-1.0582,56,0.95470,18,-1.0725,47,0.65026,58,1.00325,59,1.05426
ENSG00000198673,TAFA2,11,-2.6815,32,-1.2452,74,0.13224,88,0.55300,71,0.06317,56,-0.3040,141,1.22696
ENSG00000135655,USP15,54,0.44728,23,-0.9892,36,-0.1858,35,-0.3207,45,0.14949,62,0.67650,62,0.68540
ENSG00000061987,MON2,46,0.13366,21,-1.1641,28,-0.6246,55,0.56269,49,0.23662,41,-0.0513,52,0.34310
ENSG00000111110,PPM1H,15,-1.1941,20,-0.8112,24,-0.4902,35,0.10731,55,0.84791,29,-0.2251,62,1.04373
ENSG00000177990,DPY19L2,3,-2.3923,8,-1.3839,2,-2.8394,21,0.28882,17,-0.0752,32,0.91074,49,1.69615
ENSG00000118600,RXYLT1,24,0.67189,9,-0.8454,18,0.19462,14,-0.2935,15,-0.0806,16,-0.0200,26,0.79607
ENSG00000196935,SRGAP1,92,2.21666,26,-0.0669,47,0.94811,14,-1.1803,8,-1.8486,22,-0.3241,5,-2.4634
ENSG00000184575,XPOT,45,-0.3122,37,-0.6934,56,0.01726,58,0.09551,86,0.74323,50,-0.1337,66,0.29572
ENSG00000183735,TBK1,13,-1.1100,22,-0.3950,17,-0.8015,22,-0.4276,40,0.56583,39,0.55395,59,1.24314
ENSG00000135677,GNS,17,-0.8637,23,-0.4355,13,-1.2199,39,0.59650,42,0.58360,27,-0.1594,34,0.21849
ENSG00000111490,TBC1D30,0,-5.7841,9,-1.2207,21,0.12343,21,0.19762,41,1.28677,26,0.48382,22,0.23795
ENSG00000156076,WIF1,3,-4.9199,38,-1.5722,88,-0.1668,231,2.49612,60,-0.7565,30,-1.7773,27,-1.9364
ENSG00000174106,LEMD3,10,-1.8787,34,-0.0592,33,-0.0851,29,-0.3756,53,0.65414,48,0.49071,53,0.66942
ENSG00000174099,MSRB3,31,0.63362,31,0.77804,30,0.59390,19,-0.1464,2,-3.0480,17,-0.2711,6,-1.7218
ENSG00000139233,LLPH,105,1.02320,48,-0.2727,104,1.01604,39,-0.7223,22,-1.4480,70,0.34136,52,-0.1311
ENSG00000155957,TMBIM4,60,0.67195,28,-0.6245,44,0.16529,50,0.49652,26,-0.6642,16,-1.3860,46,0.24237
ENSG00000111530,CAND1,47,-1.3726,96,-0.3093,135,0.26366,109,-0.1018,150,0.43976,175,0.69639,119,0.06819
ENSG00000127334,DYRK2,15,-0.1000,8,-1.1530,20,0.42313,8,-1.1238,21,0.44784,37,1.45113,23,0.62620
ENSG00000127314,RAP1B,61,0.72771,33,-0.2819,32,-0.2879,42,0.16862,37,-0.0953,28,-0.5167,39,-0.0119
ENSG00000175782,SLC35E3,85,1.22799,36,-0.2224,32,-0.4093,27,-0.7729,39,-0.0739,72,0.92597,28,-0.5727
ENSG00000135679,MDM2,55,0.38733,38,-0.2101,37,-0.2531,39,-0.1883,62,0.59606,36,-0.3037,48,0.15975
ENSG00000135678,CPM,66,2.66866,11,-0.5915,22,0.57424,11,-0.5621,0,-4.8876,4,-2.0702,7,-1.1632
ENSG00000111605,CPSF6,20,-1.1089,35,-0.2454,26,-0.7030,37,-0.2065,52,0.39351,55,0.49548,73,0.97582
ENSG00000127337,YEATS4,14,-0.1521,11,-0.5499,28,0.97943,10,-0.8043,14,-0.1203,24,0.71830,21,0.54127
ENSG00000166225,FRS2,62,1.22958,29,-0.0261,32,0.11069,28,-0.1041,20,-0.5741,15,-1.0762,25,-0.2676
ENSG00000166226,CCT2,59,-0.9281,66,-0.8201,80,-0.4674,113,0.10411,140,0.43399,121,0.18880,202,1.06027
ENSG00000127328,RAB3IP,233,1.74377,68,-0.4134,154,0.97264,50,-1.0219,43,-1.0603,82,-0.0606,60,-0.5485
ENSG00000111596,CNOT2,48,-0.2143,36,-0.7317,45,-0.3188,66,0.39100,35,-0.6899,62,0.20067,89,0.80434
ENSG00000135643,KCNMB4,82,-0.1932,85,-0.1525,58,-0.7311,92,0.00261,119,0.41806,90,-0.0361,127,0.52275
ENSG00000127329,PTPRB,15,-0.0870,17,0.12629,15,-0.0576,17,0.08935,6,-1.4219,15,-0.1194,24,0.65255
ENSG00000153233,PTPRR,11,-1.0858,12,-0.9294,26,0.31559,15,-0.7200,27,0.32340,40,1.01285,44,1.17962
ENSG00000133858,ZFC3H1,291,2.05184,61,-0.7109,124,0.49388,40,-1.5203,35,-1.4572,186,1.18548,42,-1.1977
ENSG00000139291,TMEM19,30,-0.0334,27,-0.1988,36,0.26362,30,-0.0424,47,0.73747,23,-0.4559,24,-0.3451
ENSG00000080371,RAB21,136,0.88900,68,-0.2845,51,-0.6852,75,-0.1269,74,-0.1235,82,0.04484,93,0.25653
ENSG00000121749,TBC1D15,76,0.92835,20,-1.3030,39,-0.1789,45,0.08488,36,-0.2870,56,0.39276,53,0.30650
ENSG00000072657,TRHDE,3,-4.3083,52,-0.0627,78,0.59325,55,0.01964,91,0.85657,55,0.02430,46,-0.2427
ENSG00000253719,ATXN7L3B,60,-1.3435,133,-0.1359,139,-0.0577,150,0.09077,219,0.69405,143,-0.0105,160,0.17056
ENSG00000166006,KCNC2,6,-4.1306,83,-0.3333,80,-0.3587,104,0.08244,175,0.92813,116,0.24415,146,0.61507
ENSG00000180881,CAPS2,5,-1.5442,1,-3.6727,23,0.65692,10,-0.7953,21,0.55050,45,1.88416,25,0.84255
ENSG00000111615,KRR1,113,0.13479,78,-0.5028,140,0.48451,87,-0.3571,67,-0.6949,180,0.90841,124,0.28527
ENSG00000139289,PHLDA1,39,0.26302,31,-0.0998,10,-1.8212,43,0.56173,31,-0.1016,30,-0.1313,29,-0.1803
ENSG00000187109,NAP1L1,1378,1.25192,533,-0.3711,838,0.39165,442,-0.7625,550,-0.2843,787,0.28880,637,-0.0528
ENSG00000179941,BBS10,8,-1.1778,12,-0.5442,16,-0.0739,21,0.42203,22,0.42323,19,0.18616,18,0.07383
ENSG00000091039,OSBPL8,105,-0.2272,70,-0.9184,231,1.08588,78,-0.8395,93,-0.4099,192,0.76297,214,0.94901
ENSG00000186908,ZDHHC17,30,-1.1944,44,-0.6608,38,-0.8433,68,0.08888,123,1.06970,87,0.48173,79,0.32679
ENSG00000175183,CSRP2,24,0.53268,14,-0.3772,24,0.57753,25,0.84353,10,-0.7819,3,-2.3100,7,-1.3946
ENSG00000067798,NAV3,135,0.55983,98,0.05262,132,0.52922,54,-1.0751,55,-0.8577,153,0.76924,124,0.41657
ENSG00000067715,SYT1,491,-2.4204,1478,-0.8414,3519,0.61880,1348,-1.0907,4043,0.85595,5150,1.28696,3941,0.81201
ENSG00000058272,PPP1R12A,413,0.11018,293,-0.4788,732,1.07564,268,-0.7019,210,-0.9450,684,0.95469,427,0.16515
ENSG00000111052,LIN7A,2,-4.1333,25,-0.9767,39,-0.2026,55,0.44387,61,0.50609,59,0.43196,71,0.75629
ENSG00000139220,PPFIA2,263,-0.2270,150,-1.1793,625,1.22335,211,-0.6968,118,-1.4518,492,0.80153,599,1.14739
ENSG00000133773,CCDC59,38,0.04155,19,-1.1284,51,0.52419,37,0.04288,30,-0.3248,52,0.57640,47,0.38999
ENSG00000072041,SLC6A15,10,-1.6290,23,-0.5389,19,-0.7741,22,-0.6564,66,1.27199,35,0.20234,69,1.33405
ENSG00000182050,MGAT4C,43,0.02404,21,-1.1935,75,0.93381,46,0.14504,37,-0.2240,67,0.74134,25,-0.8045
ENSG00000133641,C12orf29,14,-1.9199,19,-1.6446,65,0.37435,77,0.93584,28,-0.9448,33,-0.6757,104,1.18282
ENSG00000198707,CEP290,505,1.41633,121,-1.0162,351,0.76902,96,-1.5149,102,-1.1910,494,1.37631,224,0.02192
ENSG00000139324,TMTC3,21,-0.5695,15,-1.1849,54,0.92645,19,-0.9224,34,0.16072,56,1.00147,56,0.98277
ENSG00000049130,KITLG,5,-2.9941,11,-1.8797,46,0.39055,55,0.93537,26,-0.5039,19,-0.9940,81,1.34039
ENSG00000139318,DUSP6,8,-3.6821,41,-1.4545,62,-0.7240,106,0.15876,99,0.01681,210,1.28818,203,1.22960
ENSG00000070961,ATP2B1,324,-1.6742,674,-0.6183,1182,0.33298,799,-0.3702,718,-0.4633,1956,1.19817,1703,0.95092
ENSG00000271614,ATP2B1-AS1,10,-1.6221,14,-1.2900,16,-0.9920,44,0.77061,18,-0.7861,45,0.61138,60,1.09211
ENSG00000011465,DCN,6,-2.1606,43,1.03077,41,0.78382,33,0.53008,6,-2.1999,7,-1.8158,10,-1.3929
ENSG00000133639,BTG1,43,-0.2788,46,-0.1959,60,0.25304,68,0.61885,16,-1.7404,33,-0.6968,65,0.38588
ENSG00000102189,EEA1,390,1.07754,119,-0.9281,444,1.31141,95,-1.4100,93,-1.2296,340,0.83471,263,0.40519
ENSG00000173598,NUDT4,35,-2.3529,142,-0.2736,125,-0.4390,138,-0.3601,302,1.00805,236,0.58128,258,0.73518
