Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000108179,PPIF,50,1.06498,21,-0.3914,18,-0.5974,24,-0.1131,27,0.02661,47,0.96278,12,-1.2106,16,-0.7261
ENSG00000165424,ZCCHC24,541,3.16684,136,0.42987,35,-1.7077,44,-1.3834,60,-1.0048,34,-1.7598,17,-2.7223,17,-2.7959
ENSG00000225484,NUTM2B-AS1,49,1.48860,15,-0.5057,28,0.52211,20,-0.0354,12,-0.8335,10,-1.1173,17,-0.2531,25,0.29765
ENSG00000133678,TMEM254,10,-0.5336,17,0.29558,5,-1.5397,25,0.86912,12,-0.2740,11,-0.3900,13,-0.2057,22,0.67909
ENSG00000189129,PLAC9,2,-2.8503,15,-0.1094,18,0.11775,47,1.80033,27,0.90449,0,-9.0549,3,-2.3219,11,-0.5765
ENSG00000122359,ANXA11,36,-1.4562,70,-0.5121,56,-0.7994,136,0.60598,129,0.60166,86,-0.1303,95,0.01948,130,0.53733
ENSG00000122378,PRXL2A,205,-0.6993,293,-0.1603,413,0.41366,461,0.59601,337,0.09331,206,-0.6948,319,-0.0084,340,0.09625
ENSG00000108219,TSPAN14,26,-0.7532,50,0.25451,45,0.05587,44,0.04400,45,0.07275,26,-0.7651,51,0.28693,49,0.19997
ENSG00000185737,NRG3,15,-1.1267,17,-1.0308,42,0.41185,44,0.48915,34,0.09066,30,-0.1182,51,0.75945,38,0.26020
ENSG00000165678,GHITM,96,-1.7823,218,-0.6009,203,-0.6561,299,-0.0502,410,0.53208,592,1.09397,285,-0.1249,354,0.22219
ENSG00000148600,CDHR1,4,-2.0778,12,-0.5399,7,-1.1629,6,-1.4141,29,1.13244,36,1.32035,15,-0.1062,12,-0.4436
ENSG00000107771,CCSER2,197,0.44507,122,-0.3560,277,1.02492,124,-0.2935,87,-0.9187,151,0.00762,184,0.33415,146,-0.0398
ENSG00000182771,GRID1,10,-1.0289,13,-0.6890,15,-0.3945,25,0.43772,21,0.13629,32,0.81743,29,0.67158,14,-0.4399
ENSG00000062650,WAPL,85,0.88139,40,-0.3682,97,1.10284,33,-0.6440,29,-0.9151,22,-1.2681,65,0.42355,59,0.26716
ENSG00000107779,BMPR1A,25,0.50442,10,-0.9659,24,0.44051,35,1.09519,13,-0.5710,23,0.40663,17,-0.0553,10,-0.8386
ENSG00000173267,SNCG,5,-5.1667,75,-1.3115,132,-0.3439,150,-0.1483,243,0.74353,485,1.91004,120,-0.4979,117,-0.5349
ENSG00000148671,ADIRF,119,0.28421,118,0.29758,98,-0.0345,227,1.39297,127,0.43589,7,-3.9709,10,-3.3634,51,-1.0305
ENSG00000148672,GLUD1,93,-1.0628,172,-0.1238,278,0.67479,533,1.86739,153,-0.3318,144,-0.3946,71,-1.4618,76,-1.3652
ENSG00000122376,SHLD2,23,0.77093,15,0.07184,9,-0.6074,13,-0.1822,13,-0.1882,15,0.08343,14,-0.0369,13,-0.1262
ENSG00000223482,NUTM2A-AS1,55,0.73089,24,-0.6284,28,-0.3382,56,0.76157,20,-0.9317,29,-0.2746,55,0.75785,38,0.11847
ENSG00000138138,ATAD1,30,-1.3272,52,-0.5556,63,-0.1904,82,0.22892,78,0.15198,111,0.72754,75,0.08602,93,0.42763
ENSG00000171862,PTEN,39,-1.5918,117,0.10331,115,0.06676,106,-0.0649,127,0.25884,141,0.39466,111,0.00303,105,-0.0889
ENSG00000138134,STAMBPL1,15,-0.2919,16,-0.2065,18,-0.0447,11,-0.8091,9,-1.1121,27,0.61443,32,0.90320,30,0.78573
ENSG00000107796,ACTA2,12,-0.8149,91,4.63067,0,-8.8850,11,-1.0093,1,-3.9264,0,-8.8793,2,-3.4074,0,-8.5667
ENSG00000107798,LIPA,52,1.26522,19,-0.3969,14,-0.7978,35,0.56988,10,-1.4877,31,0.38496,22,-0.1679,32,0.42040
ENSG00000119917,IFIT3,19,0.26995,18,0.13732,30,0.98838,34,1.19432,10,-0.8011,16,-0.0480,8,-1.0958,1,-3.3312
ENSG00000185745,IFIT1,32,-0.6074,34,-0.5628,40,-0.2688,46,-0.0402,38,-0.3771,83,0.92872,37,-0.3710,90,1.07999
ENSG00000152778,IFIT5,14,-0.7345,21,-0.0811,28,0.38674,31,0.54627,18,-0.3435,33,0.67825,16,-0.4462,19,-0.1883
ENSG00000138182,KIF20B,46,1.72573,15,-0.2162,25,0.64576,2,-2.7553,3,-2.5436,7,-1.2318,31,1.02011,20,0.29136
ENSG00000148688,RPP30,16,-0.4945,8,-1.5049,28,0.41749,25,0.20476,23,0.10255,25,0.21821,21,-0.0564,39,0.98805
ENSG00000180628,PCGF5,68,-0.0875,64,-0.1946,90,0.37137,77,0.12090,81,0.21523,62,-0.2349,54,-0.4346,76,0.08461
ENSG00000165338,HECTD2,2,-3.3102,17,-0.4038,20,-0.1440,20,-0.1289,21,-0.0519,20,-0.1401,26,0.25633,54,1.53317
ENSG00000119938,PPP1R3C,18,-1.5330,74,0.75832,56,0.20041,150,1.94510,27,-1.0137,30,-0.7753,29,-0.8375,11,-2.2197
ENSG00000107854,TNKS2,34,-0.3301,43,0.06256,63,0.66795,48,0.20111,21,-1.1650,43,0.03694,49,0.26072,54,0.40611
ENSG00000095564,BTAF1,55,1.40954,11,-1.2349,30,0.35984,24,0.01917,14,-0.9076,11,-1.2230,38,0.74345,31,0.43019
ENSG00000107864,CPEB3,12,-2.6464,77,0.15323,77,0.13295,54,-0.4317,47,-0.7052,165,1.44965,102,0.61108,49,-0.5741
ENSG00000198060,MARCH5,8,-1.9723,25,-0.2646,21,-0.4862,43,0.65206,34,0.30664,37,0.38338,33,0.20570,29,0.02736
ENSG00000138190,EXOC6,23,-0.8488,35,-0.2173,55,0.56295,29,-0.4555,29,-0.5254,18,-1.1569,71,0.98299,68,0.91734
ENSG00000138207,RBP4,7,-2.2254,13,-1.3911,4,-2.8349,35,0.21373,70,1.71180,6,-2.4573,22,-0.5452,68,1.33958
ENSG00000148690,FRA10AC1,374,0.90815,237,0.16241,380,0.93354,124,-0.8745,150,-0.6393,95,-1.2776,255,0.26540,166,-0.4196
ENSG00000108231,LGI1,19,-1.7093,42,-0.6047,51,-0.2578,137,1.40346,38,-0.7875,98,0.80172,56,-0.1074,79,0.44651
ENSG00000280660,AL157396.1,76,1.71996,18,-0.7689,24,-0.2569,34,0.28989,4,-3.0404,10,-1.5112,85,1.94257,9,-1.6961
ENSG00000173145,NOC3L,79,1.97886,19,-0.5214,50,1.10479,5,-2.2427,13,-1.1138,15,-0.8049,31,0.28635,12,-1.1212
ENSG00000108239,TBC1D12,132,2.57386,14,-1.3403,42,0.38897,28,-0.2560,18,-1.0126,8,-2.0355,28,-0.2563,26,-0.3910
ENSG00000095637,SORBS1,151,0.22535,107,-0.3585,105,-0.3530,181,0.52384,111,-0.3026,143,0.13788,140,0.09474,159,0.30300
ENSG00000059573,ALDH18A1,12,-0.9355,22,-0.1092,11,-1.1763,20,-0.2109,25,0.15297,38,0.79368,27,0.27477,29,0.36238
ENSG00000119977,TCTN3,11,-0.2780,11,-0.3136,11,-0.2757,30,1.33143,14,0.01939,16,0.26207,13,-0.0719,4,-1.8119
ENSG00000177853,ZNF518A,173,1.93701,37,-0.7520,102,0.94747,52,-0.1628,17,-1.9933,21,-1.5412,84,0.62201,37,-0.7091
ENSG00000197430,OPALIN,343,4.40441,46,-0.1095,3,-3.8460,3,-3.8386,15,-1.8980,6,-2.9881,2,-4.7138,6,-2.9831
ENSG00000077147,TM9SF3,102,-0.0764,86,-0.3889,128,0.29154,116,0.13321,123,0.25096,117,0.13621,63,-0.8157,127,0.27524
ENSG00000196233,LCOR,83,0.98531,34,-0.5080,60,0.44253,36,-0.3641,26,-0.9649,46,-0.0130,63,0.49774,51,0.17108
ENSG00000187122,SLIT1,6,-3.7572,71,-0.2064,34,-1.2997,37,-1.1593,71,-0.2065,190,1.49065,142,0.96331,103,0.41617
ENSG00000052749,RRP12,3,-2.7865,8,-1.6499,19,-0.2829,9,-1.4768,30,0.44157,50,1.27601,49,1.26131,26,0.18986
ENSG00000171314,PGAM1,61,-2.4317,221,-0.5559,151,-1.0833,360,0.27391,398,0.50610,518,0.88735,248,-0.3211,462,0.69041
ENSG00000171311,EXOSC1,19,0.13989,7,-1.4511,8,-1.1483,21,0.32219,27,0.80720,13,-0.4568,17,-0.0437,28,0.78763
ENSG00000171307,ZDHHC16,2,-2.3011,17,0.44915,8,-0.6471,9,-0.6223,17,0.47344,18,0.48932,9,-0.5076,16,0.36041
ENSG00000155229,MMS19,12,-1.3719,26,-0.2791,13,-1.3395,38,0.33605,28,-0.1587,56,0.99667,49,0.77789,30,-0.0245
ENSG00000171160,MORN4,9,-2.1009,36,0.00410,22,-0.7653,38,0.12059,43,0.32608,44,0.33617,30,-0.2546,57,0.75965
ENSG00000155252,PI4K2A,2,-3.9584,23,-0.3907,12,-1.2706,32,0.16153,36,0.42489,69,1.49319,29,0.01753,25,-0.2117
ENSG00000119986,AVPI1,4,-2.0874,7,-1.3606,14,-0.3773,20,0.22609,26,0.71847,31,0.93481,11,-0.6644,28,0.77578
ENSG00000155256,ZFYVE27,4,-2.6670,16,-0.7601,15,-0.7969,20,-0.3036,34,0.57765,37,0.63664,35,0.55993,38,0.68683
ENSG00000155265,GOLGA7B,9,-1.9698,32,-0.0086,14,-1.2781,29,-0.1907,38,0.30241,74,1.39499,39,0.30318,19,-0.8384
ENSG00000095713,CRTAC1,8,-1.2646,16,-0.3119,15,-0.3813,15,-0.3798,31,0.89306,30,0.70283,10,-1.0173,21,0.13334
ENSG00000107521,HPS1,11,-0.9792,16,-0.3970,13,-0.6257,30,0.62075,30,0.74202,30,0.66250,17,-0.2936,9,-1.1890
ENSG00000119946,CNNM1,29,-1.0159,28,-1.1347,62,0.17225,32,-0.8743,63,0.22305,62,0.16921,112,1.17011,78,0.55480
ENSG00000120053,GOT1,20,-3.2690,120,-0.7145,114,-0.7385,133,-0.4936,234,0.46423,417,1.41009,202,0.16321,230,0.37238
ENSG00000155287,SLC25A28,12,-1.4105,22,-0.6080,23,-0.4801,45,0.61449,45,0.72486,34,0.13567,25,-0.3325,36,0.26184
ENSG00000119929,CUTC,23,0.83051,8,-0.9335,10,-0.5127,14,0.00336,16,0.28255,21,0.61389,10,-0.5509,14,-0.0354
ENSG00000014919,COX15,15,-0.3741,16,-0.3095,8,-1.2621,31,0.82643,24,0.49641,25,0.46063,18,-0.0186,9,-1.0151
ENSG00000107566,ERLIN1,6,-1.3704,10,-0.6425,13,-0.1670,17,0.29510,20,0.64144,12,-0.2805,9,-0.6702,26,0.99296
ENSG00000095485,CWF19L1,11,-0.4750,8,-1.1180,10,-0.6920,18,0.20434,16,0.06551,23,0.60811,17,0.18381,28,0.98803
ENSG00000196072,BLOC1S2,34,-0.5802,34,-0.6664,46,-0.1299,47,-0.0978,52,0.08408,86,0.89105,47,-0.0967,67,0.47836
ENSG00000099194,SCD,1386,2.67225,426,0.45425,170,-1.0484,189,-0.8901,223,-0.6935,132,-1.4252,48,-2.9252,116,-1.6283
ENSG00000235823,OLMALINC,220,2.46366,45,-0.4200,60,0.08255,52,-0.1431,26,-1.2972,26,-1.1851,45,-0.3705,27,-1.1457
ENSG00000166136,NDUFB8,123,-1.6100,341,-0.0565,286,-0.3326,428,0.31550,588,1.00277,289,-0.3117,162,-1.2060,376,0.10359
ENSG00000166135,HIF1AN,20,-0.4604,23,-0.2927,17,-0.7296,37,0.53158,25,-0.1603,44,0.80624,25,-0.1051,31,0.23265
ENSG00000119906,SLF2,197,2.44684,25,-1.2071,66,0.39076,46,-0.1900,20,-1.5494,14,-1.9405,74,0.57049,31,-0.7824
ENSG00000055950,MRPL43,17,-1.2528,27,-0.6290,29,-0.4649,60,0.70800,64,0.93616,33,-0.2720,24,-0.7249,46,0.25885
ENSG00000107816,LZTS2,15,-0.2669,15,-0.2823,14,-0.4313,27,0.64737,20,0.18748,20,0.11265,15,-0.2662,20,0.11133
ENSG00000186862,PDZD7,2,-2.6699,10,-0.3340,11,-0.1447,9,-0.4271,7,-0.8834,34,1.75514,24,1.13011,7,-0.7504
ENSG00000107819,SFXN3,23,-0.8496,33,-0.3530,13,-1.6838,33,-0.3181,55,0.56929,58,0.59565,49,0.30415,52,0.40151
ENSG00000166167,BTRC,15,-1.9610,35,-0.8392,31,-0.9120,49,-0.2156,72,0.42833,106,1.03845,78,0.51209,75,0.45573
ENSG00000166171,DPCD,8,-1.9001,25,-0.1893,22,-0.3749,32,0.20054,46,0.95064,26,-0.1304,18,-0.6654,32,0.23612
ENSG00000166169,POLL,13,-0.1348,9,-0.8518,16,0.14563,20,0.53001,15,0.07115,11,-0.4685,18,0.32233,19,0.48274
ENSG00000107829,FBXW4,128,1.39400,86,0.80835,35,-0.7479,52,-0.1280,39,-0.6353,29,-1.0273,37,-0.6423,33,-0.8421
ENSG00000198408,OGA,270,-0.1047,259,-0.1906,317,0.14983,210,-0.4975,229,-0.4024,233,-0.3353,482,0.85247,395,0.51297
ENSG00000120049,KCNIP2,9,-2.2378,28,-0.7013,13,-1.8094,89,1.23658,91,1.53734,2,-4.2595,21,-1.0788,55,0.41792
ENSG00000166197,NOLC1,100,0.05912,51,-1.0497,172,0.97481,81,-0.2606,53,-1.0116,87,-0.1586,132,0.52400,179,1.03812
ENSG00000107862,GBF1,23,-0.3031,12,-1.4017,38,0.49304,44,0.71694,25,-0.2322,37,0.45781,28,0.01864,37,0.45570
ENSG00000059915,PSD,42,-2.7051,384,0.78407,140,-0.9381,297,0.24836,392,0.82537,146,-0.8729,164,-0.6879,209,-0.3114
ENSG00000107872,FBXL15,3,-4.3273,62,-0.1843,55,-0.3474,91,0.44916,112,0.93795,75,0.14121,47,-0.5953,69,0.00988
ENSG00000107874,CUEDC2,21,-1.1939,43,-0.1288,42,-0.1424,81,0.92834,55,0.30059,52,0.19374,25,-0.9712,46,-0.0035
ENSG00000269609,RPARP-AS1,9,-0.4838,12,-0.1581,12,-0.0240,15,0.30179,10,-0.3525,9,-0.4611,16,0.40536,20,0.75256
ENSG00000138111,MFSD13A,7,-1.2180,13,-0.3761,10,-0.6506,16,0.05751,25,0.87236,22,0.50641,10,-0.7475,18,0.16537
ENSG00000138107,ACTR1A,27,-1.7643,62,-0.5843,47,-0.9361,81,-0.0957,105,0.36752,182,1.25396,91,0.08012,102,0.26636
ENSG00000171206,TRIM8,51,-0.0349,38,-0.5576,61,0.25349,89,0.89869,45,-0.2331,39,-0.4295,49,-0.0814,63,0.31938
ENSG00000138175,ARL3,60,-0.9092,79,-0.5282,147,0.51005,133,0.34379,137,0.44295,80,-0.4630,107,-0.0092,117,0.13193
ENSG00000166272,WBP1L,22,-0.3596,31,0.19315,36,0.41664,37,0.47653,23,-0.2959,27,-0.0666,28,0.01775,19,-0.5897
ENSG00000166275,BORCS7,57,0.07255,47,-0.2578,67,0.33187,67,0.33350,45,-0.3540,41,-0.4683,53,-0.0515,78,0.57695
ENSG00000148842,CNNM2,6,-1.8313,24,0.19191,19,-0.1858,25,0.18478,25,0.23698,40,0.99241,23,0.08398,7,-1.7264
ENSG00000076685,NT5C2,33,-0.0306,20,-0.8656,41,0.31605,63,1.03779,27,-0.3751,39,0.26136,41,0.30751,25,-0.4760
ENSG00000148798,INA,15,-3.8835,107,-1.1211,191,-0.1369,138,-0.6514,305,0.72571,502,1.50969,187,-0.1752,228,0.14135
ENSG00000173915,ATP5MD,138,-1.6726,282,-0.6559,383,-0.1149,598,0.61213,661,0.91790,355,-0.2338,203,-1.0960,554,0.48523
ENSG00000148843,PDCD11,48,0.66254,23,-0.5209,43,0.47749,28,-0.1684,11,-1.6950,41,0.40276,63,1.13500,26,-0.3110
ENSG00000107954,NEURL1,14,-2.1954,75,0.43585,36,-0.7844,46,-0.4072,86,0.70522,60,0.03267,49,-0.2993,66,0.17197
ENSG00000107957,SH3PXD2A,382,2.48363,88,-0.2206,31,-1.7467,37,-1.4934,63,-0.7655,73,-0.4837,80,-0.3366,87,-0.2144
ENSG00000065613,SLK,385,1.42326,102,-0.8541,322,1.09583,91,-0.9530,84,-1.1682,77,-1.1916,211,0.37747,218,0.42883
ENSG00000148834,GSTO1,37,-1.1908,45,-0.9518,72,-0.1586,86,0.12161,105,0.50581,119,0.66025,61,-0.4306,122,0.70386
ENSG00000065621,GSTO2,11,-0.6382,13,-0.3104,10,-0.7827,10,-0.7720,22,0.54112,19,0.25264,23,0.57635,19,0.26880
ENSG00000156395,SORCS3,15,-0.8426,25,-0.0758,7,-1.9541,22,-0.2837,29,0.21590,30,0.21076,43,0.84050,35,0.47172
ENSG00000108018,SORCS1,6,-2.5858,12,-1.5760,22,-0.6365,31,-0.1132,43,0.48627,33,-0.0180,61,1.02361,67,1.18867
ENSG00000108039,XPNPEP1,9,-1.0490,11,-0.9239,6,-1.6011,35,1.03841,26,0.59890,10,-1.0071,16,-0.2402,38,1.15598
ENSG00000148700,ADD3,856,1.79598,301,-0.0331,471,0.70440,392,0.39503,151,-1.1930,113,-1.5417,182,-0.8147,152,-1.0864
ENSG00000119950,MXI1,218,1.17007,73,-0.6960,157,0.60528,146,0.47979,81,-0.5154,81,-0.4653,70,-0.6834,108,-0.0081
ENSG00000119953,SMNDC1,59,0.81547,20,-1.0210,59,0.82046,34,-0.0961,16,-1.2943,22,-0.7318,43,0.28198,70,1.11838
ENSG00000108055,SMC3,246,1.43667,78,-0.5358,183,0.90557,89,-0.2805,41,-1.5594,48,-1.2099,148,0.53767,109,0.04278
ENSG00000150593,PDCD4,90,1.03875,35,-0.5528,54,0.18940,45,-0.0837,47,-0.0178,20,-1.3231,42,-0.1973,64,0.45662
ENSG00000214413,BBIP1,38,0.32304,18,-0.8652,12,-1.4762,44,0.56716,39,0.44561,37,0.27806,39,0.37392,24,-0.3745
ENSG00000108061,SHOC2,169,0.26374,115,-0.3962,310,1.30762,72,-1.0683,96,-0.6887,123,-0.2453,213,0.64439,127,-0.1910
ENSG00000119927,GPAM,40,0.23184,30,-0.2124,57,0.84342,107,2.00920,6,-2.6529,28,-0.2933,25,-0.4679,12,-1.5685
ENSG00000023041,ZDHHC6,7,-1.1176,10,-0.6741,9,-0.8311,24,0.71254,14,-0.1298,27,0.96427,15,-0.0508,22,0.57485
ENSG00000151532,VTI1A,30,0.86938,20,0.19868,25,0.56633,14,-0.3647,7,-1.5383,15,-0.2304,24,0.51352,15,-0.2596
ENSG00000148737,TCF7L2,42,0.17565,44,0.29133,68,0.98753,46,0.35302,14,-1.5375,52,0.53462,30,-0.3275,18,-1.0738
ENSG00000196865,NHLRC2,25,0.08371,28,0.28230,19,-0.3593,39,0.82439,15,-0.7709,16,-0.5997,33,0.53486,20,-0.3027
ENSG00000043591,ADRB1,8,-2.2538,22,-0.8774,42,0.15324,31,-0.3290,57,0.77845,20,-0.9974,78,1.20792,41,0.14065
ENSG00000165813,CCDC186,185,0.51361,86,-0.7743,242,0.96683,59,-1.2864,100,-0.5237,72,-0.9722,286,1.27086,136,0.00669
ENSG00000169129,AFAP1L2,31,0.04717,28,-0.0909,33,0.13453,33,0.15707,26,-0.2802,15,-1.0561,31,0.03810,50,0.82149
ENSG00000099204,ABLIM1,95,-0.3012,110,-0.0840,133,0.23741,221,1.08974,96,-0.3256,100,-0.2265,71,-0.7582,121,0.07370
ENSG00000151553,FAM160B1,4,-2.7353,26,-0.0283,28,0.05061,23,-0.2266,28,0.11751,34,0.38856,37,0.52674,32,0.27438
ENSG00000165832,TRUB1,12,-1.9783,38,-0.2512,33,-0.4361,27,-0.7277,61,0.61251,71,0.79331,50,0.20722,47,0.13189
ENSG00000107518,ATRNL1,10,-4.0189,87,-0.9428,124,-0.3069,147,-0.0380,195,0.47525,202,0.47287,150,-0.0124,313,1.23493
ENSG00000165868,HSPA12A,45,-1.7855,71,-1.1834,79,-0.9437,103,-0.5315,167,0.26572,332,1.42521,224,0.71953,185,0.40228
ENSG00000187164,SHTN1,3031,3.90342,307,-0.7862,288,-0.8127,68,-2.9477,130,-2.1356,152,-1.7760,218,-1.2396,218,-1.2350
ENSG00000165650,PDZD8,67,0.54689,42,-0.2233,80,0.85005,38,-0.3657,28,-0.8927,62,0.40082,47,-0.0308,45,-0.1153
ENSG00000229847,EMX2OS,29,-0.2911,47,0.57288,45,0.43312,102,1.90426,21,-0.8110,11,-1.7651,10,-1.8681,12,-1.5903
ENSG00000170370,EMX2,114,0.72837,83,0.22407,151,1.22235,137,1.04130,57,-0.4368,11,-2.8314,19,-2.0345,21,-1.9024
ENSG00000107560,RAB11FIP2,116,0.11146,85,-0.4140,194,0.97830,92,-0.2530,66,-0.8340,88,-0.3151,157,0.61670,129,0.28743
ENSG00000165669,FAM204A,86,-0.0418,62,-0.6045,162,1.01295,88,-0.0008,64,-0.5668,67,-0.4415,107,0.31127,121,0.51563
ENSG00000151893,CACUL1,55,-0.6683,68,-0.3822,108,0.38978,82,-0.0432,92,0.15536,44,-0.9927,118,0.53785,118,0.54770
ENSG00000107581,EIF3A,913,1.66032,287,-0.3561,503,0.59024,166,-1.1637,194,-1.0024,191,-0.9505,450,0.40347,325,-0.1213
ENSG00000119979,DENND10,46,0.08375,47,0.12250,47,0.11796,44,-0.0061,32,-0.5261,57,0.42781,34,-0.3950,52,0.26294
ENSG00000183605,SFXN4,15,0.04172,7,-1.1058,11,-0.4487,26,0.93695,21,0.66190,15,0.01071,7,-1.0117,15,0.09791
ENSG00000165672,PRDX3,35,-1.6854,77,-0.5366,89,-0.2725,127,0.30537,142,0.56237,199,1.06727,61,-0.8483,103,-0.0319
ENSG00000151923,TIAL1,36,-0.3629,26,-0.9656,28,-0.7369,73,0.76712,53,0.26517,57,0.34800,34,-0.4509,71,0.72718
ENSG00000151929,BAG3,17,0.39458,7,-1.1138,13,-0.0623,49,2.30955,9,-0.6795,14,0.05286,5,-1.3474,5,-1.5141
ENSG00000198825,INPP5F,37,-2.6666,136,-0.8020,160,-0.4812,166,-0.4157,262,0.35355,469,1.31259,270,0.35637,268,0.34757
ENSG00000197771,MCMBP,14,-0.1164,12,-0.4619,14,-0.0697,22,0.56129,17,0.21885,14,-0.0925,7,-1.0840,23,0.63626
ENSG00000107651,SEC23IP,36,0.83753,7,-1.7975,16,-0.4307,30,0.54042,12,-0.9738,33,0.71025,40,1.03388,22,-0.0015
ENSG00000120008,WDR11,37,0.51632,17,-0.7692,27,0.00211,34,0.38028,27,-0.0123,24,-0.1454,29,0.11345,30,0.17188
ENSG00000066468,FGFR2,141,1.84437,30,-0.8325,37,-0.4307,150,1.97389,31,-0.7556,15,-1.7578,15,-1.7478,9,-2.5293
ENSG00000107669,ATE1,88,0.88543,41,-0.3719,61,0.27772,34,-0.6191,40,-0.4362,46,-0.1589,69,0.47155,52,0.02649
ENSG00000138162,TACC2,28,-0.6488,26,-0.8005,39,-0.1464,31,-0.4663,40,-0.1223,51,0.30856,70,0.82962,72,0.88236
ENSG00000107679,PLEKHA1,82,-0.4081,85,-0.3954,56,-0.9947,88,-0.3071,91,-0.2775,124,0.25325,205,1.10179,157,0.63703
ENSG00000166033,HTRA1,229,-0.1812,184,-0.5793,226,-0.2027,1042,2.61961,171,-0.6994,175,-0.5966,88,-1.6462,96,-1.5139
ENSG00000095574,IKZF5,20,-0.2892,21,-0.1788,13,-0.9178,9,-1.3680,27,0.28101,22,-0.0878,30,0.39774,44,1.01723
ENSG00000196177,ACADSB,40,-0.1136,31,-0.5558,37,-0.2276,57,0.48138,42,-0.0162,35,-0.2839,47,0.15088,63,0.65518
ENSG00000154473,BUB3,24,-0.5452,24,-0.6212,32,-0.1477,42,0.30927,40,0.26952,35,0.01287,49,0.56467,36,0.05915
ENSG00000154478,GPR26,1,-5.3652,37,-0.5706,47,-0.1247,66,0.41104,102,1.37958,10,-2.4079,38,-0.4875,74,0.59808
ENSG00000182022,CHST15,6,-2.1664,18,-0.7282,21,-0.3949,18,-0.6126,41,0.76143,36,0.44878,28,0.05468,45,0.84379
ENSG00000065154,OAT,63,-1.6738,118,-0.8035,86,-1.2204,230,0.31477,196,0.06463,423,1.37353,213,0.19399,247,0.43447
ENSG00000107902,LHPP,404,3.08517,76,-0.1442,24,-1.8616,51,-0.7489,60,-0.5514,36,-1.2612,8,-3.3946,31,-1.4905
ENSG00000189319,FAM53B,20,0.08292,23,0.31189,9,-1.0773,16,-0.2712,31,0.90995,10,-0.9773,15,-0.4303,14,-0.4683
ENSG00000203791,EEF1AKMT2,11,-0.8869,19,-0.0906,14,-0.5203,27,0.45276,27,0.52077,15,-0.4422,22,0.10957,21,0.04206
ENSG00000165660,ABRAXAS2,12,-0.6808,13,-0.6751,26,0.49602,16,-0.2249,18,-0.0846,15,-0.3134,26,0.49430,32,0.87558
ENSG00000019995,ZRANB1,101,0.20641,63,-0.5938,102,0.21440,80,-0.1690,75,-0.3047,105,0.26129,124,0.54638,102,0.22128
ENSG00000175029,CTBP2,60,0.41159,34,-0.5183,51,0.14937,51,0.16155,35,-0.4765,40,-0.2466,50,0.10357,74,0.75370
ENSG00000107938,EDRF1,11,-0.7265,6,-1.8362,18,-0.0164,16,-0.1671,18,-0.0668,31,0.88021,30,0.82186,29,0.73400
ENSG00000188690,UROS,41,-1.6038,144,0.38059,92,-0.3884,149,0.38981,158,0.56156,136,0.23188,66,-0.8844,85,-0.5150
ENSG00000107949,BCCIP,94,0.94695,30,-0.9515,81,0.69073,55,0.05402,37,-0.6340,46,-0.2377,56,0.08682,66,0.33890
ENSG00000150760,DOCK1,201,2.93899,48,0.20121,40,-0.1244,26,-0.7561,21,-1.2225,10,-2.2177,6,-2.8472,11,-1.9931
ENSG00000132334,PTPRE,69,0.57746,32,-0.6756,44,-0.1353,34,-0.5406,47,-0.0286,70,0.61294,54,0.18126,51,0.08824
ENSG00000108010,GLRX3,26,-0.4214,21,-0.8310,22,-0.6732,36,0.06762,36,0.07715,77,1.37067,36,0.08461,32,-0.1082
ENSG00000176769,TCERG1L,0,-6.0050,9,-1.2003,22,0.14353,21,0.07485,28,0.62958,19,-0.0650,32,0.79119,30,0.66606
ENSG00000175470,PPP2R2D,26,-1.0275,33,-0.6801,37,-0.4458,61,0.32613,67,0.53854,59,0.26076,40,-0.3269,75,0.67217
ENSG00000176171,BNIP3,145,-0.9421,185,-0.6229,332,0.35938,257,-0.0529,280,0.09718,446,0.85780,298,0.18692,248,-0.1111
ENSG00000188385,JAKMIP3,77,2.13633,17,-0.5558,3,-2.7287,16,-0.5323,20,-0.2909,17,-0.4990,38,0.80810,7,-1.6929
ENSG00000151640,DPYSL4,7,-2.0175,31,0.10134,6,-2.2974,22,-0.4052,44,0.80188,41,0.54587,37,0.40764,26,-0.1551
ENSG00000165752,STK32C,6,-2.5765,32,-0.2124,10,-1.8674,52,0.58363,50,0.60487,35,-0.0380,49,0.50157,45,0.33457
ENSG00000148814,LRRC27,16,-0.1390,15,-0.2894,19,0.09693,17,-0.0145,21,0.35322,13,-0.4106,20,0.16683,18,0.04951
ENSG00000171813,PWWP2B,2,-2.9665,18,0.01913,7,-1.4168,23,0.45639,30,1.05090,6,-1.4487,9,-1.0369,32,0.98144
ENSG00000068383,INPP5A,15,-1.6292,47,0.09693,24,-0.9152,41,-0.1420,60,0.54756,57,0.41201,40,-0.1833,54,0.31852
ENSG00000197177,ADGRA1,9,-2.4189,30,-0.7315,23,-1.0654,40,-0.2456,59,0.44844,117,1.59090,56,0.31723,40,-0.2409
