Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000189180,ZNF33A,116,0.45292,105,0.28428,76,-0.2179,59,-0.5976,66,-0.4393,168,1.05765,98,0.17943,105,0.29355,74,-0.2535,46,-0.9661,79,-0.1478,71,-0.3400
ENSG00000075407,ZNF37A,91,0.45553,186,1.67444,51,-0.4421,21,-1.7199,64,-0.0849,78,0.20729,45,-0.6434,108,0.73853,39,-0.8229,52,-0.4123,63,-0.1073,42,-0.7785
ENSG00000196693,ZNF33B,19,-0.5546,31,0.22887,27,0.00707,9,-1.6836,12,-1.2264,74,1.67362,63,1.36810,20,-0.4487,18,-0.5805,4,-2.6368,23,-0.2484,25,-0.1091
ENSG00000165733,BMS1,57,-0.0912,124,1.16363,140,1.37540,41,-0.5876,56,-0.1242,83,0.50152,65,0.11425,46,-0.4160,47,-0.3816,13,-2.2965,38,-0.7237,38,-0.7605
ENSG00000169826,CSGALNACT2,30,0.69282,34,0.90519,14,-0.4652,11,-0.8386,27,0.52441,13,-0.6067,31,0.72611,19,-0.0205,11,-0.8420,12,-0.6691,26,0.43124,12,-0.8157
ENSG00000198915,RASGEF1A,1,-5.1847,30,-0.1363,36,0.11321,51,0.66792,26,-0.3739,28,-0.2579,47,0.53706,33,0.00131,38,0.20732,8,-2.1069,43,0.41972,46,0.54942
ENSG00000169813,HNRNPF,77,1.20844,29,-0.3592,13,-1.4987,15,-1.3507,50,0.50664,45,0.35622,12,-1.6723,22,-0.7243,67,0.99370,55,0.66178,7,-2.2893,39,0.12975
ENSG00000169740,ZNF32,58,-0.2418,45,-0.6291,59,-0.2010,56,-0.2735,90,0.45902,92,0.48769,48,-0.5325,78,0.23175,65,-0.0522,74,0.13908,64,-0.0682,74,0.14994
ENSG00000107551,RASSF4,67,0.73306,34,-0.3362,60,0.56655,18,-1.2702,61,0.57801,75,0.91420,4,-3.3088,23,-0.9352,95,1.31555,60,0.55284,15,-1.5178,18,-1.3240
ENSG00000165512,ZNF22,46,1.42605,18,-0.0788,3,-2.6870,12,-0.6929,21,0.10497,21,0.10652,4,-2.2434,29,0.66718,31,0.75942,19,0.01736,13,-0.6193,16,-0.2766
ENSG00000172661,WASHC2C,43,0.64987,33,0.23094,65,1.33910,24,-0.2808,18,-0.6954,34,0.28556,25,-0.2049,33,0.23337,35,0.33039,12,-1.3333,14,-1.0303,17,-0.8243
ENSG00000265354,TIMM23,17,-1.5331,27,-0.8495,95,1.11407,91,1.03755,63,0.43485,36,-0.4415,43,-0.1420,30,-0.6845,44,-0.1061,12,-2.0790,44,-0.1234,58,0.34956
ENSG00000266412,NCOA4,145,0.97601,82,0.06858,107,0.48492,77,-0.0331,110,0.51977,96,0.31380,62,-0.3726,75,-0.0702,66,-0.2720,44,-0.8826,46,-0.8132,57,-0.5366
ENSG00000170324,FRMPD2,0,-5.2548,10,-1.6366,42,0.43002,56,0.90072,62,1.07884,85,1.62524,15,-1.0708,4,-2.9562,9,-1.7807,9,-1.8076,40,0.34825,39,0.37069
ENSG00000107643,MAPK8,9,-2.6141,28,-1.0334,61,0.15113,100,0.95195,75,0.48080,111,1.12767,30,-0.9158,80,0.59230,28,-1.0296,21,-1.4276,55,0.00907,59,0.12172
ENSG00000225830,ERCC6,18,-0.5275,46,0.93602,31,0.30604,14,-0.9195,7,-1.9084,22,-0.2144,29,0.22145,59,1.37180,34,0.45750,17,-0.5892,22,-0.2096,16,-0.7896
ENSG00000197444,OGDHL,8,-2.8870,54,-0.1404,129,1.27756,91,0.69398,124,1.21702,47,-0.3472,63,0.11071,25,-1.3110,38,-0.6513,27,-1.1751,61,0.04930,49,-0.3147
ENSG00000227345,PARG,41,-0.3112,51,0.00130,75,0.61694,29,-0.8230,34,-0.5982,89,0.89566,61,0.29355,44,-0.2326,52,0.02747,29,-0.8638,101,1.11658,27,-1.0377
ENSG00000099290,WASHC2A,47,0.09652,46,0.08535,42,-0.0725,50,0.20159,53,0.28762,54,0.33411,35,-0.3210,101,1.36604,32,-0.4764,28,-0.7022,11,-2.0777,35,-0.3513
ENSG00000198964,SGMS1,62,1.21508,36,0.33753,7,-2.0794,14,-1.0945,12,-1.2857,38,0.41696,14,-1.1425,43,0.62477,43,0.62434,43,0.59690,34,0.22318,16,-0.9156
ENSG00000177613,CSTF2T,42,0.56789,13,-1.1650,22,-0.4496,24,-0.3279,28,-0.0653,61,1.17590,28,-0.0509,54,0.96629,20,-0.5439,28,-0.0436,9,-1.6712,25,-0.2400
ENSG00000122873,CISD1,53,-2.0857,161,-0.4485,428,1.11564,304,0.55136,269,0.35368,222,0.05021,160,-0.4520,176,-0.3065,150,-0.5476,146,-0.5948,194,-0.1569,265,0.36205
ENSG00000072401,UBE2D1,11,-1.5072,41,0.42458,34,0.15528,57,0.95160,41,0.41235,29,-0.0923,26,-0.2740,19,-0.7120,15,-1.1050,53,0.84911,29,-0.1330,25,-0.3672
ENSG00000108064,TFAM,49,0.23033,55,0.40386,41,-0.0574,32,-0.4492,62,0.59262,73,0.86184,62,0.59829,50,0.23532,49,0.21339,12,-1.8673,13,-1.7393,28,-0.6998
ENSG00000237949,LINC00844,779,4.03560,5,-4.2407,8,-3.7006,8,-3.6352,19,-2.5226,22,-2.2988,1,-6.2531,63,-0.7550,115,0.16248,296,1.75898,10,-3.4519,8,-3.7690
ENSG00000165443,PHYHIPL,202,0.01786,105,-0.9795,152,-0.4168,159,-0.3518,411,1.17357,154,-0.4028,130,-0.6522,430,1.25238,184,-0.1246,140,-0.5476,62,-1.7542,232,0.26225
ENSG00000148541,FAM13C,222,2.21964,46,-0.4329,48,-0.3737,27,-1.2443,53,-0.1994,154,1.53164,18,-1.8438,37,-0.7475,25,-1.3126,76,0.35652,47,-0.3821,18,-1.8797
ENSG00000108091,CCDC6,59,-0.5353,104,0.33712,126,0.64994,103,0.32513,67,-0.3322,84,0.00471,117,0.52644,93,0.15737,79,-0.0862,41,-1.0960,86,0.03372,65,-0.4167
ENSG00000151150,ANK3,748,0.88734,538,0.35020,540,0.35808,203,-1.1457,214,-1.0653,581,0.47400,750,0.89077,640,0.62990,124,-1.8728,445,0.05135,434,0.01301,191,-1.3123
ENSG00000150347,ARID5B,148,0.89213,144,0.83958,60,-0.5314,45,-0.9765,64,-0.4362,192,1.32910,143,0.83777,107,0.36976,40,-1.1374,17,-2.3538,65,-0.4196,39,-1.2292
ENSG00000138311,ZNF365,50,-1.3681,62,-1.0386,134,0.12793,193,0.70438,87,-0.5488,129,0.06917,248,1.12530,153,0.33275,32,-2.0280,98,-0.3560,157,0.37190,133,0.12156
ENSG00000181915,ADO,48,-0.2960,66,0.20562,51,-0.1863,83,0.57208,65,0.18874,62,0.11714,78,0.47389,44,-0.4269,29,-1.0324,27,-1.1676,52,-0.1554,73,0.40497
ENSG00000148572,NRBF2,23,-0.6143,28,-0.3666,55,0.72027,37,0.09295,51,0.57782,37,0.08248,58,0.79886,44,0.36456,25,-0.5395,9,-1.9935,28,-0.3207,30,-0.2472
ENSG00000171988,JMJD1C,208,0.39507,590,2.21872,98,-0.7690,69,-1.3023,78,-1.1132,181,0.16975,262,0.76804,205,0.36627,92,-0.8668,48,-1.8222,101,-0.7321,88,-0.9897
ENSG00000165476,REEP3,234,3.43355,42,0.16160,6,-2.5568,20,-0.9600,11,-1.8672,3,-3.6371,5,-2.7952,44,0.23645,17,-1.1806,78,1.16710,2,-4.1488,14,-1.5649
ENSG00000198739,LRRTM3,12,-2.4738,50,-0.3262,59,-0.0712,67,0.12679,74,0.27634,66,0.09683,173,1.70592,106,0.84857,11,-2.6010,21,-1.5959,61,-0.0219,53,-0.2571
ENSG00000108176,DNAJC12,32,-0.6267,23,-1.1126,43,-0.1964,64,0.44678,87,0.94588,27,-0.8632,56,0.22239,58,0.29309,35,-0.4991,41,-0.2678,43,-0.1920,60,0.36857
ENSG00000148634,HERC4,33,0.02101,58,0.93582,32,-0.0184,49,0.65082,40,0.35653,26,-0.3278,38,0.27336,57,0.91394,18,-0.8767,2,-3.8954,9,-1.8144,28,-0.2226
ENSG00000096746,HNRNPH3,162,0.70120,121,0.23293,65,-0.7147,91,-0.2024,130,0.35570,104,-0.0078,99,-0.0846,107,0.04094,124,0.27182,48,-1.1596,84,-0.3360,109,0.08430
ENSG00000204130,RUFY2,203,1.08704,127,0.31929,118,0.20546,84,-0.3140,80,-0.3929,117,0.19210,109,0.07729,138,0.45614,76,-0.4794,44,-1.2775,124,0.28166,63,-0.8212
ENSG00000122912,SLC25A16,10,-1.3436,27,0.12192,20,-0.3390,28,0.20568,9,-1.4253,39,0.73387,33,0.44652,30,0.31549,20,-0.3510,33,0.42577,16,-0.6397,28,0.22297
ENSG00000060339,CCAR1,259,0.91089,374,1.54266,158,0.10947,99,-0.6113,79,-0.9427,146,-0.0142,136,-0.1212,121,-0.2975,128,-0.2150,89,-0.7634,166,0.18628,78,-1.0223
ENSG00000165730,STOX1,11,-1.0512,15,-0.5558,7,-1.7848,3,-2.6985,19,-0.2674,16,-0.5095,15,-0.5798,9,-1.2780,79,2.12812,28,0.34973,30,0.44424,29,0.46371
ENSG00000107625,DDX50,57,0.10651,62,0.25036,40,-0.4510,36,-0.5902,33,-0.7336,118,1.28945,65,0.32365,67,0.35945,49,-0.1296,35,-0.6211,49,-0.1147,40,-0.4709
ENSG00000165732,DDX21,157,0.95077,162,1.00402,83,-0.0686,36,-1.3342,53,-0.7496,137,0.71907,137,0.72826,92,0.09104,61,-0.5532,58,-0.6218,77,-0.1812,38,-1.3124
ENSG00000198954,KIF1BP,71,-0.2165,77,-0.0996,138,0.82849,125,0.67089,101,0.32673,62,-0.4318,96,0.24876,117,0.56505,58,-0.5421,40,-1.0850,37,-1.1876,72,-0.2202
ENSG00000122862,SRGN,40,0.78871,104,2.52939,7,-1.7849,3,-3.0558,3,-3.0244,7,-1.8282,13,-0.9309,6,-2.0264,36,0.60233,37,0.67328,25,0.03378,18,-0.5190
ENSG00000122958,VPS26A,58,-0.2984,61,-0.2366,62,-0.2010,57,-0.3249,63,-0.1751,89,0.36310,92,0.41835,106,0.64092,39,-0.9021,103,0.59894,80,0.19506,54,-0.4437
ENSG00000156502,SUPV3L1,7,-2.1882,56,0.94110,43,0.50729,40,0.41877,51,0.78861,42,0.48286,19,-0.7482,21,-0.6063,12,-1.4273,25,-0.2965,18,-0.8079,34,0.16812
ENSG00000156515,HK1,26,-3.0952,140,-0.6149,293,0.53714,378,0.95903,358,0.86826,242,0.23326,156,-0.4433,307,0.61662,129,-0.7368,176,-0.2600,157,-0.4350,174,-0.3035
ENSG00000171224,FAM241B,0,-7.4906,38,0.01822,52,0.49523,71,1.03019,60,0.74027,43,0.19710,31,-0.3186,12,-1.6685,11,-1.8381,19,-0.9890,53,0.55091,49,0.47482
ENSG00000079332,SAR1A,62,-0.6686,87,-0.1427,108,0.19337,113,0.25380,142,0.62235,83,-0.2285,106,0.15731,188,1.08900,59,-0.7470,100,0.06931,56,-0.8129,71,-0.4999
ENSG00000180817,PPA1,209,-0.2255,131,-0.9387,335,0.51434,302,0.35132,435,0.94465,145,-0.7805,186,-0.4082,229,-0.0866,179,-0.4612,237,-0.0319,135,-0.8935,311,0.43800
ENSG00000172731,LRRC20,0,-5.4657,16,-0.8400,46,0.75573,42,0.57389,29,0.01828,27,-0.1251,13,-1.1992,28,-0.0532,17,-0.7733,33,0.23428,50,0.88990,36,0.38824
ENSG00000148730,EIF4EBP2,36,-0.6164,71,0.44929,32,-0.7625,38,-0.5095,61,0.20160,55,0.05169,32,-0.7641,33,-0.7373,95,0.91759,63,0.25846,43,-0.3190,67,0.40066
ENSG00000166228,PCBD1,19,-0.9929,12,-1.6257,28,-0.4124,34,-0.1313,47,0.40531,31,-0.2311,21,-0.8593,20,-0.9356,65,0.90996,44,0.30196,37,0.01258,59,0.84703
ENSG00000107738,VSIR,28,0.65476,31,0.80807,1,-3.5176,5,-1.8198,6,-1.6686,14,-0.3752,5,-2.0025,9,-1.0063,85,2.66792,10,-0.9627,16,-0.2324,15,-0.3240
ENSG00000197746,PSAP,667,-0.3906,692,-0.3337,1137,0.44457,1448,0.83913,1301,0.66283,647,-0.4374,663,-0.3994,1237,0.58008,989,0.22308,478,-0.8959,335,-1.4285,783,-0.1553
ENSG00000107742,SPOCK2,45,-1.9964,159,-0.0965,296,0.90360,244,0.58763,311,0.98664,293,0.88792,74,-1.2589,168,-0.0043,194,0.21811,115,-0.5896,81,-1.1194,107,-0.7493
ENSG00000166295,ANAPC16,60,-0.1104,83,0.39552,48,-0.4559,62,-0.0534,33,-1.0276,51,-0.3594,64,-0.0043,62,-0.0576,116,0.93353,54,-0.2804,63,-0.0429,72,0.17681
ENSG00000148719,DNAJB12,33,0.38314,31,0.27910,20,-0.3794,27,0.04806,41,0.71104,19,-0.4930,23,-0.1792,25,-0.0439,20,-0.4268,33,0.37695,11,-1.2177,27,0.07483
ENSG00000107745,MICU1,66,-0.6085,97,-0.0012,124,0.37966,109,0.16791,128,0.42367,158,0.77347,132,0.47477,145,0.62894,67,-0.5648,74,-0.4155,50,-1.0088,59,-0.8294
ENSG00000122882,ECD,17,-0.0779,18,-0.0528,22,0.29572,28,0.67331,16,-0.1729,12,-0.6013,15,-0.3488,20,0.11604,23,0.37647,30,0.75748,10,-0.8861,13,-0.5136
ENSG00000213551,DNAJC9,25,-0.0187,43,0.83081,22,-0.1991,38,0.61908,37,0.58708,18,-0.5206,38,0.61075,7,-1.8033,14,-0.8734,4,-2.5381,19,-0.4151,32,0.41323
ENSG00000182180,MRPS16,57,0.50441,46,0.16518,12,-1.8105,48,0.24996,45,0.12622,37,-0.1508,27,-0.6655,47,0.21232,44,0.09870,32,-0.3911,47,0.20152,47,0.22429
ENSG00000138279,ANXA7,78,-0.5329,96,-0.2134,90,-0.3129,180,0.77733,152,0.50266,153,0.51014,108,-0.0348,91,-0.3038,97,-0.2040,66,-0.7901,91,-0.3059,118,0.10853
ENSG00000107758,PPP3CB,45,-2.4986,146,-0.7565,239,-0.0080,413,0.87165,332,0.51337,187,-0.3866,252,0.07722,377,0.72168,119,-1.0630,213,-0.1817,212,-0.1938,292,0.33983
ENSG00000166348,USP54,138,2.90594,31,0.18795,20,-0.4642,6,-2.1982,17,-0.7393,9,-1.6058,2,-3.5541,33,0.31053,27,-0.0365,60,1.25971,7,-1.9868,3,-3.3891
ENSG00000176986,SEC24C,21,-0.5918,29,-0.0765,25,-0.2890,45,0.61552,34,0.18196,22,-0.5226,31,0.03767,53,0.87480,35,0.22881,13,-1.2554,14,-1.1528,37,0.32901
ENSG00000196968,FUT11,24,0.59606,22,0.50876,22,0.50578,20,0.31046,28,0.88270,8,-0.9528,16,-0.0412,6,-1.5060,21,0.41750,3,-2.1756,11,-0.5002,14,-0.2719
ENSG00000172586,CHCHD1,35,-1.3122,49,-0.8043,69,-0.2943,118,0.55309,134,0.75987,99,0.27878,79,-0.0785,61,-0.4786,62,-0.4500,94,0.18448,64,-0.3983,109,0.46737
ENSG00000214655,ZSWIM8,29,0.38538,42,0.98984,21,-0.1583,19,-0.2838,36,0.70940,8,-1.6041,17,-0.4216,30,0.42687,13,-0.7829,15,-0.5808,17,-0.4204,24,0.09690
ENSG00000166507,NDST2,2,-2.9677,11,-0.6290,15,-0.2244,19,0.16874,22,0.40086,20,0.25451,16,-0.1182,14,-0.3197,16,-0.0990,31,0.95997,19,0.19417,18,0.10912
ENSG00000148660,CAMK2G,83,-1.1848,184,0.02453,391,1.25467,196,0.12592,290,0.74911,137,-0.4296,61,-1.6510,350,1.06459,205,0.19605,167,-0.1236,101,-0.8867,95,-1.0531
ENSG00000035403,VCL,13,-1.1379,105,2.32025,40,0.59865,17,-0.6951,26,-0.0495,11,-1.3351,14,-1.0091,10,-1.4890,58,1.21519,1,-4.6144,14,-0.9471,22,-0.3266
ENSG00000185009,AP3M1,22,0.42004,28,0.83913,19,0.21430,22,0.44016,11,-0.5734,22,0.43988,15,-0.1765,7,-1.2307,36,1.25280,7,-1.3037,6,-1.3531,10,-0.8309
ENSG00000156110,ADK,24,-0.3465,37,0.28961,47,0.67505,26,-0.2339,40,0.41490,19,-0.7356,31,0.01652,20,-0.6667,48,0.71617,29,-0.1058,29,-0.0747,24,-0.3937
ENSG00000156650,KAT6B,157,0.59565,236,1.27591,59,-0.9131,24,-2.2173,78,-0.4911,187,0.88206,176,0.78367,129,0.27989,69,-0.6776,22,-2.3668,136,0.36669,64,-0.8543
ENSG00000156671,SAMD8,94,0.51099,74,0.13368,49,-0.5125,70,0.04007,67,-0.0349,64,-0.1032,76,0.17856,121,0.91962,54,-0.3452,48,-0.5358,39,-0.8454,65,-0.0868
ENSG00000165637,VDAC2,93,-0.8619,89,-0.9319,260,0.73029,298,0.95659,348,1.22289,132,-0.3380,124,-0.4369,141,-0.2329,151,-0.1283,60,-1.5252,44,-1.9663,197,0.31915
ENSG00000165655,ZNF503,8,-1.0765,27,0.81927,18,0.20713,23,0.57534,15,-0.0361,4,-1.8639,15,-0.0273,57,2.15336,10,-0.7439,6,-1.3794,11,-0.4763,6,-1.5876
ENSG00000156113,KCNMA1,48,-2.2480,329,0.66725,243,0.18223,210,-0.0448,203,-0.1024,259,0.27823,328,0.66184,348,0.75668,151,-0.5571,150,-0.5694,141,-0.6534,203,-0.1126
ENSG00000148606,POLR3A,24,-0.8072,23,-0.9130,56,0.46387,72,0.88896,52,0.36636,72,0.87832,52,0.36064,61,0.60489,12,-1.7736,29,-0.5423,21,-1.0470,32,-0.4188
ENSG00000138326,RPS24,2584,0.70657,1191,-0.5121,834,-1.0519,719,-1.2737,790,-1.1323,1769,0.09996,1299,-0.3797,757,-1.1959,2554,0.68776,3025,0.96807,2652,0.74943,1703,0.04366
ENSG00000108175,ZMIZ1,40,-0.7531,82,0.35769,40,-0.7423,54,-0.2872,55,-0.2583,89,0.49583,45,-0.5786,107,0.78222,80,0.31944,87,0.46217,52,-0.3603,59,-0.1785
ENSG00000108179,PPIF,58,0.71414,15,-1.3034,39,0.06800,36,-0.0417,66,0.91710,57,0.68445,14,-1.4244,16,-1.2904,43,0.22794,70,1.02979,17,-1.1751,25,-0.6351
ENSG00000165424,ZCCHC24,255,2.57940,32,-0.8977,17,-1.8765,13,-2.1784,17,-1.7990,18,-1.7726,16,-1.8872,58,-0.0193,103,0.89624,179,1.86942,27,-1.1867,13,-2.2738
ENSG00000133678,TMEM254,16,0.04783,25,0.75181,7,-1.0749,20,0.40803,15,-0.0432,20,0.42797,17,0.17356,21,0.49526,18,0.28784,3,-2.1881,11,-0.5442,13,-0.2958
ENSG00000122359,ANXA11,40,-1.3594,86,-0.2068,77,-0.3778,221,1.32539,77,-0.3788,36,-1.4930,206,1.19656,105,0.10128,63,-0.6754,25,-2.0410,68,-0.5602,137,0.58121
ENSG00000122378,PRXL2A,180,-0.8011,337,0.15671,223,-0.4788,276,-0.1508,127,-1.3207,107,-1.5836,504,0.80778,353,0.23296,552,0.95853,323,0.09413,337,0.16081,319,0.07776
ENSG00000108219,TSPAN14,22,-0.9981,86,1.09260,27,-0.7001,57,0.42455,31,-0.5176,25,-0.8275,90,1.17042,14,-1.7193,80,0.98398,18,-1.3121,39,-0.1691,38,-0.2301
ENSG00000185737,NRG3,15,-1.3460,24,-0.6847,65,0.88002,48,0.38153,27,-0.4999,54,0.57142,42,0.18486,18,-1.0685,33,-0.1843,28,-0.4276,24,-0.6524,54,0.63744
ENSG00000165678,GHITM,117,-1.7795,198,-0.9997,658,0.87886,673,0.91578,533,0.53320,325,-0.2442,222,-0.8247,276,-0.4947,259,-0.5898,404,0.09386,333,-0.2061,475,0.38555
ENSG00000107771,CCSER2,196,0.35373,203,0.40889,224,0.57057,104,-0.6272,118,-0.4361,135,-0.2336,254,0.77032,157,-0.0010,157,0.00739,121,-0.3972,209,0.45437,79,-1.1033
ENSG00000182771,GRID1,26,0.78925,10,-0.6888,25,0.67434,21,0.39169,33,1.16609,22,0.46015,11,-0.5782,21,0.42020,13,-0.3220,2,-2.8641,7,-1.2794,9,-0.9059
ENSG00000062650,WAPL,72,0.60981,113,1.37733,36,-0.4806,31,-0.6806,18,-1.4475,63,0.39393,79,0.76898,67,0.51055,54,0.16343,41,-0.2754,24,-1.0385,17,-1.6194
ENSG00000122367,LDB3,235,4.78722,25,-0.0372,0,-6.0820,5,-2.3409,5,-2.4719,0,-8.0092,0,-8.9266,36,0.52596,1,-4.0819,27,0.07163,0,-8.7056,0,-6.2586
ENSG00000173267,SNCG,16,-4.2241,81,-1.8933,1407,2.87522,506,0.92603,680,1.43106,140,-1.0804,20,-3.8739,3,-6.5635,70,-2.0979,142,-1.0575,268,-0.0971,184,-0.7152
ENSG00000148671,ADIRF,32,-0.4034,151,2.20469,8,-2.3310,7,-2.6305,11,-1.9860,2,-4.1762,7,-2.5937,0,-6.0944,176,2.51734,29,-0.5687,34,-0.3051,42,0.00416
ENSG00000148672,GLUD1,154,-0.5832,139,-0.7356,176,-0.3799,160,-0.5260,155,-0.5691,73,-1.6960,104,-1.1681,157,-0.5543,920,2.46146,293,0.41797,170,-0.4333,210,-0.1102
ENSG00000223482,NUTM2A-AS1,77,1.36441,31,-0.1116,24,-0.4831,24,-0.4857,43,0.39425,29,-0.2360,13,-1.4214,61,0.94601,38,0.18825,31,-0.0981,22,-0.6051,20,-0.7903
ENSG00000138138,ATAD1,41,-1.0316,82,0.01769,103,0.38019,108,0.45354,105,0.40976,88,0.13701,60,-0.4564,111,0.49060,45,-0.8847,61,-0.4485,42,-0.9844,103,0.42240
ENSG00000171862,PTEN,30,-1.8355,118,0.20444,80,-0.3876,97,-0.0942,117,0.19418,129,0.35245,89,-0.2370,150,0.59575,116,0.18783,75,-0.4958,120,0.23282,110,0.11493
ENSG00000138134,STAMBPL1,4,-2.7514,21,-0.5894,56,0.93930,35,0.18461,50,0.77317,84,1.66227,41,0.45652,25,-0.2957,4,-2.9808,44,0.55238,15,-1.0298,10,-1.7035
ENSG00000107798,LIPA,224,3.06805,17,-1.2856,24,-0.8093,31,-0.4418,55,0.44747,15,-1.4636,5,-3.0932,59,0.55800,32,-0.3998,41,-0.0319,6,-2.8507,15,-1.6196
ENSG00000185745,IFIT1,28,-1.0028,69,0.36377,48,-0.2021,88,0.74432,60,0.13404,51,-0.1211,61,0.16190,71,0.40688,45,-0.2965,41,-0.4560,28,-1.0240,62,0.20522
ENSG00000152778,IFIT5,26,0.38224,10,-1.0935,29,0.58906,14,-0.5035,45,1.29544,28,0.53646,16,-0.3669,8,-1.3520,25,0.37234,5,-2.0207,12,-0.7267,21,0.09004
ENSG00000148688,RPP30,19,-0.1467,14,-0.5268,15,-0.4387,39,1.00569,48,1.38677,19,-0.1459,21,0.06322,18,-0.1970,18,-0.2244,0,-4.5939,12,-0.8208,22,0.09027
ENSG00000180628,PCGF5,89,-0.0422,90,-0.0301,80,-0.2036,77,-0.2643,179,1.08156,122,0.44860,96,0.08149,44,-1.0996,118,0.40093,43,-1.1344,68,-0.4604,92,0.00192
ENSG00000165338,HECTD2,1,-3.7907,77,1.92808,9,-1.3820,36,0.64704,30,0.33465,6,-1.9464,27,0.18247,26,0.10474,5,-2.3164,5,-2.3290,26,0.13224,32,0.50829
ENSG00000119938,PPP1R3C,31,0.28014,23,-0.1581,4,-2.8086,14,-0.9001,5,-2.4026,4,-2.5061,25,-0.0839,10,-1.3791,83,1.93416,26,0.00211,21,-0.2979,46,1.01101
ENSG00000107854,TNKS2,87,0.68660,92,0.76536,25,-1.2123,53,-0.1020,40,-0.5184,42,-0.4610,104,0.96701,79,0.51969,43,-0.4176,33,-0.8412,52,-0.1292,43,-0.4416
ENSG00000095564,BTAF1,51,1.25352,95,2.42328,10,-1.1986,12,-0.9463,7,-1.7007,15,-0.7012,49,1.17675,15,-0.6471,25,0.10356,5,-2.1773,7,-1.7083,6,-2.0915
ENSG00000107864,CPEB3,24,-1.6244,51,-0.5075,80,0.18031,67,-0.0881,167,1.39084,90,0.37349,58,-0.3141,71,-8.7214,60,-0.2616,61,-0.2492,61,-0.2520,68,-0.0782
ENSG00000198060,MARCH5,19,-0.6390,15,-0.9993,29,0.01012,37,0.36105,33,0.20676,26,-0.1938,17,-0.8041,12,-1.3036,39,0.45601,53,0.94924,15,-1.0085,42,0.63573
ENSG00000138190,EXOC6,19,-1.1922,112,1.61514,17,-1.3495,55,0.42399,32,-0.4273,14,-1.6461,56,0.44011,62,0.61302,23,-0.9307,53,0.36584,34,-0.3406,36,-0.2867
ENSG00000138207,RBP4,16,-1.6064,10,-2.2705,21,-1.1723,106,1.32559,33,-0.5443,7,-2.8088,103,1.27352,15,-1.7327,14,-1.8239,11,-2.1585,30,-0.6718,123,1.86833
ENSG00000148690,FRA10AC1,307,0.24084,286,0.12631,222,-0.2678,136,-1.0072,171,-0.6618,373,0.55144,309,0.25053,195,-0.4620,202,-0.4125,266,0.01421,542,1.17160,208,-0.3916
ENSG00000108231,LGI1,17,-1.7465,51,-0.1280,52,-0.1086,45,-0.3342,125,1.31532,73,0.41651,30,-0.9316,116,1.17501,76,0.49431,31,-0.8994,23,-1.3169,43,-0.4300
ENSG00000173145,NOC3L,46,0.87917,57,1.21612,38,0.55984,8,-1.7995,12,-1.2055,29,0.13406,27,0.03713,11,-1.2485,35,0.40854,54,1.13670,17,-0.6936,6,-2.2285
ENSG00000108239,TBC1D12,174,2.92513,31,-0.1370,18,-0.9885,4,-2.9845,18,-0.9903,47,0.51095,49,0.58242,19,-0.8448,11,-1.6040,31,-0.1653,18,-0.9403,11,-1.7267
ENSG00000095637,SORBS1,35,-1.3590,140,0.75781,92,0.08250,82,-0.0888,62,-0.5230,61,-0.5360,124,0.55624,101,0.22927,154,0.91687,43,-1.0830,59,-0.6008,90,0.04649
ENSG00000059573,ALDH18A1,12,-0.5993,45,1.43771,29,0.68806,21,0.19377,18,-0.0790,14,-0.3764,10,-0.9218,4,-2.2151,19,0.02641,11,-0.8405,14,-0.3736,22,0.29094
ENSG00000177853,ZNF518A,72,1.01658,131,2.09055,20,-0.9433,14,-1.5275,25,-0.6223,66,0.86300,38,-0.0175,30,-0.3485,33,-0.2220,10,-1.9344,32,-0.2528,12,-1.7793
ENSG00000197430,OPALIN,790,4.48059,1,-6.4951,18,-2.4044,4,-4.5422,20,-2.2554,28,-1.7888,0,-10.554,95,0.02826,3,-4.8551,243,1.58656,0,-7.2133,4,-4.7051
ENSG00000077147,TM9SF3,155,0.50421,138,0.31370,119,0.08209,160,0.55017,145,0.38893,57,-1.0373,98,-0.2183,161,0.56114,109,-0.0599,65,-0.8368,80,-0.5297,91,-0.3648
ENSG00000196233,LCOR,63,0.87516,112,1.88546,16,-1.2220,18,-1.0177,19,-1.0127,38,0.07607,42,0.22499,51,0.53247,37,0.01935,7,-2.3073,15,-1.3617,27,-0.4789
ENSG00000187122,SLIT1,17,-1.8178,26,-1.2530,41,-0.5361,84,0.56760,104,0.91400,54,-0.1227,19,-1.6653,180,1.87527,22,-1.4582,86,0.59874,34,-0.8231,48,-0.3369
ENSG00000052749,RRP12,19,-0.5803,10,-1.4439,51,0.98324,60,1.25055,39,0.55627,12,-1.2042,33,0.27839,29,0.08832,8,-1.8278,37,0.47787,28,0.03682,15,-0.9202
