Feature ID,Feature Name,Feature count topic 1to5,Feature log2 fold change topic 1to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000075089,ACTR6,93,0.77982,54,-0.3930,66,-0.0795,43,-0.7948,56,-0.3985
ENSG00000136021,SCYL2,34,-0.0498,54,0.70555,27,-0.4166,25,-0.5703,39,0.22335
ENSG00000151572,ANO4,15,-0.1816,26,0.76631,8,-0.9399,17,0.09382,16,0.06484
ENSG00000120805,ARL1,122,0.75278,72,-0.3869,81,-0.2019,41,-1.3324,90,-0.0623
ENSG00000196091,MYBPC1,19,-0.0386,14,-0.4348,1,-3.8684,17,-0.1913,28,0.82687
ENSG00000111666,CHPT1,52,0.07231,80,0.74485,24,-1.0815,49,-0.0350,47,-0.1227
ENSG00000111670,GNPTAB,128,-0.0204,187,0.59662,181,0.55022,124,-0.0569,96,-0.5335
ENSG00000120860,WASHC3,73,0.51867,32,-0.9447,46,-0.4060,53,-0.2048,57,-0.1012
ENSG00000017427,IGF1,13,-0.2695,17,0.17435,14,-0.0814,10,-0.6108,20,0.62783
ENSG00000139352,ASCL1,10,-1.3023,7,-1.5546,5,-1.8123,35,1.13538,32,1.08919
ENSG00000111696,NT5DC3,58,0.11903,33,-0.7679,65,0.25913,32,-0.9209,71,0.48961
ENSG00000166598,HSP90B1,608,0.46088,572,0.17815,906,0.93053,327,-0.7463,320,-0.8422
ENSG00000204954,C12orf73,42,0.45203,34,-0.0462,32,-0.1686,17,-1.1281,37,0.12217
ENSG00000139372,TDG,14,-0.6358,55,1.85067,14,-0.3739,19,0.06272,14,-0.4166
ENSG00000111727,HCFC2,17,0.07690,32,1.03382,14,-0.2763,7,-1.3923,18,0.17035
ENSG00000120837,NFYB,43,-0.2457,46,-0.0469,28,-0.8113,65,0.54945,51,0.13171
ENSG00000198431,TXNRD1,48,0.24594,34,-0.3879,59,0.49888,46,0.12142,32,-0.5647
ENSG00000151131,C12orf45,30,-0.2881,66,1.07481,41,0.28596,38,0.17675,25,-0.5443
ENSG00000136051,WASHC4,35,0.20019,57,0.93085,18,-0.8469,26,-0.3256,28,-0.2763
ENSG00000074590,NUAK1,356,0.56476,331,0.21601,346,0.28387,215,-0.5009,193,-0.7306
ENSG00000136026,CKAP4,32,-0.1443,39,0.21631,29,-0.2597,37,0.13934,36,0.08207
ENSG00000111785,RIC8B,21,-0.1935,51,1.34134,36,0.75197,15,-0.6849,17,-0.5552
ENSG00000151135,TMEM263,34,0.38071,13,-1.2248,35,0.30562,22,-0.4778,29,0.03149
ENSG00000120832,MTERF2,24,0.56415,31,0.74033,14,-0.5123,13,-0.6896,14,-0.5612
ENSG00000151136,BTBD11,15,-0.6341,11,-0.8649,3,-2.5507,12,-0.8205,41,1.70209
ENSG00000136045,PWP1,77,0.67172,64,0.10260,86,0.56327,33,-0.9846,40,-0.7167
ENSG00000110851,PRDM4,29,0.26597,44,0.85311,24,-0.1361,9,-1.6665,27,0.08515
ENSG00000075035,WSCD2,29,-0.0639,28,-0.0857,38,0.36293,12,-1.4441,41,0.64095
ENSG00000075856,SART3,39,-0.2310,58,0.46825,94,1.26903,44,0.02814,28,-0.7984
ENSG00000136003,ISCU,307,0.22463,183,-0.6583,351,0.35297,165,-0.8777,324,0.28208
ENSG00000110880,CORO1C,35,0.32798,33,0.11429,12,-1.3798,20,-0.7306,37,0.33741
ENSG00000084112,SSH1,15,-0.6124,32,0.73134,20,0.02510,21,0.07656,24,0.30439
ENSG00000166111,SVOP,130,0.32506,140,0.31550,120,0.06731,75,-0.6989,105,-0.1626
ENSG00000135093,USP30,16,-0.2784,26,0.57939,23,0.35028,15,-0.2704,19,0.10341
ENSG00000110906,KCTD10,32,0.60658,27,0.08888,13,-0.9690,17,-0.6447,23,-0.1334
ENSG00000151148,UBE3B,28,0.10748,23,-0.1904,24,-0.1482,26,-0.0233,27,0.00836
ENSG00000139428,MMAB,35,-0.1364,35,-0.1198,29,-0.4216,34,-0.1744,47,0.46302
ENSG00000110921,MVK,14,0.24082,10,-0.3223,11,-0.2224,14,0.13916,11,-0.2265
ENSG00000139433,GLTP,12,-1.1165,27,0.44357,15,-0.4816,29,0.65632,28,0.63692
ENSG00000139437,TCHP,23,-0.2578,39,0.66812,51,1.11230,28,0.15142,15,-0.8751
ENSG00000139436,GIT2,28,-0.3459,95,1.80812,16,-1.0449,21,-0.7416,33,-0.0023
ENSG00000174456,C12orf76,108,-0.0390,80,-0.4884,96,-0.2042,106,-0.0565,129,0.32540
ENSG00000122970,IFT81,24,-0.3453,46,0.81706,46,0.81758,45,0.88923,10,-1.6895
ENSG00000174437,ATP2A2,538,0.46383,410,-0.1521,425,-0.0940,308,-0.6387,426,-0.1113
ENSG00000196510,ANAPC7,45,0.23520,59,0.57986,18,-1.2311,24,-0.9048,48,0.29203
ENSG00000111229,ARPC3,271,0.43624,141,-0.7450,266,0.23636,98,-1.3752,265,0.28451
ENSG00000204856,FAM216A,84,0.66123,61,-0.1113,61,-0.1354,44,-0.6778,54,-0.3758
ENSG00000111237,VPS29,135,0.27427,106,-0.2111,128,0.09022,76,-0.7792,131,0.15805
ENSG00000196850,PPTC7,52,0.61567,30,-0.4745,35,-0.2324,27,-0.6994,39,-0.1213
ENSG00000186298,PPP1CC,64,-0.1908,72,0.06675,29,-1.2931,62,-0.1981,95,0.65323
ENSG00000111249,CUX2,15,-1.3403,4,-2.8258,78,1.62104,9,-1.7952,58,1.55210
ENSG00000204842,ATXN2,92,0.04083,170,1.02953,94,0.06113,96,0.10638,56,-0.8494
ENSG00000089234,BRAP,28,0.54928,19,-0.2456,19,-0.2528,20,-0.2238,18,-0.4094
ENSG00000111275,ALDH2,106,-0.6916,76,-0.9810,128,-0.1813,165,0.23765,221,0.90496
ENSG00000234608,MAPKAPK5-AS1,40,-0.0939,30,-0.4936,26,-0.7173,29,-0.5923,62,0.81042
ENSG00000089022,MAPKAPK5,28,-0.0359,46,0.75575,20,-0.5356,30,0.08227,25,-0.2196
ENSG00000089248,ERP29,120,0.67499,76,-0.3295,44,-1.1395,63,-0.6599,93,-0.0173
ENSG00000111300,NAA25,30,0.17315,83,1.81845,21,-0.4084,9,-1.7844,21,-0.4870
ENSG00000173064,HECTD4,111,0.06439,146,0.47620,121,0.16708,82,-0.4621,104,-0.0717
ENSG00000089009,RPL6,723,-0.3491,474,-0.8794,708,-0.2644,1304,0.80661,886,0.10661
ENSG00000179295,PTPN11,235,0.00109,261,0.16138,354,0.65586,266,0.21708,166,-0.6326
ENSG00000089169,RPH3A,298,-0.0013,302,0.02219,275,-0.1223,311,0.07306,296,-0.0142
ENSG00000135144,DTX1,20,-0.6845,26,-0.0404,33,0.30588,29,0.10628,36,0.58226
ENSG00000111344,RASAL1,19,-0.1453,19,-0.0922,32,0.73820,8,-1.4267,26,0.55082
ENSG00000123064,DDX54,31,-0.7143,33,-0.3886,90,1.23696,29,-0.6415,58,0.63872
ENSG00000139405,RITA1,45,0.55693,17,-1.0982,32,-0.1999,28,-0.4481,36,-0.0333
ENSG00000186815,TPCN1,14,-0.4094,29,0.88099,5,-1.7015,18,0.15357,20,0.34674
ENSG00000151176,PLBD2,56,0.86009,37,-0.1514,9,-2.1530,28,-0.5969,36,-0.2162
ENSG00000139410,SDSL,18,1.31872,10,-0.2320,0,-7.4669,6,-1.0711,9,-0.4130
ENSG00000122965,RBM19,11,-0.6508,36,1.49309,16,0.10135,14,-0.1147,14,-0.0875
ENSG00000123066,MED13L,27,-0.8251,89,1.34661,60,0.67166,46,0.25696,32,-0.3658
ENSG00000111412,C12orf49,51,-0.0812,72,0.48018,49,-0.1283,57,0.13856,48,-0.1812
ENSG00000135119,RNFT2,63,0.49571,59,0.20513,40,-0.4067,30,-0.9045,51,-0.0570
ENSG00000135116,HRK,22,0.05010,25,0.22455,5,-2.1515,28,0.43776,21,-0.0337
ENSG00000088992,TESC,72,0.29944,50,-0.3865,97,0.66258,56,-0.2387,50,-0.4473
ENSG00000135108,FBXO21,102,0.23765,110,0.26912,139,0.64469,78,-0.2966,67,-0.6063
ENSG00000171435,KSR2,25,-0.6745,83,1.52057,42,0.37788,27,-0.3205,32,-0.0758
ENSG00000176871,WSB2,318,0.13666,208,-0.5722,157,-0.9996,314,0.07089,344,0.26103
ENSG00000089220,PEBP1,2071,0.28841,1579,-0.2492,2193,0.26820,1356,-0.5245,1795,-0.0599
ENSG00000135090,TAOK3,88,-0.5114,214,1.09197,169,0.69133,117,0.11198,87,-0.4320
ENSG00000111707,SUDS3,71,0.03513,82,0.25071,129,0.98917,66,-0.1105,48,-0.6962
ENSG00000139767,SRRM4,93,0.03737,185,1.14522,101,0.14585,64,-0.5945,74,-0.4036
ENSG00000152137,HSPB8,71,0.27982,23,-1.5163,67,0.07158,48,-0.4739,75,0.30503
ENSG00000111725,PRKAB1,17,0.26953,22,0.53940,4,-1.8940,6,-1.3761,20,0.53197
ENSG00000122966,CIT,94,-0.2505,145,0.52072,180,0.87291,70,-0.6796,107,0.04380
ENSG00000135127,BICDL1,13,-0.4700,43,1.60025,5,-1.5940,13,-0.3253,18,0.19958
ENSG00000111737,RAB35,27,0.10162,30,0.23037,33,0.38981,15,-0.8687,27,0.11025
ENSG00000089154,GCN1,24,0.59482,22,0.16621,14,-0.5028,12,-0.7583,17,-0.2204
ENSG00000089157,RPLP0,174,-0.8281,159,-0.7227,147,-0.8424,358,0.62115,383,0.86269
ENSG00000111775,COX6A1,1185,-0.1996,528,-1.3621,841,-0.6591,1731,0.52855,1567,0.39027
ENSG00000170855,TRIAP1,18,0.02921,22,0.35223,13,-0.5000,18,0.02223,18,-0.0371
ENSG00000257218,GATC,49,0.24396,40,-0.1846,41,-0.1329,49,0.17037,37,-0.3491
ENSG00000111786,SRSF9,75,-0.0694,61,-0.3727,71,-0.1213,78,0.02735,87,0.24336
ENSG00000088986,DYNLL1,1046,0.00599,821,-0.3744,1070,0.04008,878,-0.2943,1215,0.30080
ENSG00000110871,COQ5,17,-0.0223,16,-0.1190,10,-0.7464,17,-0.0241,20,0.32182
ENSG00000022840,RNF10,84,-0.0200,75,-0.1969,96,0.19705,82,-0.0677,88,0.06548
ENSG00000167272,POP5,18,0.08541,18,0.09283,6,-1.5219,12,-0.6026,23,0.58557
ENSG00000256008,AC125616.1,19,0.62105,16,0.07935,11,-0.3921,15,0.01034,9,-0.8459
ENSG00000157782,CABP1,481,0.12420,362,-0.3650,444,-0.0470,414,-0.1739,485,0.11230
ENSG00000110917,MLEC,67,0.02121,78,0.25210,89,0.46761,59,-0.2123,59,-0.2144
ENSG00000175970,UNC119B,17,-0.0097,17,-0.0056,26,0.64241,9,-1.0446,20,0.28817
ENSG00000157837,SPPL3,80,0.35266,83,0.28214,86,0.32341,52,-0.4854,55,-0.4484
ENSG00000157895,C12orf43,76,0.45330,63,-0.0221,95,0.62223,51,-0.3998,43,-0.7127
ENSG00000089041,P2RX7,6,-2.2744,61,1.79664,29,0.54206,35,0.96283,19,-0.1262
ENSG00000110931,CAMKK2,186,-0.5610,225,-0.0901,418,0.91297,207,-0.2357,289,0.38829
ENSG00000089053,ANAPC5,93,0.40682,99,0.34042,52,-0.6550,53,-0.6774,78,-0.0413
ENSG00000170633,RNF34,44,0.13663,68,0.77713,38,-0.1573,36,-0.2551,35,-0.3574
ENSG00000089094,KDM2B,19,-0.3699,24,0.06988,33,0.61127,15,-0.6602,29,0.51500
ENSG00000139725,RHOF,16,0.59634,8,-0.6949,14,0.08034,8,-0.7587,12,-0.1240
ENSG00000139718,SETD1B,12,-0.4270,20,0.54116,15,0.10764,13,-0.1471,17,0.32129
ENSG00000110801,PSMD9,23,-0.0209,22,-0.1175,14,-0.7820,21,-0.2104,29,0.44372
ENSG00000110987,BCL7A,43,0.07930,64,0.69394,84,1.15502,33,-0.3699,23,-1.0420
ENSG00000175727,MLXIP,12,-0.8443,47,1.57150,4,-2.2697,21,0.26895,21,0.29303
ENSG00000139719,VPS33A,33,0.80621,23,-0.0919,21,-0.2278,14,-0.9085,19,-0.4356
ENSG00000130779,CLIP1,166,-0.0170,283,0.85731,208,0.34978,180,0.13163,107,-0.7940
ENSG00000111011,RSRC2,176,0.10788,247,0.61563,323,1.06308,135,-0.3779,101,-0.9199
ENSG00000139726,DENR,122,0.20300,110,-0.0335,116,0.04778,116,0.05478,94,-0.3325
ENSG00000130787,HIP1R,16,-1.2998,58,1.04154,5,-2.6308,35,0.24620,50,1.06756
ENSG00000139722,VPS37B,9,-0.7432,33,1.50942,15,0.22685,9,-0.6018,15,0.24175
ENSG00000150967,ABCB9,16,-0.2402,44,1.48088,8,-1.2426,10,-0.9066,21,0.27474
ENSG00000182196,ARL6IP4,333,-0.1429,228,-0.6747,400,0.19854,434,0.36523,359,0.03069
ENSG00000090975,PITPNM2,11,-0.9493,21,0.23820,31,0.91260,11,-0.7698,27,0.89109
ENSG00000051825,MPHOSPH9,21,-0.3162,80,2.04400,16,-0.5719,24,0.00472,13,-1.0578
ENSG00000130921,C12orf65,34,-0.1013,53,0.65070,38,0.12887,35,-0.0169,31,-0.2413
ENSG00000111328,CDK2AP1,64,-1.0819,26,-2.0965,175,0.80993,118,0.19092,172,1.02136
ENSG00000139697,SBNO1,141,0.05396,234,0.84703,250,0.95897,120,-0.2464,77,-1.0433
ENSG00000183955,KMT5A,29,-0.2234,40,0.36397,66,1.20350,26,-0.2934,25,-0.3946
ENSG00000184209,SNRNP35,19,-0.4206,18,-0.4147,22,-0.0532,23,-0.0487,32,0.66395
ENSG00000188026,RILPL1,27,-0.2060,23,-0.3667,31,0.04716,31,0.07870,35,0.30350
ENSG00000086598,TMED2,76,0.19896,51,-0.4883,73,0.06434,54,-0.4427,77,0.17584
ENSG00000111364,DDX55,16,-0.6068,51,1.44447,34,0.74223,18,-0.2280,17,-0.3745
ENSG00000111361,EIF2B1,31,0.02194,58,1.02789,17,-0.8854,11,-1.6558,39,0.47535
ENSG00000111358,GTF2H3,26,0.26281,35,0.60527,16,-0.6186,22,-0.1619,20,-0.3312
ENSG00000119242,CCDC92,174,0.24924,173,0.14314,133,-0.2657,136,-0.2533,149,-0.1128
ENSG00000179195,ZNF664,50,-0.3878,61,0.06722,57,-0.0567,62,0.08285,72,0.39491
ENSG00000196498,NCOR2,49,-0.8043,97,0.51487,103,0.61433,78,0.18536,81,0.27420
ENSG00000073060,SCARB1,18,-0.2358,21,0.06288,11,-0.8895,24,0.26887,24,0.32646
ENSG00000150991,UBC,1267,0.46372,683,-0.6851,875,-0.3057,527,-1.1511,1273,0.35653
ENSG00000150990,DHX37,14,0.03844,19,0.44556,18,0.35812,12,-0.1980,12,-0.2932
ENSG00000184992,BRI3BP,77,0.03658,100,0.45106,72,-0.0665,81,0.12711,63,-0.3485
ENSG00000081760,AACS,67,0.44946,68,0.27500,40,-0.5296,35,-0.7980,56,-0.0408
ENSG00000139364,TMEM132B,130,0.08703,182,0.59297,135,0.11752,100,-0.3849,113,-0.1958
ENSG00000256193,LINC00507,23,-1.5368,32,-0.6548,191,2.37017,9,-2.5600,78,0.97195
ENSG00000139370,SLC15A4,16,-0.1092,20,0.21827,7,-1.2219,15,-0.2014,22,0.49946
ENSG00000151948,GLT1D1,43,0.44217,35,-0.0795,26,-0.5436,25,-0.6386,38,0.04380
ENSG00000151952,TMEM132D,18,-0.1656,31,0.70669,19,-0.0752,13,-0.6296,23,0.27804
ENSG00000060709,RIMBP2,75,0.23729,93,0.47969,76,0.15160,25,-1.6002,76,0.19930
ENSG00000111450,STX2,11,-0.6421,41,1.68188,10,-0.6277,19,0.44848,11,-0.5047
ENSG00000132341,RAN,353,0.50667,174,-0.8021,302,0.05053,169,-0.9077,309,0.10864
ENSG00000061936,SFSWAP,29,-0.4768,92,1.58345,34,-0.0926,36,0.03784,28,-0.4347
ENSG00000198598,MMP17,35,-0.2061,47,0.35054,40,0.08650,25,-0.6685,48,0.45702
ENSG00000177169,ULK1,28,-0.5792,51,0.52553,17,-1.1767,39,0.09489,51,0.66757
ENSG00000183495,EP400,26,-0.7118,85,1.40281,53,0.59681,39,0.15727,29,-0.4213
ENSG00000185163,DDX51,28,0.00938,51,0.97670,22,-0.3484,16,-0.9283,30,0.13722
ENSG00000184967,NOC4L,20,0.17935,14,-0.4651,22,0.23932,12,-0.7355,22,0.27142
ENSG00000182870,GALNT9,86,0.40987,83,0.19352,71,-0.0560,44,-0.8478,70,-0.0899
ENSG00000112787,FBRSL1,15,-1.1920,24,-0.1770,31,0.21202,36,0.50032,41,0.82713
ENSG00000176894,PXMP2,22,0.28657,11,-0.8282,14,-0.4495,14,-0.4920,23,0.35418
ENSG00000247077,PGAM5,30,0.13166,22,-0.3422,39,0.50996,16,-0.8790,32,0.23229
ENSG00000176915,ANKLE2,43,0.12558,61,0.62021,46,0.16685,29,-0.5970,38,-0.1578
ENSG00000090615,GOLGA3,62,0.03019,118,1.05285,36,-0.8076,53,-0.2488,56,-0.1900
ENSG00000072609,CHFR,11,-0.2729,30,1.40173,7,-0.8671,12,-0.0825,12,-0.1708
ENSG00000196458,ZNF605,20,-0.4301,83,2.12720,19,-0.3804,18,-0.4484,17,-0.6403
ENSG00000198040,ZNF84,28,-0.2956,71,1.30448,20,-0.7029,33,0.04622,29,-0.2016
ENSG00000090612,ZNF268,11,-0.4722,20,0.65626,23,0.91811,14,0.15545,11,-0.3613
ENSG00000196199,MPHOSPH8,280,0.10084,437,0.78330,361,0.46986,298,0.17945,144,-1.1013
ENSG00000121390,PSPC1,69,0.25230,98,0.71888,72,0.21393,45,-0.5596,49,-0.4578
ENSG00000132950,ZMYM5,12,-0.6569,57,2.17688,12,-0.3912,25,0.79982,4,-2.0639
ENSG00000121741,ZMYM2,63,0.14416,98,0.81324,36,-0.7561,50,-0.2750,54,-0.1728
ENSG00000165475,CRYL1,17,-0.8660,28,0.15713,21,-0.3166,31,0.33517,37,0.73543
ENSG00000032742,IFT88,10,-0.6990,26,1.08719,17,0.33288,24,1.08545,7,-1.1336
ENSG00000278291,AL161772.1,106,0.43193,57,-0.7041,106,0.25419,63,-0.5803,86,-0.0731
ENSG00000172458,IL17D,19,-1.1336,10,-1.7023,23,-0.5440,51,0.75753,55,1.09477
ENSG00000150459,SAP18,240,0.10396,204,-0.1906,181,-0.3785,229,-0.0087,240,0.08163
ENSG00000173141,MRPL57,125,0.07447,75,-0.7439,140,0.21937,94,-0.4359,143,0.32624
ENSG00000180776,ZDHHC20,26,-0.2609,42,0.58766,23,-0.3529,36,0.39408,27,-0.1439
ENSG00000165487,MICU2,48,0.31238,62,0.60467,24,-0.8976,25,-0.8905,45,0.11021
ENSG00000102678,FGF9,35,0.60961,35,0.32839,19,-0.6063,27,-0.0717,18,-0.8093
ENSG00000151835,SACS,121,0.75425,121,0.43283,86,-0.1065,67,-0.5407,53,-0.9689
ENSG00000151849,CENPJ,23,0.18332,54,1.53401,25,0.26095,20,-0.0819,7,-1.8138
ENSG00000165566,AMER2,52,-0.6983,75,0.09008,78,0.15202,99,0.59843,80,0.23632
ENSG00000139505,MTMR6,85,0.43482,95,0.42376,40,-0.8926,57,-0.4069,64,-0.2215
ENSG00000139496,NUP58,41,0.10651,58,0.60829,33,-0.2499,38,-0.0556,33,-0.3163
ENSG00000132932,ATP8A2,100,0.46251,107,0.39125,54,-0.6807,47,-0.9618,84,0.00502
ENSG00000127870,RNF6,81,0.44852,46,-0.6066,109,0.76643,52,-0.4574,51,-0.5164
ENSG00000132964,CDK8,15,0.20068,18,0.48681,6,-1.1622,9,-0.6610,15,0.25704
ENSG00000132970,WASF3,127,-0.3106,137,-0.0856,96,-0.6352,182,0.40407,169,0.30075
ENSG00000132975,GPR12,24,0.31953,23,0.16029,24,0.23126,12,-0.9403,20,-0.0334
ENSG00000152484,USP12,58,0.09800,51,-0.1652,38,-0.6038,59,0.08205,59,0.08032
ENSG00000122026,RPL21,821,-0.8290,692,-0.8392,1209,0.02040,2188,1.13699,1313,0.18623
ENSG00000122034,GTF3A,167,0.17710,129,-0.2940,165,0.09964,132,-0.2772,158,0.02893
ENSG00000122033,MTIF3,108,0.38237,120,0.40031,96,0.04830,69,-0.5033,75,-0.4046
ENSG00000186184,POLR1D,59,-0.1862,64,-0.0123,36,-0.8797,68,0.10750,79,0.41234
ENSG00000132963,POMP,242,0.21274,151,-0.5991,167,-0.4450,209,-0.1052,241,0.15817
ENSG00000132938,MTUS2,21,-0.2785,50,1.20322,51,1.26427,15,-0.7868,16,-0.6703
ENSG00000139514,SLC7A1,54,0.53580,57,0.39075,32,-0.4894,29,-0.6772,38,-0.3023
ENSG00000122042,UBL3,152,-0.2014,154,-0.1106,186,0.18774,170,0.04462,181,0.18153
ENSG00000102781,KATNAL1,46,0.34076,47,0.22167,44,0.11971,37,-0.1493,30,-0.5397
ENSG00000189403,HMGB1,833,-0.0421,736,-0.2191,1543,0.97628,950,0.20050,608,-0.6086
ENSG00000132952,USPL1,24,0.60106,17,-0.2110,18,-0.0581,11,-0.8436,17,-0.1863
ENSG00000120694,HSPH1,674,0.64227,668,0.36048,827,0.71037,291,-0.9951,314,-0.9442
ENSG00000187676,B3GLCT,10,-0.5512,28,1.19512,20,0.65821,12,-0.1886,12,-0.1972
ENSG00000073910,FRY,77,0.00076,113,0.61862,106,0.52604,53,-0.5993,70,-0.1717
ENSG00000139597,N4BP2L1,36,0.03495,37,0.08950,27,-0.3724,21,-0.8393,45,0.51786
ENSG00000244754,N4BP2L2,138,-0.1441,332,1.35248,156,0.09282,179,0.34845,75,-1.1877
ENSG00000083642,PDS5B,233,0.23052,295,0.52228,302,0.56107,198,-0.1181,131,-0.8649
ENSG00000133121,STARD13,44,0.57097,59,0.81088,16,-1.1852,29,-0.3401,24,-0.6745
ENSG00000172915,NBEA,200,0.01159,290,0.60096,303,0.67390,175,-0.2168,149,-0.5379
ENSG00000133083,DCLK1,890,1.10047,674,0.15018,239,-1.4334,373,-0.8223,414,-0.7108
ENSG00000133104,SPART,68,-0.1296,106,0.62324,82,0.21336,79,0.15688,59,-0.3748
ENSG00000133101,CCNA1,20,0.66476,13,-0.3019,15,-0.0825,9,-0.8982,14,-0.2050
ENSG00000180440,SERTM1,30,0.08895,17,-0.8089,38,0.44367,8,-1.9166,41,0.74609
ENSG00000120697,ALG5,21,1.00029,12,-0.3119,10,-0.5484,8,-0.9245,11,-0.5103
ENSG00000102710,SUPT20H,10,-0.7663,43,1.80468,5,-1.5497,11,-0.4476,18,0.39822
ENSG00000120686,UFM1,64,-0.3859,83,0.14925,102,0.46841,95,0.40018,71,-0.1222
ENSG00000120685,PROSER1,10,-0.4820,31,1.50694,13,0.01663,8,-0.7638,13,0.12598
ENSG00000188811,NHLRC3,22,0.16146,32,0.69380,9,-1.2504,17,-0.2991,21,0.00827
ENSG00000183722,LHFPL6,57,0.65939,44,-0.0307,18,-1.3701,39,-0.2344,37,-0.3361
ENSG00000133103,COG6,31,0.01306,35,0.17302,50,0.76711,21,-0.6577,30,-0.0648
ENSG00000102738,MRPS31,45,0.68733,36,0.05256,48,0.47578,19,-0.9814,24,-0.6550
ENSG00000120688,WBP4,112,0.26241,120,0.27523,143,0.55288,94,-0.1224,67,-0.7379
ENSG00000165572,KBTBD6,76,0.00325,95,0.35049,62,-0.3192,66,-0.2493,82,0.12784
ENSG00000120696,KBTBD7,35,0.15496,51,0.67767,28,-0.2552,31,-0.1146,27,-0.3848
ENSG00000172766,NAA16,11,-0.6407,53,2.09591,8,-0.8817,17,0.13945,11,-0.6184
ENSG00000102760,RGCC,13,-2.1166,14,-1.5668,20,-1.0065,59,0.71489,86,1.80692
ENSG00000102780,DGKH,27,-0.3157,76,1.52168,11,-1.4753,39,0.42943,22,-0.5587
ENSG00000023516,AKAP11,366,0.14302,367,0.09355,362,0.07246,338,-0.0396,305,-0.2367
ENSG00000120675,DNAJC15,103,0.32798,64,-0.5411,123,0.49676,89,-0.0346,69,-0.4938
ENSG00000120658,ENOX1,36,0.06987,57,0.76810,41,0.23324,23,-0.6716,32,-0.1635
ENSG00000151778,SERP2,134,-0.1683,52,-1.5365,206,0.57860,125,-0.2432,182,0.47708
ENSG00000102804,TSC22D1,829,0.30414,507,-0.5789,825,0.17871,427,-0.9013,837,0.25082
ENSG00000083635,NUFIP1,17,0.49483,16,0.13483,25,0.86491,9,-0.7799,9,-0.7941
ENSG00000133114,GPALPP1,59,0.14815,107,1.06393,53,-0.0882,53,-0.0951,36,-0.7861
ENSG00000188342,GTF2F2,27,0.19256,27,0.15745,16,-0.6827,30,0.33584,20,-0.3848
ENSG00000133112,TPT1,918,-0.5695,636,-0.9479,1103,-0.1023,1821,0.79511,1387,0.32373
ENSG00000170919,TPT1-AS1,13,-0.6958,43,1.48789,5,-1.7370,19,0.16814,20,0.22794
ENSG00000136152,COG3,18,0.32138,37,1.34695,12,-0.4133,12,-0.4405,9,-0.9375
ENSG00000123200,ZC3H13,232,-0.2979,427,0.78139,331,0.36352,399,0.75415,148,-1.0288
ENSG00000235903,CPB2-AS1,12,-0.9860,48,1.58028,12,-0.6348,35,1.15286,12,-0.8278
ENSG00000139684,ESD,117,0.69367,66,-0.5074,76,-0.2878,41,-1.2759,94,0.06293
ENSG00000102468,HTR2A,227,1.18873,118,-0.4028,171,0.18105,68,-1.3171,90,-0.9355
ENSG00000136143,SUCLA2,192,0.87657,105,-0.4522,95,-0.6084,60,-1.3914,137,-0.0526
ENSG00000136159,NUDT15,26,0.45212,19,-0.2009,16,-0.4564,17,-0.4203,21,-0.0754
ENSG00000136146,MED4,71,0.16087,72,0.11510,96,0.57971,56,-0.2831,55,-0.3650
ENSG00000136156,ITM2B,832,0.55265,591,-0.2149,448,-0.6392,397,-0.8854,713,0.09743
ENSG00000139687,RB1,28,-0.0560,37,0.39314,29,0.04105,26,-0.1796,28,0.00363
ENSG00000136161,RCBTB2,16,0.82932,10,-0.2168,2,-2.5222,12,-0.0474,9,-0.5030
ENSG00000102531,FNDC3A,32,-0.6509,72,0.80250,72,0.81331,47,0.14541,40,-0.1452
ENSG00000102543,CDADC1,20,-0.2535,24,0.13613,23,0.08287,17,-0.3894,28,0.45896
ENSG00000102547,CAB39L,56,-0.0645,48,-0.2936,94,0.77720,46,-0.3779,59,0.05287
ENSG00000136169,SETDB2,12,-0.1535,41,1.94987,5,-1.2724,14,0.11402,7,-1.0969
ENSG00000136144,RCBTB1,24,0.07143,37,0.73944,7,-1.6544,21,-0.1648,24,0.07605
ENSG00000123179,EBPL,18,-0.0634,14,-0.4640,4,-2.3046,19,0.09350,25,0.61656
ENSG00000102753,KPNA3,81,0.33078,81,0.21721,106,0.64628,64,-0.1721,44,-0.8520
ENSG00000123178,SPRYD7,57,-0.2486,57,-0.1735,139,1.28713,57,-0.1654,55,-0.2662
ENSG00000204977,TRIM13,31,0.47589,19,-0.4337,26,-0.0111,13,-1.1102,28,0.15779
ENSG00000136104,RNASEH2B,69,0.25776,64,0.02278,51,-0.3347,59,-0.1121,58,-0.1466
ENSG00000150510,FAM124A,13,-0.5232,25,0.71476,15,-0.0614,10,-0.6823,22,0.67418
ENSG00000102786,INTS6,20,-0.5080,64,1.56951,38,0.67670,26,0.10668,14,-0.9277
ENSG00000136100,VPS36,119,0.65654,134,0.57098,63,-0.5984,55,-0.8746,73,-0.4475
ENSG00000136108,CKAP2,41,0.94618,40,0.49425,23,-0.3602,21,-0.5862,14,-1.2407
ENSG00000165416,SUGT1,115,0.08116,114,0.03933,166,0.64813,108,-0.0400,87,-0.4457
ENSG00000136099,PCDH8,91,-0.2004,20,-2.3994,249,1.55222,20,-2.5044,140,0.72473
