Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000120896,SORBS3,31,0.86072,59,1.99529,28,0.67532,14,-0.3436,5,-1.8837,14,-0.4457,2,-2.8907,13,-0.4697,11,-0.7384,13,-0.5363
ENSG00000120913,PDLIM2,15,-0.0593,30,1.02972,29,0.95707,20,0.36257,4,-2.0475,18,0.19754,15,-0.0431,4,-1.9205,12,-0.3809,12,-0.4118
ENSG00000158941,CCAR2,21,-0.8042,14,-1.3369,28,-0.3482,28,-0.3597,27,-0.3841,33,-0.1016,59,0.84798,41,0.24000,47,0.45365,45,0.43167
ENSG00000147439,BIN3,8,-0.9304,6,-1.3284,11,-0.3938,13,-0.1735,26,0.90253,9,-0.7368,26,0.89671,19,0.38826,12,-0.2839,18,0.38648
ENSG00000179388,EGR3,25,-2.3397,63,-0.9751,138,0.23732,110,-0.1269,80,-0.6050,157,0.48643,286,1.45533,74,-0.7211,109,-0.1419,115,-0.0562
ENSG00000008853,RHOBTB2,12,-2.4737,27,-1.2735,75,0.29648,62,-0.0092,52,-0.2704,94,0.73689,104,0.82457,60,-0.0541,50,-0.3450,59,-0.0884
ENSG00000147457,CHMP7,11,-1.7073,32,-0.0948,22,-0.6526,21,-0.7024,31,-0.1536,37,0.14375,50,0.61013,47,0.51563,32,-0.1101,44,0.46056
ENSG00000104679,R3HCC1,53,0.52281,19,-1.0891,23,-0.7717,70,0.96405,26,-0.5800,35,-0.1584,40,0.05436,45,0.24813,56,0.60544,29,-0.4488
ENSG00000197217,ENTPD4,33,-1.0929,26,-1.4551,49,-0.4946,69,0.03299,73,0.12314,73,0.14772,57,-0.2579,130,1.07219,55,-0.3162,85,0.41641
ENSG00000147454,SLC25A37,31,-0.2201,62,0.88951,31,-0.2154,45,0.36801,32,-0.1662,47,0.46468,27,-0.4579,39,0.11612,17,-1.0950,26,-0.5251
ENSG00000272163,AF106564.1,8,-1.4094,14,-0.6742,18,-0.2540,9,-1.3699,18,-0.2738,27,0.39677,38,0.88770,8,-1.4891,25,0.20242,34,0.81135
ENSG00000104722,NEFM,239,-3.0115,132,-3.8678,636,-1.5723,2130,0.27894,2193,0.32582,1786,-0.0008,450,-2.0837,10196,3.31723,354,-2.4371,771,-1.3681
ENSG00000277586,NEFL,285,-2.6700,256,-2.8252,883,-0.9943,2468,0.61078,2173,0.40386,2008,0.30732,858,-1.0385,5319,1.97063,1302,-0.4027,1341,-0.3885
ENSG00000147459,DOCK5,314,4.85477,45,0.35413,5,-2.9551,16,-1.1905,15,-1.3074,4,-3.1583,0,-6.6572,2,-3.8424,8,-2.1901,8,-2.3646
ENSG00000104756,KCTD9,8,-1.4475,8,-1.3900,11,-0.9517,42,1.19143,7,-1.5366,27,0.50526,9,-1.1545,56,1.68420,13,-0.7277,18,-0.1970
ENSG00000221914,PPP2R2A,103,0.43734,55,-0.5401,57,-0.4826,55,-0.5618,99,0.36721,57,-0.5289,79,0.00844,91,0.23298,73,-0.1215,108,0.56505
ENSG00000104765,BNIP3L,404,0.84761,211,-0.1938,172,-0.5119,222,-0.1194,277,0.22984,193,-0.3638,211,-0.1969,246,0.04140,200,-0.2818,272,0.22223
ENSG00000240694,PNMA2,89,-2.2788,182,-1.2287,247,-0.7694,442,0.12750,419,0.04492,471,0.25339,391,-0.0623,367,-0.1633,531,0.42234,639,0.82251
ENSG00000092964,DPYSL2,1747,0.81217,1030,-0.0415,845,-0.3493,806,-0.4231,1310,0.34019,826,-0.4188,574,-0.9394,1241,0.25309,1115,0.08319,1186,0.20072
ENSG00000015592,STMN4,532,1.15152,105,-1.3994,128,-1.1052,182,-0.5730,275,0.06360,177,-0.6643,444,0.84159,184,-0.5550,314,0.27600,323,0.35947
ENSG00000120899,PTK2B,19,-3.2128,37,-2.2787,177,0.07757,114,-0.6031,124,-0.4795,203,0.32782,404,1.45511,306,0.97233,168,-0.0050,133,-0.3942
ENSG00000120885,CLU,1343,-0.8531,6579,1.75427,3026,0.41317,659,-1.9163,2023,-0.2249,2329,-0.0050,3135,0.47054,3087,0.44536,819,-1.5941,1349,-0.9088
ENSG00000168077,SCARA3,13,-0.7741,81,2.30530,36,0.82130,15,-0.4981,10,-1.1301,3,-2.6805,11,-0.9373,23,0.09368,33,0.68614,14,-0.7071
ENSG00000147419,CCDC25,167,-0.1596,142,-0.4045,162,-0.2081,186,0.01079,219,0.26693,245,0.50202,137,-0.4601,214,0.23359,115,-0.7355,193,0.07453
ENSG00000134014,ELP3,22,-0.8702,35,-0.1244,30,-0.3897,40,0.06735,25,-0.6348,28,-0.5412,34,-0.2082,53,0.51846,60,0.71386,53,0.57647
ENSG00000186918,ZNF395,21,0.02452,29,0.57004,35,0.83876,9,-1.2328,6,-1.7495,22,0.13303,49,1.44778,9,-1.2749,19,-0.0810,12,-0.8624
ENSG00000104290,FZD3,53,-1.4536,75,-0.9444,128,-0.1270,59,-1.2889,203,0.61204,185,0.51518,254,0.98467,96,-0.5709,162,0.24798,131,-0.0900
ENSG00000012232,EXTL3,28,-0.8174,23,-1.0989,41,-0.2297,36,-0.4464,46,-0.0762,41,-0.2425,68,0.55718,63,0.43509,57,0.28396,65,0.53492
ENSG00000147421,HMBOX1,44,0.16679,107,1.64887,50,0.36255,31,-0.3673,36,-0.1606,46,0.26572,20,-1.0705,11,-1.9146,13,-1.6363,36,-0.1516
ENSG00000197892,KIF13B,121,3.00716,62,1.61264,7,-1.7010,21,-0.2031,21,-0.1701,3,-2.8058,6,-1.9597,6,-2.0335,12,-1.0444,10,-1.3993
ENSG00000133872,SARAF,484,-0.5014,360,-0.9503,447,-0.6237,573,-0.2412,572,-0.2434,526,-0.4068,868,0.41519,862,0.40383,841,0.36433,983,0.69779
ENSG00000104660,LEPROTL1,30,-0.2325,20,-0.8415,27,-0.4168,42,0.26082,23,-0.6212,26,-0.5327,29,-0.3231,55,0.72183,54,0.67403,46,0.46088
ENSG00000104671,DCTN6,75,0.22887,67,0.05787,63,-0.0549,64,-0.0298,46,-0.5201,53,-0.3567,70,0.12253,60,-0.1322,83,0.38057,73,0.20985
ENSG00000285669,AC026979.4,19,-0.4879,9,-1.4898,38,0.61250,33,0.39617,72,1.72520,39,0.76831,6,-2.0856,16,-0.7385,18,-0.5191,9,-1.6123
ENSG00000197265,GTF2E2,23,0.71144,4,-1.8970,12,-0.2717,11,-0.3799,11,-0.4029,15,0.12936,16,0.20265,16,0.14634,16,0.21376,16,0.19169
ENSG00000104687,GSR,21,-1.0572,14,-1.6799,52,0.30463,44,0.05181,45,0.05547,48,0.18816,30,-0.5712,54,0.37354,52,0.30253,54,0.39084
ENSG00000104695,PPP2CB,323,0.01049,336,0.07466,314,-0.0334,335,0.06923,290,-0.1583,285,-0.2042,263,-0.3104,280,-0.2111,351,0.14048,394,0.36346
ENSG00000165392,WRN,35,1.03299,26,0.55494,14,-0.4645,9,-0.9939,29,0.71055,26,0.61758,13,-0.5305,7,-1.3674,16,-0.2120,10,-1.0238
ENSG00000157168,NRG1,3,-2.5327,2,-3.1666,0,-5.3557,15,-0.1891,27,0.73759,2,-2.7719,1,-3.7557,64,2.31926,49,1.79803,18,0.12827
ENSG00000198042,MAK16,11,-0.8280,22,0.23753,24,0.36443,27,0.53532,20,0.10575,22,0.28679,16,-0.2440,14,-0.4518,12,-0.6747,18,-0.0642
ENSG00000133878,DUSP26,37,-0.7743,35,-0.8716,58,-0.0970,52,-0.2586,39,-0.6986,74,0.31369,83,0.46661,59,-0.0708,72,0.24089,79,0.43504
ENSG00000156687,UNC5D,4,-2.7129,4,-2.8858,33,0.23466,19,-0.5761,20,-0.4906,45,0.84105,46,0.79987,18,-0.6697,18,-0.6535,42,0.73846
ENSG00000183779,ZNF703,5,-1.5720,8,-0.9575,30,0.97762,21,0.41039,4,-1.8592,31,1.24632,18,0.20464,14,-0.2319,8,-0.9848,10,-0.7070
ENSG00000147471,PLPBP,45,-0.6334,58,-0.2595,63,-0.1194,56,-0.3150,41,-0.7808,97,0.62245,71,0.04778,50,-0.4739,55,-0.3375,94,0.56746
ENSG00000129691,ASH2L,58,0.31594,28,-0.7736,36,-0.4143,44,-0.0998,48,0.02126,41,-0.2417,63,0.45317,46,-0.0392,40,-0.2415,61,0.43896
ENSG00000175324,LSM1,1,-4.8175,22,-0.4545,37,0.36160,21,-0.4989,17,-0.8477,37,0.42089,47,0.76785,25,-0.2612,29,-0.0155,39,0.52267
ENSG00000156735,BAG4,73,-0.9599,30,-2.2647,110,-0.3458,112,-0.3235,187,0.49145,140,0.02893,178,0.41120,158,0.22266,155,0.19038,183,0.51077
ENSG00000085788,DDHD2,67,-0.5922,38,-1.4457,65,-0.6364,117,0.27625,92,-0.1075,84,-0.2705,124,0.36985,145,0.62516,148,0.64821,108,0.16889
ENSG00000147548,NSD3,237,0.13517,166,-0.4187,176,-0.3336,112,-1.0120,430,1.11367,307,0.61649,201,-0.1242,137,-0.7164,154,-0.5371,193,-0.2066
ENSG00000077782,FGFR1,26,-0.7947,66,0.62974,15,-1.6319,49,0.15858,87,1.09654,21,-1.2200,10,-2.1548,40,-0.1740,47,0.10073,75,0.96684
ENSG00000147526,TACC1,274,-0.2363,398,0.35183,253,-0.3616,210,-0.6472,433,0.48655,375,0.28554,290,-0.1506,278,-0.2163,353,0.15746,295,-0.1339
ENSG00000169499,PLEKHA2,12,-2.3368,33,-0.8112,98,0.88645,26,-1.1629,21,-1.5233,89,0.80995,143,1.53435,74,0.42192,54,-0.0832,21,-1.5514
ENSG00000169490,TM2D2,7,-2.5287,27,-0.5400,31,-0.3385,23,-0.7866,34,-0.1684,38,-0.0082,72,1.04096,48,0.35067,44,0.21233,48,0.41965
ENSG00000168615,ADAM9,24,-0.1890,21,-0.3829,28,0.04035,16,-0.7746,24,-0.1742,35,0.43647,41,0.63833,38,0.54307,16,-0.8010,24,-0.2155
ENSG00000165061,ZMAT4,6,-1.8975,4,-2.3953,41,0.90153,21,-0.2037,21,-0.1655,32,0.56821,12,-0.9762,39,0.81170,7,-1.7433,32,0.57020
ENSG00000104332,SFRP1,95,2.75334,22,0.07451,10,-1.0405,15,-0.4674,26,0.36394,24,0.25333,10,-1.0291,2,-3.0544,3,-2.5065,7,-1.5940
ENSG00000147533,GOLGA7,298,2.10017,98,0.15900,76,-0.2409,97,0.14501,42,-1.1134,48,-1.0126,41,-1.1517,63,-0.5116,115,0.42104,67,-0.4677
ENSG00000158669,GPAT4,49,0.38851,16,-1.3301,19,-1.0904,50,0.42726,31,-0.3274,29,-0.4649,50,0.40088,45,0.26384,40,0.05754,52,0.51908
ENSG00000029534,ANK1,0,-7.9899,1,-4.2302,26,0.31886,47,1.31920,18,-0.2188,46,1.50711,3,-2.8154,18,-0.2424,2,-3.2467,23,0.13022
ENSG00000083168,KAT6A,112,1.45715,104,1.31925,38,-0.2987,19,-1.3542,49,0.08264,50,0.12831,25,-0.9640,13,-1.8901,13,-1.8958,42,-0.1505
ENSG00000070718,AP3M2,96,-0.2711,33,-1.8733,69,-0.7866,80,-0.5540,168,0.61233,104,-0.1586,126,0.14540,159,0.51977,105,-0.1301,165,0.65921
ENSG00000070501,POLB,29,0.07155,22,-0.3612,37,0.42744,22,-0.3773,25,-0.1738,33,0.30552,47,0.83976,18,-0.7054,9,-1.7110,30,0.13262
ENSG00000078668,VDAC3,56,-1.6429,89,-0.9615,114,-0.5908,195,0.24799,130,-0.3879,129,-0.4364,219,0.43190,260,0.71469,187,0.17457,248,0.71305
ENSG00000168575,SLC20A2,69,0.94835,41,0.09472,30,-0.3525,21,-0.9246,27,-0.5289,47,0.34797,22,-0.8068,34,-0.1718,38,-0.0085,42,0.14373
ENSG00000176209,SMIM19,35,-0.2655,47,0.20345,52,0.38642,56,0.49524,22,-0.9282,24,-0.8520,33,-0.3160,33,-0.3367,48,0.23045,59,0.64480
ENSG00000120925,RNF170,49,-0.1305,40,-0.4439,36,-0.5975,57,0.10378,68,0.38262,48,-0.1883,70,0.41756,62,0.21901,45,-0.2756,60,0.19142
ENSG00000168172,HOOK3,267,0.69111,221,0.38008,190,0.14388,149,-0.2420,225,0.41073,262,0.74805,123,-0.5341,109,-0.7148,121,-0.5607,78,-1.3089
ENSG00000168522,FNTA,159,1.68614,87,0.63967,30,-0.9801,25,-1.2985,28,-1.0885,43,-0.5036,32,-0.9031,65,0.17859,40,-0.5617,73,0.38972
ENSG00000165102,HGSNAT,39,0.45670,40,0.51433,30,0.06066,21,-0.5254,26,-0.1864,18,-0.7649,23,-0.3562,31,0.08777,22,-0.4160,40,0.58412
ENSG00000255366,AC120036.4,4,-1.6935,9,-0.6667,14,0.01950,7,-0.9151,14,-0.0084,14,-0.0134,31,1.31375,10,-0.5542,21,0.60511,15,0.09241
ENSG00000164808,SPIDR,7,-2.1479,27,-0.1959,32,0.04133,32,0.04230,24,-0.4052,34,0.14235,59,1.04414,27,-0.1946,28,-0.1810,34,0.17749
ENSG00000221869,CEBPD,27,0.10809,75,1.81185,47,0.97573,10,-1.4583,2,-3.2905,32,0.39305,47,0.99398,2,-3.3848,15,-0.8444,9,-1.7053
ENSG00000253729,PRKDC,115,0.26132,52,-0.9660,86,-0.1935,43,-1.2398,115,0.26655,151,0.79085,190,1.09238,79,-0.3338,52,-0.9579,68,-0.5999
ENSG00000104738,MCM4,23,-0.3221,11,-1.4247,20,-0.5664,21,-0.4967,43,0.63920,27,-0.1000,43,0.65281,33,0.25318,28,-0.0027,33,0.26543
ENSG00000169139,UBE2V2,93,-1.3932,84,-1.5551,165,-0.5341,256,0.14593,204,-0.2114,276,0.29199,254,0.13485,337,0.58533,287,0.32488,285,0.35385
ENSG00000147481,SNTG1,16,-1.9978,24,-1.3833,35,-0.8280,53,-0.2044,57,-0.1064,110,1.09028,24,-1.3843,82,0.46993,55,-0.1687,83,0.54098
ENSG00000168300,PCMTD1,53,-0.0328,61,0.17244,40,-0.4577,38,-0.5322,63,0.23522,64,0.29599,41,-0.4511,50,-0.1218,49,-0.1623,64,0.28418
ENSG00000147488,ST18,409,5.83070,31,-0.3920,2,-4.2994,3,-3.6654,11,-1.9786,6,-2.7857,0,-6.6515,3,-3.6096,6,-2.7323,3,-3.9302
ENSG00000023287,RB1CC1,808,0.49742,863,0.60406,395,-0.6279,824,0.52805,966,0.79063,809,0.56020,192,-1.7086,379,-0.6899,486,-0.3063,287,-1.1843
ENSG00000047249,ATP6V1H,63,-1.8599,83,-1.4591,138,-0.6920,143,-0.6399,170,-0.3756,171,-0.3908,460,1.24549,402,1.01109,250,0.23077,271,0.39968
ENSG00000187735,TCEA1,151,0.69727,191,1.09448,120,0.33059,66,-0.5911,147,0.65150,98,0.01380,68,-0.5503,45,-1.1769,48,-1.0807,69,-0.5773
ENSG00000120992,LYPLA1,6,-2.2523,18,-0.7007,21,-0.4730,27,-0.1049,34,0.26623,30,0.09309,28,-0.0220,37,0.40261,28,-0.0581,42,0.69633
ENSG00000137547,MRPL15,7,-2.7457,42,-0.2076,32,-0.6310,55,0.20145,45,-0.1290,48,-0.0215,44,-0.1615,80,0.80162,56,0.24041,62,0.43879
ENSG00000206579,XKR4,50,0.07064,40,-0.2603,30,-0.6925,24,-1.0382,158,2.06307,38,-0.3719,29,-0.7750,8,-2.5405,46,-0.0634,55,0.24526
ENSG00000167904,TMEM68,15,-0.2533,11,-0.7311,10,-0.8119,17,-0.0288,17,-0.0609,25,0.62880,17,-0.0384,19,0.13535,17,0.00639,18,0.07496
ENSG00000137574,TGS1,46,0.38969,29,-0.3297,43,0.28096,21,-0.7788,71,1.11053,56,0.81473,26,-0.5171,14,-1.4329,35,-0.0404,17,-1.2316
ENSG00000008988,RPS20,778,0.62104,985,1.01602,736,0.53194,960,0.97240,261,-1.0780,387,-0.5228,369,-0.5535,220,-1.3346,579,0.14639,337,-0.7470
ENSG00000170791,CHCHD7,10,-1.9054,20,-0.9729,50,0.46687,45,0.30083,24,-0.6765,40,0.12958,46,0.34792,42,0.19218,40,0.09653,45,0.32189
ENSG00000170786,SDR16C5,1,-3.7347,0,-7.3494,2,-2.9236,19,0.50712,12,-0.1888,15,0.17023,37,1.63943,36,1.56213,9,-0.5482,10,-0.5806
ENSG00000104331,IMPAD1,93,0.03358,67,-0.4722,65,-0.5205,91,-0.0029,79,-0.2183,51,-0.9513,98,0.12092,122,0.46841,100,0.15507,137,0.74285
ENSG00000169122,FAM110B,9,-1.8143,44,0.61865,38,0.39289,30,0.02378,24,-0.2976,32,0.15195,40,0.47119,13,-1.1894,23,-0.4103,35,0.28669
ENSG00000215114,UBXN2B,39,-0.2893,24,-1.0185,42,-0.1793,41,-0.2185,54,0.21543,43,-0.1756,63,0.44228,43,-0.1508,82,0.88638,47,-0.0108
ENSG00000137575,SDCBP,43,-1.6712,125,-0.0491,113,-0.2103,117,-0.1488,86,-0.6279,113,-0.2254,154,0.28595,253,1.10485,147,0.20320,142,0.16482
ENSG00000035681,NSMAF,18,0.18978,16,-0.0274,11,-0.6459,11,-0.6443,14,-0.2581,21,0.44159,24,0.61037,14,-0.2174,5,-1.6617,20,0.39052
ENSG00000198846,TOX,39,-0.1278,30,-0.5193,10,-2.0874,73,0.89120,47,0.18293,18,-1.3362,3,-3.8280,45,0.10078,49,0.24547,86,1.35796
ENSG00000104388,RAB2A,193,-0.7058,144,-1.1463,238,-0.3887,263,-0.2335,414,0.48825,273,-0.1911,474,0.70725,412,0.47834,280,-0.1321,349,0.23601
ENSG00000171316,CHD7,181,2.80888,102,1.62662,27,-0.5167,26,-0.5732,34,-0.1727,27,-0.5971,2,-3.8375,5,-2.9422,10,-1.9798,9,-2.1752
ENSG00000177182,CLVS1,3,-2.8640,7,-1.6633,18,-0.2862,18,-0.3019,20,-0.1511,22,-0.0150,37,0.82817,31,0.50835,22,-0.0480,33,0.71004
ENSG00000198363,ASPH,79,-0.8521,230,0.82385,116,-0.2745,120,-0.2156,135,-0.0315,133,-0.0666,94,-0.5948,145,0.08243,133,-0.0577,169,0.35776
ENSG00000274956,NKAIN3-IT1,23,-0.1254,119,2.78212,91,2.19627,4,-2.7834,7,-1.7886,16,-0.7212,11,-1.2162,1,-3.9764,6,-2.0591,5,-2.5679
ENSG00000137563,GGH,16,-0.4301,12,-0.9380,12,-0.9202,11,-1.0515,15,-0.5361,17,-0.4334,34,0.69739,52,1.41583,19,-0.2468,29,0.50273
ENSG00000185728,YTHDF3,44,-0.3595,34,-0.7349,38,-0.5636,45,-0.3129,65,0.27142,47,-0.2819,61,0.16657,74,0.46986,77,0.53245,65,0.27768
ENSG00000254377,MIR124-2HG,4,-3.6840,11,-2.1857,22,-1.1390,19,-1.3583,67,0.54063,77,0.88129,63,0.45035,30,-0.6993,35,-0.4815,83,1.02209
ENSG00000104442,ARMC1,102,0.54471,50,-0.5773,69,-0.0895,61,-0.2665,75,0.04360,65,-0.1978,73,-0.0004,58,-0.3384,72,-0.0087,91,0.40265
ENSG00000205268,PDE7A,11,-0.6729,22,0.40199,5,-1.7743,5,-1.6747,14,-0.2104,22,0.47414,29,0.88667,4,-1.9911,32,1.05079,17,0.03682
ENSG00000147571,CRH,1,-5.0318,15,-1.0893,37,0.25919,53,0.85611,20,-0.6506,51,0.88039,2,-4.0057,11,-1.5778,41,0.43877,47,0.72231
ENSG00000169085,VXN,151,-0.2341,83,-1.1337,237,0.47833,108,-0.7423,100,-0.8694,182,0.06601,422,1.46241,139,-0.3661,181,0.05376,159,-0.1630
ENSG00000175073,VCPIP1,35,-0.6984,46,-0.3004,41,-0.4882,41,-0.4912,71,0.36984,64,0.23649,66,0.26781,82,0.61621,44,-0.3805,58,0.08033
ENSG00000104205,SGK3,163,2.82229,80,1.39144,29,-0.2651,6,-2.5539,14,-1.3306,28,-0.3537,19,-0.8802,5,-2.8145,10,-1.8134,15,-1.2970
ENSG00000245910,SNHG6,614,0.86959,869,1.47380,484,0.47786,750,1.21259,194,-0.9453,192,-1.0252,143,-1.4014,95,-2.0116,379,0.08753,197,-0.9880
ENSG00000121022,COPS5,53,-0.5543,37,-1.0822,59,-0.3919,70,-0.1150,94,0.34612,76,-0.0005,93,0.32720,120,0.74029,56,-0.4797,88,0.25497
ENSG00000104218,CSPP1,68,0.10020,139,1.27931,70,0.13356,44,-0.5569,113,0.92430,86,0.51887,30,-1.1522,55,-0.2358,15,-2.1088,30,-1.2002
ENSG00000066777,ARFGEF1,54,-0.2009,59,-0.0546,38,-0.7444,52,-0.2403,94,0.68248,79,0.44726,60,-0.0234,84,0.49502,46,-0.4501,45,-0.5033
ENSG00000046889,PREX2,47,0.34997,192,3.01379,78,1.20371,6,-2.6663,16,-1.2866,36,-0.0702,11,-1.8378,2,-3.9463,9,-2.1615,8,-2.3007
ENSG00000140396,NCOA2,28,-0.5916,26,-0.7099,42,0.04298,31,-0.4337,49,0.26035,47,0.23000,37,-0.1859,25,-0.7369,52,0.35922,55,0.52437
ENSG00000067167,TRAM1,58,1.05334,67,1.30446,20,-0.6202,27,-0.1946,7,-2.1515,14,-1.2480,28,-0.0987,20,-0.5991,35,0.22517,36,0.32052
ENSG00000147601,TERF1,96,0.30258,46,-0.8359,66,-0.2845,51,-0.6796,149,1.02446,96,0.33781,77,-0.0480,72,-0.1550,35,-1.2306,84,0.09607
ENSG00000147604,RPL7,699,0.16445,970,0.69573,861,0.49984,1137,0.96070,321,-1.0349,574,-0.1579,484,-0.4088,308,-1.0969,692,0.14975,468,-0.4988
ENSG00000040341,STAU2,77,-1.1930,88,-0.9993,161,-0.0710,237,0.55017,261,0.70917,211,0.40036,97,-0.8416,207,0.32571,172,0.03457,148,-0.2129
ENSG00000104343,UBE2W,54,-0.4296,47,-0.6489,46,-0.6914,79,0.15705,69,-0.0511,60,-0.2930,86,0.29492,105,0.60959,105,0.61021,74,0.05101
ENSG00000154582,ELOC,91,-0.8206,129,-0.2926,170,0.13827,255,0.79199,139,-0.1748,148,-0.0889,159,0.03027,139,-0.1779,182,0.24460,155,-0.0108
ENSG00000175606,TMEM70,39,-0.8742,5,-3.7158,60,-0.1984,75,0.13120,57,-0.2882,49,-0.5545,107,0.70574,78,0.19532,114,0.81484,96,0.59092
ENSG00000104369,JPH1,26,0.15183,9,-1.3486,30,0.38228,7,-1.8496,36,0.66422,21,-0.1627,65,1.70081,10,-1.2338,14,-0.7405,21,-0.1940
ENSG00000104381,GDAP1,61,-1.1366,59,-1.1714,104,-0.3264,99,-0.3997,167,0.42923,125,-0.0421,176,0.51063,119,-0.1057,153,0.28081,173,0.54344
ENSG00000091656,ZFHX4,113,2.22388,152,2.86915,29,-0.1045,7,-2.1242,18,-0.8570,18,-0.8589,10,-1.6361,0,-5.6215,3,-3.2546,3,-3.4803
ENSG00000164751,PEX2,58,1.47610,42,0.93232,15,-0.6825,33,0.50441,23,-0.0240,19,-0.3622,10,-1.3419,11,-1.1851,17,-0.5265,19,-0.3784
ENSG00000171033,PKIA,82,-0.5671,123,0.06041,112,-0.0923,96,-0.3348,120,0.02118,77,-0.7256,160,0.48066,66,-0.8909,219,0.99294,146,0.36592
ENSG00000104427,ZC2HC1A,43,-0.7526,28,-1.3701,71,0.02366,47,-0.6135,106,0.67592,80,0.24702,88,0.36114,90,0.41384,59,-0.2556,72,0.05639
ENSG00000104435,STMN2,196,-2.8264,246,-2.4890,738,-0.8611,1658,0.39853,1587,0.32789,1264,-0.0365,749,-0.8391,2664,1.19152,1343,0.06250,1891,0.69153
ENSG00000164683,HEY1,14,-1.4859,50,0.43687,39,0.04289,27,-0.5149,9,-2.0799,55,0.66081,79,1.19100,59,0.70460,21,-0.8702,24,-0.7855
ENSG00000147586,MRPS28,40,-0.1473,87,1.11510,48,0.13418,27,-0.7228,30,-0.5819,54,0.36124,41,-0.0871,40,-0.1194,34,-0.3893,35,-0.3691
ENSG00000076554,TPD52,145,-0.4724,73,-1.4991,167,-0.2563,277,0.54880,162,-0.2983,244,0.38505,185,-0.0901,268,0.49343,262,0.45686,165,-0.2941
ENSG00000205189,ZBTB10,28,0.47933,27,0.44422,30,0.61187,5,-1.9361,19,-0.0757,38,1.12766,31,0.66581,7,-1.6042,8,-1.3558,7,-1.6641
ENSG00000164684,ZNF704,111,1.09496,81,0.57316,48,-0.2501,39,-0.5606,107,1.03885,59,0.08231,30,-0.9528,16,-1.9166,42,-0.4668,43,-0.4596
ENSG00000076641,PAG1,42,0.54412,39,0.41070,19,-0.6921,26,-0.1839,28,-0.0720,41,0.57108,29,-0.0417,27,-0.1733,23,-0.3874,21,-0.5748
ENSG00000164687,FABP5,45,-0.5793,92,0.53763,77,0.24178,51,-0.3773,73,0.16738,68,0.06665,40,-0.7556,66,0.01066,43,-0.6396,82,0.38992
ENSG00000147588,PMP2,557,1.54221,730,2.05451,406,0.98570,161,-0.4978,131,-0.8057,172,-0.4310,110,-1.0712,23,-3.3612,97,-1.2636,50,-2.3338
ENSG00000133731,IMPA1,38,-0.5311,20,-1.4403,40,-0.4478,32,-0.7802,77,0.59231,33,-0.7694,85,0.73625,100,1.01667,74,0.52949,54,0.00575
ENSG00000104231,ZFAND1,15,-1.0624,32,0.06508,24,-0.3880,52,0.83480,21,-0.5585,19,-0.7757,24,-0.3468,30,-0.0220,65,1.21118,33,0.14850
ENSG00000104497,SNX16,8,-1.0130,8,-0.8886,9,-0.7809,14,-0.1104,23,0.66945,10,-0.6587,10,-0.6299,30,1.12250,16,0.13492,21,0.59437
ENSG00000184672,RALYL,50,-0.6047,9,-3.0503,30,-1.3520,70,-0.0775,80,0.12954,76,0.03492,88,0.27976,88,0.28064,116,0.71502,102,0.57729
ENSG00000133739,LRRCC1,117,1.44756,148,1.88207,42,-0.2157,25,-1.0082,89,0.97684,35,-0.5398,15,-1.7918,8,-2.6539,17,-1.5458,27,-0.9851
ENSG00000176731,RBIS,69,-0.0611,52,-0.4802,75,0.08150,100,0.53625,43,-0.7884,57,-0.3817,69,-0.0585,49,-0.5905,81,0.19256,103,0.65917
ENSG00000104267,CA2,546,3.71669,156,1.02049,27,-1.7055,62,-0.4426,14,-2.6817,17,-2.4305,15,-2.5563,11,-3.0100,40,-1.1024,46,-0.9590
ENSG00000123124,WWP1,40,-0.3325,38,-0.4257,43,-0.2236,54,0.14619,44,-0.1755,48,-0.0454,39,-0.3900,66,0.44314,53,0.09133,61,0.37216
ENSG00000176623,RMDN1,20,0.15724,61,2.01459,12,-0.6161,20,0.09939,20,0.15803,12,-0.7603,6,-1.6785,16,-0.2347,15,-0.3260,14,-0.4215
ENSG00000085719,CPNE3,66,1.20915,104,2.04578,30,-0.0683,3,-3.4437,22,-0.5449,37,0.29607,26,-0.2738,12,-1.4750,15,-1.1286,13,-1.4544
ENSG00000156103,MMP16,29,-0.1436,28,-0.2194,23,-0.5053,25,-0.3620,65,1.16652,34,0.12086,24,-0.4631,14,-1.2376,37,0.24754,35,0.14194
ENSG00000164823,OSGIN2,26,-0.1822,78,1.63698,33,0.17944,21,-0.5156,44,0.63848,17,-0.8604,20,-0.5509,34,0.25097,19,-0.6758,21,-0.5636
ENSG00000104320,NBN,51,0.17199,57,0.35345,40,-0.2284,23,-1.0318,48,0.07490,76,0.93047,73,0.75514,37,-0.3465,20,-1.2689,24,-1.0338
ENSG00000104325,DECR1,25,-0.1829,61,1.26839,50,0.91724,28,0.01307,12,-1.2565,27,-0.0643,28,-0.0248,14,-1.0080,13,-1.1758,26,-0.1304
