Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to10,Feature log2 fold change topic 8to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000086300,SNX10,191,-0.5607,241,-0.1609,236,-0.2086,400,0.73594,395,0.81928,61,-2.2190,59,-2.2699
ENSG00000214870,AC004540.1,28,0.80034,28,0.73065,8,-1.2871,25,0.64456,8,-1.2959,27,0.68031,10,-0.7892
ENSG00000005020,SKAP2,87,0.29837,57,-0.3850,80,0.15602,81,0.17138,75,0.03209,59,-0.3418,44,-0.7782
ENSG00000106049,HIBADH,8,-1.1335,8,-0.9620,19,0.32926,15,-0.0579,22,0.66425,21,0.47399,9,-0.7252
ENSG00000106052,TAX1BP1,605,0.48886,316,-0.5824,322,-0.6005,761,0.92691,312,-0.7075,347,-0.4372,548,0.27593
ENSG00000153814,JAZF1,63,0.04723,53,-0.2220,94,0.76322,56,-0.1508,69,0.22742,21,-1.6239,30,-1.0883
ENSG00000146592,CREB5,32,-0.5849,9,-2.3127,33,-0.5381,6,-2.9896,13,-2.1056,41,-0.1367,311,3.86904
ENSG00000255690,TRIL,24,-0.3929,11,-1.4774,35,0.22618,5,-2.7603,12,-1.5895,155,2.97089,38,0.32252
ENSG00000122574,WIPF3,41,-0.0974,60,0.52675,24,-0.9214,57,0.50027,63,0.76370,9,-2.2829,16,-1.5098
ENSG00000136193,SCRN1,164,-0.4102,211,0.01948,202,-0.0562,253,0.33739,222,0.11774,218,0.06709,173,-0.2900
ENSG00000106086,PLEKHA8,11,-0.3394,10,-0.4321,13,-0.0770,20,0.63629,14,0.07997,13,-0.0911,11,-0.3944
ENSG00000180354,MTURN,906,0.27245,719,-0.1202,1023,0.49367,414,-1.0338,397,-1.1836,819,0.08513,1897,1.49174
ENSG00000006625,GGCT,64,-0.4674,89,0.07169,55,-0.7273,101,0.29464,142,1.10676,44,-0.9925,20,-2.1498
ENSG00000196295,GARS-DT,118,2.28964,4,-3.2721,13,-1.7621,17,-1.3294,17,-1.4805,43,0.14836,80,1.15790
ENSG00000106105,GARS,117,-0.0426,86,-0.5124,74,-0.7877,179,0.73448,178,0.83100,28,-2.1550,45,-1.4713
ENSG00000240583,AQP1,5,-2.2298,4,-2.5259,0,-7.4259,0,-9.3762,1,-4.4171,46,1.11951,216,5.13667
ENSG00000078549,ADCYAP1R1,34,-0.5966,28,-0.8340,58,0.28581,21,-1.3367,34,-0.6573,190,2.37368,41,-0.2604
ENSG00000164600,NEUROD6,179,0.20956,132,-0.2858,124,-0.4163,319,1.32983,161,0.03106,7,-4.4944,37,-2.1690
ENSG00000154678,PDE1C,55,-0.8272,38,-1.2962,62,-0.6304,93,0.05565,37,-1.5464,52,-0.8372,463,3.02715
ENSG00000106355,LSM5,24,-0.7251,34,-0.1733,24,-0.7546,44,0.24978,48,0.47867,61,0.75525,31,-0.2907
ENSG00000105778,AVL9,64,0.12498,43,-0.5116,86,0.65952,48,-0.3435,71,0.34008,20,-1.6391,42,-0.5182
ENSG00000170852,KBTBD2,24,-0.1653,28,0.11314,21,-0.4117,33,0.39314,31,0.29599,16,-0.7530,25,-0.0871
ENSG00000122642,FKBP9,24,-0.4501,19,-0.7665,42,0.46957,30,-0.1204,38,0.33762,52,0.79346,6,-2.4110
ENSG00000122643,NT5C3A,47,0.79952,33,0.10441,18,-0.8613,30,-0.0300,28,-0.1523,26,-0.2287,32,0.06910
ENSG00000164610,RP9,20,-0.5837,19,-0.6542,27,-0.0721,47,0.90084,21,-0.5667,35,0.29175,39,0.47343
ENSG00000164619,BMPER,33,0.84113,10,-1.0650,19,-0.1317,23,0.18823,24,0.32937,5,-2.0167,9,-1.2236
ENSG00000173852,DPY19L1,60,-0.2673,48,-0.5891,118,0.94289,68,-0.0685,82,0.28922,26,-1.5098,35,-1.0422
ENSG00000122557,HERPUD2,41,0.40947,20,-0.7569,33,0.04474,37,0.24924,24,-0.5418,42,0.39975,32,-0.0141
ENSG00000271122,AC018647.2,17,-0.3005,24,0.22431,7,-1.6489,36,1.05331,15,-0.4944,26,0.40873,28,0.47227
ENSG00000122545,SEPTIN7,1459,0.27040,799,-0.6932,1205,-0.0649,1386,0.18015,691,-1.0562,1174,-0.0993,2865,1.37508
ENSG00000164542,KIAA0895,15,-0.0409,14,-0.0858,22,0.69914,11,-0.4853,18,0.37356,6,-1.4504,10,-0.6595
ENSG00000011426,ANLN,55,-0.6350,18,-2.2349,49,-0.8252,4,-4.5286,8,-3.6061,60,-0.4787,655,4.47502
ENSG00000155849,ELMO1,181,0.29595,108,-0.5311,165,0.13475,133,-0.2332,175,0.27156,66,-1.2688,174,0.20676
ENSG00000086289,EPDR1,58,-0.7951,104,0.15593,102,0.14213,75,-0.3768,171,1.31454,24,-2.0428,17,-2.5242
ENSG00000010270,STARD3NL,44,-0.1894,51,0.07756,25,-1.1112,41,-0.2967,77,0.97456,45,-0.1280,38,-0.3653
ENSG00000078053,AMPH,128,-0.1204,107,-0.3905,164,0.31105,166,0.32824,185,0.60067,22,-2.7368,51,-1.5045
ENSG00000006715,VPS41,177,0.57452,88,-0.5823,131,0.04199,129,0.00571,124,-0.0575,80,-0.7174,124,-0.0578
ENSG00000106536,POU6F2,44,1.20970,12,-0.9824,33,0.66978,29,0.41119,12,-1.1516,9,-1.3881,6,-1.8709
ENSG00000006451,RALA,65,0.25529,42,-0.4389,40,-0.5510,56,-0.0018,49,-0.2667,45,-0.3311,117,1.20741
ENSG00000065883,CDK13,113,0.53237,74,-0.1914,100,0.29652,107,0.42330,39,-1.3392,65,-0.4045,114,0.48032
ENSG00000168303,MPLKIP,39,0.47030,30,-0.0109,21,-0.5637,25,-0.3347,39,0.49203,18,-0.7975,27,-0.1580
ENSG00000136197,C7orf25,9,-0.6996,13,-0.0636,13,-0.1097,17,0.34301,17,0.49611,13,-0.0174,8,-0.8064
ENSG00000106588,PSMA2,22,-1.5909,50,-0.2922,51,-0.2934,80,0.48116,91,0.84064,50,-0.3016,49,-0.3263
ENSG00000106591,MRPL32,34,-0.0182,43,0.36973,21,-0.7878,43,0.41262,44,0.49654,17,-1.0283,22,-0.6891
ENSG00000002746,HECW1,97,0.10412,101,0.14887,131,0.64765,134,0.68237,80,-0.2492,17,-2.5276,17,-2.5377
ENSG00000164543,STK17A,17,0.09007,14,-0.1883,11,-0.5916,19,0.29824,14,-0.1937,22,0.54565,18,0.17725
ENSG00000106603,COA1,26,-0.8712,40,-0.1135,36,-0.3153,67,0.76774,58,0.57050,27,-0.7516,25,-0.8160
ENSG00000106605,BLVRA,14,-1.7191,58,0.50226,27,-0.7228,63,0.70197,61,0.73015,44,0.04839,17,-1.4089
ENSG00000062582,MRPS24,22,-1.9707,113,0.61490,66,-0.2599,89,0.24757,131,1.14793,46,-0.7751,17,-2.2341
ENSG00000106608,URGCP,37,0.10147,29,-0.2763,53,0.76709,29,-0.2886,38,0.16159,17,-1.0963,19,-0.8981
ENSG00000078967,UBE2D4,25,-0.4292,60,1.00611,24,-0.4531,31,-0.0670,33,0.02937,34,0.09975,33,0.04768
ENSG00000136279,DBNL,72,0.09033,53,-0.3932,66,-0.0375,63,-0.1356,79,0.29412,65,-0.0588,59,-0.2241
ENSG00000106624,AEBP1,7,-2.1490,1,-4.0800,1,-4.4006,3,-3.5380,4,-3.2378,277,5.22672,42,0.55926
ENSG00000106628,POLD2,33,-0.4245,41,-0.0642,50,0.27969,32,-0.5067,44,0.06307,75,0.90206,35,-0.3158
ENSG00000106636,YKT6,36,-0.3821,52,0.23117,55,0.36542,37,-0.3151,47,0.11392,54,0.29250,33,-0.4622
ENSG00000058404,CAMK2B,903,0.83452,338,-0.8097,801,0.60466,406,-0.5753,597,0.08179,216,-1.4819,302,-0.9835
ENSG00000015676,NUDCD3,221,0.51969,157,-0.0826,152,-0.1469,175,0.09544,182,0.18126,74,-1.2186,113,-0.5842
ENSG00000136271,DDX56,27,-0.0592,20,-0.4753,19,-0.5716,22,-0.3865,39,0.71696,34,0.33638,23,-0.2865
ENSG00000158604,TMED4,44,-0.2967,47,-0.1695,64,0.34660,38,-0.5305,62,0.33250,51,-0.0471,53,0.01840
ENSG00000105953,OGDH,51,-0.5195,76,0.12691,68,-0.0534,76,0.14242,83,0.32961,68,-0.0317,57,-0.3183
ENSG00000122515,ZMIZ2,44,-0.6857,93,0.53176,82,0.37448,49,-0.5136,79,0.32704,74,0.17390,45,-0.5991
ENSG00000196262,PPIA,618,-1.1633,1325,0.08248,925,-0.5177,1397,0.18489,2210,1.23373,635,-1.0493,617,-1.0921
ENSG00000105968,H2AFV,159,-0.1744,151,-0.2410,274,0.80653,137,-0.4189,153,-0.2652,190,0.11583,173,-0.0263
ENSG00000146676,PURB,183,0.40363,103,-0.5412,202,0.58406,167,0.24521,97,-0.7387,135,-0.1118,114,-0.3726
ENSG00000232956,SNHG15,15,-0.3982,28,0.64266,14,-0.4232,22,0.29409,24,0.48576,5,-1.8955,17,-0.1619
ENSG00000136280,CCM2,53,-1.0432,196,1.09983,119,0.31430,94,-0.1088,110,0.19160,89,-0.1853,51,-1.0126
ENSG00000136274,NACAD,47,-0.3372,36,-0.7157,35,-0.7864,49,-0.2492,78,0.64523,45,-0.3648,106,1.00531
ENSG00000136270,TBRG4,26,-0.1026,33,0.28683,16,-0.8899,33,0.30751,36,0.50458,15,-0.9608,27,-0.0321
ENSG00000164742,ADCY1,542,0.77318,256,-0.5060,581,0.90823,272,-0.4470,290,-0.3723,179,-1.0487,159,-1.2270
ENSG00000146674,IGFBP3,19,0.42474,10,-0.6038,17,0.22487,9,-0.7879,18,0.32268,19,0.33021,7,-1.0572
ENSG00000136205,TNS3,39,-0.5582,91,0.84757,42,-0.4020,38,-0.5868,26,-1.2598,212,2.40257,28,-0.9808
ENSG00000183696,UPP1,20,0.23689,28,0.76444,14,-0.4089,14,-0.3452,22,0.39511,7,-1.2823,14,-0.3224
ENSG00000188730,VWC2,7,-2.1369,35,0.42884,24,-0.2115,60,1.54977,28,0.08405,20,-0.4628,2,-3.5083
ENSG00000106070,GRB10,39,0.13465,32,-0.1729,47,0.46448,26,-0.5238,45,0.41961,19,-1.0113,24,-0.6317
ENSG00000106078,COBL,151,0.25139,118,-0.1673,140,0.11316,99,-0.4734,102,-0.4574,105,-0.3415,263,1.13872
ENSG00000170419,VSTM2A,17,-2.6798,86,-0.1248,51,-0.9762,154,0.92976,178,1.44439,38,-1.3558,16,-2.6119
ENSG00000224223,VSTM2A-OT1,22,-0.1424,11,-1.2180,6,-2.1436,74,2.36977,22,-0.1179,3,-2.7742,2,-3.2762
ENSG00000132432,SEC61G,63,-0.7781,145,0.56598,78,-0.4443,136,0.51728,125,0.42353,94,-0.1260,49,-1.1104
ENSG00000146648,EGFR,22,0.14237,7,-1.5693,13,-0.7187,9,-1.2271,9,-1.2877,100,2.90701,19,-0.1274
ENSG00000132434,LANCL2,69,0.05379,58,-0.2086,70,0.09446,63,-0.1053,78,0.30811,54,-0.3159,50,-0.4538
ENSG00000154978,VOPP1,105,0.26437,90,-0.0101,89,-0.0253,77,-0.2626,111,0.40201,80,-0.1934,40,-1.2440
ENSG00000146729,NIPSNAP2,54,-0.8069,79,-0.1709,111,0.39686,87,-0.0270,92,0.06654,147,0.81411,57,-0.6823
ENSG00000239789,MRPS17,26,-0.5362,30,-0.3113,40,0.14387,37,0.01670,53,0.75922,29,-0.3544,15,-1.3602
ENSG00000146733,PSPH,5,-1.2769,20,0.73515,15,0.33544,11,-0.1413,14,0.22111,13,0.02205,11,-0.2074
ENSG00000146731,CCT6A,125,-0.1987,124,-0.1969,120,-0.2664,201,0.64525,151,0.14739,114,-0.3274,101,-0.5080
ENSG00000129103,SUMF2,33,-0.5005,30,-0.6264,57,0.40719,36,-0.3814,52,0.27521,63,0.52391,41,-0.1699
ENSG00000106153,CHCHD2,188,-1.2847,498,0.29651,408,-0.0208,419,0.02620,612,0.81962,426,0.04720,166,-1.3885
ENSG00000234444,ZNF736,31,1.32999,5,-1.5176,10,-0.6176,10,-0.6233,12,-0.4971,32,1.17899,8,-1.0281
ENSG00000173041,ZNF680,19,-0.0588,13,-0.6210,17,-0.1995,17,-0.2390,16,-0.3271,41,1.20884,25,0.38787
ENSG00000198039,ZNF273,11,-0.3634,7,-0.9009,8,-0.8339,14,0.05286,24,1.16227,5,-1.5304,15,0.09594
ENSG00000196715,VKORC1L1,87,0.33346,54,-0.4440,83,0.24219,80,0.17950,72,-0.0106,49,-0.5859,47,-0.6606
ENSG00000126522,ASL,11,-0.4674,8,-0.8954,15,-0.0619,18,0.25456,21,0.67179,19,0.37846,3,-2.0776
ENSG00000241258,CRCP,41,0.40131,43,0.44403,37,0.23009,31,-0.1041,26,-0.4544,27,-0.3171,28,-0.2628
ENSG00000169902,TPST1,24,0.46321,6,-1.6177,7,-1.5143,16,-0.2487,31,1.09410,13,-0.5654,16,-0.2292
ENSG00000243335,KCTD7,21,0.31276,20,0.25214,13,-0.4602,15,-0.2378,12,-0.6479,13,-0.4632,41,1.40579
ENSG00000154710,RABGEF1,50,0.09927,47,0.00657,42,-0.1807,53,0.19483,51,0.16962,32,-0.5849,42,-0.1904
ENSG00000272831,AC027644.3,3,-2.2022,18,0.27895,13,-0.2491,14,-0.0806,13,-0.2542,41,1.67785,20,0.47467
ENSG00000106609,TMEM248,73,0.17182,35,-0.9759,101,0.75685,35,-1.0298,75,0.23018,84,0.37463,35,-0.9952
ENSG00000126524,SBDS,123,-0.4126,120,-0.4264,147,-0.1146,177,0.20180,163,0.06150,183,0.23344,205,0.42020
ENSG00000158321,AUTS2,48,0.37268,37,-0.0762,43,0.15542,34,-0.2094,25,-0.8036,70,0.93480,36,-0.1262
ENSG00000185274,GALNT17,79,-0.0154,42,-0.9752,119,0.70682,68,-0.2685,112,0.68460,26,-1.6997,25,-1.7652
ENSG00000183166,CALN1,61,0.58788,44,-0.0090,62,0.61846,43,-0.0275,35,-0.4333,21,-1.1274,26,-0.8148
ENSG00000196313,POM121,39,0.33214,31,-0.0561,33,0.03520,26,-0.3830,38,0.28876,20,-0.7266,29,-0.1868
ENSG00000130305,NSUN5,21,-0.5029,20,-0.4994,29,0.03389,25,-0.1798,37,0.53969,23,-0.3328,34,0.32383
ENSG00000009954,BAZ1B,312,0.75324,110,-0.9598,155,-0.4821,254,0.37241,80,-1.6216,231,0.17981,448,1.28378
ENSG00000106635,BCL7B,53,-0.0746,70,0.37273,61,0.17303,50,-0.1891,72,0.52809,21,-1.4558,30,-0.9434
ENSG00000176410,DNAJC30,21,-0.8247,36,0.01745,48,0.54223,24,-0.6002,50,0.69811,23,-0.6796,28,-0.3291
ENSG00000071462,BUD23,75,0.60209,43,-0.3465,53,-0.0167,45,-0.2917,54,0.01021,26,-1.1149,67,0.34138
ENSG00000106089,STX1A,197,0.30673,186,0.18440,237,0.64728,103,-0.7888,211,0.48340,36,-2.2660,58,-1.5886
ENSG00000106077,ABHD11,9,-0.4223,18,0.61339,8,-0.6261,11,-0.1517,16,0.57225,15,0.37136,6,-0.9766
ENSG00000106683,LIMK1,25,-1.1267,80,0.74062,85,0.94702,45,-0.1859,52,0.05176,45,-0.1954,16,-1.7632
ENSG00000106682,EIF4H,128,-1.0119,261,0.15649,223,-0.1028,269,0.22315,320,0.61714,191,-0.3303,186,-0.3690
ENSG00000049541,RFC2,9,-0.7686,22,0.64682,21,0.60739,15,0.02057,16,0.18887,8,-0.9648,8,-0.8411
ENSG00000106665,CLIP2,78,0.05807,60,-0.3567,89,0.28762,58,-0.4518,78,0.06369,60,-0.3725,103,0.49550
ENSG00000263001,GTF2I,388,-0.1835,336,-0.3917,447,0.05992,371,-0.2590,452,0.08891,518,0.28953,560,0.41363
ENSG00000274070,CASTOR2,71,-0.0039,70,-0.0430,92,0.44920,63,-0.2064,64,-0.1963,83,0.23087,59,-0.3024
ENSG00000274523,RCC1L,14,-0.1296,17,0.15098,12,-0.3844,11,-0.5172,19,0.48880,18,0.23229,15,-0.0041
ENSG00000272391,POM121C,52,0.47555,27,-0.6191,49,0.35528,38,-0.0946,38,-0.0719,28,-0.5478,31,-0.3692
ENSG00000127946,HIP1,42,-0.2778,5,-3.2600,26,-1.0361,13,-2.0414,11,-2.4663,85,0.87015,309,3.54272
ENSG00000005486,RHBDD2,266,0.14788,148,-0.7750,270,0.17568,195,-0.3846,365,0.83697,143,-0.8266,85,-1.6022
ENSG00000127948,POR,20,-0.7379,16,-1.0132,28,-0.2516,41,0.42551,45,0.69018,28,-0.1878,27,-0.2587
ENSG00000189077,TMEM120A,12,-1.1501,23,-0.1212,15,-0.8735,31,0.35555,38,0.81525,32,0.37800,19,-0.4433
ENSG00000127952,STYXL1,12,-0.2022,11,-0.2343,12,-0.2281,10,-0.5392,15,0.15559,24,0.90858,16,0.23763
ENSG00000146701,MDH2,63,-1.3476,137,-0.0904,107,-0.5079,179,0.36599,268,1.35566,56,-1.4328,47,-1.6944
ENSG00000177679,SRRM3,76,1.43925,33,-0.1291,33,-0.1442,30,-0.3033,29,-0.3674,18,-1.0077,13,-1.5401
ENSG00000106211,HSPB1,31,-1.4888,65,-0.3166,37,-1.2279,50,-0.7678,103,0.52143,252,1.97365,91,0.20652
ENSG00000170027,YWHAG,1083,-0.0741,1039,-0.1313,1470,0.46834,959,-0.2803,1620,0.74394,274,-2.1360,367,-1.7082
ENSG00000135205,CCDC146,44,0.83183,24,-0.1961,13,-1.2547,43,0.80288,5,-2.7001,46,0.82021,47,0.85069
ENSG00000127947,PTPN12,50,-0.0336,28,-0.9230,56,0.15870,45,-0.2195,44,-0.2858,99,1.07385,53,0.05621
ENSG00000187257,RSBN1L,123,0.88963,60,-0.3645,54,-0.5706,99,0.48911,48,-0.8133,70,-0.1177,81,0.10498
ENSG00000135211,TMEM60,9,-0.8686,20,0.31271,16,0.02826,10,-0.8335,29,1.21465,12,-0.4005,5,-1.6110
ENSG00000006576,PHTF2,39,0.73308,10,-1.4670,23,-0.1722,23,-0.1660,29,0.21417,14,-0.9274,29,0.15937
ENSG00000187391,MAGI2,141,0.64401,55,-0.8900,80,-0.3557,96,-0.0535,78,-0.4444,93,-0.0973,170,0.87962
ENSG00000234456,MAGI2-AS3,78,0.33648,25,-1.4550,35,-1.0078,52,-0.3839,42,-0.7822,80,0.33236,217,2.08161
ENSG00000127955,GNAI1,83,-0.1078,67,-0.4388,81,-0.1514,60,-0.6497,106,0.35083,23,-2.0006,207,1.40883
ENSG00000075223,SEMA3C,49,1.47359,4,-2.3933,8,-1.5845,6,-1.9220,20,-0.2310,32,0.55163,48,1.21720
ENSG00000153956,CACNA2D1,170,0.72862,83,-0.4883,138,0.34119,111,-0.0426,114,0.01102,34,-1.8366,67,-0.8124
ENSG00000186472,PCLO,1547,1.48332,382,-0.9709,741,0.05239,1052,0.69008,287,-1.5856,204,-1.9023,497,-0.5724
ENSG00000170381,SEMA3E,134,2.70544,6,-2.7410,72,1.14258,1,-4.9455,1,-5.2126,3,-3.7306,43,0.15733
ENSG00000075213,SEMA3A,98,3.21479,6,-2.0141,7,-1.8691,3,-3.0527,9,-1.6901,25,0.04579,22,-0.2034
ENSG00000198822,GRM3,104,-0.1799,62,-0.9431,109,-0.1022,110,-0.0846,105,-0.1749,149,0.40947,213,0.99493
ENSG00000164659,KIAA1324L,32,0.02315,22,-0.5641,25,-0.3969,37,0.25450,23,-0.5918,12,-1.4286,90,1.75584
ENSG00000135164,DMTF1,111,1.03897,26,-1.3348,52,-0.3197,41,-0.7061,58,-0.1700,38,-0.7836,113,0.93333
ENSG00000135185,TMEM243,6,-1.1132,13,0.23796,2,-2.2971,10,-0.1765,27,2.04079,2,-2.3344,4,-1.4115
ENSG00000182165,TP53TG1,7,-1.0009,24,0.88366,16,0.29678,9,-0.7508,15,0.19374,18,0.39901,13,-0.0839
ENSG00000005469,CROT,18,0.12683,10,-0.8368,6,-1.6457,20,0.26585,24,0.72513,13,-0.3697,20,0.24742
ENSG00000105784,RUNDC3B,48,0.09636,31,-0.5919,79,0.99066,47,0.03384,45,-0.0347,18,-1.3878,18,-1.3893
ENSG00000075303,SLC25A40,18,-1.0746,26,-0.4875,49,0.59473,45,0.44385,45,0.50382,21,-0.7533,14,-1.3505
ENSG00000008277,ADAM22,83,-0.1864,74,-0.3464,124,0.50772,97,0.07143,125,0.61004,26,-1.8869,30,-1.6830
ENSG00000075142,SRI,76,-1.0036,194,0.51368,99,-0.5961,118,-0.3025,195,0.66341,250,0.92914,76,-0.9496
ENSG00000157214,STEAP2,63,-0.2178,46,-0.6924,75,0.07762,107,0.71672,101,0.68835,15,-2.3101,9,-3.0436
ENSG00000105793,GTPBP10,42,0.30602,25,-0.5372,33,-0.0904,54,0.80058,25,-0.6157,31,-0.1854,31,-0.1939
ENSG00000157224,CLDN12,29,0.45630,5,-2.2236,33,0.67441,24,0.13624,27,0.37792,7,-1.7686,4,-2.5579
ENSG00000058091,CDK14,157,-0.2347,127,-0.5315,296,0.91524,241,0.52321,179,-0.0061,67,-1.5015,39,-2.3009
ENSG00000127914,AKAP9,997,1.37286,179,-1.5233,243,-1.1359,721,0.71219,166,-1.8372,414,-0.2540,829,0.86145
ENSG00000001630,CYP51A1,119,-0.3542,95,-0.6592,141,-0.0665,162,0.18092,150,0.04460,230,0.73104,137,-0.1009
ENSG00000001631,KRIT1,61,0.66366,25,-0.8041,36,-0.2606,61,0.66494,19,-1.3619,43,0.01455,65,0.68082
ENSG00000001629,ANKIB1,132,0.14176,104,-0.2535,96,-0.4034,116,-0.0835,40,-1.8723,181,0.63500,369,1.88292
ENSG00000157259,GATAD1,117,0.85506,8,-3.1429,50,-0.6256,42,-0.9074,41,-1.0175,116,0.74825,210,1.79016
ENSG00000244055,AC007566.1,28,0.55603,15,-0.4528,14,-0.6521,6,-1.7894,13,-0.7777,15,-0.4423,79,2.35474
ENSG00000127980,PEX1,35,0.37459,22,-0.3565,20,-0.5895,27,-0.1050,24,-0.3095,26,-0.1218,56,1.11611
ENSG00000127993,RBM48,38,0.86726,16,-0.6267,13,-0.9340,27,0.18666,22,-0.1712,13,-0.9381,35,0.62820
ENSG00000234545,FAM133B,226,0.65605,67,-1.3058,100,-0.7515,175,0.18652,85,-1.0927,222,0.54842,342,1.27961
ENSG00000105810,CDK6,35,0.86483,4,-2.2790,10,-1.2930,9,-1.3151,10,-1.2703,23,0.10779,94,2.59255
ENSG00000004766,VPS50,42,-0.1038,41,-0.1338,29,-0.7150,45,0.02301,75,1.12560,13,-1.8562,23,-0.9984
ENSG00000127920,GNG11,5,-1.9897,28,0.50674,16,-0.4060,14,-0.5696,15,-0.5377,92,2.71285,6,-1.6796
ENSG00000105829,BET1,7,-0.9411,13,-0.0036,8,-0.8522,18,0.47821,21,0.90168,10,-0.3993,9,-0.5981
ENSG00000127995,CASD1,94,0.51603,40,-0.8662,103,0.69193,49,-0.5930,71,0.01935,27,-1.4682,71,0.02208
ENSG00000127990,SGCE,44,0.05945,31,-0.4827,36,-0.2870,37,-0.2118,44,0.09723,44,0.05518,66,0.70674
ENSG00000242265,PEG10,222,0.95430,88,-0.6331,110,-0.3031,149,0.20709,88,-0.7275,112,-0.2631,159,0.29413
ENSG00000158528,PPP1R9A,465,1.07839,173,-0.6366,210,-0.3687,358,0.57019,133,-1.1870,139,-0.9626,352,0.47941
ENSG00000105854,PON2,33,-1.2264,37,-1.0062,54,-0.4695,18,-2.1159,33,-1.3496,422,3.41678,85,0.27939
ENSG00000004799,PDK4,18,-0.7849,8,-1.9533,14,-1.2259,2,-3.7047,4,-3.0430,90,1.86878,177,3.40782
ENSG00000158560,DYNC1I1,243,0.15291,174,-0.3845,200,-0.1843,349,0.82484,254,0.26092,46,-2.3656,104,-1.1646
ENSG00000127922,SEM1,58,-1.0530,135,0.32247,98,-0.2012,114,0.05992,150,0.62369,137,0.33893,62,-0.8868
ENSG00000231764,DLX6-AS1,39,-0.6183,23,-1.3320,51,-0.1600,126,1.56420,40,-0.6077,77,0.50807,22,-1.4382
ENSG00000006128,TAC1,42,-0.3359,26,-1.0030,79,0.78428,73,0.63662,58,0.23093,10,-2.4411,17,-1.6170
ENSG00000164715,LMTK2,57,-0.3176,53,-0.3971,87,0.42240,84,0.34553,90,0.55090,18,-1.9978,27,-1.4240
ENSG00000205356,TECPR1,44,0.18780,25,-0.6885,62,0.79164,39,-0.0345,36,-0.1671,20,-1.0058,33,-0.3102
ENSG00000164713,BRI3,37,-1.0796,110,0.69552,58,-0.3500,69,-0.0503,93,0.51669,109,0.66853,33,-1.1804
ENSG00000106236,NPTX2,96,0.56346,39,-0.8975,77,0.16859,55,-0.4193,105,0.83535,19,-1.9526,13,-2.5009
ENSG00000166448,TMEM130,371,0.32905,232,-0.4385,313,0.02927,324,0.08523,425,0.65855,56,-2.5482,117,-1.4717
ENSG00000196367,TRRAP,30,0.46492,24,0.05117,15,-0.6293,16,-0.5956,21,-0.1442,23,0.00304,42,0.96812
ENSG00000198742,SMURF1,23,0.02824,13,-0.9012,33,0.67050,17,-0.5285,26,0.23169,11,-1.1005,27,0.27310
ENSG00000241685,ARPC1A,89,-0.6159,146,0.19407,148,0.24070,146,0.21922,155,0.36775,88,-0.5976,82,-0.7016
ENSG00000130429,ARPC1B,7,-1.0666,15,0.22431,10,-0.4227,9,-0.5867,17,0.51254,31,1.37428,9,-0.6026
ENSG00000106244,PDAP1,141,-0.0541,181,0.34476,161,0.16908,182,0.39455,111,-0.5066,141,-0.0571,128,-0.2107
ENSG00000106245,BUD31,40,-1.0429,105,0.50762,81,0.08719,89,0.26931,98,0.48957,67,-0.1973,32,-1.3112
ENSG00000160917,CPSF4,26,0.11010,16,-0.5790,25,0.06054,21,-0.2500,29,0.34413,23,-0.0454,20,-0.2661
ENSG00000241468,ATP5MF,92,-1.4797,343,0.63850,196,-0.2797,277,0.31983,339,0.79966,212,-0.1344,67,-1.8719
ENSG00000196652,ZKSCAN5,19,0.57831,14,0.01634,12,-0.2361,11,-0.3827,13,-0.0284,12,-0.2300,15,0.11150
ENSG00000197343,ZNF655,93,0.67885,38,-0.7909,65,0.02728,52,-0.3563,68,0.10247,40,-0.7246,67,0.07576
ENSG00000106261,ZKSCAN1,252,0.54130,81,-1.2578,149,-0.3713,172,-0.1342,99,-1.1212,228,0.32469,480,1.58939
ENSG00000166526,ZNF3,16,-0.0202,6,-1.4928,9,-0.9296,20,0.36669,13,-0.4444,22,0.46051,39,1.42319
ENSG00000168090,COPS6,64,-0.8186,80,-0.4103,95,-0.1648,118,0.21421,153,0.78378,100,-0.0761,63,-0.7765
ENSG00000166508,MCM7,15,-0.1276,21,0.40696,19,0.28214,3,-2.2706,9,-1.0231,18,0.15494,53,2.02047
ENSG00000106290,TAF6,27,-0.4067,45,0.44210,32,-0.1272,28,-0.3461,51,0.80827,28,-0.3266,13,-1.4546
ENSG00000188186,LAMTOR4,75,-1.0225,182,0.41844,159,0.22591,120,-0.2615,179,0.49352,161,0.22452,91,-0.6692
ENSG00000146826,MAP11,12,-0.3708,13,-0.1764,20,0.58549,16,0.21634,16,0.18418,8,-0.8026,8,-0.8508
ENSG00000239521,CASTOR3,82,0.15479,54,-0.5009,77,0.03664,70,-0.1148,64,-0.2845,93,0.34568,102,0.48665
ENSG00000121716,PILRB,40,0.99257,9,-1.4231,18,-0.3805,12,-1.0069,23,-0.0407,32,0.51073,28,0.28074
ENSG00000146834,MEPCE,23,-0.3876,25,-0.2329,32,0.12446,33,0.20039,35,0.32491,32,0.12952,16,-0.9569
