Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000107758,PPP3CB,60,-2.1365,164,-0.4965,393,0.93305,290,0.48227,251,0.18321,348,0.72511,153,-0.5993,233,0.06023
ENSG00000166348,USP54,161,2.75554,40,-0.3826,32,-0.7096,19,-1.5720,13,-2.0909,14,-1.9731,36,-0.5477,14,-1.9113
ENSG00000176986,SEC24C,26,-0.3685,19,-0.8533,43,0.44490,43,0.50885,46,0.58317,49,0.68823,15,-1.1971,14,-1.2277
ENSG00000196968,FUT11,22,0.21424,40,1.16016,12,-0.7429,13,-0.6677,14,-0.5006,16,-0.2955,28,0.53833,16,-0.2909
ENSG00000172586,CHCHD1,38,-0.8160,26,-1.3279,24,-1.4348,82,0.54584,97,0.75881,91,0.65742,65,0.10944,68,0.18290
ENSG00000214655,ZSWIM8,29,0.15079,47,0.93079,17,-0.6520,16,-0.8299,26,-0.0182,41,0.70485,30,0.22183,13,-1.0270
ENSG00000166507,NDST2,11,-0.6734,26,0.71448,5,-1.7722,15,-0.2151,22,0.42068,27,0.79021,18,0.13071,17,0.03929
ENSG00000148660,CAMK2G,70,-1.6669,242,0.37352,224,0.24639,328,1.05012,164,-0.2459,134,-0.5659,163,-0.2594,198,0.05057
ENSG00000035403,VCL,10,-1.1563,41,1.19814,16,-0.3037,17,-0.3235,21,0.03903,23,0.19503,15,-0.4192,31,0.72203
ENSG00000185009,AP3M1,24,0.59924,23,0.45267,6,-1.4713,22,0.41366,6,-1.6320,14,-0.3931,10,-0.8503,24,0.48146
ENSG00000156110,ADK,19,-0.6100,26,-0.0652,29,0.06749,28,0.05135,22,-0.3706,32,0.25164,53,1.09771,18,-0.6734
ENSG00000156650,KAT6B,137,0.45616,258,1.51310,170,0.75809,50,-1.2645,95,-0.1935,53,-1.0807,66,-0.7576,55,-1.0399
ENSG00000156671,SAMD8,119,0.80418,71,-0.1540,74,-0.0955,65,-0.3358,80,0.03484,75,-0.0638,52,-0.6261,63,-0.3466
ENSG00000165637,VDAC2,79,-0.9755,45,-1.7273,95,-0.6115,234,0.99898,182,0.41872,225,0.78115,104,-0.4664,126,-0.1734
ENSG00000165655,ZNF503,4,-2.6686,26,0.28421,56,1.59108,30,0.59147,15,-0.5505,21,-0.0860,17,-0.4089,17,-0.4323
ENSG00000156113,KCNMA1,33,-2.8727,234,0.25385,402,1.18098,276,0.61360,232,0.24590,221,0.16282,146,-0.4869,143,-0.5269
ENSG00000151208,DLG5,10,-0.3885,32,1.53264,8,-0.6488,17,0.48454,8,-0.6685,8,-0.7743,7,-0.9554,12,-0.1584
ENSG00000148606,POLR3A,16,-1.4395,37,-0.0837,57,0.60803,67,1.05687,28,-0.5211,44,0.21291,42,0.10514,16,-1.3766
ENSG00000138326,RPS24,1415,0.35632,837,-0.5239,792,-0.6092,794,-0.6666,1291,0.16253,811,-0.5732,2034,0.92554,1488,0.39536
ENSG00000108175,ZMIZ1,61,0.14864,72,0.40651,79,0.56503,35,-0.7780,39,-0.5690,47,-0.2704,47,-0.2858,84,0.65224
ENSG00000108179,PPIF,88,1.30787,28,-0.7815,21,-1.2192,54,0.30531,26,-0.8934,20,-1.2419,40,-0.2079,39,-0.2334
ENSG00000165424,ZCCHC24,397,2.46192,187,0.51002,83,-0.7783,10,-4.0386,30,-2.2685,24,-2.6352,147,0.11447,83,-0.7816
ENSG00000225484,NUTM2B-AS1,23,0.14166,55,1.65192,21,0.00334,18,-0.3024,20,-0.0995,15,-0.5490,10,-1.0564,8,-1.3777
ENSG00000133678,TMEM254,17,0.07020,3,-2.4531,15,-0.1732,16,-0.0692,19,0.17849,36,1.26538,8,-1.0846,20,0.26524
ENSG00000122359,ANXA11,21,-2.3730,60,-0.6732,72,-0.3863,145,0.88172,150,0.80260,186,1.18141,41,-1.2484,80,-0.2249
ENSG00000122378,PRXL2A,182,-0.8658,268,-0.1924,432,0.58506,247,-0.3588,374,0.34225,449,0.64869,202,-0.6376,443,0.62470
ENSG00000108219,TSPAN14,25,-0.3695,37,0.28610,33,0.09288,21,-0.6651,30,-0.0504,48,0.69340,30,-0.0541,41,0.43437
ENSG00000185737,NRG3,9,-1.9256,37,0.25396,47,0.65158,44,0.65374,26,-0.3134,41,0.44574,19,-0.7937,37,0.24863
ENSG00000165678,GHITM,115,-1.6374,130,-1.3341,196,-0.7127,561,1.18402,388,0.36636,467,0.67549,279,-0.1649,283,-0.1418
ENSG00000148600,CDHR1,6,-1.5623,9,-0.8288,46,1.92616,20,0.52606,7,-1.0912,19,0.37943,15,0.03697,3,-2.2191
ENSG00000107771,CCSER2,224,0.56716,182,0.15459,152,-0.1281,197,0.32496,102,-0.7575,90,-0.9396,175,0.09454,110,-0.6435
ENSG00000182771,GRID1,24,0.60250,22,0.42494,13,-0.3929,13,-0.4153,19,0.17539,19,0.15547,19,0.17231,4,-2.0418
ENSG00000062650,WAPL,81,0.73134,109,1.14508,43,-0.3653,36,-0.6951,28,-1.0133,47,-0.2337,59,0.11740,27,-1.0720
ENSG00000122367,LDB3,215,3.48495,81,0.53674,34,-0.8320,6,-3.5205,4,-3.9539,2,-4.6392,15,-2.0593,3,-4.0172
ENSG00000107779,BMPR1A,25,0.67195,30,0.87248,24,0.52095,12,-0.6649,9,-1.0537,21,0.31838,4,-2.0720,13,-0.4720
ENSG00000173267,SNCG,17,-3.6455,13,-3.8434,4,-5.2988,587,2.97211,137,-0.4024,83,-1.1620,241,0.50588,82,-1.1900
ENSG00000148671,ADIRF,98,1.32801,57,0.20143,14,-1.9794,7,-3.0349,9,-2.5103,17,-1.6343,18,-1.6035,181,2.30932
ENSG00000148672,GLUD1,174,0.11353,227,0.54181,166,0.03081,89,-1.0290,90,-0.9246,91,-0.9112,103,-0.7240,430,1.68102
ENSG00000122376,SHLD2,17,0.27638,9,-0.6718,15,0.04900,20,0.57332,18,0.35247,14,-0.0381,4,-1.8926,11,-0.4090
ENSG00000223482,NUTM2A-AS1,58,0.78139,63,0.80659,45,0.23610,26,-0.6812,22,-0.8311,20,-0.9711,41,0.08077,26,-0.5940
ENSG00000107789,MINPP1,10,-0.4510,21,0.70985,9,-0.5391,22,0.97650,4,-1.6137,15,0.17847,8,-0.7414,11,-0.3185
ENSG00000138138,ATAD1,45,-0.9950,70,-0.2419,111,0.51287,125,0.83307,81,0.00086,94,0.24419,58,-0.5166,56,-0.5784
ENSG00000171862,PTEN,46,-1.2091,111,0.24123,122,0.40018,112,0.28527,113,0.26773,127,0.45974,85,-0.1924,82,-0.2439
ENSG00000138134,STAMBPL1,8,-1.7824,13,-0.9568,25,-0.0377,52,1.47753,31,0.34298,22,-0.2434,23,-0.1502,17,-0.5692
ENSG00000107798,LIPA,220,2.61163,43,-0.8192,43,-0.8032,46,-0.7662,30,-1.3265,21,-1.8383,22,-1.8277,33,-1.2238
ENSG00000119922,IFIT2,77,2.66562,38,0.66877,10,-1.3382,5,-2.5758,1,-4.3259,1,-4.5504,24,-0.0767,12,-1.1191
ENSG00000119917,IFIT3,26,0.90695,10,-0.7760,4,-2.1458,10,-0.7564,6,-1.5436,16,-0.0181,21,0.45424,32,1.15909
ENSG00000185745,IFIT1,45,-0.3903,44,-0.4123,31,-0.9297,78,0.60197,62,0.13305,70,0.33273,54,-0.0783,60,0.09355
ENSG00000152778,IFIT5,24,0.01869,24,0.03153,31,0.45481,31,0.48197,12,-1.0529,27,0.18120,15,-0.6943,18,-0.3933
ENSG00000152782,PANK1,5,-1.6865,19,0.55340,18,0.40320,20,0.75458,16,0.22314,11,-0.3333,12,-0.2266,11,-0.3460
ENSG00000138182,KIF20B,37,0.78393,48,1.12524,44,0.99615,12,-1.0996,11,-1.2410,5,-2.1950,19,-0.3423,17,-0.5857
ENSG00000148688,RPP30,24,-0.0185,38,0.73606,21,-0.2302,32,0.51504,22,-0.1677,15,-0.7953,16,-0.6756,20,-0.3356
ENSG00000180628,PCGF5,86,0.28385,82,0.18228,71,-0.0442,67,-0.1725,75,0.02547,64,-0.2280,70,-0.0657,67,-0.1389
ENSG00000165338,HECTD2,6,-2.1458,40,0.78526,45,0.99569,31,0.43434,9,-1.4460,54,1.30395,11,-1.2076,13,-1.0312
ENSG00000119938,PPP1R3C,51,0.54540,98,1.63117,41,0.12054,4,-3.5590,13,-1.5963,14,-1.5164,19,-1.0618,86,1.38327
ENSG00000107854,TNKS2,61,0.70868,46,0.14258,74,0.93928,30,-0.5765,19,-1.1596,31,-0.4815,36,-0.2318,31,-0.4767
ENSG00000095564,BTAF1,43,0.77654,61,1.29502,35,0.32924,20,-0.6317,8,-1.7971,20,-0.5519,11,-1.4006,23,-0.3019
ENSG00000107864,CPEB3,23,-1.5211,50,-0.2600,84,0.58897,85,0.69720,73,0.36610,44,-0.4337,72,0.33461,46,-0.3699
ENSG00000198060,MARCH5,19,-0.7434,32,0.08908,28,-0.0926,35,0.27826,44,0.61042,36,0.29277,17,-0.8352,34,0.21028
ENSG00000119912,IDE,13,-0.0983,17,0.38740,13,-0.0978,14,0.09911,17,0.42535,13,-0.0904,5,-1.5388,16,0.25888
ENSG00000138190,EXOC6,14,-1.6070,45,0.33439,79,1.28277,37,0.02206,49,0.46170,45,0.30962,25,-0.6217,24,-0.6786
ENSG00000138207,RBP4,5,-3.0612,6,-2.7841,70,1.03590,20,-1.0416,80,1.27260,146,2.48187,9,-2.1530,16,-1.3338
ENSG00000148690,FRA10AC1,255,0.35351,339,0.78887,185,-0.1997,133,-0.7796,186,-0.1978,104,-1.0851,346,0.82626,166,-0.3760
ENSG00000108231,LGI1,17,-2.1011,87,0.55895,112,0.99460,90,0.72108,56,-0.1659,67,0.12004,17,-1.9657,65,0.08858
ENSG00000280660,AL157396.1,10,-0.5418,83,3.51152,10,-0.5760,3,-2.3918,0,-7.3231,1,-3.8339,0,-5.9962,25,0.87751
ENSG00000173145,NOC3L,54,1.49848,47,1.00284,19,-0.5021,17,-0.7143,15,-0.8273,6,-2.1306,22,-0.2741,8,-1.7895
ENSG00000108239,TBC1D12,182,2.39970,110,0.90688,44,-0.5637,10,-2.9047,14,-2.3124,14,-2.2269,54,-0.2650,17,-2.0101
ENSG00000095637,SORBS1,81,-0.4381,204,1.12614,117,0.18547,90,-0.2641,72,-0.5711,146,0.54698,44,-1.3244,118,0.19476
ENSG00000059573,ALDH18A1,11,-0.8661,20,0.13847,18,-0.0650,23,0.41181,13,-0.4939,15,-0.3344,23,0.37447,27,0.60777
ENSG00000119977,TCTN3,9,-0.9909,18,0.08197,14,-0.2964,20,0.32341,13,-0.3864,11,-0.5645,28,0.85566,25,0.62351
ENSG00000226688,ENTPD1-AS1,17,0.30516,23,0.74997,30,1.20437,9,-0.7433,9,-0.6755,8,-0.8270,11,-0.3737,10,-0.5657
ENSG00000177853,ZNF518A,134,1.56203,158,1.57747,60,-0.0895,18,-2.0080,14,-2.2636,10,-2.7763,63,-0.0089,22,-1.6064
ENSG00000197430,OPALIN,543,3.05532,148,-0.1271,130,-0.3357,26,-2.8691,14,-3.5914,6,-4.7091,118,-0.4846,50,-1.7681
ENSG00000077147,TM9SF3,141,0.28818,121,0.01119,169,0.54550,118,-0.0432,112,-0.1243,132,0.13999,62,-1.0247,93,-0.4081
ENSG00000196233,LCOR,69,0.88964,91,1.23627,53,0.31798,22,-1.1277,21,-1.0906,29,-0.6421,41,-0.0997,18,-1.3536
ENSG00000187122,SLIT1,10,-2.9687,107,0.70677,140,1.17510,92,0.52963,81,0.24571,84,0.29622,33,-1.1544,46,-0.6582
ENSG00000052749,RRP12,6,-2.3078,40,0.72374,6,-2.0753,42,0.96453,53,1.21186,36,0.53969,10,-1.4228,15,-0.8055
ENSG00000171314,PGAM1,114,-1.7313,110,-1.6719,182,-0.9144,616,1.27084,458,0.54843,444,0.49604,264,-0.3417,355,0.13104
ENSG00000171311,EXOSC1,20,0.07699,22,0.23758,19,-0.0407,27,0.60846,9,-1.1101,20,0.08993,14,-0.4701,14,-0.4949
ENSG00000171307,ZDHHC16,9,-0.8497,4,-2.0043,14,-0.1710,21,0.52432,29,0.96120,25,0.74077,12,-0.4812,14,-0.1899
ENSG00000155229,MMS19,24,-0.5110,24,-0.4323,32,0.00378,43,0.58400,38,0.29222,52,0.81862,7,-2.1564,30,-0.1004
ENSG00000171160,MORN4,9,-1.5600,3,-3.1208,26,0.16472,25,0.12377,39,0.80931,49,1.22115,30,0.38677,21,-0.1886
ENSG00000155252,PI4K2A,7,-2.0430,20,-0.4376,19,-0.5443,44,0.95828,25,-0.1279,42,0.71800,30,0.19677,29,0.14576
ENSG00000119986,AVPI1,12,-1.1018,4,-2.5276,21,-0.1392,40,1.00830,33,0.55990,32,0.50102,23,-0.0333,18,-0.4349
ENSG00000155256,ZFYVE27,10,-1.5188,33,0.34905,42,0.75492,38,0.69574,11,-1.2994,46,0.88431,14,-1.0086,22,-0.2780
ENSG00000155265,GOLGA7B,13,-1.7425,51,0.48678,42,0.17323,44,0.29855,36,-0.0906,39,0.07527,52,0.53928,42,0.16750
ENSG00000095713,CRTAC1,11,-1.9453,13,-1.6376,59,0.70148,71,1.21733,33,-0.2535,43,0.17604,31,-0.3230,40,0.08705
ENSG00000107521,HPS1,21,-0.2136,18,-0.3675,24,0.02760,25,0.12515,36,0.68934,12,-0.9912,29,0.33001,23,-0.0008
ENSG00000119946,CNNM1,4,-3.9850,61,0.23089,120,1.38959,83,0.87007,50,-0.0915,82,0.71246,22,-1.3419,21,-1.4320
ENSG00000120053,GOT1,54,-2.5907,88,-1.7188,198,-0.4945,604,1.67974,398,0.62844,413,0.69245,167,-0.7570,133,-1.1034
ENSG00000155287,SLC25A28,40,0.07000,48,0.37899,63,0.83098,24,-0.8112,23,-0.7465,60,0.73304,41,0.11320,19,-1.0527
ENSG00000119929,CUTC,26,0.79391,12,-0.5515,15,-0.1728,20,0.28504,7,-1.3438,19,0.12039,10,-0.8821,17,-0.0424
ENSG00000014919,COX15,22,0.25289,26,0.50823,25,0.44612,18,-0.0887,22,0.25277,18,-0.0529,7,-1.4122,11,-0.8395
ENSG00000213341,CHUK,16,0.22676,13,-0.1531,15,0.10267,13,-0.1880,21,0.63234,23,0.76278,6,-1.3625,7,-1.0993
ENSG00000095485,CWF19L1,14,0.26029,7,-0.7406,7,-0.8397,13,0.13626,21,0.94974,15,0.38337,5,-1.1145,9,-0.3316
ENSG00000196072,BLOC1S2,58,-0.4910,42,-0.9363,45,-0.8380,102,0.51147,112,0.60327,74,-0.0738,106,0.50724,75,-0.0561
ENSG00000099194,SCD,2313,2.84394,637,-0.1937,557,-0.4059,104,-3.0607,159,-2.2990,76,-3.3692,477,-0.6462,459,-0.7058
ENSG00000235823,OLMALINC,273,2.55554,149,0.81132,56,-0.7720,15,-2.8030,16,-2.5739,9,-3.4341,53,-0.8420,54,-0.8201
ENSG00000075826,SEC31B,10,-0.4704,46,2.18549,14,0.11924,14,0.05606,5,-1.3059,10,-0.4440,6,-1.1768,4,-1.7455
ENSG00000166136,NDUFB8,189,-1.1699,126,-1.6886,180,-1.1526,456,0.34041,574,0.68230,513,0.49399,661,0.92313,448,0.26791
ENSG00000166135,HIF1AN,22,-0.2449,26,0.04729,27,0.08217,32,0.42022,29,0.20124,22,-0.2073,23,-0.1633,19,-0.4429
ENSG00000119906,SLF2,197,2.06431,123,0.78119,102,0.45975,18,-2.3048,22,-1.8740,17,-2.2686,43,-0.9100,30,-1.4142
ENSG00000055950,MRPL43,65,0.62801,27,-0.8351,19,-1.3648,48,0.03841,30,-0.6773,63,0.47638,60,0.40471,42,-0.1688
ENSG00000107816,LZTS2,73,1.92469,48,0.78196,16,-0.9513,16,-1.0613,12,-1.3944,23,-0.4088,16,-0.9670,5,-2.4625
ENSG00000186862,PDZD7,8,-1.0169,7,-1.1224,26,0.85182,32,1.47615,15,-0.0023,10,-0.6550,4,-1.7562,10,-0.6382
ENSG00000107819,SFXN3,36,-0.3711,49,0.13176,41,-0.1642,55,0.37524,49,0.13186,52,0.24464,23,-1.0185,53,0.26179
ENSG00000166167,BTRC,18,-1.6797,36,-0.5083,47,-0.0977,80,0.88042,66,0.42223,97,1.08662,28,-0.9316,35,-0.5540
ENSG00000166171,DPCD,8,-2.0773,4,-2.9886,17,-0.8799,45,0.70161,38,0.32705,50,0.78631,48,0.70939,46,0.63758
ENSG00000166169,POLL,10,-0.4183,19,0.69554,12,-0.0194,11,-0.1917,19,0.68494,8,-0.6287,6,-1.1564,18,0.61548
ENSG00000107829,FBXW4,75,1.09491,51,0.26879,18,-1.3034,14,-1.8238,22,-1.0046,42,-0.0330,50,0.23905,68,0.76072
ENSG00000198408,OGA,162,-0.8856,507,1.04142,287,0.08560,300,0.17575,274,0.00898,305,0.18236,212,-0.3921,213,-0.3847
ENSG00000120049,KCNIP2,3,-3.5820,30,-0.1272,4,-3.0503,9,-1.9816,46,0.55843,166,3.17427,9,-1.9333,48,0.60774
ENSG00000120029,ARMH3,11,-0.6559,30,0.95630,7,-1.3971,16,-0.0581,14,-0.2632,23,0.51544,23,0.50479,16,-0.1053
ENSG00000148840,PPRC1,8,-0.9394,21,0.60294,10,-0.5928,20,0.59034,18,0.29342,14,-0.0859,13,-0.1969,14,-0.0782
ENSG00000166197,NOLC1,100,-0.1178,83,-0.3845,128,0.29230,108,0.03252,97,-0.1473,139,0.43884,115,0.11850,86,-0.3303
ENSG00000107862,GBF1,16,-1.3685,30,-0.3618,46,0.33680,55,0.74681,39,0.05427,57,0.69237,35,-0.0870,23,-0.7199
ENSG00000059915,PSD,28,-2.9831,119,-0.6804,120,-0.6567,90,-1.1922,288,0.74415,412,1.38428,163,-0.1803,493,1.72778
ENSG00000107872,FBXL15,23,-1.7341,38,-0.8646,16,-2.1334,67,0.02449,131,1.13186,116,0.91326,99,0.64622,85,0.40399
ENSG00000107874,CUEDC2,60,-0.4348,32,-1.3206,18,-2.1714,98,0.44801,84,0.14801,129,0.85384,98,0.39921,91,0.27208
ENSG00000269609,RPARP-AS1,6,-1.1477,12,-0.0568,15,0.27836,10,-0.3611,24,0.99172,12,-0.1450,24,0.99670,8,-0.6375
ENSG00000138111,MFSD13A,6,-1.2483,7,-0.8598,15,0.18392,13,-0.0227,10,-0.4423,27,1.18446,13,-0.0331,22,0.80291
ENSG00000138107,ACTR1A,77,-0.7239,74,-0.7192,104,-0.1807,184,0.86744,166,0.57485,195,0.84772,49,-1.3356,61,-1.0184
ENSG00000171206,TRIM8,54,0.31996,69,0.65971,36,-0.3633,26,-0.9780,34,-0.4520,72,0.74710,33,-0.5265,53,0.25110
ENSG00000138175,ARL3,76,-0.7728,58,-1.1144,73,-0.7740,150,0.42093,146,0.32780,150,0.37411,158,0.45642,157,0.44284
ENSG00000166272,WBP1L,31,0.18134,27,-0.0514,34,0.28626,25,-0.2107,36,0.39522,20,-0.5266,11,-1.3662,41,0.60885
ENSG00000166275,BORCS7,67,0.06807,60,-0.1213,73,0.17707,57,-0.2403,65,0.00431,80,0.34264,41,-0.7025,82,0.37189
ENSG00000148842,CNNM2,19,-0.3147,25,0.14654,30,0.40340,25,0.16017,20,-0.2124,25,0.15413,19,-0.2699,22,-0.0866
ENSG00000076685,NT5C2,32,-0.0092,39,0.31396,35,0.13193,29,-0.1709,33,0.05831,35,0.11161,16,-1.0516,41,0.39729
ENSG00000148798,INA,17,-3.6825,40,-2.3139,82,-1.2391,402,1.64448,284,0.72564,296,0.79643,197,0.11827,93,-1.0543
ENSG00000173915,ATP5MD,187,-1.7154,107,-2.4285,173,-1.7123,729,0.60189,1064,1.17596,684,0.41475,856,0.79391,583,0.15325
ENSG00000148843,PDCD11,26,-0.4479,76,1.39982,51,0.69852,31,-0.1358,21,-0.6991,26,-0.3528,16,-1.1027,29,-0.2217
ENSG00000107954,NEURL1,7,-2.5761,28,-0.4301,46,0.37048,30,-0.3572,54,0.63977,69,1.05561,33,-0.1734,63,0.88031
ENSG00000107957,SH3PXD2A,133,1.11086,172,1.40226,75,-0.0127,43,-0.9454,41,-0.9394,36,-1.1292,41,-0.9313,38,-1.0750
ENSG00000107960,STN1,10,-0.1284,4,-1.5243,13,0.27517,12,0.25865,14,0.46217,17,0.74299,7,-0.5585,7,-0.6018
ENSG00000065613,SLK,213,0.36374,265,0.68229,323,1.02783,116,-0.7064,174,-0.0058,144,-0.3065,86,-1.1072,99,-0.8887
ENSG00000148834,GSTO1,95,-0.6194,56,-1.3713,77,-0.8796,229,1.01604,142,0.06694,161,0.26948,164,0.30251,113,-0.2916
ENSG00000065621,GSTO2,16,0.46170,9,-0.5012,8,-0.6827,16,0.48613,4,-1.4937,19,0.65889,7,-0.8427,13,0.02332
ENSG00000156395,SORCS3,3,-3.2027,27,0.30014,61,1.70800,29,0.44627,16,-0.5141,35,0.69941,7,-1.7172,17,-0.4526
ENSG00000108018,SORCS1,0,-6.3779,24,-0.2246,18,-0.6892,69,1.95206,32,0.21876,45,0.81761,9,-1.6999,11,-1.3173
ENSG00000108039,XPNPEP1,17,-0.5930,17,-0.5203,28,0.27441,28,0.33236,30,0.37638,52,1.35180,11,-1.0879,7,-1.7776
ENSG00000148700,ADD3,742,1.56592,662,1.07416,437,0.36780,63,-2.7341,86,-2.1215,90,-2.0702,197,-0.8904,405,0.24328
ENSG00000119950,MXI1,239,1.32067,156,0.36992,128,0.04719,54,-1.3681,48,-1.4494,60,-1.1149,105,-0.2609,156,0.37581
ENSG00000119953,SMNDC1,51,0.52701,26,-0.5944,55,0.60418,27,-0.5741,42,0.13601,25,-0.6295,50,0.42051,28,-0.4952
ENSG00000108055,SMC3,266,1.50808,203,0.76603,184,0.59575,60,-1.2701,40,-1.7583,52,-1.3699,88,-0.5818,58,-1.2146
ENSG00000150593,PDCD4,58,0.45789,65,0.57274,53,0.23308,23,-1.1627,43,-0.0806,54,0.27568,30,-0.6524,49,0.10801
ENSG00000214413,BBIP1,72,0.93487,52,0.26589,39,-0.2048,41,-0.1604,23,-1.0045,42,-0.0782,39,-0.1875,23,-1.0342
ENSG00000108061,SHOC2,78,-0.7145,170,0.59964,178,0.68103,115,-0.0346,177,0.67084,62,-0.9836,133,0.19831,70,-0.8067
ENSG00000119927,GPAM,24,-0.0921,67,1.68074,12,-1.0970,4,-2.7881,20,-0.3529,19,-0.4248,13,-0.9760,65,1.60889
ENSG00000023041,ZDHHC6,19,0.01175,17,-0.1037,13,-0.6000,30,0.90026,14,-0.3928,31,0.82967,3,-2.4632,10,-0.9094
ENSG00000151532,VTI1A,16,-0.2099,42,1.37112,19,0.05777,14,-0.4208,23,0.36538,15,-0.2954,15,-0.3553,9,-1.0821
ENSG00000260917,AL158212.3,11,-0.4085,13,-0.2112,17,0.20888,9,-0.7216,26,0.95416,19,0.40325,10,-0.5998,20,0.48920
ENSG00000148737,TCF7L2,24,0.00228,59,1.52325,14,-0.7833,22,-0.1564,13,-0.8889,9,-1.3839,13,-0.9175,39,0.78657
ENSG00000196865,NHLRC2,31,0.83722,37,1.04926,15,-0.4175,13,-0.6819,9,-1.2088,25,0.35716,14,-0.5315,10,-1.0526
ENSG00000043591,ADRB1,5,-1.9852,24,0.30852,28,0.57061,26,0.56087,18,-0.1034,21,0.15886,8,-1.3433,32,0.80464
ENSG00000165813,CCDC186,92,-0.5207,232,1.05215,222,0.97356,125,0.02331,91,-0.4793,82,-0.6483,119,-0.0596,57,-1.1949
ENSG00000169129,AFAP1L2,15,-0.5193,29,0.56976,19,-0.0905,16,-0.4363,22,0.08476,31,0.63871,15,-0.4875,28,0.46729
ENSG00000099204,ABLIM1,77,-0.4727,160,0.76227,81,-0.3451,73,-0.5577,78,-0.4086,112,0.17496,79,-0.3753,198,1.12961
ENSG00000151553,FAM160B1,13,-1.1536,46,0.95401,19,-0.4856,24,-0.1346,40,0.69204,34,0.44684,13,-1.0809,34,0.41755
ENSG00000165832,TRUB1,14,-1.7757,32,-0.4169,60,0.60790,50,0.35914,77,1.04096,67,0.78449,25,-0.7993,25,-0.7801
ENSG00000107518,ATRNL1,5,-4.9446,116,-0.3821,94,-0.7057,242,0.96933,258,0.93089,291,1.14720,96,-0.6714,123,-0.2868
ENSG00000151892,GFRA1,15,-0.2942,15,-0.2281,56,2.05643,7,-1.4018,6,-1.6026,4,-2.2038,23,0.44460,27,0.68201
ENSG00000165868,HSPA12A,43,-1.9237,111,-0.3597,168,0.30108,279,1.41194,150,0.12097,168,0.29705,84,-0.7889,70,-1.0702
ENSG00000187164,SHTN1,1863,2.31698,962,0.58988,672,0.00041,171,-2.2123,169,-2.1048,121,-2.5986,554,-0.3037,168,-2.1137
ENSG00000165650,PDZD8,99,0.82425,67,0.05813,80,0.35028,59,-0.1373,40,-0.7253,48,-0.4670,59,-0.1200,32,-1.0757
ENSG00000229847,EMX2OS,23,0.12969,33,0.71630,12,-0.8532,2,-3.3416,16,-0.4065,15,-0.5369,7,-1.5619,79,2.36550
ENSG00000170370,EMX2,78,0.89980,71,0.60486,26,-0.9774,4,-3.6242,22,-1.2357,10,-2.3569,37,-0.4494,160,2.09931
ENSG00000107560,RAB11FIP2,94,-0.3004,168,0.68234,184,0.83471,90,-0.3749,93,-0.2817,79,-0.5403,123,0.16609,97,-0.2153
ENSG00000165669,FAM204A,98,-0.1893,164,0.66952,181,0.84303,95,-0.2476,84,-0.4143,71,-0.6578,98,-0.1688,106,-0.0460
ENSG00000151893,CACUL1,52,-0.4741,99,0.60214,90,0.44980,68,0.00032,55,-0.3531,77,0.19180,68,-0.0099,54,-0.3667
ENSG00000107581,EIF3A,397,0.35151,499,0.68832,448,0.50763,275,-0.3164,268,-0.3213,215,-0.6630,321,-0.0370,190,-0.8583
ENSG00000119979,DENND10,50,0.00353,79,0.74533,44,-0.2241,37,-0.5538,51,0.02428,60,0.27739,38,-0.4250,57,0.20555
ENSG00000183605,SFXN4,11,-0.1533,4,-1.5736,16,0.38844,20,0.86426,12,0.00020,12,-0.0616,10,-0.3187,8,-0.7317
ENSG00000165672,PRDX3,69,-0.8515,55,-1.1100,111,-0.0397,149,0.50609,108,-0.0885,146,0.40060,138,0.31334,144,0.37515
ENSG00000148908,RGS10,28,1.48560,2,-2.7464,7,-1.0271,2,-2.7649,6,-1.1350,13,-0.0851,16,0.26842,31,1.37517
ENSG00000151923,TIAL1,89,0.80937,63,0.10765,62,0.08136,59,0.00909,35,-0.8086,72,0.33161,36,-0.7651,22,-1.4706
ENSG00000151929,BAG3,15,0.09064,27,1.05028,4,-1.8212,4,-1.8510,1,-3.2919,4,-1.7553,5,-1.6383,64,2.76251
ENSG00000198825,INPP5F,57,-2.6756,149,-1.1164,453,0.64924,599,1.36577,423,0.53421,348,0.21275,234,-0.4181,134,-1.2746
ENSG00000197771,MCMBP,27,1.12838,9,-0.7938,21,0.53669,12,-0.3298,3,-2.4537,13,-0.2542,8,-0.8640,18,0.28220
ENSG00000107651,SEC23IP,27,0.13840,57,1.38066,45,0.97853,16,-0.7570,8,-1.6597,16,-0.7270,20,-0.3276,18,-0.4941
ENSG00000120008,WDR11,43,0.46534,80,1.46921,12,-1.5111,34,-0.0058,18,-0.9998,32,-0.0793,24,-0.5003,17,-1.0584
ENSG00000066468,FGFR2,384,2.96596,101,-0.2122,55,-1.1428,24,-2.4790,26,-2.2435,23,-2.4460,47,-1.3989,89,-0.4150
ENSG00000107669,ATE1,57,0.00379,75,0.45789,93,0.80518,46,-0.3565,32,-0.8668,31,-0.9372,87,0.70377,43,-0.4397
