Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000148290,SURF1,20,-1.4561,47,-0.2034,50,-0.1097,28,-0.9997,28,-1.0052,70,0.41504,57,0.09566,43,-0.3560,69,0.38984,71,0.42661,69,0.37913,104,1.06405
ENSG00000148291,SURF2,0,-6.1980,16,-0.5910,36,0.63696,25,0.03376,32,0.43772,21,-0.2441,20,-0.2471,29,0.34069,19,-0.3873,26,0.13837,24,-0.0120,36,0.61176
ENSG00000148248,SURF4,21,-1.6399,52,-0.2896,93,0.62437,65,0.07206,113,0.95321,41,-0.6372,43,-0.5631,76,0.34823,60,-0.0495,59,-0.0983,69,0.16090,43,-0.5842
ENSG00000148300,REXO4,88,0.71510,78,0.50356,50,-0.1872,48,-0.2451,57,0.02924,60,0.08580,92,0.78549,54,-0.0818,42,-0.4472,29,-0.9971,36,-0.6644,44,-0.3678
ENSG00000160326,SLC2A6,28,0.12433,13,-1.0313,11,-1.1997,40,0.69167,88,2.05292,8,-1.7589,18,-0.5619,15,-0.8861,40,0.66946,8,-1.7074,23,-0.1479,30,0.21304
ENSG00000235106,BRD3OS,16,-1.3826,13,-1.6985,25,-0.7366,35,-0.2188,53,0.45024,20,-1.0643,28,-0.5296,43,0.13252,70,0.89385,59,0.62215,61,0.67332,54,0.46523
ENSG00000169925,BRD3,175,0.65290,198,0.85697,106,-0.1467,144,0.34351,111,-0.0702,123,0.08743,119,0.03412,86,-0.4896,140,0.29701,107,-0.1276,59,-1.0200,54,-1.1569
ENSG00000196363,WDR5,28,0.41558,16,-0.4463,1,-3.8415,30,0.56014,27,0.39185,4,-2.4910,7,-1.6393,8,-1.4937,31,0.60641,19,-0.1570,45,1.19063,52,1.44870
ENSG00000186350,RXRA,55,0.14820,64,0.38229,51,0.01429,65,0.39404,43,-0.2551,29,-0.8154,21,-1.2733,26,-1.0418,82,0.78945,98,1.06975,60,0.28912,32,-0.6933
ENSG00000130558,OLFM1,163,-2.8098,140,-3.0324,201,-2.5079,727,-0.5978,1133,0.08665,1815,0.84615,1443,0.47095,1637,0.75678,960,-0.1705,937,-0.2091,1226,0.21182,1912,0.93224
ENSG00000196422,PPP1R26,9,-1.4454,16,-0.5619,13,-0.8666,41,0.92915,20,-0.1946,32,0.49862,6,-1.9752,30,0.44663,34,0.59703,23,-0.0002,13,-0.8197,33,0.56483
ENSG00000122140,MRPS2,6,-2.2299,16,-0.9163,21,-0.4610,17,-0.8007,44,0.67498,27,-0.1089,28,-0.0357,38,0.46681,19,-0.6536,21,-0.4736,63,1.27011,37,0.38426
ENSG00000107147,KCNT1,6,-3.5304,7,-3.3411,28,-1.3166,159,1.43649,120,0.95562,37,-0.9004,68,0.05340,116,1.00838,43,-0.6586,23,-1.5942,70,0.09344,69,0.06831
ENSG00000130559,CAMSAP1,9,-2.5905,30,-0.8741,60,0.19306,69,0.41382,41,-0.3677,30,-0.8399,92,0.88374,81,0.75423,39,-0.4753,34,-0.6650,72,0.49912,49,-0.1251
ENSG00000130560,UBAC1,8,-3.1024,72,0.04677,53,-0.4348,54,-0.3936,62,-0.1857,74,0.08986,114,0.77687,82,0.27435,42,-0.7789,99,0.53917,99,0.54316,69,-0.0216
ENSG00000148411,NACC2,96,-0.0071,182,1.02401,110,0.20558,101,0.07777,35,-1.5038,51,-0.9500,70,-0.4988,39,-1.4432,118,0.32220,169,0.90304,175,0.95864,66,-0.5689
ENSG00000238227,TMEM250,60,0.50234,23,-0.9793,19,-1.2367,36,-0.3038,62,0.54994,31,-0.5228,24,-0.9337,41,-0.0967,84,1.05033,26,-0.7842,81,0.98896,40,-0.1347
ENSG00000160360,GPSM1,36,-0.0164,34,-0.1369,52,0.54535,58,0.72127,39,0.08483,14,-1.4588,10,-1.9362,27,-0.5083,39,0.08103,23,-0.7331,66,0.93346,54,0.61080
ENSG00000165684,SNAPC4,6,-1.4938,9,-0.9085,16,-0.1333,28,0.77439,19,0.21189,7,-1.3259,13,-0.4258,20,0.27659,23,0.46335,15,-0.2195,22,0.38529,24,0.51319
ENSG00000165688,PMPCA,0,-6.9990,24,-0.8570,22,-1.0117,69,0.78476,47,0.16792,36,-0.2642,50,0.26445,45,0.11151,30,-0.5100,50,0.27137,77,0.94632,55,0.40607
ENSG00000148384,INPP5E,8,-1.3315,10,-1.0139,4,-2.3011,19,-0.0345,26,0.44979,18,-0.1037,18,-0.1350,27,0.52025,21,0.12058,17,-0.2262,38,1.06701,22,0.18824
ENSG00000148396,SEC16A,28,-0.8880,18,-1.5012,42,-0.2646,64,0.37337,56,0.17073,65,0.40479,34,-0.5823,72,0.64085,27,-0.9390,39,-0.4005,47,-0.0963,88,0.89211
ENSG00000148400,NOTCH1,90,1.86961,78,1.61951,69,1.40373,11,-1.3914,15,-1.0123,1,-4.3523,7,-1.9980,5,-2.6257,18,-0.7503,46,0.70388,26,-0.1877,9,-1.7869
ENSG00000172889,EGFL7,36,-1.0423,28,-1.4413,54,-0.4345,77,0.10745,158,1.28033,44,-0.7529,68,-0.0891,57,-0.3905,123,0.85362,40,-0.8816,63,-0.2099,131,0.96150
ENSG00000169692,AGPAT2,21,0.48788,2,-2.9166,0,-4.4224,9,-0.8142,24,0.67686,8,-0.8978,13,-0.2531,25,0.83796,9,-0.7848,11,-0.4968,25,0.79419,27,0.91951
ENSG00000165716,DIPK1B,0,-6.1765,6,-2.7005,6,-2.6611,78,1.08262,94,1.41382,39,-0.0293,46,0.22848,38,-0.0556,37,-0.1039,22,-0.8791,46,0.24356,64,0.75169
ENSG00000233016,SNHG7,20,-0.2122,22,-0.0419,3,-3.0186,16,-0.5319,15,-0.6254,36,0.69620,12,-0.9619,17,-0.5338,28,0.27615,37,0.74997,31,0.43912,47,1.13208
ENSG00000244187,TMEM141,0,-6.5803,24,-0.4334,8,-1.9595,17,-0.9127,40,0.37895,47,0.61431,23,-0.4494,27,-0.2305,36,0.19386,41,0.40036,47,0.63783,72,1.33945
ENSG00000196642,RABL6,356,0.70964,295,0.40466,63,-1.9273,256,0.17776,191,-0.2755,248,0.12791,278,0.31164,163,-0.5563,401,0.90771,226,-0.0148,125,-0.9202,201,-0.1936
ENSG00000232434,AJM1,27,-0.5237,34,-0.1970,8,-2.3064,17,-1.2115,36,-0.1112,59,0.68078,32,-0.2854,40,0.09011,69,0.93081,40,0.05978,41,0.10416,56,0.58787
ENSG00000054148,PHPT1,113,-0.2610,133,-0.0034,147,0.15110,74,-0.8992,51,-1.4383,190,0.55590,28,-2.3457,138,0.06165,120,-0.1659,213,0.74580,153,0.21269,237,0.92186
ENSG00000107223,EDF1,135,-1.0795,180,-0.6545,320,0.23791,136,-1.0766,247,-0.1663,303,0.15002,190,-0.5660,375,0.54379,238,-0.2274,302,0.14783,391,0.55730,385,0.53180
ENSG00000159069,FBXW5,124,0.57978,60,-0.5620,64,-0.4558,62,-0.5064,95,0.15169,104,0.29693,59,-0.5808,78,-0.1694,127,0.62402,114,0.44442,42,-1.0888,112,0.41857
ENSG00000107317,PTGDS,360,-1.6754,1945,0.93041,2742,1.52278,667,-0.7560,298,-1.9544,399,-1.5251,298,-1.9546,367,-1.7355,909,-0.2833,2802,1.56160,2189,1.12968,845,-0.3956
ENSG00000148362,PAXX,18,-1.2509,56,0.48922,73,0.91216,15,-1.5258,36,-0.2088,51,0.32880,15,-1.4870,32,-0.4324,41,-0.0180,42,0.03474,57,0.50003,69,0.81724
ENSG00000107331,ABCA2,22,-2.4845,334,1.76092,446,2.32048,64,-0.9112,77,-0.6327,53,-1.1782,61,-0.9867,68,-0.8823,112,-0.0652,57,-1.0837,57,-1.0737,94,-0.3239
ENSG00000107281,NPDC1,111,-0.5574,81,-1.0168,128,-0.3288,105,-0.6365,197,0.33777,129,-0.3211,134,-0.2664,213,0.51603,134,-0.2692,135,-0.2553,222,0.52946,264,0.81035
ENSG00000177239,MAN1B1,29,-0.6293,42,-0.0767,48,0.12390,71,0.75941,64,0.59064,19,-1.2354,13,-1.7665,38,-0.2497,43,-0.0333,35,-0.3493,80,0.94339,53,0.27748
ENSG00000176978,DPP7,91,0.06146,92,0.08341,96,0.15618,81,-0.1048,96,0.15455,74,-0.2470,25,-1.8551,74,-0.2670,112,0.39947,83,-0.0806,130,0.62955,104,0.27203
ENSG00000176884,GRIN1,149,-1.1413,65,-2.3622,271,-0.2334,537,0.85679,668,1.22412,214,-0.5924,201,-0.6896,313,-0.0095,398,0.36856,127,-1.3827,512,0.77560,327,0.06019
ENSG00000176101,SSNA1,14,-1.7449,37,-0.2809,33,-0.4291,52,0.26984,61,0.52480,59,0.46336,17,-1.3845,38,-0.2415,39,-0.1901,54,0.32897,80,0.96646,48,0.15257
ENSG00000176058,TPRN,3,-3.1348,64,1.29034,108,2.26354,13,-1.1792,27,-0.1073,8,-1.8853,26,-0.1827,6,-2.3471,29,0.01473,31,0.12292,33,0.20094,20,-0.5180
ENSG00000187713,TMEM203,42,0.22774,12,-1.6530,43,0.29541,40,0.18052,43,0.29443,9,-2.0153,22,-0.7093,48,0.49643,14,-1.3785,37,0.05991,61,0.82723,47,0.42884
ENSG00000212864,RNF208,31,-1.7380,44,-1.2458,86,-0.2393,123,0.32158,167,0.81803,107,0.09579,108,0.11659,96,-0.0797,130,0.41015,71,-0.5264,121,0.29688,124,0.32728
ENSG00000188229,TUBB4B,86,-0.8432,40,-1.9777,113,-0.4264,71,-1.1243,265,0.93053,71,-1.1311,112,-0.4402,194,0.46160,119,-0.3424,159,0.10640,267,0.94203,244,0.78897
ENSG00000188986,NELFB,41,-0.4374,63,0.20295,60,0.13181,69,0.35286,51,-0.1207,54,-0.0251,36,-0.6398,38,-0.5998,72,0.41817,69,0.36231,31,-0.8778,93,0.83670
ENSG00000165802,NSMF,42,-2.2523,145,-0.4203,134,-0.5409,144,-0.4386,153,-0.3415,179,-0.0961,121,-0.7007,119,-0.7732,501,1.60063,275,0.57675,211,0.15409,338,0.91734
ENSG00000182154,MRPL41,37,-1.7630,59,-1.0902,52,-1.2921,75,-0.7456,100,-0.2963,154,0.37052,58,-1.1158,112,-0.1294,172,0.54931,174,0.56705,177,0.60153,296,1.46403
ENSG00000165724,ZMYND19,19,-0.2634,14,-0.7752,23,-0.0340,41,0.91904,39,0.82460,25,0.09601,18,-0.3605,19,-0.3530,10,-1.2897,11,-1.1524,39,0.82269,25,0.13373
ENSG00000181090,EHMT1,109,1.57808,71,0.82894,33,-0.3591,58,0.51998,40,-0.0905,12,-1.7953,43,0.04347,24,-0.8743,31,-0.4630,48,0.22481,35,-0.2579,15,-1.5420
ENSG00000148408,CACNA1B,7,-3.1398,5,-3.5169,37,-0.7019,108,0.97289,82,0.52173,54,-0.1467,94,0.73614,94,0.83514,50,-0.2365,36,-0.7594,46,-0.3938,60,0.01792
ENSG00000015171,ZMYND11,174,-0.0290,212,0.27950,122,-0.5811,163,-0.1336,85,-1.1279,353,1.11159,268,0.65141,184,0.05717,163,-0.1289,166,-0.1047,99,-0.8849,137,-0.4048
ENSG00000151240,DIP2C,89,0.03506,104,0.28267,138,0.74271,124,0.56517,95,0.15033,75,-0.2246,102,0.26260,83,-0.0675,80,-0.1225,57,-0.6318,52,-0.7874,44,-1.0383
ENSG00000107929,LARP4B,33,-0.7045,34,-0.6998,91,0.85017,73,0.49431,62,0.23119,47,-0.1920,53,0.00939,54,0.03811,32,-0.7680,37,-0.5560,66,0.33875,55,0.05084
ENSG00000107937,GTPBP4,162,1.54811,103,0.76907,32,-1.0317,51,-0.3181,43,-0.5919,64,0.00831,82,0.41552,67,0.08368,34,-0.9574,57,-0.1511,30,-1.1288,32,-1.0411
ENSG00000067064,IDI1,31,-1.7738,97,-0.0616,211,1.19049,86,-0.2447,111,0.14166,62,-0.7458,83,-0.3101,94,-0.1319,82,-0.3255,144,0.55284,122,0.28581,101,-0.0101
ENSG00000047056,WDR37,0,-6.1143,8,-1.5596,32,0.52613,27,0.23929,42,0.98299,26,0.20766,21,-0.1255,23,-0.0116,25,0.15350,10,-1.1617,45,1.08708,15,-0.6483
ENSG00000185736,ADARB2,1,-5.1027,89,1.46707,107,1.80169,15,-1.3318,10,-1.9324,46,0.37642,24,-0.6293,27,-0.4784,32,-0.2007,67,0.99645,11,-1.8069,16,-1.2341
ENSG00000067057,PFKP,40,-1.5092,46,-1.3271,82,-0.4550,116,0.07726,231,1.20121,48,-1.2437,74,-0.6012,93,-0.2875,84,-0.4193,90,-0.3059,277,1.52131,157,0.56776
ENSG00000107959,PITRM1,22,-1.1361,15,-1.6811,72,0.69493,42,-0.1485,45,-0.0634,36,-0.4031,43,-0.1191,43,-0.1352,36,-0.3969,49,0.06558,79,0.84287,81,0.88231
ENSG00000067082,KLF6,612,3.28065,48,-1.1776,98,-0.1047,123,0.24427,75,-0.5142,47,-1.2024,68,-0.6583,31,-1.9298,79,-0.4345,41,-1.4213,84,-0.3360,26,-2.0835
ENSG00000196139,AKR1C3,0,-5.4300,6,-1.2502,3,-2.3517,8,-0.7627,8,-0.8237,16,0.24301,5,-1.5380,6,-1.3516,12,-0.2413,53,2.25565,39,1.68590,20,0.57246
ENSG00000173848,NET1,360,3.63393,75,0.51923,23,-1.2586,14,-1.9667,23,-1.2725,46,-0.2507,16,-1.8253,20,-1.5989,36,-0.6221,26,-1.1043,27,-1.0718,17,-1.6950
ENSG00000196372,ASB13,30,0.65819,17,-0.1699,16,-0.2582,15,-0.3751,32,0.75512,7,-1.5430,8,-1.2599,13,-0.6359,19,-0.0206,23,0.23480,43,1.27333,17,-0.2160
ENSG00000108021,TASOR2,97,0.37750,112,0.61433,50,-0.6483,124,0.77642,72,-0.0800,114,0.63009,150,1.09174,53,-0.5965,39,-1.0275,64,-0.2653,23,-1.8000,40,-0.9690
ENSG00000057608,GDI2,103,-0.1440,126,0.16712,222,1.08975,126,0.16082,97,-0.2334,71,-0.7169,64,-0.8692,112,-0.0203,63,-0.8935,109,-0.0553,165,0.59774,102,-0.1647
ENSG00000134452,FBH1,31,-0.0080,20,-0.6924,17,-0.9353,47,0.64540,29,-0.0907,33,0.11892,38,0.32563,31,-0.0207,21,-0.5654,14,-1.1408,76,1.47538,15,-1.1004
ENSG00000134453,RBM17,247,0.99243,266,1.11495,130,-0.0400,144,0.12207,87,-0.6600,132,-0.0144,137,0.03627,99,-0.4886,134,0.00133,104,-0.3904,95,-0.5149,61,-1.1942
ENSG00000170525,PFKFB3,4,-3.4184,90,1.10441,62,0.49104,68,0.63690,46,0.01176,22,-1.0837,30,-0.6580,28,-0.7752,32,-0.5470,35,-0.4009,89,1.08334,57,0.34684
ENSG00000123243,ITIH5,958,5.42399,15,-2.6606,8,-3.5809,14,-2.7603,17,-2.5038,50,-0.9462,11,-3.1483,20,-2.3714,39,-1.3260,19,-2.3608,24,-2.0166,23,-2.1148
ENSG00000151657,KIN,63,0.90157,55,0.69004,34,-0.0670,71,1.10585,36,-0.0036,13,-1.5162,39,0.12464,36,0.01686,14,-1.3460,35,-0.0403,18,-1.0012,14,-1.3984
ENSG00000165629,ATP5F1C,29,-1.5226,19,-2.1201,65,-0.3163,67,-0.2729,66,-0.3011,81,0.02671,51,-0.7008,113,0.60054,21,-1.9623,140,0.89379,155,1.06775,120,0.64889
ENSG00000165632,TAF3,386,1.89105,263,1.20064,133,0.08544,171,0.48909,161,0.38879,60,-1.1246,128,0.03674,44,-1.6582,107,-0.2444,37,-1.8262,61,-1.0904,36,-1.8597
ENSG00000048740,CELF2,158,-1.3342,114,-1.8100,258,-0.5959,854,1.32751,529,0.52734,321,-0.2587,465,0.32170,515,0.53535,302,-0.3523,259,-0.5850,356,-0.0976,287,-0.4315
ENSG00000151461,UPF2,507,1.39173,456,1.20731,162,-0.4493,326,0.64959,251,0.22712,144,-0.6296,259,0.27822,142,-0.6949,168,-0.3912,72,-1.6677,101,-1.1603,90,-1.3303
ENSG00000181192,DHTKD1,11,-1.4487,59,1.04833,80,1.58080,37,0.32717,27,-0.1975,19,-0.7104,4,-2.8943,17,-0.9636,21,-0.5576,76,1.50155,22,-0.4876,6,-2.3558
ENSG00000065665,SEC61A2,11,-1.7312,26,-0.4439,39,0.18199,66,1.04244,68,1.07853,17,-1.0981,29,-0.2637,43,0.36118,13,-1.5008,9,-1.9331,50,0.57316,38,0.12500
ENSG00000165609,NUDT5,0,-5.8551,14,-0.4882,35,0.94290,29,0.65213,25,0.38704,2,-2.8322,8,-1.2121,17,-0.1630,9,-1.1549,27,0.54837,45,1.36289,21,0.12211
ENSG00000151465,CDC123,0,-6.2338,15,-0.7799,9,-1.4366,29,0.25183,54,1.26168,15,-0.7044,17,-0.5805,38,0.75985,15,-0.7186,35,0.55678,28,0.20074,27,0.14367
ENSG00000183049,CAMK1D,133,-1.3317,66,-2.3617,159,-1.0627,367,0.21529,288,-0.1660,514,0.75740,572,0.93383,404,0.40687,362,0.19295,261,-0.3127,280,-0.2050,349,0.13764
ENSG00000151468,CCDC3,240,2.95521,6,-2.8658,10,-2.2308,34,-0.4774,55,0.26394,33,-0.5315,35,-0.4421,13,-1.9765,49,0.09223,16,-1.6271,48,0.03820,53,0.21339
ENSG00000123240,OPTN,940,1.44487,365,-0.1050,248,-0.6991,453,0.23253,426,0.13572,482,0.33170,472,0.29685,386,-0.0207,256,-0.6495,181,-1.1720,234,-0.7860,250,-0.6834
ENSG00000107537,PHYH,6,-1.8768,17,-0.3585,5,-2.0503,23,0.03986,17,-0.4095,29,0.41030,17,-0.4218,21,-0.0974,14,-0.7378,46,1.16351,52,1.37182,21,-0.0754
ENSG00000086475,SEPHS1,34,0.43577,23,-0.1408,13,-1.0153,12,-1.1082,25,-0.0310,36,0.56161,19,-0.4042,26,0.04966,29,0.21422,47,0.96738,10,-1.3946,30,0.24851
ENSG00000165630,PRPF18,13,-0.9657,24,-0.0275,1,-3.7893,29,0.30010,17,-0.5254,23,-0.0911,32,0.45393,43,1.02656,20,-0.2849,31,0.37822,18,-0.4351,20,-0.2701
ENSG00000239665,AL157392.3,25,0.63298,9,-0.9662,0,-6.8166,21,0.35152,17,-0.0004,11,-0.5827,31,0.95194,21,0.42280,17,0.03084,11,-0.5585,20,0.25564,13,-0.3616
ENSG00000151474,FRMD4A,173,1.20151,40,-1.0997,27,-1.6740,160,1.06461,90,0.13468,81,-0.0345,104,0.35725,62,-0.4762,70,-0.2476,82,-0.0017,90,0.13879,32,-1.4150
ENSG00000065809,FAM107B,92,0.49823,394,3.28559,280,2.49195,6,-3.4367,7,-3.2698,5,-3.8075,5,-3.8051,7,-3.3155,34,-1.0274,11,-2.6103,19,-1.9076,5,-3.6119
ENSG00000176244,ACBD7,17,-2.3405,41,-1.0590,17,-2.3013,67,-0.3144,32,-1.4165,101,0.32355,91,0.16924,44,-0.9980,122,0.63120,233,1.74370,149,0.96492,106,0.41015
ENSG00000152465,NMT2,198,1.02369,88,-0.2779,62,-0.7895,133,0.37472,127,0.30001,107,0.03607,185,0.91397,79,-0.4716,71,-0.6060,80,-0.4198,77,-0.4717,77,-0.4720
ENSG00000148468,FAM171A1,23,-2.9191,227,0.48477,161,-0.0510,213,0.38275,180,0.11482,139,-0.2853,123,-0.4658,191,0.22929,141,-0.2658,207,0.34166,242,0.59061,132,-0.3588
ENSG00000148481,MINDY3,6,-2.2224,9,-1.5321,18,-0.5948,30,0.19049,52,1.09798,15,-0.8457,35,0.42988,37,0.58078,17,-0.6610,18,-0.5455,49,0.98202,20,-0.3976
ENSG00000165985,C1QL3,0,-6.9382,2,-4.4312,8,-2.2887,40,-0.0198,49,0.29873,64,0.71611,130,1.95403,71,1.01702,17,-1.2979,10,-2.0356,26,-0.6901,39,-0.0499
ENSG00000148484,RSU1,83,2.23171,9,-1.2628,14,-0.7449,13,-0.8089,14,-0.7313,16,-0.4745,17,-0.4329,15,-0.6808,13,-0.8219,39,0.87746,25,0.16154,19,-0.2631
ENSG00000026025,VIM,1718,3.11883,97,-1.7645,195,-0.7323,139,-1.2436,29,-3.5401,136,-1.2755,120,-1.4553,94,-1.9041,134,-1.2993,748,1.42612,468,0.63332,114,-1.5330
ENSG00000136738,STAM,1,-4.8695,37,-0.0468,46,0.28913,25,-0.6756,58,0.64886,28,-0.5002,44,0.21506,53,0.54960,33,-0.2195,19,-1.0278,46,0.26451,57,0.62494
ENSG00000148482,SLC39A12,6,-2.6217,26,-0.5543,19,-1.0244,39,0.06880,9,-2.1222,3,-3.7159,7,-2.4856,8,-2.3786,15,-1.3992,188,2.90116,150,2.40996,9,-2.1494
ENSG00000165995,CACNB2,64,-0.2043,6,-3.5103,3,-4.6654,73,-0.0046,39,-0.9420,59,-0.3311,126,0.86772,176,1.67422,24,-1.6664,86,0.25386,40,-0.9204,81,0.14363
ENSG00000241058,NSUN6,37,1.19623,25,0.57158,5,-1.8777,49,1.68065,20,0.24755,13,-0.4737,13,-0.3968,12,-0.5744,12,-0.6048,15,-0.2668,9,-0.9152,5,-1.8593
ENSG00000165997,ARL5B,1,-3.8928,7,-1.9454,15,-0.8570,22,-0.2853,49,0.97095,18,-0.5885,37,0.49336,32,0.30197,30,0.15383,29,0.11728,31,0.25160,44,0.79388
ENSG00000120594,PLXDC2,127,2.27954,57,0.85429,60,0.94529,38,0.18174,10,-1.7462,8,-2.1438,7,-2.1971,30,-0.1894,14,-1.2719,16,-1.0939,27,-0.3527,11,-1.6381
ENSG00000078114,NEBL,73,-1.5362,176,-0.2034,143,-0.5237,202,0.00903,190,-0.0878,261,0.41583,229,0.21034,162,-0.3574,226,0.18861,390,1.07372,251,0.35019,145,-0.5052
ENSG00000078403,MLLT10,49,0.12249,51,0.18067,51,0.17626,69,0.64786,48,0.08563,25,-0.9267,78,0.84664,40,-0.2115,39,-0.2244,34,-0.4397,54,0.26790,14,-1.7578
ENSG00000136770,DNAJC1,47,0.52940,62,0.97025,31,-0.1071,39,0.22846,21,-0.6733,28,-0.2872,28,-0.2488,12,-1.6492,56,0.81533,52,0.69574,31,-0.1175,17,-1.0200
ENSG00000148444,COMMD3,20,-0.1151,18,-0.3012,35,0.72537,10,-1.2124,8,-1.4669,9,-1.2705,20,-0.1150,30,0.56177,8,-1.4223,26,0.29626,53,1.42502,16,-0.4399
ENSG00000168283,BMI1,133,1.36497,79,0.50120,66,0.20134,38,-0.6455,51,-0.2037,53,-0.1241,31,-0.9243,57,-0.0117,31,-0.9530,59,0.02732,30,-0.9968,65,0.18936
ENSG00000150867,PIP4K2A,23,-2.6318,449,2.07004,735,3.14257,32,-2.1058,37,-1.9235,40,-1.8151,66,-1.0619,36,-2.0304,65,-1.0833,48,-1.5426,62,-1.1587,99,-0.4540
ENSG00000148450,MSRB2,92,0.19961,103,0.37926,38,-1.1451,58,-0.5137,55,-0.5966,69,-0.2409,96,0.26268,50,-0.7762,94,0.23464,103,0.38383,106,0.43155,137,0.84305
ENSG00000165312,OTUD1,9,-1.2678,22,0.02145,3,-2.5837,15,-0.5020,20,-0.1541,11,-1.0027,47,1.25717,41,1.18186,21,-0.0713,10,-1.1849,14,-0.6770,26,0.30211
ENSG00000120549,KIAA1217,16,-1.6348,12,-2.0431,152,1.88005,104,1.21088,18,-1.5427,62,0.34675,43,-0.2290,60,0.34962,11,-2.1517,10,-2.3655,60,0.29521,33,-0.5914
ENSG00000107863,ARHGAP21,354,-0.3769,1035,1.35969,760,0.83454,642,0.55902,325,-0.5078,499,0.15652,595,0.43562,364,-0.3587,294,-0.6584,271,-0.7819,193,-1.2913,174,-1.4469
ENSG00000099256,PRTFDC1,6,-1.7930,15,-0.4217,63,1.89041,1,-3.5041,7,-1.5782,28,0.53830,6,-1.6418,13,-0.6881,25,0.35279,50,1.48946,19,-0.1212,14,-0.5137
ENSG00000151023,ENKUR,6,-2.0913,21,-0.2619,18,-0.5110,10,-1.4095,9,-1.4897,34,0.47299,41,0.76964,24,-0.0786,35,0.50341,73,1.76042,16,-0.6962,17,-0.6129
ENSG00000151025,GPR158,12,-2.6324,10,-3.0060,16,-2.2362,72,-0.0504,141,1.03083,99,0.45133,118,0.72635,117,0.79661,44,-0.8134,40,-0.9619,120,0.76416,63,-0.2527
ENSG00000136750,GAD2,35,-0.8517,7,-3.1889,15,-2.1100,56,-0.1444,25,-1.3235,151,1.47632,199,1.98593,30,-1.1546,73,0.27498,107,0.89396,39,-0.7098,31,-1.0202
ENSG00000136754,ABI1,41,-1.0010,32,-1.3853,53,-0.6268,63,-0.3724,50,-0.7249,83,0.06198,96,0.28031,126,0.80106,35,-1.2578,154,1.04889,133,0.80856,51,-0.6992
ENSG00000107890,ANKRD26,564,1.15133,309,0.16941,196,-0.5386,891,1.97328,242,-0.2108,225,-0.3255,337,0.30558,161,-0.8883,151,-0.9297,211,-0.4229,90,-1.6916,70,-2.0737
ENSG00000136758,YME1L1,84,0.04063,44,-0.9639,92,0.18124,65,-0.3668,46,-0.8783,173,1.20296,68,-0.3017,111,0.53112,37,-1.1907,99,0.28844,64,-0.3900,75,-0.1480
ENSG00000107897,ACBD5,45,-0.8631,116,0.61664,96,0.31825,83,0.07466,79,0.01165,69,-0.2014,71,-0.1604,51,-0.7135,103,0.41928,69,-0.1987,116,0.61517,74,-0.0886
ENSG00000099246,RAB18,86,-0.5550,78,-0.6941,164,0.45328,142,0.21936,120,-0.0467,67,-0.9365,132,0.10799,128,0.06018,108,-0.1996,134,0.12521,143,0.23843,173,0.53704
ENSG00000254635,WAC-AS1,153,0.79530,77,-0.2849,76,-0.3056,127,0.50145,97,0.06609,90,-0.0545,138,0.62821,125,0.52736,47,-1.0468,69,-0.4615,17,-2.4905,65,-0.5393
ENSG00000095787,WAC,227,-0.0296,134,-0.8368,221,-0.0662,229,-0.0126,144,-0.7250,268,0.23296,357,0.69089,280,0.33476,208,-0.1661,206,-0.1752,147,-0.6922,303,0.42644
ENSG00000165757,JCAD,49,0.43128,0,-5.6041,13,-1.5312,50,0.45167,53,0.55142,40,0.11975,23,-0.7473,39,0.09539,43,0.22616,24,-0.6477,40,0.11001,70,1.00508
ENSG00000107951,MTPAP,4,-2.6710,14,-0.9485,41,0.64396,29,0.06519,34,0.31500,41,0.64628,62,1.31715,23,-0.3204,19,-0.5521,37,0.48266,15,-0.9453,15,-0.9129
ENSG00000148516,ZEB1,979,2.31445,264,0.04162,79,-1.7685,168,-0.6537,240,-0.1025,315,0.32346,309,0.28928,90,-1.6721,318,0.33517,135,-0.9780,160,-0.7287,191,-0.4543
ENSG00000165322,ARHGAP12,8,-1.7802,23,-0.3119,19,-0.5735,50,0.88556,38,0.44766,18,-0.7277,24,-0.2922,20,-0.5907,39,0.47461,43,0.62921,46,0.74754,24,-0.2646
ENSG00000170759,KIF5B,627,0.11871,1834,1.94109,704,0.30183,335,-0.8445,330,-0.8698,628,0.11948,414,-0.5236,360,-0.7897,850,0.60284,411,-0.5367,388,-0.6216,321,-0.9096
ENSG00000120616,EPC1,82,0.74842,68,0.45828,74,0.60069,71,0.53013,33,-0.6591,31,-0.7635,43,-0.2428,49,-0.0540,34,-0.6199,78,0.66867,28,-0.8797,20,-1.3627
ENSG00000216937,CCDC7,186,0.75844,199,0.87348,45,-1.4295,109,-0.0887,65,-0.8668,282,1.46735,190,0.79844,56,-1.1667,98,-0.2542,140,0.30758,41,-1.5655,34,-1.8459
