Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000148826,NKX6-2,339,5.22934,10,-1.8727,7,-2.2906,18,-1.0277,8,-2.3366,6,-2.5352,5,-2.8913,0,-9.5794,6,-2.6224,13,-1.6149
ENSG00000197177,ADGRA1,10,-2.2261,31,-0.5708,35,-0.3944,7,-2.6559,63,0.58130,76,0.82917,52,0.21767,37,-0.3068,63,0.52299,53,0.27992
ENSG00000171798,KNDC1,28,-1.8189,48,-1.0459,90,-0.0716,76,-0.3341,99,0.07550,112,0.26674,118,0.34790,165,0.90145,98,0.06050,101,0.11185
ENSG00000130640,TUBGCP2,43,-0.7360,28,-1.3602,89,0.40286,34,-1.0783,103,0.72995,73,0.08711,97,0.54387,78,0.19659,78,0.19692,51,-0.5177
ENSG00000198546,ZNF511,8,-0.8149,10,-0.5565,25,0.83036,12,-0.3411,18,0.33766,19,0.37629,21,0.56009,12,-0.3351,6,-1.2837,14,-0.0937
ENSG00000130643,CALY,51,-2.7157,101,-1.7369,131,-1.3424,302,-0.0736,581,1.13923,337,0.09883,548,0.88973,437,0.51539,286,-0.1592,222,-0.5979
ENSG00000127884,ECHS1,97,-0.5625,171,0.32702,126,-0.1521,223,0.76078,174,0.39397,103,-0.4722,127,-0.1395,143,0.03875,78,-0.8821,127,-0.1548
ENSG00000148824,MTG1,11,-0.8669,13,-0.6974,19,-0.1091,28,0.51755,19,-0.0842,29,0.54616,26,0.36967,29,0.58288,12,-0.7667,19,-0.1251
ENSG00000203772,SPRN,7,-2.6735,21,-1.1395,10,-2.2623,45,0.00637,27,-0.8275,90,1.11948,75,0.81314,75,0.82034,53,0.26725,55,0.35022
ENSG00000171772,SYCE1,6,-1.6230,1,-3.7436,10,-0.8645,0,-5.9255,25,0.62508,30,0.85766,23,0.38738,41,1.37819,14,-0.3656,18,0.08528
ENSG00000177963,RIC8A,21,-1.3227,63,0.37243,50,0.01293,48,-0.0658,69,0.59032,73,0.59755,46,-0.1322,48,-0.0456,48,-0.0502,31,-0.7680
ENSG00000142082,SIRT3,12,-1.3691,29,-0.0939,24,-0.3487,34,0.18565,43,0.63052,48,0.73762,14,-1.1112,52,0.84515,22,-0.4792,21,-0.5921
ENSG00000185627,PSMD13,46,-0.7259,62,-0.2773,85,0.22609,93,0.36216,92,0.39454,109,0.61959,83,0.18217,73,-0.0236,46,-0.7259,53,-0.5667
ENSG00000185201,IFITM2,25,-0.3019,111,2.25588,79,1.59969,58,1.05739,6,-2.3588,12,-1.3182,3,-3.1795,15,-1.0013,2,-3.5018,21,-0.5603
ENSG00000142089,IFITM3,187,0.19197,560,2.10798,434,1.61550,387,1.40829,36,-2.3976,147,-0.1887,21,-3.0724,26,-2.7654,27,-2.6960,63,-1.5496
ENSG00000182272,B4GALNT4,81,-0.2757,97,0.00655,114,0.26816,108,0.18271,66,-0.6354,163,0.84587,67,-0.5558,63,-0.6615,124,0.40302,104,0.13286
ENSG00000185187,SIGIRR,37,0.01642,72,1.10012,105,1.77488,60,0.79130,27,-0.5032,40,0.14814,18,-1.0835,2,-4.0095,4,-3.0083,23,-0.7485
ENSG00000174915,PTDSS2,27,0.05754,21,-0.3211,26,0.03399,33,0.40937,18,-0.5855,40,0.72040,28,0.15969,30,0.23382,31,0.31153,18,-0.6244
ENSG00000023191,RNH1,108,1.03433,57,0.00251,65,0.20541,101,0.93030,48,-0.2997,65,0.21009,42,-0.4615,43,-0.4373,24,-1.3125,42,-0.5260
ENSG00000174775,HRAS,55,-0.8613,133,0.52001,75,-0.3751,79,-0.3006,124,0.45147,109,0.20178,123,0.39391,68,-0.5370,57,-0.7877,102,0.11150
ENSG00000177030,DEAF1,61,-0.9144,145,0.42102,111,-0.0080,228,1.17532,106,-0.0857,111,-0.0097,69,-0.7393,87,-0.3831,57,-1.0149,128,0.23924
ENSG00000177156,TALDO1,158,1.03770,59,-0.5422,107,0.39677,86,0.05176,101,0.32957,83,-0.0053,57,-0.5907,87,0.06057,43,-1.0088,60,-0.5484
ENSG00000177225,GATD1,32,-0.1739,35,-0.0065,52,0.59461,48,0.48836,30,-0.2657,24,-0.5870,21,-0.7796,41,0.23004,38,0.11883,37,0.05920
ENSG00000184524,CEND1,61,-2.4202,134,-1.2668,253,-0.3046,149,-1.1087,544,1.05981,257,-0.2841,426,0.51734,206,-0.6214,427,0.52070,347,0.20984
ENSG00000177542,SLC25A22,21,-2.2271,55,-0.7980,95,0.05306,84,-0.1483,97,0.08775,159,0.88693,93,0.01252,97,0.07365,63,-0.5837,123,0.50906
ENSG00000177600,RPLP2,1021,0.57294,1116,0.71925,606,-0.2554,1196,0.83503,807,0.21393,557,-0.3882,269,-1.4855,542,-0.4290,213,-1.8303,718,0.00884
ENSG00000177666,PNPLA2,29,0.25286,28,0.23247,41,0.82788,49,1.13669,19,-0.4104,19,-0.3904,15,-0.7308,27,0.15141,11,-1.2325,18,-0.5028
ENSG00000177697,CD151,9,-1.7205,38,0.42505,93,1.96215,20,-0.5800,12,-1.4428,56,1.05807,11,-1.5111,17,-0.8546,35,0.27396,25,-0.2971
ENSG00000177700,POLR2L,69,-1.2721,305,1.06594,228,0.57721,258,0.78242,214,0.53752,98,-0.7383,76,-1.1261,145,-0.1407,45,-1.8830,126,-0.3913
ENSG00000177830,CHID1,45,-0.3842,38,-0.6637,51,-0.1975,81,0.53086,82,0.61755,59,0.00944,71,0.31818,78,0.45646,52,-0.1635,29,-1.1130
ENSG00000183020,AP2A2,55,-1.3497,111,-0.3098,92,-0.5976,95,-0.5342,160,0.29689,203,0.65266,224,0.81690,167,0.34220,139,0.04788,107,-0.3960
ENSG00000078902,TOLLIP,50,-2.1962,84,-1.4301,141,-0.6607,181,-0.2779,283,0.48208,259,0.28526,339,0.72305,275,0.38378,180,-0.2827,259,0.31875
ENSG00000174672,BRSK2,26,-1.3887,31,-1.1279,29,-1.1944,54,-0.2921,65,0.00549,85,0.43476,94,0.58305,88,0.47942,75,0.23515,83,0.44120
ENSG00000182208,MOB2,22,-0.4604,16,-0.9262,48,0.73704,6,-2.4265,32,0.08513,32,0.09849,39,0.41283,27,-0.1787,41,0.46076,34,0.20099
ENSG00000184545,DUSP8,21,-1.5005,55,-0.0789,20,-1.5927,99,0.85358,44,-0.4554,56,-0.0483,45,-0.4061,100,0.87610,48,-0.3031,82,0.62199
ENSG00000244242,IFITM10,12,-1.3098,9,-1.6381,5,-2.4974,40,0.53480,36,0.40974,49,0.85255,34,0.28312,0,-5.8109,40,0.51389,41,0.63507
ENSG00000117984,CTSD,235,-0.3864,179,-0.7979,458,0.67618,406,0.47593,268,-0.1980,335,0.16888,315,0.07339,255,-0.2615,269,-0.1763,312,0.06244
ENSG00000214026,MRPL23,36,-0.4045,32,-0.5589,48,0.05830,83,0.93651,70,0.75879,34,-0.4747,43,-0.1068,42,-0.1389,19,-1.3722,39,-0.2892
ENSG00000110651,CD81,328,-0.0313,483,0.58753,794,1.43651,668,1.13210,208,-0.7901,218,-0.6649,199,-0.8050,289,-0.2282,129,-1.4489,247,-0.5131
ENSG00000184281,TSSC4,13,-0.7735,15,-0.4634,35,0.80992,15,-0.5025,20,-0.0451,26,0.35150,18,-0.2154,34,0.76431,26,0.33525,14,-0.6316
ENSG00000269821,KCNQ1OT1,326,1.71516,14,-3.1359,29,-2.0990,17,-2.8842,24,-2.4642,213,0.95712,53,-1.2154,32,-1.9568,608,3.04189,37,-1.8300
ENSG00000129757,CDKN1C,314,4.37127,8,-2.2626,22,-0.9187,19,-1.0867,6,-2.9347,34,-0.2546,17,-1.2796,1,-5.0194,21,-0.9863,15,-1.5855
ENSG00000205531,NAP1L4,156,0.44286,103,-0.2176,81,-0.5883,136,0.22785,109,-0.1396,115,-0.0445,152,0.40611,126,0.09943,146,0.33264,92,-0.4126
ENSG00000110619,CARS,43,-0.4791,24,-1.3065,50,-0.2281,27,-1.1845,80,0.57139,89,0.68205,107,0.98591,47,-0.3436,55,-0.1023,48,-0.3096
ENSG00000005801,ZNF195,24,-0.1475,6,-2.1868,32,0.27865,17,-0.6847,31,0.25882,35,0.44840,34,0.39500,21,-0.3881,56,1.22659,16,-0.8300
ENSG00000177105,RHOG,112,3.05002,42,1.09416,30,0.51718,38,0.91008,3,-2.9794,0,-6.0210,19,-0.2145,1,-4.0711,4,-2.4939,3,-2.8574
ENSG00000167323,STIM1,17,-1.2965,30,-0.4294,26,-0.6337,28,-0.5010,25,-0.7719,95,1.46458,55,0.51779,57,0.59122,35,-0.1677,40,0.02873
ENSG00000167325,RRM1,23,-0.2214,15,-0.8363,42,0.73887,51,1.05141,27,0.06725,12,-1.1261,30,0.17797,34,0.40514,23,-0.1791,16,-0.8369
ENSG00000051009,FAM160A2,12,-0.6403,7,-1.4660,22,0.25817,1,-3.5534,23,0.33370,64,2.08138,27,0.57410,30,0.74588,4,-2.3649,6,-1.6657
ENSG00000110148,CCKBR,2,-3.6122,13,-1.0992,10,-1.4899,22,-0.2861,39,0.70034,32,0.29062,30,0.20827,52,1.07886,14,-1.0126,33,0.38057
ENSG00000166311,SMPD1,35,-0.2547,28,-0.6102,91,1.29850,48,0.23866,42,0.02289,44,0.10146,45,0.14794,15,-1.5363,28,-0.6198,39,-0.0933
ENSG00000166313,APBB1,336,-0.0821,198,-0.8963,222,-0.7209,223,-0.7140,436,0.36748,551,0.70914,523,0.62442,386,0.13294,270,-0.4250,336,-0.0910
ENSG00000110171,TRIM3,10,-1.1320,3,-2.9043,12,-0.9323,41,1.00255,27,0.37922,63,1.73737,25,0.16720,16,-0.5055,18,-0.2724,11,-1.0734
ENSG00000132254,ARFIP2,23,-0.8567,28,-0.5806,31,-0.4042,34,-0.2403,53,0.48567,82,1.15136,46,0.20431,53,0.42350,30,-0.4668,26,-0.7364
ENSG00000132286,TIMM10B,20,-0.6813,18,-0.8685,32,0.05672,29,-0.1279,42,0.51830,15,-1.0991,31,-0.0249,32,0.02746,60,1.05351,27,-0.2171
ENSG00000132275,RRP8,28,1.15199,19,0.50242,13,-0.0148,0,-6.5032,14,0.03297,3,-2.2054,14,0.10175,14,0.00849,21,0.72136,11,-0.2721
ENSG00000166333,ILK,25,-1.0873,61,0.26234,79,0.68892,92,0.94750,72,0.61613,62,0.28687,39,-0.4057,37,-0.5081,22,-1.2662,27,-1.0427
ENSG00000166337,TAF10,91,0.12301,103,0.32588,88,0.07380,100,0.27443,99,0.29098,85,0.01326,56,-0.6164,62,-0.4673,51,-0.7562,87,0.05330
ENSG00000166340,TPP1,107,0.42090,113,0.51172,213,1.59592,109,0.44957,57,-0.6002,90,0.15471,43,-0.9956,37,-1.2126,42,-1.0293,58,-0.5757
ENSG00000158042,MRPL17,6,-2.4492,18,-1.0033,32,-0.1417,23,-0.6312,64,1.11837,85,1.46997,33,-0.0896,34,-0.0427,21,-0.8015,20,-0.9236
ENSG00000175390,EIF3F,87,-0.3338,106,-0.0201,132,0.32279,178,0.80925,124,0.24895,117,0.12802,59,-0.9211,139,0.40091,61,-0.8607,82,-0.4475
ENSG00000166402,TUB,13,-2.1323,30,-0.8854,27,-1.0313,48,-0.1589,53,0.00484,52,-0.0257,45,-0.2464,114,1.25397,68,0.39435,67,0.40783
ENSG00000166405,RIC3,40,-0.2146,35,-0.3992,41,-0.1832,18,-1.3849,32,-0.6210,115,1.52475,69,0.63415,52,0.20588,68,0.61703,25,-0.9852
ENSG00000166441,RPL27A,753,0.52384,1042,1.06472,527,-0.0479,893,0.80458,549,0.02002,492,-0.1549,182,-1.6607,398,-0.4816,134,-2.1114,498,-0.1468
ENSG00000166444,ST5,28,0.78226,32,0.98386,37,1.23834,8,-1.1222,13,-0.4124,9,-0.9924,11,-0.6443,14,-0.2619,4,-2.1318,18,0.09097
ENSG00000166452,AKIP1,13,-0.6405,31,0.75608,10,-0.9359,20,0.01048,22,0.23718,16,-0.2895,35,0.93988,19,-0.0287,4,-2.3744,21,0.08479
ENSG00000175348,TMEM9B,48,-0.5320,103,0.65872,89,0.40693,102,0.63778,61,-0.1887,93,0.49206,80,0.23422,66,-0.0647,29,-1.2758,44,-0.7172
ENSG00000175352,NRIP3,43,-1.0031,53,-0.6861,71,-0.2420,108,0.40233,96,0.25043,89,0.09518,70,-0.2625,23,-1.9306,122,0.61219,114,0.56269
ENSG00000184014,DENND5A,170,1.32232,79,0.04771,123,0.76122,42,-0.9051,64,-0.2944,104,0.49038,45,-0.8018,29,-1.4477,59,-0.3887,68,-0.1933
ENSG00000166471,TMEM41B,68,0.65794,31,-0.5582,35,-0.3785,67,0.65574,39,-0.2327,62,0.52137,45,0.02144,32,-0.5222,38,-0.2603,40,-0.1766
ENSG00000205339,IPO7,99,-0.2313,78,-0.5985,118,0.04121,97,-0.2701,135,0.27458,189,0.79712,102,-0.1906,116,0.01310,105,-0.1428,104,-0.1721
ENSG00000133789,SWAP70,63,1.09598,29,-0.1410,88,1.68532,19,-0.7871,22,-0.6660,26,-0.3142,16,-1.0258,13,-1.3575,28,-0.2231,30,-0.1189
ENSG00000133812,SBF2,52,0.75983,36,0.18619,48,0.63737,30,-0.0900,10,-1.8288,67,1.20850,17,-0.9363,30,-0.1266,48,0.62538,19,-0.8776
ENSG00000255823,MTRNR2L8,1193,-0.1934,2589,1.06416,834,-0.7437,1771,0.43218,797,-0.8750,563,-1.3363,372,-1.9494,683,-1.0456,1266,-0.1014,2670,1.29696
ENSG00000110315,RNF141,259,1.60985,71,-0.5162,73,-0.4781,152,0.68974,93,-0.1128,97,-0.0358,99,-0.0066,75,-0.4267,45,-1.1940,66,-0.6680
ENSG00000072952,MRVI1,165,1.81201,76,0.46801,168,1.84336,118,1.20311,4,-3.9289,24,-1.3247,7,-3.0441,18,-1.7455,51,-0.1665,22,-1.4762
ENSG00000198730,CTR9,75,0.21112,59,-0.1676,55,-0.2659,57,-0.2143,43,-0.6798,36,-0.8949,128,1.09817,69,0.07760,114,0.89149,53,-0.3628
ENSG00000110321,EIF4G2,246,-0.4591,301,-0.1439,385,0.24393,354,0.10868,429,0.46376,364,0.15287,330,-0.0013,256,-0.3988,272,-0.3032,299,-0.1680
ENSG00000236287,ZBED5,47,0.21439,16,-1.3772,71,0.87975,71,0.89549,45,0.14527,56,0.51008,53,0.40464,38,-0.1248,27,-0.6385,11,-2.0031
ENSG00000110328,GALNT18,5,-2.0051,13,-0.5199,33,0.90058,40,1.23263,12,-0.7045,10,-0.8537,15,-0.3007,59,1.96480,1,-3.4449,11,-0.8324
ENSG00000170242,USP47,158,1.09303,71,-0.1955,93,0.23012,48,-0.7824,51,-0.7502,70,-0.2193,80,-0.0114,84,0.07309,131,0.78732,64,-0.3809
ENSG00000050165,DKK3,284,-1.5081,610,-0.3526,613,-0.3456,1357,0.93204,752,-0.0289,1384,0.96476,1106,0.59172,951,0.34591,382,-1.0645,494,-0.7290
ENSG00000133816,MICAL2,14,-2.7701,45,-1.1075,33,-1.5750,20,-2.2992,125,0.51802,247,1.62561,113,0.29969,99,0.09544,117,0.35015,92,-0.0288
ENSG00000197702,PARVA,26,-0.6391,41,0.07001,57,0.61883,69,0.91944,51,0.46023,39,0.01605,27,-0.5437,9,-2.1344,34,-0.2260,32,-0.3279
ENSG00000187079,TEAD1,64,1.33170,32,0.15801,72,1.53127,20,-0.5400,12,-1.3153,21,-0.4582,12,-1.3336,17,-0.8187,38,0.45118,21,-0.4993
ENSG00000133794,ARNTL,16,-1.1580,14,-1.3497,48,0.53522,9,-2.0426,44,0.44792,33,-0.0504,34,-0.0056,52,0.64945,66,1.05576,26,-0.4644
ENSG00000148925,BTBD10,21,-2.1720,35,-1.4158,65,-0.4727,41,-1.1657,132,0.71798,166,1.02581,118,0.46150,131,0.62734,93,0.07143,64,-0.5316
ENSG00000197601,FAR1,168,1.31864,33,-1.2637,51,-0.5991,35,-1.1517,54,-0.5676,149,1.11357,86,0.20404,73,-0.0411,102,0.48725,50,-0.6873
ENSG00000262655,SPON1,27,-0.6947,62,0.58243,226,3.09552,107,1.51993,6,-2.9906,8,-2.3677,9,-2.2770,7,-2.6252,18,-1.3384,19,-1.3350
ENSG00000129083,COPB1,67,0.69527,59,0.47325,42,-0.0621,28,-0.6778,33,-0.4699,40,-0.1315,69,0.72589,44,0.02560,61,0.52816,24,-0.9871
ENSG00000129084,PSMA1,42,-1.2527,96,0.00211,106,0.16507,70,-0.4891,153,0.85695,147,0.69363,102,0.09816,108,0.19228,58,-0.7603,56,-0.8695
ENSG00000110693,SOX6,34,0.28215,27,-0.0632,74,1.59345,44,0.69763,20,-0.5994,7,-1.9541,1,-4.1829,19,-0.6124,54,1.03564,20,-0.5674
ENSG00000110696,C11orf58,212,0.25178,167,-0.1224,220,0.31097,146,-0.3374,158,-0.2359,139,-0.4106,228,0.36802,263,0.59931,232,0.39567,124,-0.6260
ENSG00000110700,RPS13,558,0.72131,602,0.84744,411,0.22464,557,0.71687,430,0.32889,260,-0.4891,141,-1.4109,242,-0.5971,85,-2.1524,282,-0.3994
ENSG00000011405,PIK3C2A,100,0.70190,85,0.44768,154,1.44958,65,0.02695,30,-1.2500,39,-0.7611,37,-0.8294,48,-0.4517,74,0.21258,55,-0.2682
ENSG00000070081,NUCB2,83,0.49290,101,0.81606,50,-0.2971,84,0.51697,56,-0.1312,50,-0.2965,53,-0.2155,47,-0.4069,51,-0.2772,49,-0.3613
ENSG00000260196,AC124798.1,0,-5.8604,4,-1.9825,9,-0.9985,4,-2.2523,28,0.85722,8,-1.0947,16,-0.0907,23,0.44060,49,1.71771,20,0.21367
ENSG00000187486,KCNJ11,2,-2.6063,15,0.23317,4,-1.5599,1,-3.6240,23,1.03780,0,-4.3363,3,-2.0448,33,1.52442,28,1.22062,12,-0.1551
ENSG00000006071,ABCC8,13,-1.1071,7,-2.0184,14,-1.0395,12,-1.2482,27,-0.0913,62,1.28469,18,-0.7029,41,0.61191,60,1.23012,28,0.01706
ENSG00000129159,KCNC1,4,-4.0745,23,-1.7578,28,-1.4924,17,-2.1821,165,1.51116,52,-0.5820,48,-0.7076,95,0.36922,158,1.20797,75,-0.0089
ENSG00000129158,SERGEF,28,-1.0867,53,-0.1377,64,0.15111,78,0.48564,97,0.94840,48,-0.2765,38,-0.6593,28,-1.0967,44,-0.4230,59,0.04494
ENSG00000110768,GTF2H1,21,-0.5864,22,-0.5308,40,0.37570,18,-0.8745,39,0.39675,39,0.32345,24,-0.4001,45,0.58116,44,0.52315,23,-0.5432
ENSG00000134333,LDHA,108,-1.2924,174,-0.5679,276,0.14277,285,0.19887,416,0.92683,364,0.59104,278,0.15893,235,-0.1055,132,-0.9872,167,-0.6810
ENSG00000074319,TSG101,59,0.09996,39,-0.5468,71,0.39675,68,0.32768,56,0.01515,77,0.52625,67,0.30081,60,0.13581,38,-0.5863,37,-0.6822
ENSG00000151116,UEVLD,31,0.79375,26,0.47408,19,0.02661,32,0.82391,9,-1.1168,5,-2.0615,26,0.47762,18,-0.0791,19,-0.0290,17,-0.1894
ENSG00000179119,SPTY2D1,35,1.03192,17,-0.0674,23,0.37827,7,-1.4638,10,-1.0172,13,-0.5312,22,0.29999,23,0.38809,26,0.52932,17,-0.1384
ENSG00000110786,PTPN5,11,-2.5317,40,-0.6507,24,-1.4248,23,-1.4592,63,0.04474,81,0.43716,79,0.41121,170,1.71084,68,0.16257,57,-0.1262
ENSG00000177054,ZDHHC13,12,-0.5041,1,-3.3976,15,-0.1121,6,-1.5062,19,0.27504,35,1.24047,12,-0.4881,23,0.58062,33,1.15416,10,-0.8143
ENSG00000166833,NAV2,66,0.56608,80,0.88533,93,1.13837,33,-0.5058,9,-2.4294,59,0.38715,13,-1.8426,25,-0.9233,103,1.32233,31,-0.6517
ENSG00000109854,HTATIP2,20,0.42792,6,-1.3999,27,0.93801,8,-0.9321,28,1.12205,5,-1.6219,11,-0.4974,11,-0.5506,16,0.05234,11,-0.4611
ENSG00000165973,NELL1,6,-2.1619,11,-1.3097,17,-0.6888,20,-0.4859,50,1.12718,42,0.67642,56,1.15255,13,-1.1463,23,-0.2817,20,-0.5209
ENSG00000171714,ANO5,18,-1.2453,43,0.04712,36,-0.2492,49,0.25517,46,0.17914,25,-0.7745,28,-0.6333,57,0.47948,84,1.13302,35,-0.3078
ENSG00000091664,SLC17A6,0,-8.2797,14,-0.2538,0,-7.1498,0,-6.4480,34,1.36396,0,-7.3810,18,0.14808,31,1.00454,19,0.22879,24,0.69632
ENSG00000198168,SVIP,318,1.61378,43,-1.5845,97,-0.3511,76,-0.7233,120,-0.0156,70,-0.8390,107,-0.1930,173,0.56395,110,-0.1554,112,-0.1460
ENSG00000187398,LUZP2,30,0.10543,22,-0.3217,17,-0.7615,54,1.09415,15,-0.9680,58,1.19496,15,-0.8997,27,-0.0238,39,0.54597,20,-0.5671
ENSG00000134343,ANO3,8,-2.8046,21,-1.4262,31,-0.8672,15,-1.9482,32,-0.8907,45,-0.2882,110,1.14570,216,2.42606,49,-0.1632,48,-0.2201
ENSG00000176971,FIBIN,29,0.69579,29,0.69579,63,2.08458,45,1.47993,7,-1.5381,14,-0.4454,2,-3.1906,1,-3.5346,16,-0.2595,5,-2.0040
ENSG00000129151,BBOX1,17,-0.5495,71,1.73286,77,1.90042,81,1.99139,8,-1.7978,16,-0.7131,2,-3.6156,1,-4.2361,0,-7.7553,10,-1.3864
ENSG00000109881,CCDC34,26,-1.1517,25,-1.2479,26,-1.1841,44,-0.3697,69,0.34115,37,-0.6350,91,0.76851,108,1.05242,84,0.63609,49,-0.2302
ENSG00000205213,LGR4,10,-1.4691,26,-0.0408,124,2.73536,20,-0.4325,15,-0.9882,31,0.23570,17,-0.7352,12,-1.1746,24,-0.1743,15,-0.9557
ENSG00000148943,LIN7C,48,-0.5763,34,-1.0951,54,-0.3948,116,0.82817,61,-0.2210,69,-0.0166,88,0.38344,98,0.55580,59,-0.2383,72,0.07196
ENSG00000169519,METTL15,21,0.05516,13,-0.6737,10,-1.0453,13,-0.6391,24,0.27283,12,-0.7527,24,0.22675,40,1.06766,30,0.59708,17,-0.3024
ENSG00000152219,ARL14EP,27,-0.1768,22,-0.5441,18,-0.7912,8,-1.9542,33,0.14263,24,-0.3896,41,0.46219,64,1.19991,61,1.10596,18,-0.8385
ENSG00000066382,MPPED2,19,-0.2402,35,0.68250,14,-0.6728,20,-0.2188,16,-0.5547,29,0.40696,19,-0.2460,54,1.43269,24,0.09302,12,-1.0026
ENSG00000170946,DNAJC24,38,0.32796,24,-0.3987,37,0.25574,14,-1.2376,26,-0.2920,39,0.32971,43,0.51639,53,0.84673,38,0.31717,18,-0.8843
ENSG00000148950,IMMP1L,11,-1.2772,22,-0.2298,32,0.38834,27,0.11084,44,0.99164,35,0.49601,17,-0.6052,35,0.48914,12,-1.1518,13,-1.0310
ENSG00000109911,ELP4,22,0.00586,39,0.90606,50,1.30945,28,0.38473,8,-1.6300,25,0.16532,10,-1.1511,23,0.07517,14,-0.7314,20,-0.1923
ENSG00000007372,PAX6,38,0.00543,72,1.05268,104,1.68963,114,1.86084,11,-1.8897,5,-2.8412,13,-1.6103,22,-0.7915,14,-1.5314,25,-0.6988
ENSG00000049449,RCN1,36,-0.5738,64,0.29230,105,1.11541,104,1.09666,45,-0.2649,13,-2.0768,19,-1.5540,160,1.88448,19,-1.5433,12,-2.2791
ENSG00000149100,EIF3M,59,-0.7773,85,-0.2356,90,-0.1366,89,-0.1598,124,0.40763,160,0.78144,136,0.51146,89,-0.1609,87,-0.1910,69,-0.5824
ENSG00000060749,QSER1,54,0.72930,55,0.75929,36,0.07532,19,-0.8641,12,-1.5993,24,-0.5569,29,-0.2583,28,-0.3154,70,1.18165,35,0.04352
ENSG00000280798,LINC00294,22,-1.1501,54,0.23474,54,0.21148,34,-0.5118,54,0.23481,77,0.80030,52,0.17643,42,-0.1620,24,-1.0145,48,0.03720
ENSG00000176102,CSTF3,20,-0.9725,61,0.72868,32,-0.2988,12,-1.6736,54,0.58921,53,0.52174,48,0.36089,50,0.41095,27,-0.5330,25,-0.6936
ENSG00000110422,HIPK3,49,0.25894,23,-0.9158,54,0.41950,14,-1.6176,39,-0.0776,68,0.79959,37,-0.1582,49,0.27375,42,0.02501,41,-0.0301
ENSG00000110427,KIAA1549L,44,-2.3929,98,-1.1956,166,-0.4008,82,-1.4736,261,0.33939,334,0.70736,389,0.96390,429,1.13022,154,-0.5148,182,-0.2838
ENSG00000085063,CD59,141,-0.8771,357,0.56976,437,0.90376,273,0.13709,299,0.31226,256,0.03637,132,-0.9829,215,-0.2401,171,-0.5912,212,-0.2833
ENSG00000110429,FBXO3,48,-0.6264,45,-0.7515,36,-1.0576,101,0.52455,76,0.07896,108,0.63891,147,1.14571,72,-0.0072,54,-0.4509,54,-0.4922
ENSG00000135363,LMO2,26,-0.5615,169,2.71020,87,1.39052,39,0.05571,15,-1.4103,20,-0.9582,3,-3.5114,19,-0.9953,1,-5.2823,27,-0.5302
ENSG00000135387,CAPRIN1,103,-0.4082,119,-0.1839,138,0.04341,168,0.36111,148,0.17308,109,-0.3191,192,0.57685,185,0.51275,74,-0.9054,112,-0.3072
ENSG00000135372,NAT10,27,0.16989,23,-0.1053,25,0.07303,27,0.18957,14,-0.8617,31,0.39325,23,-0.0606,29,0.29471,63,1.57423,7,-1.9650
ENSG00000121691,CAT,37,0.21259,55,0.84321,128,2.38961,55,0.82656,14,-1.3517,28,-0.2109,7,-2.1632,17,-0.9750,2,-3.8637,17,-1.0665
ENSG00000149089,APIP,38,1.06094,22,0.18766,30,0.64306,1,-3.5832,22,0.20280,31,0.72679,11,-0.9339,22,0.13663,13,-0.6717,13,-0.7429
ENSG00000110435,PDHX,35,-0.8035,41,-0.5907,58,-0.0492,70,0.24307,98,0.90485,51,-0.2323,65,0.14510,68,0.19385,54,-0.1595,39,-0.6857
ENSG00000026508,CD44,255,3.45641,132,1.94691,14,-1.6227,98,1.39073,0,-9.8782,4,-3.2255,3,-3.6033,0,-9.8029,0,-9.0300,0,-6.4455
ENSG00000110436,SLC1A2,414,-2.5281,2606,0.24929,9908,2.69628,5361,1.46514,1024,-1.2684,813,-1.5334,447,-2.4168,938,-1.3206,956,-1.2918,1614,-0.5414
ENSG00000149090,PAMR1,6,-1.9937,39,0.92342,102,2.74650,38,0.84535,9,-1.4329,4,-2.3790,1,-3.6444,25,0.20770,11,-1.0253,10,-1.1980
ENSG00000179431,FJX1,0,-4.9012,21,-0.2361,48,1.12927,26,0.13947,23,-0.0875,12,-1.0081,21,-0.2418,17,-0.5144,44,0.94649,27,0.19658
ENSG00000166326,TRIM44,368,0.45335,203,-0.4820,187,-0.6042,162,-0.8200,317,0.24017,192,-0.5618,379,0.50222,300,0.12889,333,0.29596,280,0.02202
ENSG00000110442,COMMD9,36,-0.1603,27,-0.6128,15,-1.5119,16,-1.3437,63,0.81416,31,-0.4027,29,-0.4908,42,0.05072,43,0.10243,59,0.68216
ENSG00000166352,C11orf74,19,-0.2559,22,-0.0211,22,-0.0441,2,-3.1386,39,1.01408,33,0.63502,33,0.60411,18,-0.3343,0,-4.7517,20,-0.1541
ENSG00000148948,LRRC4C,34,-0.8276,12,-2.3866,34,-0.8451,22,-1.4487,67,0.22388,46,-0.3690,100,0.85995,53,-0.1581,176,1.85975,47,-0.3748
