Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000165312,OTUD1,5,-1.5784,24,0.66961,22,0.56213,6,-1.2938,13,-0.2987,24,0.66452,18,0.20286,10,-0.6653,14,-0.1772,15,-0.0008,17,0.12629,19,0.36697
ENSG00000120549,KIAA1217,2,-3.8575,44,0.32767,15,-1.2885,56,0.71943,107,1.83260,37,0.05029,22,-0.7491,23,-0.6294,43,0.33141,10,-1.8706,47,0.44412,13,-1.4802
ENSG00000107863,ARHGAP21,124,-1.4973,237,-0.5210,183,-0.9130,461,0.51875,820,1.48773,377,0.19557,201,-0.7712,443,0.45303,324,-0.0431,319,-0.0625,188,-0.8699,322,-0.0519
ENSG00000151023,ENKUR,12,-0.3589,11,-0.5197,4,-1.7881,4,-1.9040,20,0.37285,20,0.38732,5,-1.5771,15,-0.0274,18,0.28476,49,1.91416,15,-0.0521,9,-0.8044
ENSG00000185875,THNSL1,11,-0.1347,15,0.26463,21,0.85258,17,0.45383,7,-0.7846,25,1.13150,16,0.39618,10,-0.3401,4,-1.5758,7,-0.9068,4,-1.4915,19,0.64473
ENSG00000151025,GPR158,196,0.51807,95,-0.6063,133,-0.0988,142,0.00849,140,-0.0149,127,-0.1726,142,0.00662,250,0.91447,224,0.82591,38,-1.9759,28,-2.3969,99,-0.5499
ENSG00000136750,GAD2,25,-2.1542,26,-2.1393,189,0.89779,43,-1.3857,57,-0.9776,24,-2.2127,20,-2.4601,22,-2.3769,326,2.25401,151,0.52896,153,0.55179,39,-1.5257
ENSG00000136754,ABI1,39,-0.7393,138,1.25050,40,-0.7257,81,0.36111,71,0.16375,32,-1.0633,26,-1.3818,31,-1.0842,51,-0.3940,109,0.84205,132,1.16306,34,-0.9619
ENSG00000107890,ANKRD26,171,-0.3435,109,-1.0291,76,-1.5540,442,1.18278,362,0.84685,159,-0.4559,131,-0.7502,242,0.19550,337,0.81879,147,-0.5723,112,-0.9784,150,-0.5446
ENSG00000136758,YME1L1,89,-0.1505,110,0.18403,60,-0.7387,107,0.14740,114,0.23885,106,0.13211,103,0.08996,138,0.54651,113,0.25451,78,-0.3485,61,-0.7143,77,-0.3736
ENSG00000107897,ACBD5,65,0.00975,32,-1.0599,61,-0.0932,39,-0.7847,69,0.10396,91,0.53521,56,-0.2186,69,0.09153,74,0.22686,90,0.51435,67,0.05504,55,-0.2439
ENSG00000099246,RAB18,122,0.34518,91,-0.1226,142,0.58692,92,-0.1050,61,-0.7245,103,0.06875,77,-0.3688,83,-0.2604,105,0.11598,120,0.31992,71,-0.4879,103,0.08197
ENSG00000150054,MPP7,33,0.71406,49,1.41437,20,-0.0704,13,-0.6620,11,-0.9837,13,-0.6887,7,-1.4930,15,-0.4868,35,0.96334,1,-3.5656,19,-0.1110,16,-0.3946
ENSG00000254635,WAC-AS1,97,-0.4677,96,-0.4839,81,-0.7462,127,-0.0583,153,0.24041,124,-0.0922,129,-0.0262,195,0.62723,247,1.15510,49,-1.5006,75,-0.8511,90,-0.5823
ENSG00000095787,WAC,143,-0.7537,221,-0.0942,268,0.20572,172,-0.4780,230,-0.0307,297,0.36899,222,-0.0834,268,0.20857,268,0.22707,183,-0.3834,244,0.06041,267,0.20354
ENSG00000165757,JCAD,34,-0.3601,50,0.20983,52,0.29121,44,0.01840,34,-0.3531,41,-0.1004,33,-0.4197,53,0.30480,52,0.31179,34,-0.3890,40,-0.1298,46,0.07488
ENSG00000107951,MTPAP,13,-0.8128,18,-0.3765,35,0.62607,26,0.15587,15,-0.6297,19,-0.2716,31,0.47255,24,0.07715,25,0.11550,21,-0.1387,21,-0.1502,27,0.25727
ENSG00000148516,ZEB1,145,-0.2910,97,-0.8942,119,-0.5977,139,-0.3530,188,0.11213,212,0.29960,122,-0.5574,205,0.24725,233,0.49859,227,0.40799,184,0.07932,172,-0.0235
ENSG00000165322,ARHGAP12,21,-0.8090,8,-2.2098,49,0.47218,36,0.00918,40,0.17890,26,-0.5133,49,0.49226,44,0.32951,49,0.52404,52,0.58341,27,-0.4603,18,-1.0207
ENSG00000170759,KIF5B,202,-0.9786,133,-1.6072,148,-1.4442,241,-0.7147,648,0.83632,755,1.09454,306,-0.3524,406,0.08711,421,0.15544,523,0.48824,349,-0.1502,443,0.22359
ENSG00000120616,EPC1,13,-1.5785,33,-0.2452,13,-1.6332,65,0.80499,85,1.25675,28,-0.5313,20,-0.9919,53,0.48256,39,0.00626,66,0.83289,18,-1.1593,35,-0.1647
ENSG00000216937,CCDC7,40,-1.3299,20,-2.3498,20,-2.3656,72,-0.4780,134,0.49434,144,0.60913,63,-0.6758,91,-0.1177,147,0.72402,124,0.37877,111,0.19896,159,0.77369
ENSG00000150093,ITGB1,9,-2.2457,16,-1.4478,27,-0.7461,42,-0.0383,138,1.93099,14,-1.6974,14,-1.7169,21,-1.0856,28,-0.6944,130,1.81983,49,0.19711,49,0.18396
ENSG00000099250,NRP1,26,1.11880,16,0.32479,7,-0.8567,27,1.16512,23,0.88555,6,-1.1974,6,-1.1990,14,0.10371,7,-1.0131,8,-0.6521,8,-0.7075,14,0.12992
ENSG00000148498,PARD3,5,-1.6257,4,-1.9053,6,-1.2868,5,-1.4875,23,0.63457,10,-0.6168,4,-1.7756,8,-1.0464,12,-0.3695,84,3.05394,19,0.35666,6,-1.3047
ENSG00000108094,CUL2,56,0.31449,72,0.70261,44,-0.0685,38,-0.2932,49,0.10582,31,-0.5913,40,-0.2198,61,0.44570,63,0.53806,18,-1.3893,35,-0.4078,28,-0.7510
ENSG00000095794,CREM,46,0.57217,47,0.61545,23,-0.4767,30,-0.0735,20,-0.6678,22,-0.5868,25,-0.3951,30,-0.0844,22,-0.6100,36,0.19401,53,0.80240,38,0.27223
ENSG00000108100,CCNY,104,-0.0426,104,-0.0467,121,0.19108,78,-0.4828,99,-0.1322,176,0.78576,118,0.15262,112,0.07028,77,-0.5403,80,-0.4425,143,0.45007,104,-0.0452
ENSG00000198105,ZNF248,27,-0.1951,46,0.62511,20,-0.6311,62,1.12120,30,-0.0601,26,-0.2796,24,-0.3894,33,0.07787,43,0.57504,13,-1.2681,18,-0.8074,17,-0.8978
ENSG00000175395,ZNF25,104,0.09276,116,0.26245,149,0.66505,109,0.17004,45,-1.1686,76,-0.3863,109,0.17465,108,0.15859,123,0.39213,52,-0.9730,58,-0.7928,101,0.04301
ENSG00000189180,ZNF33A,49,-0.6852,59,-0.4123,38,-1.0577,78,0.01278,137,0.91753,98,0.36635,37,-1.1271,68,-0.2017,125,0.85212,63,-0.3194,67,-0.2285,63,-0.3261
ENSG00000075407,ZNF37A,34,-0.9488,38,-0.7932,19,-1.7730,111,0.89682,127,1.11956,74,0.22591,54,-0.2583,64,0.01749,76,0.31413,76,0.27681,45,-0.5442,32,-1.0209
ENSG00000185904,LINC00839,16,0.17710,9,-0.6145,17,0.31275,15,0.13945,8,-0.8077,19,0.49001,26,1.00338,17,0.33036,13,-0.1416,7,-1.0511,5,-1.3943,16,0.16261
ENSG00000196693,ZNF33B,16,-0.9134,27,-0.1607,19,-0.7033,43,0.54583,47,0.68046,19,-0.7179,29,-0.0788,50,0.80754,45,0.67864,10,-1.6643,31,0.02115,14,-1.1730
ENSG00000165733,BMS1,143,0.92089,49,-0.7431,56,-0.5649,90,0.17998,109,0.48310,55,-0.5892,94,0.23819,116,0.56984,86,0.11120,69,-0.2411,35,-1.2646,59,-0.4688
ENSG00000165731,RET,28,1.57783,5,-1.1466,29,1.63463,3,-1.5800,3,-1.6292,8,-0.4180,4,-1.3037,8,-0.3958,19,1.07738,0,-6.6776,1,-3.0066,9,-0.2305
ENSG00000169826,CSGALNACT2,17,-0.0550,11,-0.7026,4,-2.0969,24,0.46888,38,1.20855,17,-0.1073,13,-0.4228,13,-0.5121,26,0.63083,18,0.04779,11,-0.6752,14,-0.4129
ENSG00000198915,RASGEF1A,33,-0.0186,53,0.73581,43,0.40318,27,-0.3151,23,-0.5461,18,-0.8840,20,-0.7923,33,0.00938,35,0.07865,27,-0.3069,50,0.64598,34,0.06242
ENSG00000169813,HNRNPF,18,-0.6746,22,-0.3466,38,0.47360,20,-0.5071,37,0.44574,21,-0.4104,21,-0.4432,8,-1.7378,24,-0.2381,63,1.31971,42,0.65187,24,-0.2570
ENSG00000169740,ZNF32,44,-0.3130,66,0.33313,78,0.58746,54,0.02755,49,-0.1325,79,0.61725,61,0.21342,38,-0.5341,48,-0.1890,37,-0.5552,43,-0.3308,50,-0.0883
ENSG00000107551,RASSF4,53,0.44606,9,-2.2280,53,0.45786,45,0.19403,34,-0.2479,13,-1.6523,10,-2.0727,25,-0.6648,39,-0.0424,134,2.06950,20,-1.0509,42,0.10415
ENSG00000165512,ZNF22,3,-2.1115,11,-0.4485,4,-1.6768,19,0.44642,29,1.10169,3,-2.3370,6,-1.1796,9,-0.7357,23,0.82077,31,1.20771,17,0.22072,10,-0.6013
ENSG00000172661,WASHC2C,36,0.59762,17,-0.5560,14,-0.8046,53,1.21902,33,0.45006,21,-0.2136,19,-0.4067,35,0.54314,27,0.15093,15,-0.7882,9,-1.5153,15,-0.7447
ENSG00000265354,TIMM23,82,1.21021,71,0.95728,74,1.02610,38,-0.0136,21,-0.9456,18,-1.1873,28,-0.5136,14,-1.5015,38,-0.0448,23,-0.7914,36,-0.1241,25,-0.6501
ENSG00000266412,NCOA4,101,0.28673,56,-0.6222,69,-0.3153,63,-0.4409,69,-0.3095,121,0.58182,95,0.19864,107,0.37823,95,0.21569,75,-0.1767,59,-0.5461,87,0.05875
ENSG00000204179,PTPN20,21,0.99585,8,-0.5031,6,-0.9907,16,0.54221,6,-0.9865,11,-0.0368,15,0.44919,13,0.25704,13,0.19730,2,-2.1449,13,0.20012,10,-0.2164
ENSG00000204172,AGAP9,6,-0.3517,7,-0.0757,7,-0.1707,35,2.55414,11,0.54817,0,-4.8100,0,-4.2908,1,-2.5039,1,-2.5773,21,1.58374,2,-1.6064,8,0.09108
ENSG00000170324,FRMPD2,15,-1.4248,9,-2.0789,113,1.76881,11,-1.8661,1,-5.4001,7,-2.4287,17,-1.2539,15,-1.4566,114,2.16937,8,-2.3632,1,-4.8413,80,1.16948
ENSG00000107643,MAPK8,63,0.30113,73,0.51495,76,0.58284,75,0.57381,33,-0.7207,53,0.01128,48,-0.1270,46,-0.1949,56,0.10105,32,-0.7642,27,-0.9961,44,-0.2678
ENSG00000165633,VSTM4,2,-2.2837,4,-1.3819,9,-0.2136,7,-0.4685,18,0.86411,7,-0.5697,4,-1.3262,11,0.07250,13,0.50078,24,1.35357,11,0.07712,9,-0.1525
ENSG00000225830,ERCC6,23,-0.2388,20,-0.4995,19,-0.5625,32,0.22770,64,1.38967,8,-1.8576,20,-0.4586,37,0.48916,37,0.50460,17,-0.6908,27,-0.0045,15,-0.9399
ENSG00000197444,OGDHL,137,1.04853,83,0.24573,116,0.77459,70,-0.0298,26,-1.5079,50,-0.5335,91,0.38087,34,-1.1071,70,-0.0316,40,-0.8804,38,-0.9657,102,0.56180
ENSG00000227345,PARG,36,-0.6250,37,-0.5740,37,-0.5745,46,-0.2336,66,0.31242,61,0.18780,37,-0.5657,96,0.92594,89,0.89200,41,-0.4326,21,-1.3993,46,-0.2606
ENSG00000099290,WASHC2A,58,0.58587,29,-0.5130,27,-0.6010,44,0.13868,57,0.56957,25,-0.7398,34,-0.2647,66,0.80506,55,0.56637,33,-0.2753,26,-0.6660,11,-1.9196
ENSG00000198964,SGMS1,13,-0.9777,22,-0.2388,16,-0.6649,21,-0.2686,40,0.72703,42,0.80884,38,0.63706,20,-0.3839,27,0.07968,23,-0.1590,18,-0.5296,23,-0.1412
ENSG00000204147,ASAH2B,15,0.98447,14,0.87062,15,1.03906,9,0.29911,6,-0.4270,2,-1.6869,4,-1.0743,5,-0.4931,5,-0.5963,1,-2.6328,3,-1.3664,16,1.16624
ENSG00000185532,PRKG1,4,-1.8450,9,-0.7616,2,-2.5272,8,-0.9715,24,0.72566,6,-1.2929,13,-0.1953,16,0.12110,17,0.25700,60,2.36291,16,0.13364,1,-3.3303
ENSG00000177613,CSTF2T,17,-0.5011,29,0.31678,33,0.54971,17,-0.5100,29,0.34813,22,-0.1057,21,-0.1764,19,-0.2857,27,0.24960,17,-0.4897,27,0.19895,20,-0.2650
ENSG00000122873,CISD1,335,0.59760,248,0.11988,235,0.03508,247,0.11394,150,-0.6560,265,0.22321,223,-0.0501,304,0.44290,279,0.33545,105,-1.1920,162,-0.5337,156,-0.5961
ENSG00000072401,UBE2D1,47,0.94140,38,0.57675,35,0.46279,19,-0.4564,20,-0.4275,24,-0.0959,25,-0.0361,25,-0.0874,20,-0.4355,13,-1.0604,32,0.32231,21,-0.3501
ENSG00000108064,TFAM,28,-0.5110,30,-0.4160,24,-0.7157,37,-0.0785,40,0.03529,34,-0.2168,36,-0.1250,51,0.40759,71,1.08583,36,-0.1412,19,-1.0645,31,-0.3494
ENSG00000237949,LINC00844,35,-1.0223,9,-3.0384,36,-0.9697,29,-1.3245,151,1.27306,128,0.98962,52,-0.4343,36,-0.9737,28,-1.4086,262,2.29579,42,-0.7680,61,-0.1915
ENSG00000165443,PHYHIPL,65,-1.2696,237,0.71182,158,0.07025,137,-0.1546,132,-0.2093,148,-0.0337,304,1.12938,114,-0.4311,132,-0.2322,175,0.23057,151,-0.0038,82,-0.9395
ENSG00000148541,FAM13C,29,-0.8201,35,-0.5343,38,-0.4108,55,0.15101,92,0.97241,73,0.58761,59,0.25981,49,-0.0461,63,0.40069,37,-0.4595,17,-1.5783,40,-0.3402
ENSG00000108091,CCDC6,134,0.46334,107,0.11112,64,-0.6787,92,-0.1285,125,0.35142,121,0.30108,117,0.25074,122,0.31698,112,0.18658,65,-0.6476,68,-0.5912,60,-0.7819
ENSG00000151150,ANK3,513,-0.0867,357,-0.6453,248,-1.1932,520,-0.0666,1082,1.12007,625,0.22146,358,-0.6408,799,0.61687,802,0.69456,119,-2.2747,255,-1.1492,574,0.08739
ENSG00000072422,RHOBTB1,6,-1.1447,12,-0.2716,20,0.57734,28,1.09567,21,0.66350,3,-1.9685,16,0.20632,22,0.71308,10,-0.4793,18,0.39575,2,-2.5367,11,-0.2936
ENSG00000150347,ARID5B,73,-0.1198,89,0.19323,40,-1.0105,83,0.08562,110,0.52749,59,-0.4536,43,-0.9051,80,0.02663,144,1.10268,45,-0.8602,55,-0.5453,58,-0.4726
ENSG00000138311,ZNF365,152,0.45449,221,1.06782,116,0.02453,107,-0.1008,135,0.26585,76,-0.6232,62,-0.9216,96,-0.2663,146,0.43228,17,-2.8463,62,-0.9177,146,0.39115
ENSG00000181915,ADO,46,-0.0077,68,0.60457,76,0.78943,41,-0.2061,40,-0.2188,45,-0.0639,27,-0.8252,35,-0.4234,53,0.23815,20,-1.2936,53,0.20140,46,-0.0034
ENSG00000148572,NRBF2,69,1.10043,49,0.54818,20,-0.7996,47,0.47537,41,0.27909,33,-0.0534,23,-0.6456,35,0.01937,41,0.30744,14,-1.3808,17,-1.0992,19,-0.8728
ENSG00000171988,JMJD1C,98,-0.9274,133,-0.4656,72,-1.3805,387,1.24736,420,1.39201,121,-0.6145,113,-0.7153,209,0.23322,225,0.39240,118,-0.6438,117,-0.6553,100,-0.8986
ENSG00000165476,REEP3,8,-1.3533,15,-0.5368,7,-1.6445,33,0.69336,70,1.99748,15,-0.4865,5,-2.0379,11,-0.9923,7,-1.7503,50,1.40970,15,-0.5041,32,0.64715
ENSG00000183230,CTNNA3,3,-1.9698,0,-9.4299,8,-0.8150,6,-1.2102,60,2.58461,32,1.38423,12,-0.2275,13,-0.0955,3,-2.2438,19,0.49499,5,-1.4602,14,-0.0012
ENSG00000198739,LRRTM3,44,-0.4077,75,0.39868,50,-0.2195,81,0.53388,58,-0.0026,48,-0.2935,62,0.11374,75,0.41548,96,0.90795,16,-1.9396,22,-1.4685,29,-1.0228
ENSG00000108176,DNAJC12,50,0.09371,65,0.51900,64,0.50417,31,-0.6314,59,0.36507,54,0.23086,42,-0.1596,44,-0.1005,54,0.24990,39,-0.2939,30,-0.6720,22,-1.1477
ENSG00000096717,SIRT1,2,-2.6159,24,0.77562,11,-0.4136,16,0.10308,37,1.50091,7,-1.0780,12,-0.3214,7,-1.1268,12,-0.3699,21,0.54308,15,0.01093,16,0.12939
ENSG00000148634,HERC4,36,0.16638,36,0.19497,49,0.67548,81,1.51217,48,0.62863,16,-1.0491,20,-0.7113,22,-0.5730,19,-0.8771,24,-0.4307,25,-0.3816,23,-0.5139
ENSG00000096746,HNRNPH3,39,-1.1429,94,0.20790,87,0.08664,103,0.35805,79,-0.0687,90,0.14366,72,-0.2073,51,-0.7205,83,0.00883,99,0.28182,109,0.44936,81,-0.0214
ENSG00000204130,RUFY2,100,-0.1993,89,-0.3779,54,-1.1193,217,1.04168,158,0.52562,153,0.46713,111,-0.0428,151,0.45298,113,-0.0123,79,-0.5584,55,-1.1072,85,-0.4492
ENSG00000122912,SLC25A16,13,-0.9176,25,0.00909,29,0.24222,37,0.64845,19,-0.3754,36,0.59303,21,-0.2137,24,-0.0190,25,0.01835,26,0.09214,18,-0.4911,21,-0.2146
ENSG00000138336,TET1,2,-2.5340,2,-2.7453,4,-1.6407,15,0.15099,58,2.49586,12,-0.2519,11,-0.3775,8,-0.7819,11,-0.4091,19,0.50229,20,0.56261,6,-1.1763
ENSG00000060339,CCAR1,150,-0.2025,110,-0.6815,62,-1.5261,234,0.49498,296,0.87979,181,0.08447,185,0.11958,202,0.25821,192,0.19937,184,0.11487,115,-0.6158,122,-0.5175
ENSG00000165730,STOX1,9,-1.4252,11,-0.9974,16,-0.5115,10,-1.2139,16,-0.5131,15,-0.5892,15,-0.6012,18,-0.3601,18,-0.3947,93,2.44614,40,0.90070,15,-0.6386
ENSG00000107625,DDX50,40,-0.0619,57,0.52573,44,0.09410,50,0.30756,43,0.06362,23,-0.8603,40,-0.0608,38,-0.1143,44,0.11260,32,-0.4000,44,0.11126,36,-0.1907
ENSG00000165732,DDX21,91,0.01102,58,-0.6722,35,-1.4241,94,0.05959,161,0.91596,103,0.20359,77,-0.2452,143,0.71912,109,0.31514,104,0.21356,50,-0.9091,45,-1.0777
ENSG00000198954,KIF1BP,81,0.28452,90,0.44256,101,0.63804,88,0.41495,65,-0.0585,40,-0.7900,84,0.33680,58,-0.2372,70,0.05627,35,-1.0130,48,-0.5117,49,-0.4865
ENSG00000122958,VPS26A,63,-0.3567,71,-0.1770,69,-0.2187,81,0.03864,73,-0.1211,83,0.07793,110,0.51135,116,0.60145,88,0.17740,46,-0.8185,62,-0.3791,81,0.02708
ENSG00000156502,SUPV3L1,30,0.24274,38,0.62243,27,0.08443,70,1.64379,17,-0.6490,20,-0.3760,21,-0.3240,17,-0.6128,18,-0.5731,22,-0.2339,14,-0.9299,22,-0.2170
ENSG00000156515,HK1,288,0.50374,244,0.24440,347,0.80882,206,-0.0271,161,-0.4026,175,-0.2773,288,0.50424,248,0.26729,163,-0.4200,124,-0.7942,112,-0.9507,202,-0.0565
ENSG00000171224,FAM241B,50,0.29742,56,0.47625,100,1.44078,24,-0.8473,15,-1.5019,35,-0.2438,61,0.60296,41,-0.0326,37,-0.2083,9,-2.3103,45,0.11976,31,-0.4653
ENSG00000079332,SAR1A,126,0.57500,113,0.40016,84,-0.0702,111,0.36541,70,-0.3573,64,-0.4912,76,-0.2233,77,-0.1975,97,0.17233,75,-0.2430,82,-0.1075,70,-0.3599
ENSG00000180817,PPA1,251,0.57676,241,0.50885,282,0.76691,124,-0.5253,112,-0.6784,176,0.01208,159,-0.1441,87,-1.0537,168,-0.0656,129,-0.4614,227,0.41253,145,-0.2886
ENSG00000172731,LRRC20,50,0.72414,42,0.47028,45,0.58053,33,0.07446,13,-1.3395,32,0.01713,27,-0.2314,16,-0.9940,23,-0.5316,32,0.04888,34,0.12584,38,0.30760
ENSG00000148730,EIF4EBP2,17,-1.4358,31,-0.5895,45,-0.0038,28,-0.7522,41,-0.1464,50,0.17028,31,-0.5842,41,-0.1364,45,-0.0043,109,1.44557,50,0.17121,53,0.25871
ENSG00000166224,SGPL1,11,0.18697,11,0.31384,6,-0.6410,13,0.50095,13,0.45145,3,-1.3905,0,-3.7041,1,-2.4140,4,-1.1369,26,1.62249,13,0.53992,15,0.70783
ENSG00000166228,PCBD1,21,-0.1011,35,0.72301,30,0.44030,16,-0.4867,15,-0.5602,18,-0.3539,15,-0.6285,5,-2.0728,14,-0.7898,38,0.84623,45,1.14108,24,0.12469
ENSG00000107731,UNC5B,5,-1.4112,6,-1.1189,3,-2.2471,4,-1.6703,40,1.72277,15,0.08923,8,-0.7412,9,-0.6371,4,-1.9904,57,2.38873,18,0.36357,9,-0.6630
ENSG00000197746,PSAP,1354,0.65265,1262,0.53891,1166,0.41080,798,-0.1843,700,-0.3878,705,-0.3761,1107,0.32842,747,-0.2869,727,-0.3548,1250,0.52251,593,-0.6414,551,-0.7520
ENSG00000107742,SPOCK2,297,0.68710,150,-0.3885,285,0.61942,176,-0.1434,124,-0.6833,149,-0.3992,233,0.29671,215,0.16746,190,-0.0260,252,0.42282,93,-1.1067,155,-0.3403
ENSG00000166295,ANAPC16,51,-0.1097,40,-0.4911,48,-0.2195,52,-0.0689,59,0.11476,31,-0.8493,33,-0.7509,25,-1.2065,66,0.31372,82,0.64129,119,1.26060,41,-0.4590
ENSG00000168209,DDIT4,4,-1.8457,9,-0.8345,10,-0.7632,10,-0.6911,24,0.62682,6,-1.5509,3,-2.2091,4,-1.8673,8,-1.0828,81,2.85336,35,1.23688,7,-1.1564
ENSG00000148719,DNAJB12,17,-0.5725,37,0.55946,30,0.26218,35,0.49166,15,-0.7831,19,-0.4898,29,0.20053,18,-0.5022,34,0.46751,26,0.03597,15,-0.7982,24,-0.1178
ENSG00000107745,MICU1,158,0.69941,102,0.01178,101,-0.0124,112,0.14754,109,0.10673,68,-0.6068,110,0.12521,118,0.23927,122,0.32287,53,-0.9985,66,-0.6668,79,-0.3798
ENSG00000122882,ECD,7,-0.9119,19,0.50492,19,0.56410,18,0.44533,11,-0.2987,12,-0.1144,11,-0.2889,14,0.03144,19,0.56526,9,-0.6550,11,-0.3075,6,-1.0913
ENSG00000138286,FAM149B1,26,0.75315,12,-0.4810,23,0.53548,14,-0.1732,7,-1.2063,15,-0.1355,20,0.38487,18,0.20773,21,0.43629,12,-0.4496,13,-0.3561,7,-1.1354
ENSG00000213551,DNAJC9,32,0.27464,24,-0.1382,26,-0.0201,32,0.29235,17,-0.6715,23,-0.2052,27,0.05436,33,0.33398,25,-0.1268,22,-0.2503,27,0.04465,31,0.25246
ENSG00000182180,MRPS16,29,-0.4185,38,0.00208,39,0.06774,32,-0.2354,35,-0.1290,38,0.01567,36,-0.0791,42,0.18281,29,-0.4178,53,0.54318,58,0.67814,31,-0.2833
ENSG00000138279,ANXA7,93,0.10733,129,0.62584,164,1.02497,87,0.00671,56,-0.6755,86,-0.0124,89,0.03517,71,-0.3000,79,-0.1533,80,-0.1212,62,-0.5117,52,-0.7704
ENSG00000107758,PPP3CB,240,0.02398,361,0.67440,317,0.46155,261,0.15201,193,-0.3129,304,0.39442,337,0.55970,243,0.04325,157,-0.6734,124,-0.9875,162,-0.5862,220,-0.1137
ENSG00000166348,USP54,11,-0.9172,3,-2.5919,12,-0.8117,13,-0.6440,52,1.54091,23,0.22022,15,-0.4370,10,-1.0822,20,-0.0536,48,1.40020,9,-1.1758,27,0.47372
ENSG00000176986,SEC24C,30,0.09481,39,0.48784,52,0.96133,41,0.59972,23,-0.3279,20,-0.5078,22,-0.3692,17,-0.7430,26,-0.1180,32,0.18663,16,-0.8596,23,-0.3284
ENSG00000196968,FUT11,29,0.47681,19,-0.1202,20,-0.0887,21,0.00389,18,-0.2501,26,0.30268,12,-0.8739,20,-0.0519,26,0.36292,27,0.36016,13,-0.7649,18,-0.2468
ENSG00000172586,CHCHD1,54,-0.0141,101,0.99338,66,0.29951,38,-0.5265,39,-0.4972,24,-1.2509,51,-0.0997,54,-0.0029,49,-0.1772,37,-0.5756,94,0.88874,49,-0.1444
ENSG00000214655,ZSWIM8,18,0.07922,24,0.53984,24,0.52480,36,1.17844,15,-0.2142,21,0.29651,16,-0.1034,13,-0.4354,6,-1.5089,6,-1.5181,15,-0.2192,23,0.41934
ENSG00000166507,NDST2,10,-0.6696,21,0.40883,18,0.15694,24,0.64440,16,0.02202,4,-1.8212,12,-0.5061,8,-1.0104,14,-0.2763,34,1.16774,16,0.02576,19,0.20656
ENSG00000148660,CAMK2G,332,0.76692,150,-0.4871,223,0.12414,228,0.15977,141,-0.5809,228,0.15921,237,0.22149,193,-0.1018,204,-0.0137,261,0.37402,98,-1.1219,176,-0.2427
ENSG00000035403,VCL,18,-0.2392,25,0.27696,13,-0.7306,27,0.41560,41,1.06414,1,-4.0371,3,-2.7517,14,-0.6009,22,0.11587,36,0.88589,32,0.67714,16,-0.3559
ENSG00000185009,AP3M1,14,0.29256,23,1.05002,15,0.36413,12,0.10343,14,0.33186,3,-1.9393,6,-0.8861,8,-0.6270,7,-0.8892,24,1.11124,12,0.06207,7,-0.7038
ENSG00000156110,ADK,36,0.57893,23,-0.1214,35,0.56127,34,0.48818,24,-0.0698,17,-0.5911,15,-0.7215,16,-0.6834,29,0.26133,21,-0.2638,18,-0.4501,25,0.04676
ENSG00000156650,KAT6B,72,-0.8628,100,-0.3620,47,-1.4814,127,-0.0002,211,0.81683,63,-1.0580,99,-0.3876,165,0.41673,219,0.99051,141,0.17078,124,-0.0366,60,-1.1314
ENSG00000156671,SAMD8,44,-0.6825,103,0.62729,45,-0.6676,65,-0.0900,85,0.32504,71,0.03811,71,0.02834,55,-0.3546,87,0.39075,84,0.30680,58,-0.2857,46,-0.6220
ENSG00000165637,VDAC2,191,0.67353,199,0.73292,194,0.69341,91,-0.4843,94,-0.4401,86,-0.5739,108,-0.2295,65,-0.9916,150,0.31003,77,-0.7471,119,-0.0855,105,-0.2728
ENSG00000165644,COMTD1,11,0.19021,13,0.49076,15,0.72021,5,-0.8889,3,-1.4894,1,-2.8482,4,-1.0480,12,0.40268,15,0.77742,7,-0.3856,7,-0.3438,13,0.52632
ENSG00000165655,ZNF503,22,-0.1213,13,-0.9173,19,-0.3261,38,0.72910,33,0.52382,12,-1.0266,22,-0.1048,35,0.61271,39,0.84893,21,-0.2291,9,-1.3786,8,-1.5579
ENSG00000156113,KCNMA1,236,-0.2913,271,-0.0754,163,-0.8487,448,0.72193,297,0.06576,398,0.52975,306,0.11326,346,0.30827,371,0.46301,146,-1.0132,154,-0.9350,193,-0.5961
ENSG00000151208,DLG5,2,-2.3011,10,-0.3348,15,0.33694,24,1.00704,10,-0.3611,0,-4.7820,10,-0.2598,6,-0.9580,19,0.78086,26,1.14513,10,-0.3660,9,-0.4320
ENSG00000148606,POLR3A,72,0.43109,48,-0.1978,51,-0.1051,96,0.90803,44,-0.3155,37,-0.5819,81,0.61270,111,1.14347,47,-0.2632,28,-0.9842,24,-1.2152,24,-1.2653
ENSG00000138326,RPS24,689,-0.6931,852,-0.3691,716,-0.6365,607,-0.8842,1030,-0.0762,1241,0.21549,1128,0.06441,731,-0.6042,955,-0.2110,1563,0.58521,2065,1.04545,1534,0.55478
